like1,parFFf,paralpha,parbeta,parQQf,pargamma,park,chain
1.2207859,0.69538605,0.5902556,0.002411039,0.98696977,0.22707053,1.975648,0.0
1.448839,0.7212578,0.16314535,0.16720772,0.93005437,0.32166824,2.0758262,0.0
1.6917213,0.40874964,0.14287417,0.09555808,0.9352347,0.23539647,2.3854764,0.0
1.0759995,0.8948867,0.9174478,0.80528426,0.8458082,0.9827076,2.766525,0.0
1.7384887,0.83591086,0.22401729,0.39775643,0.14470796,0.7026282,4.2768245,0.0
1.0825218,0.65720606,0.32899246,0.869427,0.8490702,0.5136517,4.2106586,0.0
1.2402431,0.7815559,0.30546653,0.016030516,0.6629911,0.24679239,3.0522578,0.0
1.6439977,0.48546338,0.55769145,0.55661374,0.6979163,0.14993079,1.9734098,0.0
1.8638294,0.29726022,0.4952064,0.6206325,0.18476881,0.47816715,2.5737326,0.0
1.4527608,0.25369698,0.34272477,0.7442509,0.6178763,0.83123887,1.5251896,0.0
1.6761554,0.23019879,0.14331901,0.266606,0.5815939,0.08479183,2.4476023,0.0
1.2627069,0.47358826,0.64798564,0.9983669,0.6964569,0.74368787,4.414595,0.0
1.7365243,0.7230596,0.29931298,0.93127966,0.3593106,0.025635598,2.0539281,0.0
1.4844228,0.24877067,0.6377803,0.292447,0.6315837,0.9644415,4.289858,0.0
1.7473505,0.3267642,0.29586956,0.079678655,0.35308823,0.4919315,4.7133956,0.0
1.1973332,0.48072064,0.30286783,0.4288183,0.6184336,0.8831445,1.7156823,0.0
1.8079538,0.20757838,0.5526448,0.10921885,0.51771,0.09062151,2.3484616,0.0
1.878004,0.21640125,0.1146773,0.024876572,0.6856293,0.9299653,1.113707,0.0
1.6319437,0.55637187,0.53885704,0.6023962,0.5056372,0.51466584,1.6132647,0.0
1.010804,0.7469462,0.67037684,0.997816,0.8883983,0.50810724,2.305631,0.0
3.0330536,0.28024262,0.110298954,0.7829951,0.9201226,0.8750217,2.5742936,0.0
1.7335969,0.5910568,0.4079175,0.6031215,0.28051448,0.341011,3.058955,0.0
1.8095328,0.44850436,0.9544731,0.8140593,0.29031777,0.0032162848,2.7603345,0.0
1.8924984,0.24300973,0.4219465,0.3749983,0.1825912,0.32824957,4.644486,0.0
1.0990013,0.6253719,0.17522457,0.685226,0.92894244,0.31349444,1.3504565,0.0
1.7909107,0.36614394,0.66837704,0.55885625,0.51086515,0.012486767,2.4845545,0.0
1.8591853,0.33369115,0.81063133,0.9401334,0.2026976,0.485283,2.9851158,0.0
1.6556697,0.7168303,0.30110073,0.28341952,0.40967175,0.049286075,1.6805688,0.0
1.7928311,0.29859328,0.1523155,0.89678717,0.6928216,0.30120426,4.1168017,0.0
2.3653448,0.22046529,0.037950482,0.698943,0.73722464,0.98029315,1.5620902,0.0
1.464685,0.52118546,0.8949251,0.20655891,0.8196674,0.404984,1.789256,0.0
1.6527699,0.846922,0.8231077,0.25670972,0.45353177,0.45527476,3.8052616,0.0
1.7381293,0.3900808,0.58062446,0.2853917,0.4184651,0.5531812,1.3298585,0.0
1.5054528,0.8222617,0.8971709,0.7087706,0.66658515,0.594937,1.3521111,0.0
1.6430993,0.3224308,0.17587782,0.57935005,0.738706,0.14640166,4.1177206,0.0
1.8817384,0.27915627,0.32418507,0.36301428,0.103139535,0.76245373,4.021535,0.0
1.7201422,0.7651922,0.27662408,0.4326176,0.5144677,0.1649639,1.0891882,0.0
1.8927163,0.24215207,0.920646,0.026691379,0.64023495,0.005508533,2.84225,0.0
1.8508129,0.32565236,0.6576998,0.12947544,0.13550086,0.6903428,2.7943895,0.0
1.7025844,0.951802,0.921071,0.3363677,0.33980516,0.8906279,1.6140428,0.0
1.3510902,0.94953775,0.70910066,0.05672732,0.92872787,0.014769363,1.3595628,0.0
1.2975752,0.7315298,0.4409261,0.8848432,0.6868086,0.6374814,2.6778355,0.0
1.786386,0.46622312,0.51449907,0.4886969,0.18934555,0.37841472,3.0168605,0.0
1.7454282,0.7297649,0.4290693,0.911781,0.10711697,0.83779263,3.6914942,0.0
1.7160065,0.20297357,0.16333118,0.53334105,0.37656704,0.88594204,4.5311847,0.0
1.1998425,0.51142055,0.106670864,0.6136129,0.7546898,0.6113565,4.0158596,0.0
1.7429179,0.84734106,0.55522716,0.68825907,0.14437753,0.7315424,4.8452168,0.0
1.5909246,0.69499904,0.6590297,0.64785945,0.5407817,0.52992153,2.5650914,0.0
1.1640359,0.784425,0.04059671,0.313817,0.81177914,0.19298756,1.4455271,0.0
1.7142543,0.62197316,0.8968271,0.508217,0.5484552,0.34745362,3.691132,0.0
1.7203478,0.25906906,0.5581088,0.6695398,0.6688636,0.40013075,2.4993277,0.0
1.4566581,0.52348495,0.96904963,0.36914572,0.57679695,0.9437499,2.1908245,0.0
1.667966,0.49869338,0.029213388,0.5767896,0.43849137,0.17350553,4.2250915,1.0
1.310185,0.81374836,0.3093053,0.10892761,0.61282265,0.41670787,2.4423356,2.0
1.740506,0.94119656,0.7683274,0.814845,0.24794932,0.8309523,2.2009072,3.0
1.4833827,0.4193069,0.23586708,0.47142094,0.54771096,0.65775585,3.6642816,4.0
1.588581,0.7974409,0.46946412,0.5542661,0.47354504,0.54031473,2.5470169,5.0
1.5073434,0.43265256,0.2686087,0.36152756,0.6212836,0.3157555,2.615022,6.0
1.6078781,0.9352939,0.3661089,0.84135526,0.95513755,0.5306511,3.820634,7.0
1.507035,0.61335444,0.1835976,0.5636144,0.5967921,0.26719067,3.553278,8.0
1.6148405,0.6476801,0.29403645,0.702655,0.5266792,0.25688297,2.6426806,9.0
1.4256126,0.740307,0.36830613,0.4957,0.6024023,0.46719217,2.5640817,10.0
1.0340772,0.8121177,0.28621933,0.55742913,0.8244147,0.4405841,3.2631092,11.0
1.4094754,0.5161296,0.20457233,0.45814213,0.73429906,0.26711586,3.3976173,12.0
1.3922364,0.58389336,0.31299156,0.40026757,0.67108583,0.3534194,2.7262638,13.0
1.7430875,0.7594714,0.37770742,0.33137062,0.123247504,0.25458565,4.618396,1.0
1.5072807,0.57281077,0.59700775,0.29878154,0.59235835,0.4655498,3.1716952,2.0
1.4523839,0.8235897,0.5599484,0.54948705,0.9202171,0.77954745,3.0254905,3.0
1.1959978,0.86134213,0.94713295,0.5610904,0.821846,0.55835885,1.8676051,4.0
1.4155567,0.93419665,0.36564067,0.7751703,0.5472906,0.8580626,2.1601615,5.0
1.1302888,0.6407719,0.5089726,0.44762245,0.9533786,0.27523938,4.818388,6.0
1.4708347,0.983143,0.55202454,0.9041114,0.61030847,0.7210769,4.7401414,7.0
1.2071753,0.483974,0.47886634,0.7068215,0.6825393,0.77405286,2.2411747,8.0
1.4264642,0.34807447,0.9773701,0.9796778,0.7496689,0.8388611,4.6818047,9.0
1.2467062,0.72634953,0.7445159,0.69966817,0.6997192,0.6818075,2.2080336,10.0
1.1795653,0.5474556,0.36453006,0.37367377,0.8290444,0.45105663,2.624777,11.0
1.2527093,0.5147076,0.81366867,0.79394764,0.7599782,0.7657064,3.642353,12.0
1.4295492,0.5491043,0.5903872,0.4065272,0.6249599,0.6040951,2.0664682,13.0
0.9845101,0.9284864,0.9086529,0.1256859,0.8194715,0.8022569,4.4101624,1.0
1.428235,0.956183,0.31602004,0.1935205,0.792575,0.012107247,1.2435395,2.0
1.68932,0.53294337,0.5524931,0.5365112,0.40550673,0.51332724,2.9330807,3.0
1.4520546,0.80493975,0.42757106,0.42382255,0.42054182,0.6316909,3.683269,4.0
1.6621519,0.689125,0.46909225,0.39434087,0.33412012,0.8870546,1.9230956,5.0
1.4514061,0.7655745,0.35995594,0.2172121,0.8636001,0.64168286,4.0196795,6.0
1.2882336,0.6442229,0.69526094,0.44381553,0.64866155,0.7392537,2.7821891,7.0
1.5408098,0.47247273,0.8294994,0.8348794,0.9238087,0.94133383,2.9541693,8.0
1.1500659,0.77869445,0.28342205,0.18264581,0.9321477,0.2552057,3.862271,9.0
1.368528,0.49681568,0.5405622,0.5559093,0.73515177,0.51555055,3.1780148,10.0
