like1,parT,chain,KGEval
2.51182320,122.86756000,0.00000000,-1.90744580
1.38769460,545.86194000,0.00000000,-0.37292778
1.35004890,860.35270000,0.00000000,-0.42269501
1.44006960,2048.34500000,0.00000000,-0.49244953
1.41046900,1377.12010000,0.00000000,-0.47745555
1.34657870,846.36554000,0.00000000,-0.42044561
1.37099110,1148.33720000,0.00000000,-0.46015921
1.40615280,1356.09110000,0.00000000,-0.47561806
2.34988450,137.35292000,0.00000000,-1.68372911
1.36936450,1121.91110000,0.00000000,-0.45861069
2.02538320,177.26027000,0.00000000,-1.23573066
1.36550500,781.98510000,0.00000000,-0.39534055
1.42558490,641.81120000,1.00000000,-0.37654259
1.36902550,1050.91990000,2.00000000,-0.45238049
1.36788770,948.64270000,3.00000000,-0.43781489
1.37421320,1174.84350000,1.00000000,-0.46171875
1.44006960,2172.42680000,2.00000000,-0.49244953
1.37311760,1017.59814000,3.00000000,-0.44792738
1.36954020,1069.03810000,1.00000000,-0.45449216
1.44006960,2000.72330000,2.00000000,-0.49244953
1.43557270,1534.88070000,3.00000000,-0.48845060
1.35110380,866.70215000,1.00000000,-0.42369599
1.36273240,792.55620000,2.00000000,-0.39908048
1.34776260,829.62920000,3.00000000,-0.41469363
1.36302610,910.74590000,1.00000000,-0.43137051
1.35379460,878.55570000,2.00000000,-0.42594097
1.37796750,1206.71830000,3.00000000,-0.46360507
1.35815910,889.13590000,1.00000000,-0.42785266
1.36983950,1106.08690000,2.00000000,-0.45726596
1.34963660,859.38257000,3.00000000,-0.42254220
1.44006960,1757.88880000,1.00000000,-0.49244953
1.41358390,380.18738000,2.00000000,-0.54337017
1.40506350,724.61273000,3.00000000,-0.38340242
1.44006960,1912.32870000,1.00000000,-0.49244953
1.36634420,942.15015000,2.00000000,-0.43670150
1.36297440,791.25420000,3.00000000,-0.39852188
1.34893930,826.02890000,1.00000000,-0.41289526
1.34598710,836.19720000,2.00000000,-0.41785264
1.34574030,841.28140000,3.00000000,-0.41953339
1.36978850,1042.63700000,1.00000000,-0.45161712
1.34805850,854.09247000,2.00000000,-0.42171197
1.34584330,841.86084000,3.00000000,-0.41968990
1.34923230,825.31836000,1.00000000,-0.41263188
1.37309660,994.15240000,2.00000000,-0.44420102
1.34593400,842.35046000,3.00000000,-0.41978995
1.43012240,1490.68330000,1.00000000,-0.48551185
1.36945890,964.69543000,2.00000000,-0.44042235
1.36316340,912.52405000,3.00000000,-0.43159898
1.34616000,835.45526000,1.00000000,-0.41755139
1.34559680,838.36835000,2.00000000,-0.41863155
1.34562210,839.82480000,3.00000000,-0.41914738
1.34667730,833.58960000,1.00000000,-0.41674668
1.34565450,837.72520000,2.00000000,-0.41836144
1.34561870,839.79300000,3.00000000,-0.41913945
1.34963990,824.34820000,1.00000000,-0.41226800
1.34674000,833.34937000,2.00000000,-0.41662323
1.34564160,837.84990000,3.00000000,-0.41841375
1.35273810,874.36066000,1.00000000,-0.42508674
1.34831140,855.27893000,2.00000000,-0.42190126
1.37398020,1172.98120000,3.00000000,-0.46163134
1.36602530,940.18110000,1.00000000,-0.43636880
1.34557950,839.01140000,2.00000000,-0.41890326
1.34556770,838.68990000,3.00000000,-0.41876765
1.34574930,837.23553000,1.00000000,-0.41815517
1.34558600,838.51430000,2.00000000,-0.41869321
1.44006960,1986.19260000,3.00000000,-0.49244953
1.34563000,838.01105000,1.00000000,-0.41847968
1.34557430,838.91790000,2.00000000,-0.41886538
1.34559870,839.37140000,3.00000000,-0.41903047
1.37363030,1014.13007000,1.00000000,-0.44736746
1.34660890,846.56440000,2.00000000,-0.42047209
1.36534580,930.34720000,3.00000000,-0.43470327
1.34558050,839.03064000,1.00000000,-0.41891133
1.34557040,838.86020000,2.00000000,-0.41884054
1.34556450,838.77510000,3.00000000,-0.41880446
1.34559730,839.35547000,1.00000000,-0.41902579
1.34558810,838.48040000,2.00000000,-0.41867943
1.34556570,838.69916000,3.00000000,-0.41877185
1.36343630,916.00116000,1.00000000,-0.43219700
1.34559150,838.43066000,2.00000000,-0.41865848
1.35342910,877.21590000,3.00000000,-0.42566170
1.34596810,842.53937000,1.00000000,-0.41982356
1.42522040,652.39545000,2.00000000,-0.37486108
1.37082580,1032.68320000,3.00000000,-0.45031657
