like1,parT,chain,KGEval
1.29625190,1839.96350000,0.00000000,-0.27741001
1.29625190,2072.21480000,0.00000000,-0.27741001
1.29625190,1425.54930000,0.00000000,-0.27741001
1.29625190,1024.52720000,0.00000000,-0.27741001
1.29625190,1636.30810000,0.00000000,-0.27741001
1.29625190,137.60313000,0.00000000,-0.27741001
1.29625190,1017.45844000,0.00000000,-0.27741001
1.29625190,1568.26390000,0.00000000,-0.27741001
1.29625190,1333.33790000,0.00000000,-0.27741001
1.29625190,939.43660000,0.00000000,-0.27741001
1.29625190,1317.22170000,0.00000000,-0.27741001
1.29625190,1990.30400000,0.00000000,-0.27741001
1.29625190,2043.61900000,1.00000000,-0.27741001
1.29625190,1636.30810000,2.00000000,-0.27741001
1.29625190,2043.61900000,3.00000000,-0.27741001
1.29625190,1504.97550000,1.00000000,-0.27741001
1.29625190,559.45570000,2.00000000,-0.27741001
1.29625190,1090.14710000,3.00000000,-0.27741001
1.29625190,1833.64040000,1.00000000,-0.27741001
1.29625190,1017.45844000,2.00000000,-0.27741001
1.29625190,1833.64040000,3.00000000,-0.27741001
1.29625190,480.79053000,1.00000000,-0.27741001
1.29625190,1568.26390000,2.00000000,-0.27741001
1.29625190,480.79053000,3.00000000,-0.27741001
1.29625190,1636.30810000,1.00000000,-0.27741001
1.29625190,2043.61900000,2.00000000,-0.27741001
1.29625190,1636.30810000,3.00000000,-0.27741001
1.29625190,1240.85770000,1.00000000,-0.27741001
1.29625190,1685.97170000,2.00000000,-0.27741001
1.29625190,1359.22170000,3.00000000,-0.27741001
1.29625190,839.68150000,1.00000000,-0.27741001
1.29625190,1605.04170000,2.00000000,-0.27741001
1.29625190,1017.45844000,3.00000000,-0.27741001
1.29625190,1568.26390000,1.00000000,-0.27741001
1.29625190,480.79053000,2.00000000,-0.27741001
1.29625190,1568.26390000,3.00000000,-0.27741001
1.29625190,2043.61900000,1.00000000,-0.27741001
1.29625190,1636.30810000,2.00000000,-0.27741001
1.29625190,1939.27830000,3.00000000,-0.27741001
1.29625190,1041.10530000,1.00000000,-0.27741001
1.29625190,1753.29040000,2.00000000,-0.27741001
1.29625190,1102.52100000,3.00000000,-0.27741001
1.29625190,1833.64040000,1.00000000,-0.27741001
1.29625190,1017.45844000,2.00000000,-0.27741001
1.29625190,1833.64040000,3.00000000,-0.27741001
1.29625190,480.79053000,1.00000000,-0.27741001
1.29625190,1568.26390000,2.00000000,-0.27741001
1.29625190,480.79053000,3.00000000,-0.27741001
