like1,parT,chain,KGEval
2.76949100,1586.73180000,0.00000000,-1.46045495
2.72869830,1425.49390000,0.00000000,-1.40552862
2.74470400,1485.70600000,0.00000000,-1.42772683
2.36460900,723.07200000,0.00000000,-0.75223828
2.72591000,1416.14710000,0.00000000,-1.40174117
2.70869920,1364.32980000,0.00000000,-1.37131977
2.70047040,1339.23990000,0.00000000,-1.35734734
2.76682730,1575.77500000,0.00000000,-1.45687075
2.82799720,2091.81230000,0.00000000,-1.63837277
2.77135630,1594.55820000,0.00000000,-1.46261804
2.13739900,491.72968000,0.00000000,-1.83150175
2.64145520,1175.75460000,0.00000000,-1.15603927
2.17136100,527.83466000,1.00000000,-1.54705681
2.11005020,455.62470000,2.00000000,-2.16430406
2.08312580,419.51970000,3.00000000,-2.53041174
2.64286400,1179.37620000,1.00000000,-1.16257429
2.10025980,266.76782000,2.00000000,-4.04464440
2.14013550,494.91992000,3.00000000,-1.80438126
2.52294970,926.01544000,1.00000000,-0.79322062
2.32653000,676.27620000,2.00000000,-0.84268596
2.11956480,257.47270000,3.00000000,-4.18565201
2.48817850,879.59985000,1.00000000,-0.74559832
2.08341960,419.95978000,2.00000000,-2.52610208
2.21254850,220.18288000,3.00000000,-4.85481321
2.05009150,338.49622000,1.00000000,-3.19075683
2.32277600,672.76760000,2.00000000,-0.85194852
2.19081880,546.14370000,3.00000000,-1.42114816
2.05227180,344.99966000,1.00000000,-3.12932238
2.06932500,382.47970000,2.00000000,-2.81413613
2.05415340,307.51960000,3.00000000,-3.51590477
2.05146980,313.35278000,1.00000000,-3.45024201
2.51943280,921.27140000,2.00000000,-0.78692839
2.06016920,359.93770000,3.00000000,-2.99618344
2.18267040,234.97320000,1.00000000,-4.56708220
2.05241350,345.29895000,2.00000000,-3.12654725
2.07504000,400.46182000,3.00000000,-2.68260489
2.04887080,323.00790000,1.00000000,-3.34625793
2.04866550,330.75204000,2.00000000,-3.26683671
2.09343300,434.57578000,3.00000000,-2.37391007
2.28870840,640.60455000,1.00000000,-0.95123700
2.04956480,336.64526000,2.00000000,-3.20865223
2.04866840,324.99902000,3.00000000,-3.32550784
2.06827040,289.53748000,1.00000000,-3.73304353
2.49606280,887.62177000,2.00000000,-0.75675898
2.05011150,317.26855000,3.00000000,-3.40738042
2.06928900,382.40933000,1.00000000,-2.81466690
2.05381080,308.18857000,2.00000000,-3.50825931
2.60904980,1091.28980000,3.00000000,-1.01734810
2.04874830,324.01030000,1.00000000,-3.33578246
2.04859000,327.38116000,2.00000000,-3.30098269
2.04855600,329.06662000,3.00000000,-3.28383632
2.04924750,334.99933000,1.00000000,-3.22470894
2.04859520,329.99918000,2.00000000,-3.27440840
2.04858260,327.49908000,3.00000000,-3.29977499
2.04914070,334.15340000,1.00000000,-3.23303116
2.04854850,328.58066000,2.00000000,-3.28876174
2.04864200,325.79428000,3.00000000,-3.31728739
2.04898050,322.41690000,1.00000000,-3.35246033
2.04856680,329.53107000,2.00000000,-3.27913592
2.35268600,706.85340000,3.00000000,-0.77788224
2.06864170,380.97850000,1.00000000,-2.82561711
2.05661150,354.17984000,2.00000000,-3.04622482
2.04857680,329.78015000,3.00000000,-3.27661661
2.04855200,328.13406000,1.00000000,-3.29330633
2.04854820,328.60034000,2.00000000,-3.28856022
2.04854580,328.36720000,3.00000000,-3.29093492
2.04857230,327.66270000,1.00000000,-3.29811007
2.04854850,328.59690000,2.00000000,-3.28859521
2.04855560,329.06396000,3.00000000,-3.28386227
2.04896100,332.58127000,1.00000000,-3.24857115
2.04859900,330.04020000,2.00000000,-3.27399486
2.04854510,328.76965000,3.00000000,-3.28684184
