like1,parw,paralpha,parbeta,pargamma,parlambda_,chain
0.49802747,0.7999186,1.134508,2.3288956,0.7888122,1.362662,0.0
0.60829616,0.1331802,0.65477747,2.3667538,0.62454134,0.46873432,0.0
0.78919744,0.20439322,4.6367583,1.1799642,0.30351377,2.7777276,0.0
0.53605765,0.96376723,2.603052,2.986135,0.7660982,0.5893784,0.0
0.4503083,0.26257,0.3713621,2.0699143,0.8275936,0.9782059,0.0
0.43765205,0.24495883,1.8949505,1.7173387,0.9321278,2.8503928,0.0
0.5431278,0.9213608,0.80352753,1.1606534,0.74488956,1.8892792,0.0
0.5694383,0.5883724,0.02226262,2.9224768,0.6410358,0.51799655,0.0
1.1462317,0.40150416,2.393992,2.4874454,0.072087795,1.7680569,0.0
1.2455724,0.15807028,3.022949,0.908048,0.064850174,2.2226307,0.0
0.3934536,0.5179227,2.0755727,2.1922386,0.6015778,1.1398425,0.0
0.30467653,0.44523486,2.5274086,1.5592381,0.7618842,2.1805034,0.0
0.79450136,0.8280816,1.8100162,0.721199,0.47246173,0.37293065,0.0
0.6506166,0.23761573,1.0967427,1.118196,0.7565693,2.813138,0.0
0.5665081,0.75167584,4.196243,1.7407898,0.8358812,0.46682978,0.0
0.5347418,0.6249615,4.5990486,1.7527119,0.9574523,1.9156535,0.0
1.1880385,0.30313957,0.9945088,1.362908,0.13788073,2.9596198,0.0
0.46796468,0.67319304,0.75065964,2.5497348,0.9067487,0.9559572,0.0
0.59650767,0.668491,0.9642501,2.5999644,0.91645384,1.9296759,0.0
0.903732,0.6768997,4.639502,2.555701,0.433303,2.4698334,0.0
0.7795929,0.7586136,0.68906903,2.52163,0.4556045,2.5242717,0.0
0.6880807,0.94269484,2.0163066,1.2583947,0.45337287,2.2266715,0.0
0.26202536,0.043685585,1.7859265,2.9838858,0.75039613,0.65665925,0.0
0.89897263,0.33313674,2.9889393,1.7468885,0.24435067,2.8614554,0.0
2.2286294,0.7456105,4.080072,1.7193761,0.011995404,0.71461266,0.0
0.4663238,0.11755851,1.2135578,2.1267703,0.7307111,0.93023735,0.0
0.808119,0.50147897,1.9319062,2.4383347,0.3304821,2.190427,0.0
0.909155,0.80646193,4.7147675,2.5370872,0.10532432,1.366484,0.0
0.7884495,0.92274415,4.7134123,0.8435896,0.29898983,1.8298352,0.0
0.8896714,0.87195605,4.103926,2.4948955,0.80238664,2.9093041,0.0
1.2026175,0.24485418,2.4144225,0.9347657,0.09537112,2.6167598,0.0
0.31561607,0.6251028,2.3379948,1.1773373,0.85595375,1.5685785,0.0
0.15621056,0.07619999,3.7819502,1.3562136,0.8374622,1.5097119,0.0
1.0269935,0.3832547,0.81722707,0.5975554,0.2766572,1.0443653,0.0
0.92207056,0.97180474,3.548648,0.9678342,0.2288775,2.1941648,0.0
0.8276552,0.9370401,2.6918447,1.5924426,0.2926363,2.6150234,0.0
0.58277273,0.8801208,3.556095,2.0053518,0.38367194,2.1637366,0.0
0.864277,0.23806635,4.330594,2.3972948,0.77250123,2.1384273,0.0
0.24385232,0.64945877,4.7003875,1.3035448,0.71484464,1.8431182,0.0
1.0907233,0.49916422,2.684823,1.8049625,0.11107269,1.9997948,0.0
0.68592006,0.1915239,3.385257,2.490391,0.3388935,0.8122855,0.0
0.18792053,0.6470272,4.964854,1.163476,0.88191235,1.2360309,0.0
0.842048,0.21359494,3.3883505,1.2164614,0.24800946,1.2110076,0.0
0.7407286,0.26372495,0.33144438,1.7620182,0.54865414,2.3144813,0.0
0.29991055,0.5733414,2.4486349,0.71830916,0.86232895,0.27910537,1.0
0.4767425,0.48030815,2.1549597,2.0610452,0.5592852,1.8159083,2.0
0.48207882,0.6841332,3.1471646,1.2295557,0.5391109,1.7834004,3.0
0.56474376,0.90353197,0.9719859,1.3683505,0.9619888,1.3839587,4.0
0.16108832,0.5570395,3.3644774,1.6401622,0.83374643,1.6615391,5.0
0.4956526,0.6129017,1.8714981,1.911163,0.6112555,2.003562,6.0
0.14984712,0.19716932,3.405447,1.2308706,0.9086634,1.2417823,7.0
0.32684717,0.3161835,1.7384728,1.6854365,0.8342053,1.1763672,8.0
0.29607335,0.41214746,2.551378,1.6936219,0.7072832,1.4948047,9.0
0.86533755,0.08489708,0.46705544,2.3423197,0.4428995,2.7628868,10.0
0.43202007,0.88111913,1.3814816,2.3448732,0.71361786,0.74779683,11.0
0.5216043,0.49418837,3.0777566,1.7031751,0.47554186,2.0461338,1.0
0.35581425,0.061789166,1.4696909,2.741741,0.97746724,0.8545124,2.0
0.68647665,0.99521345,3.5467768,2.4453096,0.94523984,2.56907,3.0
0.42316204,0.4070863,2.3730254,2.033559,0.5892942,0.5305638,4.0
0.40006626,0.35974193,3.0895708,1.5329646,0.75879,0.35068232,5.0
0.99809027,0.5704101,4.849256,2.7705336,0.38921228,1.2023909,6.0
0.3343008,0.4329506,2.7747905,1.7758759,0.6413048,1.5350592,7.0
0.34244803,0.6945448,2.765216,2.332207,0.7945919,0.8491755,8.0
0.12121016,0.62482387,2.6354477,2.1432903,0.901702,2.0666604,9.0
0.28823018,0.4394409,1.8665539,2.3527658,0.874713,1.6816018,10.0
0.28933665,0.41319335,3.0666401,1.1128911,0.86764246,2.3859968,11.0
0.46252754,0.86833227,3.1151648,1.81282,0.5085432,2.446961,1.0
0.21840915,0.50753134,2.6472545,2.3692937,0.9411508,1.4728792,2.0
0.5845242,0.18301247,0.61721396,0.71516377,0.5949318,0.9618516,3.0
0.42751798,0.61808425,4.3513656,1.4910883,0.55269223,1.2138273,4.0
0.9731921,0.8412093,1.9529567,0.77604926,0.24070603,2.216626,5.0
0.38523257,0.7768133,2.0907383,1.4972252,0.7043256,1.7563025,6.0
0.5828029,0.23791654,0.5465995,2.220385,0.6007507,1.0452857,7.0
0.6148919,0.67369604,2.4085963,1.3456796,0.46145463,1.7798083,8.0
0.38931197,0.4155773,1.7258238,2.1007824,0.67207676,1.1852052,9.0
0.24754393,0.6786185,2.065821,2.1222646,0.79553,1.3512874,10.0
0.44705668,0.6598551,2.8001544,1.5558898,0.55509603,1.693944,11.0
0.56080467,0.6005729,3.3240242,2.38231,0.44583803,1.2637699,1.0
0.31309602,0.31431925,3.0123825,2.3160923,0.73283345,1.9140102,2.0
0.5705573,0.08758574,0.043804064,0.8515785,0.70276123,1.6256031,3.0
0.6367145,0.332208,1.2809013,2.0538614,0.6393278,1.96199,4.0
0.26533943,0.9580911,2.299142,2.9469366,0.7209298,1.3572335,5.0
0.8662727,0.66744524,0.35587043,2.4498234,0.3559262,1.9629189,6.0
0.40976498,0.8229218,2.7909467,2.3864245,0.9215891,0.640351,7.0
0.43295446,0.66973156,3.2004118,2.1666183,0.8093966,0.8265065,8.0
0.65798366,0.6562416,1.3113899,2.527757,0.5407196,1.509527,9.0
0.5169181,0.3376865,1.1241926,1.7220128,0.7428367,1.4058931,10.0
0.35563916,0.34054917,1.648631,2.484942,0.6694293,0.81756955,11.0
0.47242984,0.3308339,4.860179,1.7016298,0.658482,1.8649921,1.0
0.23881175,0.3577581,2.3750353,1.7748305,0.8757886,2.1274698,2.0
0.25697866,0.5969509,2.4766333,1.724523,0.7638711,1.6363137,3.0
0.42325374,0.3081347,1.7907976,1.5251119,0.93793833,1.7079061,4.0
0.304451,0.60379016,3.0016294,1.3850616,0.6980344,1.6990982,5.0
0.21303281,0.51043934,2.9320788,1.6684412,0.76072544,1.6077117,6.0
0.31447124,0.83253044,4.1251884,1.6682708,0.7737528,1.7461151,7.0
0.21304275,0.52109563,2.6002614,1.564579,0.8396851,1.5424517,8.0
0.24689642,0.6357043,3.4987466,1.7971416,0.8118248,1.6359848,9.0
0.3948283,0.83365303,1.7288505,1.4656346,0.9647255,1.198405,10.0
0.21627003,0.44186893,2.8538756,1.7645633,0.758096,1.4152862,11.0
0.29595816,0.5896335,2.8442454,1.7503074,0.6733121,1.493181,1.0
0.6023348,0.5185044,1.8579745,0.84578085,0.6025921,2.0877333,2.0
0.5026043,0.77121276,0.06052389,1.4235235,0.9578405,1.022075,3.0
