like1,parT,chain,KGEval
0.49058002,822.80050000,0.00000000,-0.57118968
0.58043486,184.50565000,0.00000000,0.31223746
0.53441130,972.14990000,0.00000000,-0.66638476
0.45129758,741.16590000,0.00000000,-0.48982383
0.56491390,172.37808000,0.00000000,0.30347738
0.54478604,1044.10770000,0.00000000,-0.69357999
0.45734160,753.50500000,0.00000000,-0.50301366
0.24979271,490.20218000,0.00000000,0.01873895
0.38765335,631.30430000,0.00000000,-0.28990881
0.38556436,628.72864000,0.00000000,-0.28501991
0.39882910,647.41266000,0.00000000,-0.32718714
0.42911410,696.48663000,0.00000000,-0.42221801
0.35426068,593.34440000,1.00000000,-0.19756685
0.47200760,782.74720000,2.00000000,-0.53174785
0.29505295,541.77330000,3.00000000,-0.08168979
0.26593372,516.29144000,1.00000000,-0.03264483
0.33720220,403.85420000,2.00000000,0.19334826
0.25571280,460.07280000,3.00000000,0.07714261
0.26024416,509.10364000,1.00000000,-0.01747535
0.54953796,1090.23060000,2.00000000,-0.71187760
0.50499165,860.76746000,3.00000000,-0.59979000
0.25038960,472.02480000,1.00000000,0.05220876
0.31908286,559.71875000,2.00000000,-0.12182926
0.26560035,515.87177000,3.00000000,-0.03187054
0.25270780,464.53260000,1.00000000,0.06766900
0.25017023,477.36737000,2.00000000,0.04231855
0.38661250,630.05725000,3.00000000,-0.28742552
0.25231320,494.15810000,1.00000000,0.01206005
0.24894546,483.09146000,2.00000000,0.03217997
0.41201620,666.39610000,3.00000000,-0.36360456
0.25482905,500.92307000,1.00000000,-0.00057841
0.24897403,480.49792000,2.00000000,0.03677468
0.24992278,490.71048000,3.00000000,0.01794077
0.54845613,1078.10300000,1.00000000,-0.70656966
0.37494498,386.90295000,2.00000000,0.20102773
0.26517624,448.00330000,3.00000000,0.10023778
0.31163025,553.71234000,1.00000000,-0.10765536
0.26540273,515.53986000,2.00000000,-0.03128906
0.25302142,496.45360000,3.00000000,0.00841600
0.24958584,488.97104000,1.00000000,0.02064390
0.59873116,200.31712000,2.00000000,0.31807271
0.25087196,492.26270000,3.00000000,0.01528212
0.25061908,471.30072000,1.00000000,0.05347002
0.34829214,586.70074000,2.00000000,-0.18286284
0.24890721,480.75146000,3.00000000,0.03640442
0.25127450,469.35690000,1.00000000,0.05748721
0.24908496,480.03370000,2.00000000,0.03750158
0.24976602,485.37210000,3.00000000,0.02780571
0.24932162,474.29056000,1.00000000,0.04814692
0.51483050,892.34033000,2.00000000,-0.62098283
0.24893615,483.06177000,3.00000000,0.03223032
0.24977869,475.98077000,1.00000000,0.04486626
0.24920596,479.53613000,2.00000000,0.03837806
0.24879916,481.31378000,3.00000000,0.03535919
0.24920142,483.62848000,1.00000000,0.03121607
0.33735546,575.01230000,2.00000000,-0.15666276
0.24871539,482.06320000,3.00000000,0.03396588
0.25009030,486.14820000,1.00000000,0.02615549
0.33056740,569.10100000,2.00000000,-0.14338255
0.27793288,527.62460000,3.00000000,-0.05403181
0.27627650,438.55835000,1.00000000,0.11828670
0.24884933,481.03494000,2.00000000,0.03588874
0.27280310,523.51154000,3.00000000,-0.04653696
0.27814364,527.75510000,1.00000000,-0.05426354
0.24871506,482.12967000,2.00000000,0.03384356
0.25825045,504.53445000,3.00000000,-0.00780406
0.24878758,481.46920000,1.00000000,0.03505312
0.24871506,482.18698000,2.00000000,0.03374328
0.24873820,481.82810000,3.00000000,0.03439723
0.24909474,479.97537000,1.00000000,0.03760569
0.30129844,545.42000000,2.00000000,-0.08948082
0.24878292,481.51855000,3.00000000,0.03495413
0.25603023,458.50270000,1.00000000,0.08071100
0.24873890,481.82410000,2.00000000,0.03440512
0.25078768,470.16340000,3.00000000,0.05563616
0.24875219,481.75040000,1.00000000,0.03454017
0.24871990,481.96870000,2.00000000,0.03413706
0.24871518,482.07782000,3.00000000,0.03393880
0.24878092,481.54907000,1.00000000,0.03489669
0.24877085,482.57733000,2.00000000,0.03304644
0.24872392,482.32028000,3.00000000,0.03350291
0.24874355,482.44495000,1.00000000,0.03327510
0.28648895,534.57280000,2.00000000,-0.06755151
0.24871486,482.13650000,3.00000000,0.03383156
