like1,parT,chain,KGEval
0.71215520,129.20142000,0.00000000,-0.02680601
0.59988770,609.81140000,0.00000000,0.11751489
0.59428920,913.85760000,0.00000000,0.14534094
0.59741400,1058.74790000,0.00000000,0.15440120
0.72522060,104.48725000,0.00000000,-0.01833584
0.60208327,585.77576000,0.00000000,0.11433706
0.59603220,662.59595000,0.00000000,0.12323990
0.68869850,186.73196000,0.00000000,0.02487932
0.59431230,914.73310000,0.00000000,0.14541246
0.59784305,1076.23850000,0.00000000,0.15529099
0.59351087,827.99615000,0.00000000,0.13882635
0.59380570,877.21185000,0.00000000,0.14258051
0.59440790,739.41614000,1.00000000,0.13214478
0.59323350,816.23627000,2.00000000,0.13809126
0.59316260,804.47640000,3.00000000,0.13741574
0.59514550,695.67570000,1.00000000,0.12681175
0.59574640,960.01184000,2.00000000,0.14862255
0.59350400,827.84380000,3.00000000,0.13881468
0.59393686,751.47670000,1.00000000,0.13338055
0.59367030,832.66720000,2.00000000,0.13915562
0.59320986,792.07196000,3.00000000,0.13659511
0.59367990,762.27230000,1.00000000,0.13436022
0.59449820,921.15753000,2.00000000,0.14592497
0.59388600,838.50270000,3.00000000,0.13959075
0.59330237,776.28564000,1.00000000,0.13549434
0.59319574,790.38104000,2.00000000,0.13647168
0.61555790,472.97238000,3.00000000,0.11083767
0.59333530,821.87160000,1.00000000,0.13844036
0.59318030,806.97174000,2.00000000,0.13756327
0.59318054,799.52185000,3.00000000,0.13710004
0.59737800,1057.50770000,1.00000000,0.15434310
0.59495133,936.79680000,2.00000000,0.14703161
0.59380800,876.51654000,3.00000000,0.14252625
0.59408820,856.24854000,1.00000000,0.14099019
0.59324310,817.18494000,2.00000000,0.13814867
0.59318190,799.43910000,3.00000000,0.13709316
0.59322333,792.71650000,1.00000000,0.13664597
0.59318880,798.59644000,2.00000000,0.13704003
0.59318150,801.53644000,3.00000000,0.13722796
0.59321200,796.75860000,1.00000000,0.13691932
0.59405170,858.95807000,2.00000000,0.14121700
0.59317820,801.86520000,3.00000000,0.13724726
0.59340170,771.19990000,1.00000000,0.13509109
0.59319330,785.36084000,2.00000000,0.13612419
0.59450835,921.43427000,3.00000000,0.14594601
0.59549510,674.74445000,1.00000000,0.12449420
0.59331040,775.63050000,2.00000000,0.13544004
0.59318920,787.53480000,3.00000000,0.13628047
