like1,parT,chain,KGEval
3.78259000,462.54248000,0.00000000,-0.35621040
1.38039820,1582.63890000,0.00000000,-0.12046473
1.34755790,2115.12060000,0.00000000,-0.02416364
2.73664070,809.71387000,0.00000000,-0.27290676
1.85190940,1194.14490000,0.00000000,-0.29964350
8.75054200,109.62010000,0.00000000,-0.73000109
1.48045710,1409.39030000,0.00000000,-0.19001460
1.37806130,1634.59960000,0.00000000,-0.10040194
1.71523640,1258.67750000,0.00000000,-0.30901481
2.16511680,1058.80630000,0.00000000,-0.28147419
2.51816180,903.98760000,0.00000000,-0.27136267
1.41490840,1484.52640000,0.00000000,-0.17409844
1.34704320,1762.25550000,1.00000000,-0.07546442
1.33495940,1938.68800000,2.00000000,-0.05399502
1.33273680,1850.47170000,3.00000000,-0.06874589
1.35903660,1707.64110000,1.00000000,-0.08244261
1.34284970,1780.68260000,2.00000000,-0.07485412
1.33274150,1853.72410000,3.00000000,-0.06865544
1.33390690,1925.74740000,1.00000000,-0.05719562
1.35111010,2166.23880000,2.00000000,-0.02161929
1.64588500,1288.03220000,3.00000000,-0.30939089
1.33241400,1910.24650000,1.00000000,-0.06189281
1.36147740,1697.38650000,2.00000000,-0.08344225
1.34814130,2123.10640000,3.00000000,-0.02377087
1.33221050,1881.80490000,1.00000000,-0.06748979
1.33198050,1896.02580000,2.00000000,-0.06561678
1.33203590,1888.91530000,3.00000000,-0.06682248
1.33342840,1920.26090000,1.00000000,-0.05885074
1.34191480,1786.71850000,2.00000000,-0.07464022
1.33274030,1853.48970000,3.00000000,-0.06865892
1.33810380,1988.41530000,1.00000000,-0.04481416
1.33349930,1921.06970000,2.00000000,-0.05859769
1.33207000,1887.39690000,3.00000000,-0.06706839
1.34248840,2045.99320000,1.00000000,-0.03023121
1.33813610,1805.50170000,2.00000000,-0.07316976
1.33261400,1865.62450000,3.00000000,-0.06827681
1.33244400,1873.24880000,1.00000000,-0.06797382
1.33196990,1899.49800000,2.00000000,-0.06491642
1.33214810,1884.63720000,3.00000000,-0.06729083
1.35208730,2181.70500000,1.00000000,-0.02086029
1.33251230,1871.20250000,2.00000000,-0.06805540
1.33213700,1906.62820000,3.00000000,-0.06292263
1.33253010,1870.56040000,1.00000000,-0.06808102
1.33200970,1904.23330000,2.00000000,-0.06360283
1.33198230,1895.81510000,3.00000000,-0.06565577
2.88589380,743.81610000,1.00000000,-0.27832871
1.33200130,1892.94270000,2.00000000,-0.06614387
1.33227150,1879.28360000,3.00000000,-0.06767314
1.33198480,1894.76280000,1.00000000,-0.06582993
1.33197500,1897.13050000,2.00000000,-0.06542266
1.33197010,1901.86570000,3.00000000,-0.06426332
1.34166460,2035.31020000,1.00000000,-0.03114101
1.33197490,1903.13610000,2.00000000,-0.06391358
1.33197020,1899.58090000,3.00000000,-0.06489222
1.33197190,1901.22170000,1.00000000,-0.06444469
1.33197220,1898.51830000,2.00000000,-0.06517785
1.33197090,1899.87000000,3.00000000,-0.06481562
1.33197140,1901.24820000,1.00000000,-0.06443939
2.58645960,869.56190000,2.00000000,-0.27115264
1.33197520,1897.09550000,3.00000000,-0.06542913
