like1,parT,chain,KGEval
1.53716240,651.88745000,0.00000000,
1.18538600,283.25256000,0.00000000,-0.06384135
1.53729860,2095.84230000,0.00000000,
1.53729860,1002.84930000,0.00000000,
1.53729860,787.75720000,0.00000000,
1.53554080,587.63780000,0.00000000,
1.53729860,894.72833000,0.00000000,
1.53729860,805.15860000,0.00000000,
1.53717970,654.06616000,0.00000000,
1.52741540,471.69443000,0.00000000,
1.53729860,961.72770000,0.00000000,
1.53729860,837.64860000,0.00000000,
1.48118340,375.58320000,1.00000000,-0.49879912
1.22302770,329.41788000,2.00000000,-0.32423490
1.07524960,306.33524000,3.00000000,-0.19455306
1.53729860,2053.39450000,1.00000000,
1.53729860,1262.54440000,2.00000000,
1.53729860,1305.69640000,3.00000000,
1.53729860,795.24360000,1.00000000,
1.53679010,628.75940000,2.00000000,
1.52634800,462.27524000,3.00000000,
1.53157900,516.01764000,1.00000000,
1.49099660,380.14786000,2.00000000,-0.51029180
1.52464930,448.08273000,3.00000000,
1.53729860,883.98580000,1.00000000,
1.49784560,384.30524000,2.00000000,-0.52338468
1.33319870,345.32022000,3.00000000,-0.39531664
1.48557130,377.47350000,1.00000000,-0.50341573
1.23045470,330.36304000,2.00000000,-0.32848988
1.07657350,306.80780000,3.00000000,-0.19723440
1.52872290,483.89285000,1.00000000,
1.28840550,276.40286000,2.00000000,-0.02497414
1.11295750,314.53177000,3.00000000,-0.24092779
1.46944810,267.40607000,1.00000000,0.01670085
1.40607450,357.74442000,2.00000000,-0.44694331
1.10080670,312.57526000,3.00000000,-0.22967963
1.08571030,294.79388000,1.00000000,-0.13138582
1.06966470,300.56454000,2.00000000,-0.16246117
1.32069610,343.24155000,3.00000000,-0.38592384
1.28083590,337.21274000,1.00000000,-0.35923510
1.16975760,322.01025000,2.00000000,-0.28333427
1.10416560,291.60532000,3.00000000,-0.11289611
1.53422370,557.63885000,1.00000000,
1.23188080,279.83026000,2.00000000,-0.04367329
1.07982500,296.20276000,3.00000000,-0.13899921
1.53729860,834.79090000,1.00000000,
1.53729860,990.54170000,2.00000000,
1.38458700,271.31912000,3.00000000,-0.00013827
1.07590750,306.56992000,1.00000000,-0.19588115
1.07017600,303.56723000,2.00000000,-0.17919696
1.06905750,302.06590000,3.00000000,-0.17074353
1.52153150,424.62207000,1.00000000,-0.65694884
1.07195780,298.97028000,2.00000000,-0.15371703
1.06929520,302.65274000,3.00000000,-0.17404059
1.07175030,299.08383000,1.00000000,-0.15432020
1.06948910,302.94580000,2.00000000,-0.17569752
1.06932320,301.01483000,3.00000000,-0.16491364
1.53729860,1336.11790000,1.00000000,
1.15353140,319.72214000,2.00000000,-0.27034959
1.08020300,307.96246000,3.00000000,-0.20381955
1.06917430,301.31522000,1.00000000,-0.16657391
1.06905720,301.69055000,2.00000000,-0.16864920
1.06904550,301.87823000,3.00000000,-0.16969200
1.42771360,361.79617000,1.00000000,-0.46067025
1.06945440,300.81152000,2.00000000,-0.16380594
1.23756680,331.30383000,3.00000000,-0.33261393
1.07397900,305.82687000,1.00000000,-0.19172321
1.06998530,303.42084000,2.00000000,-0.17837298
1.53729860,773.58800000,3.00000000,
1.07435520,297.92917000,1.00000000,-0.14820320
1.06978990,300.43750000,2.00000000,-0.16176641
1.06905710,301.69165000,3.00000000,-0.16865509
1.12446450,316.15933000,1.00000000,-0.25027343
1.06911780,301.44653000,2.00000000,-0.16730176
1.06906060,301.66238000,3.00000000,-0.16849439
1.06925330,302.57180000,1.00000000,-0.17358074
1.06907320,302.13170000,2.00000000,-0.17111187
1.06904540,301.91168000,3.00000000,-0.16987989
1.06914150,302.31818000,1.00000000,-0.17215320
1.53729820,699.33630000,2.00000000,
1.06905060,302.00436000,3.00000000,-0.17039890
1.06904530,301.88464000,1.00000000,-0.16972789
1.06926640,301.11655000,2.00000000,-0.16547434
1.06909610,301.50058000,3.00000000,-0.16760182
