like1,paralpha,parbeta,pargamma,pardelta,parepsilon,chain
0.63088393,0.8161963,0.49757972,0.44389454,1.3011187,0.19150871,7.0
0.63462013,0.82116467,0.45769012,0.59006524,1.9115326,0.20586507,8.0
0.6537083,0.96085984,0.43619782,0.5260821,1.2301772,0.24546249,9.0
0.62271893,0.9038201,0.35774216,0.61446047,1.526594,0.16662458,10.0
0.62490255,0.84242886,0.40852362,0.5279495,1.7600664,0.18811151,11.0
0.7173872,0.7481676,0.6229062,0.27578902,1.8720804,0.30733392,1.0
0.64467746,0.8267917,0.45316046,0.5190904,1.0659226,0.22175466,2.0
0.6388738,0.7354949,0.642227,0.41749188,1.3083577,0.18284214,3.0
0.6737911,0.5871034,0.30863547,0.34507835,0.6058793,0.12450694,4.0
0.6261,0.83303946,0.48459858,0.55678445,1.3730623,0.16402456,5.0
0.6531027,0.82077354,0.44283223,0.39346728,1.2760034,0.23483405,6.0
0.6223002,0.9672327,0.7412007,0.5191769,1.0895252,0.17433937,7.0
0.6330562,0.8245663,0.3103118,0.9184312,0.9475954,0.19744012,8.0
0.63497466,0.7544617,0.5737979,0.74281216,0.96059024,0.17602295,9.0
0.63233435,0.8625954,0.548326,0.6226942,1.1571246,0.20134722,10.0
0.6308771,0.88884485,0.7444955,0.35273185,0.9592479,0.1970335,11.0
0.67050713,0.797899,0.21922623,0.31284422,1.246517,0.26360208,1.0
0.6365761,0.93617105,0.5384884,0.42351675,1.2749729,0.21726954,2.0
0.634778,0.95676005,0.2733921,0.82808256,1.9614363,0.22050561,3.0
0.64728606,0.91565526,0.6298418,0.771566,1.9553403,0.13522476,4.0
0.6541492,0.82091373,0.43640012,0.74555445,1.5557166,0.23841627,5.0
0.62223226,0.88621616,0.52718794,0.65688556,1.7781345,0.16731909,6.0
0.6385913,0.7896333,0.41664398,0.72473687,1.5908493,0.20673369,7.0
0.6234164,0.9902989,0.29372054,0.68577737,1.0237715,0.1622574,8.0
0.6312897,0.9149389,0.4318366,0.38008657,1.5637937,0.20743567,9.0
0.6383473,0.6802285,0.37143388,0.59408355,1.2823453,0.17021725,10.0
0.63366175,0.9219832,0.36797655,0.71573013,1.6135659,0.14549358,11.0
0.62621796,0.82140756,0.49064025,0.4868788,1.4270952,0.18068883,1.0
0.62403923,0.8979737,0.6174805,0.4327366,1.199809,0.18326837,2.0
0.64039445,0.74710304,0.39955053,0.42890987,1.0231247,0.1470051,3.0
0.6294831,0.9980512,0.64893293,0.4874661,1.7161876,0.20966019,4.0
0.6309397,0.75946254,0.49959788,0.5627842,1.4591346,0.17028144,5.0
0.6251779,0.8340578,0.530553,0.51793164,1.518994,0.17463261,6.0
0.6311706,0.8848915,0.34248018,0.8126276,1.6811256,0.14834619,7.0
0.623771,0.8808915,0.54887927,0.5320076,1.4567035,0.16502799,8.0
0.6232861,0.8695398,0.48995534,0.49880165,1.4367559,0.17535442,9.0
0.6229654,0.88112134,0.51271206,0.50248796,1.4487921,0.17422253,10.0
0.6241094,0.9522003,0.5938012,0.46892625,1.589891,0.19293283,11.0
0.6233149,0.9381285,0.3157453,0.7905186,1.2513627,0.16270922,1.0
0.62783086,0.7731684,0.31997827,0.588561,1.5631075,0.16473036,2.0
0.629452,0.867051,0.2256865,0.7267767,1.7731594,0.20411442,3.0
0.622894,0.9659504,0.34985563,0.7009135,1.6910933,0.15825926,4.0
0.6281555,0.7979167,0.41220504,0.5978753,1.5081307,0.18310338,5.0
0.6233788,0.8751898,0.33050567,0.7300434,1.2466877,0.18197769,6.0
0.6229772,0.8555711,0.3829283,0.5637179,1.5264878,0.17673618,7.0
0.62431014,0.88730246,0.3309971,0.64710605,1.6309707,0.19069979,8.0
0.6240282,0.9520385,0.52405524,0.5327602,1.3171343,0.159637,9.0
0.62136286,0.8887346,0.43737987,0.539213,1.624104,0.17940588,10.0
0.62252,0.8699524,0.1886827,0.43394515,1.7311767,0.16253352,11.0
0.63062114,0.847634,0.46859527,0.5977723,1.2190902,0.19589889,1.0
0.63306326,0.9135313,0.46116436,0.5519254,1.354707,0.2102439,2.0
0.6583899,0.88200164,0.4629112,0.33748522,1.6196913,0.25092244,3.0
0.6260698,0.88190895,0.5268974,0.614663,1.4096965,0.15786467,4.0
0.6240569,0.89555794,0.4649055,0.49956092,1.488886,0.18877666,5.0
0.6269843,0.8290398,0.54145116,0.68078846,1.1675687,0.17755672,6.0
0.6206123,0.9723581,0.48315898,0.54034597,1.6431142,0.16787456,7.0
0.63608545,0.90185463,0.48163396,0.4706933,1.520461,0.21600746,8.0
0.62481225,0.9101796,0.5025567,0.5942574,1.6405425,0.15670122,9.0
0.624494,0.83745956,0.46725994,0.5742139,1.4801011,0.17325886,10.0
0.62315655,0.9599804,0.53120774,0.5756352,1.5827485,0.19129494,11.0
0.7258772,0.71358556,0.5235313,0.28683975,0.7897092,0.10591115,1.0
0.63013524,0.7842848,0.7965038,0.98590565,1.910805,0.1779898,2.0
0.6307579,0.79418945,0.6034079,0.7669831,1.6298977,0.1882073,3.0
0.62164533,0.8832993,0.70135367,0.6551927,1.9968886,0.16316149,4.0
0.6305939,0.7654098,0.5037934,0.65979475,1.3613459,0.17199922,5.0
0.62379134,0.88910544,0.57397664,0.7007544,1.3451694,0.16490053,6.0
0.62363064,0.8529614,0.60166574,0.6632691,1.5835876,0.18141732,7.0
0.6270185,0.81963134,0.6158862,0.6141185,1.5825992,0.16097087,8.0
0.6250214,0.8369463,0.5725361,0.6322292,1.4722867,0.17376114,9.0
0.6212173,0.9389252,0.6341919,0.6170391,1.3915771,0.17981957,10.0
0.6311917,0.7797182,0.66343075,0.6471251,1.4745345,0.17866206,11.0
