like1,paralpha,parbeta,pargamma,pardelta,parepsilon,chain
0.90994614,0.8043487,0.8529587,0.24014759,1.0250758,0.3165344,6.0
0.8928231,0.9000303,0.32533655,0.47777364,0.8014791,0.43210497,7.0
0.8955573,0.8015201,0.535808,0.5120868,0.8839213,0.41765213,8.0
0.904888,0.80239224,0.44666272,0.38598052,0.9703901,0.3500422,9.0
0.8955949,0.7557533,0.46190643,0.25351027,1.1134517,0.46416572,10.0
0.8934571,0.8639319,0.11698437,0.4426192,0.8412183,0.44384843,11.0
0.90278274,0.65747404,0.38149175,0.5186925,1.170455,0.38195488,1.0
0.9009416,0.6018068,0.5974148,0.5176051,0.78843653,0.4839066,2.0
0.8929992,0.9545542,0.6656438,0.44476277,1.1399531,0.46099338,3.0
0.89556533,0.77976465,0.63915074,0.6024154,1.237807,0.4231755,4.0
0.892433,0.94944835,0.38324153,0.13126658,0.8523022,0.48397827,5.0
0.893357,0.83635336,0.6216033,0.5089432,1.1947595,0.4356921,6.0
0.8949292,0.7696785,0.44355834,0.53456056,0.91132027,0.44047287,7.0
0.89409083,0.85562754,0.47519264,0.33816746,1.3210932,0.41515934,8.0
0.8936899,0.91532415,0.40900257,0.5063505,0.99251413,0.4114295,9.0
0.8925267,0.9703494,0.09930339,0.4410761,0.5262962,0.4316444,10.0
0.8943606,0.81520015,0.57117724,0.47373614,1.1356943,0.4463673,11.0
0.9169011,0.9902989,0.29372054,0.68577737,1.0237715,0.1622574,1.0
0.893186,0.8648872,0.82101655,0.31546432,0.6572668,0.4382003,2.0
0.900652,0.8931403,0.13291292,0.33298075,1.3753109,0.36634493,3.0
0.89570314,0.845837,0.3992645,0.4315143,1.174963,0.39642587,4.0
0.89613706,0.73972625,0.44985673,0.31551194,1.265261,0.45530418,5.0
0.8994923,0.98957014,0.801071,0.5441162,1.6707937,0.36586684,6.0
0.8927184,0.99505776,0.536269,0.19046125,0.81204855,0.49033144,7.0
0.8948652,0.7738832,0.45518962,0.34689927,1.0689145,0.44826484,8.0
0.8945768,0.80520755,0.6488952,0.5802073,1.1678272,0.41167983,9.0
0.8991578,0.67033416,0.4863696,0.6104833,0.69985205,0.4215792,10.0
0.8932641,0.96852314,0.8913076,0.35085917,1.2109417,0.4060064,11.0
0.8931475,0.9896974,0.6194896,0.3774177,1.072724,0.47139856,1.0
0.89370203,0.8503436,0.61377233,0.64169425,1.023192,0.453691,2.0
0.89397967,0.8202707,0.4974207,0.3466009,1.071697,0.45726478,3.0
0.8935268,0.8653686,0.5866383,0.44843343,1.1008012,0.45996863,4.0
0.8934243,0.87429625,0.44407982,0.2578298,1.017261,0.45047864,5.0
0.8932232,0.9027938,0.5941251,0.46715862,1.156306,0.46431914,6.0
0.8943378,0.8007504,0.5485205,0.5435507,0.89601,0.44069985,7.0
0.89344513,0.8666904,0.59281856,0.5398286,1.0716602,0.4532061,8.0
0.8932121,0.96382356,0.6910161,0.4071576,1.1857785,0.4708539,9.0
0.89272505,0.99536484,0.7457394,0.38468578,0.8248216,0.45893905,10.0
0.89304024,0.8943711,0.66633284,0.58897495,1.0827793,0.45681325,11.0
0.8925861,0.987228,0.44793788,0.57193065,0.7871121,0.44077632,1.0
0.89283943,0.9229959,0.30234632,0.74023867,1.1781484,0.48960376,2.0
0.8945746,0.7720514,0.55998224,0.69115376,0.97197706,0.43710598,3.0
0.8938213,0.8295711,0.39440396,0.63198054,0.98146945,0.442905,4.0
0.89707845,0.7520027,0.9036304,0.9100932,1.2837703,0.4754437,5.0
0.8930509,0.97537655,0.6073778,0.6048019,1.2484581,0.47543868,6.0
0.89316213,0.98096025,0.5643888,0.7969205,1.2522988,0.47200596,7.0
0.8926114,0.8922995,0.55998904,0.5695355,1.415388,0.43490502,8.0
0.91988117,0.9971853,0.5182366,0.8652208,0.53185827,0.26209524,9.0
0.8933858,0.8954069,0.42510167,0.6144167,1.01369,0.44692954,10.0
0.89402014,0.86595005,0.52615845,0.56086403,1.0844448,0.4279422,11.0
0.89335227,0.85360676,0.63845503,0.9614211,1.7923158,0.465767,1.0
0.89588255,0.7840138,0.6449711,0.52438843,1.3917879,0.38924566,2.0
0.89502263,0.8897997,0.85510486,0.45986757,1.4166296,0.3885881,3.0
0.8942296,0.870821,0.71523273,0.53116053,1.3265984,0.4167112,4.0
0.89224285,0.9827197,0.2659043,0.3745992,1.723301,0.44581956,5.0
0.892684,0.8947782,0.57249963,0.4283896,1.0444839,0.4371246,6.0
0.89304,0.8684235,0.51617813,0.6103838,1.5055649,0.442388,7.0
0.8935803,0.84678215,0.4936042,0.46765545,1.2669064,0.4498411,8.0
0.89253205,0.99258935,0.63184613,0.9590277,1.8808692,0.46151826,9.0
0.89283276,0.90646887,0.5356653,0.6342621,1.522762,0.4488157,10.0
0.8946275,0.85909224,0.5860491,0.5553486,1.4215739,0.42002392,11.0
0.89395654,0.8272284,0.53837115,0.52598995,1.1012831,0.41572684,1.0
0.893658,0.8376575,0.48587322,0.5373179,1.0770674,0.4428063,2.0
0.8940439,0.897127,0.31773865,0.3345728,1.1090741,0.39922443,3.0
0.89311785,0.87084407,0.64523524,0.017182697,0.95308703,0.48326644,4.0
0.89314675,0.8718772,0.575948,0.49477527,1.1499921,0.4422004,5.0
0.89283085,0.9158534,0.49921432,0.45059994,1.092885,0.44077328,6.0
0.8931489,0.88159263,0.53509694,0.5437809,1.151864,0.45149082,7.0
0.8932706,0.85068446,0.51529753,0.43640608,0.9738418,0.43327078,8.0
0.89270306,0.89392793,0.52671474,0.40559587,1.2784468,0.4383283,9.0
0.8919538,0.9934081,0.569264,0.51357794,1.5539051,0.4843739,10.0
0.9339041,0.7905958,0.49266464,0.7804547,1.0776763,0.21269374,11.0
0.8930343,0.8801497,0.60129446,0.64022857,1.0921334,0.44002372,1.0
0.8926531,0.9571007,0.550536,0.7076191,1.8060299,0.4603358,2.0
0.8939725,0.8684993,0.52227634,0.48921847,1.2022343,0.4028366,3.0
0.8928441,0.9116154,0.60995317,0.6341868,1.4268506,0.45188013,4.0
0.8929814,0.90793526,0.69973683,0.4510828,1.0875187,0.44849315,5.0
0.89264387,0.9948302,0.45965677,0.6951935,1.9976902,0.475808,6.0
0.8927086,0.9069292,0.52057403,0.57747215,1.3925748,0.44525772,7.0
0.89254194,0.91351426,0.5412788,0.5367173,1.3791684,0.4323585,8.0
0.8923354,0.95616335,0.4930153,0.5222588,1.5096909,0.43902057,9.0
0.8996234,0.8682679,0.38522607,0.71149826,0.57476753,0.37715968,10.0
0.93269867,0.9350164,0.13410756,0.7200892,1.7490757,0.22045925,11.0
0.89286965,0.9415875,0.5964289,0.55034286,1.3119042,0.4657616,1.0
0.8927513,0.9063781,0.6428773,0.5182801,1.2945551,0.4401905,2.0
0.8916074,0.9496348,0.17802592,0.96588767,0.65448976,0.4996303,3.0
0.8995672,0.95924234,0.5090973,0.7653085,0.93452644,0.37093228,4.0
0.91243285,0.6185688,0.009500245,0.39358398,1.0938882,0.37005764,5.0
0.93644303,0.80755764,0.23982862,0.82485074,0.77982295,0.11284368,6.0
0.89294636,0.91139275,0.6864459,0.77563834,0.55609775,0.44435075,7.0
0.89375657,0.948892,0.5034245,0.75942713,1.194492,0.4274836,8.0
0.93687564,0.74879825,0.34374008,0.7674436,1.2240119,0.22335586,9.0
0.8925525,0.9437168,0.5005881,0.7564864,1.3244747,0.45575923,10.0
0.90139294,0.5565924,0.4192781,0.6583445,0.6325934,0.43752787,11.0
0.8912567,0.915482,0.20204562,0.8167407,1.1133653,0.49590385,1.0
0.89243555,0.8996327,0.58223647,0.56959325,1.3035114,0.43577728,2.0
0.8927331,0.98722136,0.75395477,0.61885804,1.3672336,0.45511127,3.0
0.8929861,0.9114527,0.5929143,0.58490187,1.2291751,0.4526891,4.0
0.904232,0.8660843,0.71098506,0.6636173,1.7779547,0.3454027,5.0
0.91977686,0.6494988,0.5465486,0.80239457,1.3192757,0.30631343,6.0
0.9001929,0.78778464,0.56857425,0.6924752,1.3186418,0.3780097,7.0
0.8933279,0.8750164,0.5888812,0.65907544,1.2755636,0.41603604,8.0
0.89281565,0.9334531,0.5464488,0.5851213,1.2245939,0.45779392,9.0
0.896911,0.7088182,0.6847624,0.60972625,1.7595767,0.41032264,10.0
0.91464865,0.6495653,0.15247156,0.7618794,1.0234128,0.3489003,11.0
0.89397424,0.8590118,0.691159,0.74054766,1.2195828,0.47072098,1.0
0.8928891,0.91818327,0.468115,0.38873142,1.0752066,0.45719066,2.0
0.8926378,0.97005564,0.23707914,0.42613727,1.074857,0.49200016,3.0
0.8933253,0.9156141,0.5330116,0.7261872,1.428681,0.47054434,4.0
0.8930057,0.91030216,0.24453051,0.25018784,1.0498288,0.44916764,5.0
0.8929887,0.9709625,0.30292782,0.41913334,1.0524687,0.44727927,6.0
0.89336705,0.9112367,0.54714894,0.5999477,1.1282336,0.46918353,7.0
0.8926754,0.97663724,0.6177484,0.8923312,1.4223655,0.45076764,8.0
0.8930026,0.94735116,0.09871702,0.38214555,0.90850174,0.45068464,9.0
0.8930793,0.93605834,0.47861338,0.551928,1.0892123,0.46455663,10.0
0.897236,0.74977535,0.90111107,0.36335,1.5446316,0.47339255,11.0
0.89508444,0.8010841,0.30569324,0.6163446,1.0751367,0.41341463,1.0
0.8934775,0.90187556,0.8834278,0.37553895,1.3496497,0.41112995,2.0
0.8927329,0.9282991,0.5493721,0.5315998,1.1272064,0.45599145,3.0
0.8931133,0.87606055,0.373471,0.5817241,1.0985049,0.44071627,4.0
0.91552305,0.53614026,0.62597394,0.30195776,1.6256043,0.3346138,5.0
0.8927014,0.9231005,0.6393099,0.44929346,1.2153438,0.44013983,6.0
0.89733684,0.74891144,0.5926405,0.39370543,1.3799112,0.39637476,7.0
0.8927264,0.9184936,0.451042,0.51535475,1.1819491,0.4557658,8.0
0.89337254,0.9972623,0.56323713,0.77214974,0.72895515,0.4066398,9.0
0.89227223,0.9693896,0.52283835,0.6863335,1.0515369,0.43697184,10.0
0.92139983,0.9027412,0.38883597,0.5056296,0.7151944,0.17164244,11.0
0.8933379,0.86816865,0.20821941,0.14774571,0.744059,0.44108912,1.0
0.89274985,0.92360914,0.64722544,0.6515964,1.4589624,0.4515709,2.0
0.8926628,0.93222463,0.6493995,0.71825457,1.5411661,0.45726112,3.0
0.8940445,0.843933,0.75496686,0.5290935,1.5690212,0.47015488,4.0
0.9310166,0.74466765,0.6882042,0.7040156,0.7914762,0.2105778,5.0
0.8931201,0.9084969,0.43883756,0.48120114,1.1962922,0.45425582,6.0
0.92736775,0.78394234,0.52165264,0.88357145,1.6707137,0.24334997,7.0
0.8994905,0.65923566,0.72916096,0.5245425,1.289554,0.3926901,8.0
0.8933617,0.89222497,0.6745189,0.62866324,1.5226228,0.46260086,9.0
0.8924936,0.9587387,0.634661,0.838622,1.5228677,0.45685947,10.0
0.89273363,0.9759151,0.6297543,0.89299995,1.580916,0.46143827,11.0
0.8943807,0.90966094,0.43249354,0.6356659,1.014397,0.41967303,1.0
0.92005867,0.9909993,0.15384254,0.30948704,1.4483291,0.27153632,2.0
0.89262426,0.9333638,0.41518924,0.63253874,1.184767,0.44477147,3.0
0.8964997,0.74804807,0.939931,0.09825079,1.0713056,0.45225075,4.0
0.8952097,0.6868288,0.0055790343,0.65865445,1.3764343,0.49315494,5.0
0.8930164,0.9581044,0.19276066,0.63557446,1.2871581,0.46264288,6.0
0.9109551,0.88659036,0.15746173,0.6364055,0.8315042,0.32411864,7.0
0.89269114,0.94907147,0.307134,0.5710454,1.3079008,0.45192203,8.0
0.8953287,0.91816765,0.25538942,0.5723066,1.0827515,0.3887465,9.0
0.92023253,0.79394734,0.26654753,0.19991025,1.0769869,0.15182821,10.0
0.8928212,0.9350358,0.30884105,0.7306214,1.4034181,0.48141295,11.0
0.89230615,0.9657383,0.18981966,0.56709456,1.1655155,0.48557827,1.0
0.89853656,0.8958369,0.9218085,0.37162098,0.7872799,0.3748341,2.0
0.89423627,0.90142244,0.66800106,0.49328855,1.0447073,0.41814476,3.0
0.89278156,0.9042153,0.5410973,0.5541223,1.1734209,0.4398001,4.0
0.8926603,0.94043505,0.23048204,0.5065474,1.1009243,0.45609322,5.0
0.89777327,0.7234647,0.5810484,0.5731296,0.753722,0.47756097,6.0
0.8946426,0.82137644,0.49496615,0.6027662,1.0847473,0.47166026,7.0
0.9107487,0.5670023,0.21752104,0.43390745,1.7688863,0.37371495,8.0
0.8935314,0.84883773,0.58285433,0.20702443,0.87815285,0.45649037,9.0
0.8911885,0.9611442,0.25025088,0.88249105,1.5380981,0.49445483,10.0
0.89860684,0.6330215,0.25504085,0.4574185,1.799803,0.44392815,11.0
0.9255734,0.7932668,0.8816077,0.34269902,1.819326,0.19235706,1.0
0.895269,0.8598667,0.4773,0.41670868,1.6687331,0.39606628,2.0
0.8933897,0.82600254,0.54416364,0.5847058,1.3739697,0.43178287,3.0
0.89184904,0.9925695,0.66788787,0.94562554,1.784125,0.43356404,4.0
0.89221495,0.95617956,0.00605071,0.83778256,1.1948272,0.4359166,5.0
0.89200133,0.965046,0.4567878,0.98655385,1.7131264,0.48408616,6.0
0.9152761,0.9094338,0.950918,0.07696771,1.2593584,0.2851214,7.0
0.9064311,0.64385045,0.9203767,0.44526222,1.1296145,0.34400478,8.0
0.8946772,0.79201937,0.65270245,0.646347,1.3252219,0.39998284,9.0
0.9174674,0.6671705,0.42456096,0.20516706,1.6273967,0.32376453,10.0
0.89292186,0.88034636,0.48553866,0.72963685,1.4552656,0.44557175,11.0
0.89212334,0.9547354,0.5540518,0.79934514,1.5437165,0.49298966,1.0
0.89267355,0.9423288,0.7093115,0.64076865,1.5033976,0.44357836,2.0
0.9116989,0.55163234,0.50155157,0.07899252,1.9559054,0.35569963,3.0
0.8946116,0.7746001,0.33810246,0.5626216,1.6479137,0.45878443,4.0
0.89434975,0.8220508,0.26881254,0.6543277,1.4401248,0.47757286,5.0
0.89355314,0.8601997,0.378793,0.6079459,1.4919583,0.46885452,6.0
0.89328486,0.9099769,0.43989354,0.64483106,1.5019186,0.47036377,7.0
0.8929893,0.9723487,0.5422508,0.56282747,1.290896,0.4630859,8.0
0.8922992,0.92999035,0.47352678,0.9004864,1.667251,0.48513928,9.0
0.8937201,0.88303494,0.42324534,0.66954094,1.4772406,0.47297227,10.0
0.89302605,0.9237128,0.42632538,0.7003491,1.4643574,0.47852254,11.0
0.8921582,0.9540987,0.5508069,0.97661394,1.8576136,0.48584476,1.0
0.8952938,0.79660064,0.6514092,0.63718045,1.4324206,0.4277063,2.0
0.9141842,0.9832189,0.61479324,0.3995857,1.9160756,0.15530929,3.0
0.9019086,0.5886736,0.924203,0.9668499,1.1642106,0.40739298,4.0
0.8939911,0.9303316,0.40969706,0.65961665,1.3420715,0.4264007,5.0
0.8929706,0.8690833,0.5784064,0.6664215,1.4590639,0.44009128,6.0
0.8947764,0.7674375,0.7464189,0.85225517,1.3968714,0.4387574,7.0
0.8935182,0.84600097,0.6495864,0.78237087,1.4927511,0.44972932,8.0
0.8932113,0.8963587,0.62327516,0.79165196,1.5624595,0.46170944,9.0
0.9170282,0.6111222,0.8661705,0.63657916,1.3923427,0.2509422,10.0
0.89249945,0.979145,0.47685385,0.65091664,0.6354975,0.43848038,11.0
0.89329064,0.9035442,0.41456264,0.37581772,0.95516574,0.4607312,1.0
0.8959887,0.7657219,0.22511595,0.4508504,1.3675678,0.42216474,2.0
0.89318615,0.9313296,0.36376524,0.45334658,1.0405253,0.46808437,3.0
0.89327013,0.8369912,0.4102632,0.02789786,1.7690758,0.48794508,4.0
0.892842,0.9952609,0.14859512,0.7323281,1.0808421,0.4618571,5.0
0.8925155,0.95128304,0.5567893,0.2175715,1.0389643,0.43263674,6.0
0.9046018,0.67850834,0.89475906,0.9411196,0.77910817,0.34958118,7.0
0.893173,0.8632045,0.2608844,0.4384653,1.1633192,0.4404533,8.0
0.9424485,0.5099722,0.11551985,0.9889519,1.0182681,0.3117263,9.0
0.89303327,0.91194576,0.27876866,0.43227276,1.061195,0.44959757,10.0
0.8948115,0.81959766,0.595706,0.6835999,0.8690894,0.4041615,11.0
