like1,parT,chain,KGEval
2.92434120,751.16590000,0.00000000,-2.10561928
2.85301640,769.05810000,0.00000000,-2.05750261
6.88247250,121.06741000,0.00000000,-6.34441177
2.92303630,751.48645000,0.00000000,-2.10470291
2.23725820,1004.09625000,0.00000000,-1.51981334
4.85343460,301.56696000,0.00000000,-3.42139847
2.54252720,860.03660000,0.00000000,-1.78680019
5.10356100,263.10822000,0.00000000,-3.72651207
2.59694670,842.00104000,0.00000000,-1.83362790
2.44140100,897.20044000,0.00000000,-1.70531600
2.16374660,1056.85290000,0.00000000,-1.46338019
2.99305200,734.18646000,0.00000000,-2.15696304
2.32566020,949.42700000,1.00000000,-1.60872620
2.93601160,748.26990000,2.00000000,-2.11398719
2.23864650,1003.13995000,3.00000000,-1.52109406
2.46882870,886.57715000,1.00000000,-1.72654796
2.33299110,945.33673000,2.00000000,-1.61672538
2.15607740,1062.85580000,3.00000000,-1.45860804
2.18239970,1042.91440000,1.00000000,-1.47567775
2.29029920,970.05740000,2.00000000,-1.57127436
2.24699500,997.47740000,3.00000000,-1.52886634
2.29221100,968.90735000,1.00000000,-1.57323402
2.46203950,889.16520000,2.00000000,-1.72122152
2.17458100,1048.64940000,3.00000000,-1.47040368
2.19570000,1033.47600000,1.00000000,-1.48503333
2.12160800,1092.23560000,2.00000000,-1.43696203
2.22064400,1015.88160000,3.00000000,-1.50481550
2.20073750,1029.99650000,1.00000000,-1.48870077
2.11830070,1095.30250000,2.00000000,-1.43447346
2.13993530,1076.07780000,3.00000000,-1.44918465
2.11350800,1099.82150000,1.00000000,-1.43087260
2.14212270,1074.23550000,2.00000000,-1.45040818
2.40689180,911.25270000,3.00000000,-1.67973696
2.23381500,1006.48590000,1.00000000,-1.51665829
2.13610900,1079.34290000,2.00000000,-1.44708707
2.15826200,1061.12870000,3.00000000,-1.45995052
2.12632060,1087.94960000,1.00000000,-1.44049503
2.11982150,1093.88560000,2.00000000,-1.43561858
2.11664960,1096.85350000,3.00000000,-1.43322947
2.12988780,1084.76900000,1.00000000,-1.44313240
2.12401370,1090.03580000,2.00000000,-1.43876873
2.12113700,1092.66920000,3.00000000,-1.43660790
2.28220030,974.98310000,1.00000000,-1.56304684
2.13820720,1077.54570000,2.00000000,-1.44823032
2.18949580,1037.83130000,3.00000000,-1.48060994
2.11590430,1097.55710000,1.00000000,-1.43266807
2.12576480,1088.45000000,2.00000000,-1.44008018
2.12077450,1093.00350000,3.00000000,-1.43633558
2.11711760,1096.41250000,1.00000000,-1.43358230
2.15075700,1067.12200000,2.00000000,-1.45540296
2.11530900,1098.11710000,3.00000000,-1.43222230
2.15800290,1061.33280000,1.00000000,-1.45979039
2.13884690,1077.00100000,2.00000000,-1.44858229
2.11850330,1095.11320000,3.00000000,-1.43462612
2.11911270,1094.54460000,1.00000000,-1.43508539
2.16587950,1055.21300000,2.00000000,-1.46473801
2.11420230,1099.16260000,3.00000000,-1.43139282
2.12802390,1086.42410000,1.00000000,-1.44175656
2.12310550,1090.86330000,2.00000000,-1.43808748
4.55073830,361.73828000,3.00000000,-3.09685379
