like1,parT,chain,KGEval
0.27507090,879.60583000,0.00000000,0.81995517
0.18683496,1033.70180000,0.00000000,0.63685510
0.38955350,768.27670000,0.00000000,0.82477060
0.34443092,808.60390000,0.00000000,0.84640784
0.39692550,761.97820000,0.00000000,0.81924317
0.86913025,451.91202000,0.00000000,0.26935882
1.71655860,188.17554000,0.00000000,-0.69368270
0.64157140,582.22930000,0.00000000,0.54577889
0.23588505,928.09750000,0.00000000,0.77055908
0.18801520,1027.50780000,0.00000000,0.64503871
2.50997780,99.47712000,0.00000000,-1.50687129
1.27227020,290.62870000,0.00000000,-0.20431451
0.24099123,921.15283000,1.00000000,0.77845075
0.21605574,958.68494000,2.00000000,0.73383882
0.18600409,1075.72010000,3.00000000,0.58109376
0.72732884,529.45270000,1.00000000,0.44136367
0.25935245,897.89230000,2.00000000,0.80312570
0.21371750,962.70010000,3.00000000,0.72883747
0.18974777,1094.21680000,1.00000000,0.55651801
0.19225292,1011.15710000,2.00000000,0.66655026
0.18458688,1052.68690000,3.00000000,0.61169511
0.32990390,822.35156000,1.00000000,0.84753229
0.22983569,936.86017000,2.00000000,0.76033365
0.68136066,557.17130000,3.00000000,0.49735806
0.18569987,1073.45190000,1.00000000,0.58410838
0.18476078,1063.06930000,2.00000000,0.59790602
0.18457669,1057.87820000,3.00000000,0.60480192
0.18996453,1019.21010000,1.00000000,0.65597431
0.38253918,774.33136000,2.00000000,0.82959708
0.18497474,1047.46510000,3.00000000,0.61862420
0.20208934,985.28094000,1.00000000,0.70017690
0.18704908,1082.12260000,2.00000000,0.57258479
0.18457726,1057.91210000,3.00000000,0.60475690
0.21915856,953.55680000,1.00000000,0.74017555
0.19978067,990.53235000,2.00000000,0.69340713
0.44976112,718.54700000,3.00000000,0.76986616
0.18581213,1040.03630000,1.00000000,0.62847127
0.18481311,1048.95720000,2.00000000,0.61664480
0.18457359,1053.41770000,3.00000000,0.61072498
0.18513246,1045.80700000,1.00000000,0.62082324
0.18460661,1051.85960000,2.00000000,0.61279324
0.18455867,1054.88590000,3.00000000,0.60877569
0.18632390,1077.86600000,1.00000000,0.57824173
0.18489721,1065.27650000,2.00000000,0.59497328
0.18459965,1058.98170000,3.00000000,0.60333619
0.19001935,1018.99870000,1.00000000,0.65625245
0.18603420,1075.93140000,2.00000000,0.58081293
0.18469343,1061.69820000,3.00000000,0.59972763
0.18456560,1057.08480000,1.00000000,0.60585567
0.18455777,1055.98540000,2.00000000,0.60731570
0.18455712,1055.43550000,3.00000000,0.60804592
0.18455860,1056.19970000,1.00000000,0.60703112
0.18455908,1054.80870000,2.00000000,0.60887819
0.26887100,886.67786000,3.00000000,0.81377273
0.18456516,1054.05810000,1.00000000,0.60987478
0.18455770,1055.96810000,2.00000000,0.60733867
0.34764495,805.61470000,3.00000000,0.84572103
0.18458684,1052.68860000,1.00000000,0.61169286
0.18455730,1055.30040000,2.00000000,0.60822531
0.24653150,913.81750000,3.00000000,0.78655053
0.18455733,1055.81760000,1.00000000,0.60753853
0.18455710,1055.62660000,2.00000000,0.60779216
0.18455708,1055.53110000,3.00000000,0.60791897
0.18455729,1055.79210000,1.00000000,0.60757239
0.18455708,1055.54630000,2.00000000,0.60789879
0.18455712,1055.66920000,3.00000000,0.60773559
0.18455812,1055.01310000,1.00000000,0.60860679
0.18455710,1055.49060000,2.00000000,0.60797275
0.18455718,1055.72940000,3.00000000,0.60765565
0.18456516,1054.05850000,1.00000000,0.60987425
0.18455810,1055.02190000,2.00000000,0.60859511
0.21095277,967.63030000,3.00000000,0.72265248
