like1,parT,chain,KGEval
1.08856600,621.59660000,0.00000000,0.06800591
1.17160770,726.02246000,0.00000000,-0.03397754
1.19889500,766.60040000,0.00000000,-0.06623428
0.71436420,373.12332000,0.00000000,0.55516842
0.85330160,453.33000000,0.00000000,0.34107780
0.93943936,505.29642000,0.00000000,0.22836401
1.23398750,819.29160000,0.00000000,-0.10396260
1.28980770,918.02010000,0.00000000,-0.16147287
1.10084660,634.92810000,0.00000000,0.05276171
1.31014040,951.60223000,0.00000000,-0.17597186
0.97801083,530.75900000,0.00000000,0.18204073
1.10952080,645.01624000,0.00000000,0.04164743
0.92706496,497.36000000,1.00000000,0.24325580
0.64405390,248.88664000,2.00000000,0.45942049
0.61756355,311.00497000,3.00000000,0.60171172
0.61723804,271.73193000,1.00000000,0.53279128
0.69486100,362.53094000,2.00000000,0.57767692
0.62306330,317.13144000,3.00000000,0.60490966
0.71226650,372.01240000,1.00000000,0.55791118
0.66159785,238.72835000,2.00000000,0.42298026
0.94441240,508.51428000,3.00000000,0.22238695
0.93189080,500.44275000,1.00000000,0.23744953
0.88277483,470.12650000,2.00000000,0.30016774
0.82936940,439.81024000,3.00000000,0.37550388
0.61347240,304.73550000,1.00000000,0.59645810
0.74292254,390.12310000,2.00000000,0.51039355
0.61032784,288.23370000,3.00000000,0.57238515
0.64215404,249.99759000,1.00000000,0.46318017
0.61273610,280.50128000,2.00000000,0.55577973
0.95967650,518.51373000,3.00000000,0.20401064
0.78823704,194.45264000,1.00000000,0.22030060
0.63343173,255.79204000,2.00000000,0.48206187
0.61068060,286.46173000,3.00000000,0.56888284
0.68912965,359.50656000,1.00000000,0.58250142
0.61320096,304.19662000,2.00000000,0.59590944
0.61424667,276.54163000,3.00000000,0.54594494
0.71016073,219.34789000,1.00000000,0.34319288
0.61087170,296.48460000,2.00000000,0.58632552
0.61017120,292.35916000,3.00000000,0.57983861
0.61084440,296.38184000,1.00000000,0.58617566
0.77146643,407.44778000,2.00000000,0.46210049
0.61012900,291.42178000,3.00000000,0.57823094
0.61068750,295.75314000,1.00000000,0.58524579
0.61034405,288.12720000,2.00000000,0.57217982
0.61014706,291.94016000,3.00000000,0.57912624
0.61012584,291.26178000,1.00000000,0.57795148
0.61107390,297.72920000,2.00000000,0.58809506
1.01727490,558.51044000,3.00000000,0.14436714
0.61016580,289.74774000,1.00000000,0.57523386
0.61013090,290.50476000,2.00000000,0.57660923
0.69321830,361.66165000,3.00000000,0.57908872
0.61016405,289.77450000,1.00000000,0.57528304
0.61012864,290.59814000,2.00000000,0.57677659
0.61012393,291.00998000,3.00000000,0.57750869
0.61020950,289.20096000,1.00000000,0.57421991
0.80062320,423.85568000,2.00000000,0.41697805
0.68353960,356.52832000,3.00000000,0.58700173
0.98009104,532.16480000,1.00000000,0.17954074
0.61055690,286.98910000,2.00000000,0.56994432
0.61017066,289.67413000,3.00000000,0.57509836
0.63102543,324.23425000,1.00000000,0.60740711
0.61014700,290.07977000,2.00000000,0.57584118
0.61012990,290.54486000,3.00000000,0.57668116
0.63281420,325.66788000,1.00000000,0.60768311
0.61013190,290.46796000,2.00000000,0.57654314
0.61543720,308.06793000,3.00000000,0.59950641
0.61013040,291.47864000,1.00000000,0.57832990
0.67065190,349.46323000,2.00000000,0.59646435
0.61012393,291.03840000,3.00000000,0.57755885
0.61014140,291.80856000,1.00000000,0.57890042
0.61012450,291.15668000,2.00000000,0.57776711
0.61012490,290.83072000,3.00000000,0.57719123
