like1,parT,chain,KGEval
0.47176373,1073.74500000,0.00000000,0.40410756
2.17388940,389.07452000,0.00000000,-0.81622045
2.40422840,345.31950000,0.00000000,-1.14515599
0.39251015,932.39160000,0.00000000,0.45867206
2.19050700,385.65433000,0.00000000,-0.83937817
2.29413700,365.28455000,0.00000000,-0.98596938
0.41985393,864.77090000,0.00000000,0.47709332
0.47407890,1076.87340000,0.00000000,0.40298665
2.75788300,290.94745000,0.00000000,-1.67201659
2.62784700,309.38092000,0.00000000,-1.47627648
1.84231900,467.88376000,0.00000000,-0.38290310
3.45586600,215.09988000,0.00000000,-2.73424187
0.49948630,818.25244000,1.00000000,0.48007957
0.45207307,1046.53080000,2.00000000,0.41365395
0.41345300,989.46110000,3.00000000,0.43668165
1.21224300,626.92267000,1.00000000,0.29725513
0.71320146,745.84680000,2.00000000,0.46532744
0.41050473,983.69495000,3.00000000,0.43906838
0.44932630,1042.60560000,1.00000000,0.41498970
0.42713398,1011.46630000,2.00000000,0.42744688
0.40887920,980.32690000,3.00000000,0.44044381
0.80531466,721.07890000,1.00000000,0.45132132
0.39952020,950.61334000,2.00000000,0.45210890
0.42870718,1013.74335000,3.00000000,0.42648031
0.40859590,875.32200000,1.00000000,0.47504086
0.39209527,903.85680000,2.00000000,0.46776622
1.15543150,638.85550000,3.00000000,0.32671992
1.85030830,465.71280000,1.00000000,-0.39251330
0.39129190,907.69214000,2.00000000,0.46663467
0.39176060,929.15270000,3.00000000,0.45977687
0.45624158,1052.41170000,1.00000000,0.41163285
0.39889390,949.18756000,2.00000000,0.45264152
0.39050290,918.04820000,3.00000000,0.46343969
0.40010380,953.64655000,1.00000000,0.45096303
0.39086850,923.59810000,2.00000000,0.46163534
1.42128900,584.37320000,3.00000000,0.17237122
0.40785676,978.13430000,1.00000000,0.44133281
0.39082995,910.95250000,2.00000000,0.46565635
0.39055187,914.50037000,3.00000000,0.46456077
0.39053910,914.80460000,1.00000000,0.46446595
0.39053530,919.20135000,2.00000000,0.46306948
0.39049460,917.00300000,3.00000000,0.46377342
0.39161807,928.43980000,1.00000000,0.46001819
0.39050323,918.06600000,2.00000000,0.46343399
0.39064893,912.87900000,3.00000000,0.46506349
0.39190328,904.65894000,1.00000000,0.46753274
0.39049482,916.90580000,2.00000000,0.46380434
0.39080614,923.02930000,3.00000000,0.46182266
0.39050390,918.10220000,1.00000000,0.46342240
0.39049652,917.55260000,2.00000000,0.46359821
0.39049494,917.27780000,3.00000000,0.46368589
0.44940886,1042.72420000,1.00000000,0.41494958
0.40807715,978.61230000,2.00000000,0.44113925
0.39763537,946.55634000,3.00000000,0.45361623
0.39051703,915.46360000,1.00000000,0.46425976
0.39049545,916.75590000,2.00000000,0.46385201
0.50739694,814.78314000,3.00000000,0.47983715
0.46513724,1064.72890000,1.00000000,0.40731917
0.39063233,913.10266000,2.00000000,0.46499441
0.39051380,915.58435000,3.00000000,0.46422177
