like1,parT,chain,KGEval
5.09206530,1048.12630000,0.00000000,-3.50462132
4.95377700,941.67065000,0.00000000,-3.43217060
5.13801860,1089.61800000,0.00000000,-3.52936334
2.21842340,273.34393000,0.00000000,-1.63282044
4.32673800,656.70580000,0.00000000,-3.01103160
3.67134500,479.39117000,0.00000000,-2.54349869
1.38553260,180.05333000,0.00000000,-0.94397371
4.25961500,634.64100000,0.00000000,-2.96176225
1.72645620,218.64696000,0.00000000,-1.27353156
3.60180200,464.07877000,0.00000000,-2.49597836
3.97162840,551.66690000,0.00000000,-2.75167724
3.11194560,381.27950000,0.00000000,-2.20309800
3.12906340,383.66525000,1.00000000,-2.21273669
2.29374300,281.85928000,2.00000000,-1.68555718
1.83764150,230.95630000,3.00000000,-1.35873433
2.86016060,349.01907000,1.00000000,-2.05556535
2.31114320,283.83300000,2.00000000,-1.69767770
1.17601550,153.46090000,3.00000000,-0.73743651
1.47032550,189.94955000,1.00000000,-1.02724700
0.97425980,106.55519000,2.00000000,-0.48000810
1.05855480,135.22617000,3.00000000,-0.59633950
1.02090190,127.91806000,1.00000000,-0.55138959
4.49796500,719.40770000,2.00000000,-3.13596750
2.05121560,254.59879000,3.00000000,-1.51400938
1.10573760,143.30426000,1.00000000,-0.65491904
1.00796380,124.92972600,2.00000000,-0.53559000
0.98038840,115.74245500,3.00000000,-0.49807147
1.32927940,173.28252000,1.00000000,-0.88874783
3.51576020,446.34512000,2.00000000,-2.43830173
1.32839110,173.17409000,3.00000000,-0.88787680
1.41124450,183.09123000,1.00000000,-0.96924955
1.21868670,159.15869000,2.00000000,-0.77915382
4.84460970,878.17800000,3.00000000,-3.36781801
2.06543520,256.18515000,1.00000000,-1.52421993
1.59490280,204.02985000,2.00000000,-1.14918384
1.16433790,151.87454000,3.00000000,-0.72519396
1.02705690,129.21487000,1.00000000,-0.55873095
0.98504490,117.88503000,2.00000000,-0.50520675
1.23212170,160.95744000,3.00000000,-0.79267121
1.35689310,176.62405000,1.00000000,-0.91581698
1.03236870,130.29776000,2.00000000,-0.56508229
0.98208326,101.18716400,3.00000000,-0.47983232
3.29613610,407.93225000,1.00000000,-2.30379477
2.30860970,283.54547000,2.00000000,-1.69591589
0.99577230,96.67742000,3.00000000,-0.48602734
0.99355820,97.27823000,1.00000000,-0.48485699
4.26253840,635.57184000,2.00000000,-2.96388273
0.98139100,116.25219000,3.00000000,-0.49968069
