like1,parT,chain,KGEval
2.68482330,1085.82100000,0.00000000,0.43227225
8.10593800,566.12890000,0.00000000,-0.38623327
13.51105800,341.10776000,0.00000000,-1.75543127
14.87092300,305.38608000,0.00000000,-2.11204137
7.64097450,594.81696000,0.00000000,-0.28508505
5.31720500,773.59560000,0.00000000,0.14007293
5.96414140,717.03864000,0.00000000,0.03662084
23.65316400,166.19806000,0.00000000,-4.09903781
11.40030800,410.00107000,0.00000000,-1.19782934
10.84937500,431.35144000,0.00000000,-1.05439643
19.67582100,214.76907000,0.00000000,-3.28129272
6.51270800,673.48865000,0.00000000,-0.06051704
4.63430000,840.31900000,1.00000000,0.23568562
3.56230240,963.07000000,2.00000000,0.35735644
3.30047100,997.19360000,3.00000000,0.38193946
3.42244700,981.06226000,1.00000000,0.37073017
4.28792430,877.32890000,2.00000000,0.27876900
2.69143940,1084.79550000,3.00000000,0.43178489
3.25936900,1002.72577000,1.00000000,0.38562227
4.44852730,859.88220000,2.00000000,0.25924521
3.81938620,931.30396000,3.00000000,0.33129546
3.77250460,936.97620000,1.00000000,0.33619204
4.98344900,805.23240000,2.00000000,0.18856776
2.79667570,1068.72000000,3.00000000,0.42388085
2.98140050,1041.50730000,1.00000000,0.40930137
2.97591760,1042.29760000,2.00000000,0.40974724
2.82772200,1064.05930000,3.00000000,0.42149372
10.10268400,462.98602000,1.00000000,-0.86346137
3.60218600,958.03350000,2.00000000,0.35343945
3.04137700,1032.92900000,3.00000000,0.40437117
3.25846430,1002.84810000,1.00000000,0.38570280
3.02132150,1035.78400000,2.00000000,0.40603058
5.06189440,797.63525000,3.00000000,0.17747216
2.76082520,1074.14760000,1.00000000,0.42660590
3.00277200,1038.43660000,2.00000000,0.40755569
2.88000270,1056.29210000,3.00000000,0.41741652
2.75561710,1074.94020000,1.00000000,0.42699897
2.61533000,1096.70190000,2.00000000,0.43732316
2.64991470,1091.26150000,3.00000000,0.43482496
2.78459200,1070.54380000,1.00000000,0.42480306
2.60051940,1099.04740000,2.00000000,0.43838369
2.64570200,1091.92150000,3.00000000,0.43513090
6.31887800,688.44590000,1.00000000,-0.02523873
2.88899800,1054.96580000,2.00000000,0.41670772
4.33917700,871.70590000,3.00000000,0.27262334
2.91721250,1050.82450000,1.00000000,0.41447049
2.67970540,1086.61550000,2.00000000,0.43264847
3.35272810,990.23096000,3.00000000,0.37718866
3.00286580,1038.42320000,1.00000000,0.40754803
2.63990120,1092.83140000,2.00000000,0.43555139
2.62015770,1095.93930000,3.00000000,0.43697622
2.68737900,1085.42470000,1.00000000,0.43208415
2.65118050,1091.06320000,2.00000000,0.43473288
2.63321190,1093.88260000,3.00000000,0.43603528
2.72044660,1080.32070000,1.00000000,0.42963496
2.68288950,1086.12110000,2.00000000,0.43241450
2.60888200,1097.72180000,3.00000000,0.43778553
3.86110100,926.30054000,1.00000000,0.32688415
2.76762940,1073.11360000,2.00000000,0.42609125
2.70831870,1082.18750000,3.00000000,0.43053650
2.61682940,1096.46500000,1.00000000,0.43721550
2.60866520,1097.75610000,2.00000000,0.43780104
2.60459020,1098.40170000,3.00000000,0.43809272
2.62724600,1094.82170000,1.00000000,0.43646587
3.08739730,1026.42760000,2.00000000,0.40052187
2.61805250,1096.27170000,3.00000000,0.43712757
2.63258200,1093.98170000,1.00000000,0.43608080
3.22943880,1006.78570000,2.00000000,0.38827432
2.59815860,1099.42210000,3.00000000,0.43855220
2.66397900,1089.06350000,1.00000000,0.43380026
2.64200380,1092.50150000,2.00000000,0.43539911
2.59844040,1099.37730000,3.00000000,0.43853206
2.60351630,1098.57190000,1.00000000,0.43816949
2.79815150,1068.49760000,2.00000000,0.42376794
2.60083650,1098.99710000,3.00000000,0.43836105
2.60687540,1098.03960000,1.00000000,0.43792922
2.83995030,1062.23360000,2.00000000,0.42054658
2.60265540,1098.70850000,3.00000000,0.43823106
2.60927560,1097.65950000,1.00000000,0.43775734
2.60489490,1098.35340000,2.00000000,0.43807092
2.59614920,1099.74120000,3.00000000,0.43869551
3.40134800,983.82263000,1.00000000,0.37269924
2.99270630,1039.88100000,2.00000000,0.40837946
2.80205270,1067.91020000,3.00000000,0.42346923
