1,884,2181
2,888
3,886
9,2175,2176
23,543
34,920
35,924
37,925
39,919
43,921
59,922
87,17490,17491
91,14426
94,14448
102,844
121,923
139,2529
151,1797
209,475
228,866
278,5748
281,681
289,2097
294,5743
332,2564
353,2559
358,2153
558,2089
572,1804
685,1697
701,1316
707,1317
797,5393
807,2533
831,3023
945,14434
1072,2511
1078,2519
1093,2512
1117,2509
1311,2566
1364,2310
1408,2257
1483,9642
1488,9854
1491,9805
1500,9855
1503,2364
1509,9705
1511,9610
1542,2431
1543,9850
1546,2422
1553,9689,9692
1554,9689,9692
1556,2415
1567,9632
1568,9632
1569,9632
1570,9632
1571,9632
1572,9632
1573,9879,9905
1575,9853
1679,4406
1680,6083
1688,4403
1690,4400
1731,2762
1738,2765
1739,2763
1741,2765
1758,2687
1788,2684,17066
1792,2681,5832
1799,2230
1857,2231
1895,5750
1899,3221
1902,3216
1903,3218
1904,3214
1907,3168
1910,3186
1911,3187
1912,3197
1913,3161
1915,3188
1918,3233
1922,3253
1927,3130
1929,3115
1933,3147
1934,3150
1940,5146
1941,5142
1942,5144
1959,3351
1962,17379
1963,17517
1964,17528
1970,5137
1971,5138
1973,5147
1975,9526
1986,3348
1993,17446
1994,17449
1996,3353
2003,3352
2006,3346
2010,17268
2014,17249
2026,4426
2027,18163
2088,17428
2090,17353
2091,17338
2094,4440
2095,4425
2096,4448
2119,5153
2158,5139
2159,5140
2162,5141
2166,5143
2178,9906
2190,3284
2191,3285
2197,3282
2206,14208
2212,14318
2213,14302
2220,14314
2224,14310
2228,14319
2233,14316
2236,14309
2241,14281
2242,14362
2243,14369
2244,14363
2246,4506
2250,4510
2253,4516
2255,4505
2260,4498
2266,4496
2267,4212
2270,4261
2275,6094
2276,17244,17245
2277,17246
2278,17287
2279,17258
2280,17252
2281,17284
2282,17277
2283,17256
2286,8389
2287,8415
2288,8331
2289,8386
2290,8406
2291,8404
2293,8358
2296,8393,8442
2304,8398
2306,8345
2308,8428
2309,8338
2316,8392
2321,8375
2322,8371
2323,8366
2324,8424
2325,8420
2327,8436
2329,8352
2330,8381
2331,8385
2332,9723,9871
2333,9534
2340,9717
2344,9857
2346,9775
2354,9614
2357,9590
2359,9697
2361,9765
2365,9629
2369,9718
2372,9622
2379,9738
2384,9774
2400,9815
2424,9810
2426,9868
2428,9576
2436,9889
2439,9644
2441,9541
2444,9816,9861
2448,9747
2458,17218
2459,17209
2461,17204
2466,17235
2468,17208
2470,9544
2471,9642
2474,9860
2478,5919
2480,5941
2482,5985
2486,5925
2489,5910
2490,5918
2492,5906
2496,6022
2497,6011
2500,6027
2502,5958
2503,5982
2528,6100
2570,5472
2573,5466
2575,5458,6782
2576,5451
2578,5440
2581,5418
2582,5445
2590,5409
2597,5428
2605,3097
2613,5523
2617,5508
2620,5453
2623,5432
2638,5551
2641,5603
2651,17053
2652,17054
2653,17055
2654,17056
2655,5731
2656,17057
2657,5769
2658,5706
2659,17059
2660,17060
2661,17061
2664,17062
2675,5785
2682,5833
2683,17065
2688,17069
2689,17058
2690,17070
2691,17071
2692,17072
2693,17073
2694,17074
2695,17075
2696,17076
2708,5949
2717,17329,17335
2718,17348
2719,17353
2720,17361
2722,17389
2723,17397
2724,17412
2725,17420
2727,17453
2729,17458
2733,17514
2734,17517
2735,17518
2750,17533
2753,17536
2754,17547
2769,3115
2772,3245
2775,4422
2780,5164
2784,4311
2785,4307
2793,5233
2794,5302
2807,4560
2808,4562
2809,4570
2815,4596
2850,4555
2854,4618
2912,9973
2921,3190
2955,3131
2966,5221
2967,5216
2968,5219
2971,4211
2973,4232
2978,5148
2988,5264
2989,5263
3006,4292
3007,4306
3009,5193
3010,5173
3012,17124
3016,17165
3021,4487
3025,5136
5414,6733
5442,6777
5455,5456
5503,7149
5588,7136
5661,18956
5674,18898
5756,18892
6140,10375
6149,15365
6152,10523
6154,10500
6155,10494
6167,10516
6185,14157
6197,18222
6208,17555
6209,17558
6212,6901
6214,18225
6219,14154
6222,17557
6225,17560
6226,7284
6230,7286
6231,7286
6234,7377
6235,14142
6241,14149
6252,7342
6256,6943,6944
6264,14147
6265,6946
6267,7340
6275,18196
6317,18178
6329,7476
6332,18154
6334,13436
6336,13716
6337,13795
6340,13310
6345,13921
6346,13876
6347,13574
6348,13258
6349,13462
6350,13651
6352,13744
6353,13918
6354,13773
6355,13949
6356,13360
6357,13641
6358,13981
6359,13800
6360,13546
6361,13735
6362,13802
6363,13606
6364,13606
6366,13480
6367,13194
6368,13527
6369,13321
6370,13679
6371,14068
6372,14066
6373,13515
6374,14065
6375,13533
6376,13670
6377,14063
6378,13882
6379,14062
6380,14007
6381,14061
6384,13985,13986
6385,13332
6386,13793
6387,13705
6388,13550
6389,13596
6390,14037
6391,13272
6392,13126
6393,13603
6394,13940
6395,12638
6396,7667
6397,14069
6398,13337
6399,13917
6402,13706,13855
6403,13706,13855
6404,13676
6405,13674
6407,13476
6409,13905
6411,13798
6412,13523
6413,13788
6414,14035
6416,13722
6417,14003
6418,13707
6419,13828
6420,13983
6421,14057
6422,13998
6423,13980
6424,13724
6426,13547
6427,13323
6428,14001
6429,13494
6430,13964
6431,12997
6433,13957
6434,13762
6436,13339
6437,13316
6438,12356
6439,13517
6440,13487,13488
6441,13925
6442,13695
6443,13959
6444,13977
6445,13994
6446,12947
6447,14054,14055
6449,13830
6450,13930
6451,13938
6452,13867
6453,13270
6454,13944
6455,13443
6456,13723
6457,13093
6458,13993
6459,13604,13605
6460,13741
6461,13966
6462,13435,13904
6463,14047,14051
6464,13408
6465,13338
6466,13926
6467,12693
6468,13833
6469,13847
6470,14059
6471,13906
6472,13771
6473,13694
6474,13120
6475,13946
6476,13885
6477,14043,14044
6478,13662
6479,13589
6482,13495
6483,13454
6484,13464
6486,13805
6488,13411
6489,13254
6490,13708
6491,14027
6492,13677
6494,13430
6496,13290
6497,13554
6499,13818
6500,13397
6501,13719
6502,13996
6503,13950
6504,13698
6505,13437
6506,12951,13228
6507,13703
6508,13595
6509,13927
6511,13383
6512,13924
6513,13117
6514,13049
6516,13829
6517,13014
6518,13995
6519,13668
6520,7946
6521,13382
6525,13910
6527,13914
6529,13976
6532,13813
6533,13256
6534,13500
6538,13893
6540,13559
6542,13757
6543,13450
6546,13699
6548,13601
6550,13502
6551,13955
6552,13877
6557,13271
6558,13558
6561,13486
6562,13245
6566,13794
6570,13295
6571,13713
6575,13671
6578,13845
6579,7752
6580,13503
6582,13632
6583,13319
6584,13438
6585,13758
6586,13569
6591,13612
6592,13902
6604,13617
6609,13886
6611,13999
6617,13410
6625,13373
6626,13545
6627,14023
6631,8510,8512
6632,13236
6633,8510,8512
6634,8510,8512
6636,8497
6639,13696
6640,13553
6641,13628
6645,8569
6646,13329
6647,7942
6649,8545
6652,9059
6653,6833
6654,13781
6655,13852,13853
6656,13859,13860,13866
6658,13586,13587
6661,8604
6662,13292
6663,6847,8671
6665,13755
6666,8633
6670,8709
6673,8710
6675,8999
6676,8698,8700
6677,13763
6681,8708
6682,8697
6685,6862,6865
6687,8684
6689,8706
6691,8681
6692,8705
6695,12818
6704,8879
6706,8883
6707,12834
6709,8840
6869,6958,10332,10333
6872,6967
6908,13913
6918,14879,14880
6953,14954
7049,16450
7050,16413
7064,15654
7084,14127
7099,16445
7129,14830
7141,17027
7146,16902
7147,16974
7156,16472
7191,14567
7235,14829
7236,14840
7282,14823
7295,14837
7309,14873
7311,14626
7321,14883,14884
7324,14618
7325,14832
7327,14825
7328,14907
7334,14158,18223
7337,14907
7344,14728
7347,7351
7355,14146
7371,17561
7381,14874
7388,14729
7399,14731
7403,14747
7407,14842
7429,14875
7466,14871
7474,15545
7487,14888
7490,15715
7503,15711
7528,14887
7529,18155
7541,14824
7580,14828
7629,19234
7630,19224
7646,13522
7651,14067
7664,19229
7675,19231
7683,19227
7694,19235
7701,19233
7702,14551
7730,14042
7741,7980
7744,14989
7753,14986
7806,15662
7813,8918
7814,8907
7817,8721
7828,15659
7830,15658
7837,8716
7870,15729
7883,15731
7886,14761
7939,13556
8687,14470
8689,14470
9035,14819
10091,14133
10262,10263
14160,18156
14162,18230
14163,18240
14164,18239
14169,17559
14455,17556
14903,18224
15086,18922
15092,19015
17068,2687
18175,19232
