like1,parT,chain,KGEval
0.69085150,823.88245000,0.00000000,0.36176227
0.63148710,1303.35060000,0.00000000,0.36410897
0.62629860,1419.03160000,0.00000000,0.36402010
0.67766550,883.75195000,0.00000000,0.36272477
0.68443790,850.94960000,0.00000000,0.36194219
0.62259805,1590.23730000,0.00000000,0.36382412
0.64052194,1155.30570000,0.00000000,0.36436111
0.61861855,1948.37710000,0.00000000,0.36333734
0.61947740,1884.34670000,0.00000000,0.36343073
0.75449810,602.62030000,0.00000000,0.35361449
0.62131130,1753.33750000,0.00000000,0.36357371
0.67126430,923.89966000,0.00000000,0.36333049
0.62168500,1683.70430000,1.00000000,0.36366086
0.62392610,1493.28380000,2.00000000,0.36395325
0.61962000,1874.12480000,3.00000000,0.36344556
0.62127906,1755.75160000,1.00000000,0.36356958
0.61793010,2012.94180000,2.00000000,0.36332127
0.62256664,1593.84860000,3.00000000,0.36381743
0.62173260,1677.70570000,1.00000000,0.36366985
0.61785220,2023.12560000,2.00000000,0.36331455
0.61942330,1888.23160000,3.00000000,0.36342431
0.63392496,1257.06850000,1.00000000,0.36408419
0.61895293,1923.40610000,2.00000000,0.36336750
0.64845400,1084.11780000,3.00000000,0.36458852
0.61704373,2158.01950000,1.00000000,0.36317469
0.61740780,2090.57250000,2.00000000,0.36324856
0.61947906,1884.13920000,3.00000000,0.36343183
0.61712873,2141.53690000,1.00000000,0.36319261
0.61748740,2077.23930000,2.00000000,0.36325970
0.61730087,2109.38820000,3.00000000,0.36323121
0.61785620,2022.62930000,1.00000000,0.36331567
0.61737090,2096.88160000,2.00000000,0.36324275
0.61699650,2171.13380000,3.00000000,0.36315851
0.61702680,2163.10800000,1.00000000,0.36316786
0.61770034,2043.25700000,2.00000000,0.36329796
0.62281740,1563.68740000,3.00000000,0.36385933
0.61713445,2140.26100000,1.00000000,0.36319382
0.61793700,2012.20010000,2.00000000,0.36332163
0.61749220,2076.23050000,3.00000000,0.36326068
0.61719090,2129.99460000,1.00000000,0.36320651
0.61710054,2146.55130000,2.00000000,0.36318733
0.61696243,2179.66430000,3.00000000,0.36314743
0.61729140,2111.07710000,1.00000000,0.36322819
0.61995180,1850.65720000,2.00000000,0.36347417
0.61822367,1980.86720000,3.00000000,0.36333388
0.61737424,2096.36600000,1.00000000,0.36324340
0.61708570,2149.47500000,2.00000000,0.36318395
0.61704450,2157.41330000,3.00000000,0.36317508
0.61714960,2137.73800000,1.00000000,0.36319826
0.61700870,2168.53880000,2.00000000,0.36316199
0.61706626,2153.13840000,3.00000000,0.36318046
0.61703515,2160.30440000,1.00000000,0.36317172
0.61725220,2118.26730000,2.00000000,0.36322087
0.61714053,2139.28600000,3.00000000,0.36319632
0.61707413,2151.68430000,1.00000000,0.36318198
0.61698085,2174.53120000,2.00000000,0.36315519
0.61700773,2168.81960000,3.00000000,0.36316119
0.61841726,1964.19790000,1.00000000,0.36333650
0.61774130,2037.63760000,2.00000000,0.36330351
0.61716700,2134.54830000,3.00000000,0.36320157
