like1,parT,chain,KGEval
0.51822776,1961.92160000,0.00000000,0.41235542
0.51823100,1840.68640000,0.00000000,0.41124143
0.51822740,1983.78210000,0.00000000,0.41255321
0.51822240,2153.57150000,0.00000000,0.41403058
0.51824296,939.77734000,0.00000000,0.39364296
0.51823100,1842.03450000,0.00000000,0.41125340
0.51822597,2037.86150000,0.00000000,0.41303358
0.51823777,1561.57920000,0.00000000,0.40783583
0.51823497,1650.40780000,0.00000000,0.40901329
0.51824856,1231.95170000,0.00000000,0.40169302
0.59964170,454.35210000,0.00000000,0.36099187
0.51824856,1231.25160000,0.00000000,0.40167615
0.51822710,1997.12890000,1.00000000,0.41267140
0.51822460,2075.35000000,2.00000000,0.41336162
0.51823870,1507.56370000,3.00000000,0.40711061
0.51822810,1939.94800000,1.00000000,0.41215604
0.51822220,2135.77500000,2.00000000,0.41388077
0.51823500,1634.55650000,3.00000000,0.40880542
0.51823133,1817.09500000,1.00000000,0.41101926
0.51822230,2150.46920000,2.00000000,0.41400336
0.51824800,1271.91110000,3.00000000,0.40265530
0.51822895,1907.73520000,1.00000000,0.41186188
0.51822620,2030.76310000,2.00000000,0.41296991
0.51822364,2099.60450000,3.00000000,0.41357019
0.51822335,2105.56250000,1.00000000,0.41362203
0.51822245,2165.98730000,2.00000000,0.41413540
0.51822600,2036.86130000,3.00000000,0.41302351
0.51822350,2100.77830000,1.00000000,0.41358019
0.51822215,2131.37500000,2.00000000,0.41384247
0.51822230,2140.92200000,3.00000000,0.41392383
0.51822394,2092.16720000,1.00000000,0.41350704
0.51822233,2149.34470000,2.00000000,0.41399526
0.51823115,1830.56760000,3.00000000,0.41114601
0.51822580,2041.69320000,1.00000000,0.41306642
0.51822240,2157.51560000,2.00000000,0.41406370
0.51822230,2128.56000000,3.00000000,0.41381906
0.51822220,2140.35990000,1.00000000,0.41391951
0.51822215,2135.86740000,2.00000000,0.41388145
0.51822215,2133.62100000,3.00000000,0.41386187
0.51823014,1872.31640000,1.00000000,0.41153489
0.51822233,2146.64530000,2.00000000,0.41397244
0.51822230,2141.21020000,3.00000000,0.41392636
0.51822233,2128.27270000,1.00000000,0.41381616
0.51822215,2134.59740000,2.00000000,0.41387031
0.51822220,2137.75980000,3.00000000,0.41389689
0.51822233,2147.27370000,1.00000000,0.41397776
0.51822220,2137.91670000,2.00000000,0.41389789
0.51824740,1192.56730000,3.00000000,0.40074043
