date,outflow,volume,inflow_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,0.0,10.144,0.26,,,
1990-01-02,0.0,10.19,0.23,0.27,10.1,4.77
1990-01-03,0.045,10.318,0.25,0.77,0.4,7.7
1990-01-04,0.55,10.365,0.23,0.12,4.13,4.94
1990-01-05,0.568,10.318,0.22,0.15,0.1,5.41
1990-01-06,0.09,10.269,0.28,0.59,0.0,7.47
1990-01-07,0.319,10.272,0.31,0.36,18.94,7.74
1990-01-08,0.244,10.297,0.26,0.02,12.57,4.96
1990-01-09,0.001,10.329,0.24,0.0,0.7,4.24
1990-01-10,0.036,10.346,0.24,0.0,0.1,4.4
1990-01-11,0.304,10.343,0.24,0.0,0.1,3.37
1990-01-12,0.35,10.317,0.23,0.05,0.0,3.6
1990-01-13,0.506,10.286,0.23,0.02,0.0,3.16
1990-01-14,0.465,10.243,0.25,0.1,0.0,4.6
1990-01-15,0.358,10.205,0.24,0.2,10.19,5.79
1990-01-16,0.333,10.205,0.23,0.13,0.6,3.71
1990-01-17,0.16,10.2,0.28,0.0,0.1,5.04
1990-01-18,0.006,10.192,0.26,0.08,11.63,3.96
1990-01-19,0.069,10.218,0.24,0.09,2.29,2.1
1990-01-20,0.063,10.338,0.24,0.04,0.1,2.67
1990-01-21,0.0,10.368,0.23,0.0,0.0,2.51
1990-01-22,0.006,10.397,0.23,0.06,0.0,2.91
1990-01-23,0.063,10.458,0.22,0.12,0.0,4.57
1990-01-24,0.0,10.501,0.26,1.05,0.0,9.54
1990-01-25,0.0,10.512,0.29,0.04,3.96,7.7
1990-01-26,0.0,10.525,0.25,0.28,6.46,8.84
1990-01-27,0.0,10.535,0.28,0.37,0.3,4.94
1990-01-28,0.0,10.558,0.26,0.87,14.23,7.27
1990-01-29,0.0,10.61,0.24,0.06,0.4,2.73
1990-01-30,0.0,10.719,0.23,1.26,0.49,5.83
1990-01-31,0.0,10.78,0.28,2.07,0.0,9.1
1990-02-01,0.0,10.785,0.26,0.46,10.9,5.41
1990-02-02,0.0,10.791,0.25,1.44,4.4,6.73
1990-02-03,0.0,10.805,0.25,0.18,0.74,7.9
1990-02-04,0.014,10.814,0.24,0.45,0.6,7.39
1990-02-05,0.16,10.818,0.23,0.73,0.0,10.4
1990-02-06,0.0,10.808,0.23,2.9,0.0,11.26
1990-02-07,0.0,10.858,0.23,1.1,0.33,9.69
1990-02-08,0.021,10.874,0.24,1.95,0.3,11.66
1990-02-09,0.245,10.891,0.23,0.45,1.47,7.43
1990-02-10,0.127,10.87,0.24,0.22,0.1,9.66
1990-02-11,0.0,10.859,0.27,0.34,2.03,8.16
1990-02-12,0.0,10.866,0.24,0.84,8.8,6.9
1990-02-13,0.008,10.92,0.24,1.24,0.4,9.01
1990-02-14,0.089,10.927,0.23,0.38,0.0,8.21
1990-02-15,0.044,10.92,0.23,0.36,0.0,7.97
1990-02-16,0.029,10.921,0.23,0.44,0.0,8.39
1990-02-17,0.085,10.925,0.23,0.49,0.0,6.01
1990-02-18,0.011,10.919,0.22,0.38,0.0,7.6
1990-02-19,0.116,10.927,0.22,0.48,0.14,8.49
1990-02-20,0.023,10.92,0.22,0.84,0.0,11.81
1990-02-21,0.291,10.948,0.23,0.74,0.09,10.99
1990-02-22,0.431,10.923,0.22,0.27,1.24,7.41
1990-02-23,0.463,10.886,0.21,1.15,0.0,13.0
1990-02-24,0.46,10.846,0.21,2.26,0.0,16.4
1990-02-25,0.436,10.806,0.22,1.41,1.33,12.51
1990-02-26,0.534,10.769,0.22,0.61,0.2,8.51
1990-02-27,0.676,10.724,0.21,0.68,0.0,9.37
1990-02-28,0.606,10.666,0.21,0.73,0.0,8.89
1990-03-01,0.649,10.615,0.23,0.71,0.0,8.49
1990-03-02,0.605,10.567,0.22,0.56,4.93,5.29
1990-03-03,0.001,10.545,0.22,0.89,1.1,2.54
1990-03-04,0.011,10.582,0.21,0.98,0.0,1.23
1990-03-05,0.0,10.592,0.21,1.71,0.0,3.4
1990-03-06,0.0,10.593,0.21,1.65,0.0,5.54
1990-03-07,0.0,10.6,0.21,1.61,0.0,6.44
1990-03-08,0.001,10.612,0.21,2.16,0.1,12.26
1990-03-09,0.011,10.62,0.21,1.03,0.9,10.06
1990-03-10,0.0,10.632,0.2,0.83,0.57,5.16
1990-03-11,0.001,10.651,0.21,1.91,0.0,10.77
1990-03-12,0.014,10.658,0.21,1.41,0.07,11.99
1990-03-13,0.033,10.665,0.21,1.12,0.0,9.23
1990-03-14,0.011,10.662,0.21,1.0,4.13,8.5
1990-03-15,0.0,10.67,0.2,1.07,0.1,6.26
1990-03-16,0.0,10.686,0.2,1.68,0.0,7.9
1990-03-17,0.0,10.701,0.2,2.77,0.0,13.69
1990-03-18,0.0,10.705,0.2,2.74,0.0,14.56
1990-03-19,0.0,10.705,0.2,3.01,0.0,14.17
1990-03-20,0.0,10.71,0.2,2.4,0.0,12.04
1990-03-21,0.012,10.714,0.2,2.55,0.0,12.27
1990-03-22,0.158,10.717,0.22,2.29,0.0,12.41
1990-03-23,0.358,10.703,0.21,1.36,5.59,9.57
1990-03-24,0.212,10.673,0.21,0.92,0.5,7.5
1990-03-25,0.0,10.659,0.21,0.97,2.0,6.43
1990-03-26,0.0,10.669,0.21,1.13,1.1,5.13
1990-03-27,0.0,10.708,0.21,1.25,0.1,4.0
1990-03-28,0.0,10.727,0.2,1.23,0.0,3.77
1990-03-29,0.0,10.744,0.21,1.32,0.9,4.64
1990-03-30,0.0,10.753,0.2,1.05,0.44,4.3
1990-03-31,0.0,10.776,0.2,1.56,0.0,5.31
1990-04-01,0.0,10.777,0.2,2.9,0.0,11.01
1990-04-02,0.0,10.784,0.23,2.57,0.11,12.01
1990-04-03,0.0,10.79,0.22,1.32,9.71,7.57
1990-04-04,0.0,10.806,0.25,1.15,1.23,4.1
1990-04-05,0.0,10.867,0.27,1.28,11.4,5.39
1990-04-06,0.007,10.906,0.28,0.43,16.4,3.29
1990-04-07,0.074,10.973,0.24,1.46,13.63,7.1
1990-04-08,0.0,11.061,0.23,1.38,0.6,6.1
1990-04-09,0.0,11.125,0.23,1.31,1.81,6.74
1990-04-10,0.009,11.172,0.23,1.52,0.2,4.96
1990-04-11,0.126,11.264,0.26,1.17,2.5,5.73
1990-04-12,0.345,11.459,0.24,0.88,9.7,6.71
1990-04-13,0.075,11.97,0.26,1.06,2.4,7.27
1990-04-14,0.14,12.155,0.24,1.24,9.2,6.6
1990-04-15,0.15,12.332,0.26,1.73,1.9,8.17
1990-04-16,0.15,12.515,0.25,0.82,5.9,5.37
1990-04-17,0.142,12.715,0.25,1.38,4.3,6.8
1990-04-18,0.053,12.876,0.26,1.5,4.0,5.26
1990-04-19,0.007,13.052,0.28,1.52,7.8,6.06
1990-04-20,0.08,13.198,0.38,1.1,11.6,5.31
1990-04-21,0.069,13.322,0.39,1.29,39.09,2.36
1990-04-22,0.079,13.529,0.46,1.17,27.77,1.64
1990-04-23,0.252,13.693,0.41,1.13,36.6,5.13
1990-04-24,0.953,14.026,0.35,0.94,13.7,7.16
1990-04-25,0.574,15.499,0.33,1.55,4.9,6.74
1990-04-26,0.143,16.407,0.32,1.65,0.46,6.53
1990-04-27,0.069,16.725,0.3,2.07,0.0,6.03
1990-04-28,0.063,16.921,0.29,3.27,0.0,7.69
1990-04-29,0.0,17.038,0.28,3.35,0.0,7.96
1990-04-30,0.0,17.125,0.28,3.6,0.0,9.36
1990-05-01,0.0,17.174,0.27,3.47,0.0,13.56
1990-05-02,0.0,17.236,0.27,3.66,0.0,12.26
1990-05-03,0.0,17.259,0.26,4.48,0.0,12.74
1990-05-04,0.0,17.301,0.26,4.69,0.0,12.43
1990-05-05,0.0,17.33,0.25,3.82,0.0,11.93
1990-05-06,0.0,17.347,0.25,4.71,0.0,13.44
1990-05-07,0.0,17.359,0.25,3.91,0.0,12.61
1990-05-08,0.01,17.361,0.25,3.02,0.63,11.26
1990-05-09,0.108,17.361,0.25,1.51,0.17,10.47
1990-05-10,0.021,17.352,0.25,1.05,2.5,9.26
1990-05-11,0.0,17.35,0.24,1.49,0.1,9.96
1990-05-12,0.0,17.353,0.28,2.48,0.0,10.9
1990-05-13,0.01,17.355,0.25,2.52,16.06,11.0
1990-05-14,0.112,17.36,0.24,2.69,0.49,10.91
1990-05-15,0.068,17.351,0.23,2.74,0.0,12.59
1990-05-16,0.064,17.345,0.23,3.02,0.0,11.64
1990-05-17,0.116,17.339,0.23,3.23,4.96,13.89
1990-05-18,0.0,17.33,0.23,2.57,0.3,11.9
1990-05-19,0.009,17.34,0.22,2.86,0.6,11.73
1990-05-20,0.095,17.348,0.23,3.09,0.4,13.14
1990-05-21,0.006,17.341,0.23,2.15,1.3,10.26
1990-05-22,0.063,17.347,0.23,2.03,3.5,10.37
1990-05-23,0.0,17.343,0.28,1.92,0.64,10.3
1990-05-24,0.005,17.361,0.26,2.05,15.79,11.33
1990-05-25,0.053,17.375,0.23,2.29,5.73,9.9
1990-05-26,0.001,17.427,0.23,2.85,0.54,11.46
1990-05-27,0.011,17.444,0.23,3.53,0.0,12.39
