date,outflow,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,0.289,50.776,0.47,,,
1990-01-02,0.289,51.016,0.35,0.08,6.41,5.32
1990-01-03,0.289,51.259,0.36,0.08,0.57,4.66
1990-01-04,0.289,51.541,0.36,0.39,4.97,4.9
1990-01-05,0.289,51.82,0.36,0.16,1.15,3.14
1990-01-06,0.289,52.063,0.36,0.0,0.0,2.05
1990-01-07,0.289,52.307,0.36,0.18,0.44,4.55
1990-01-08,0.289,52.553,0.36,0.24,2.59,2.7
1990-01-09,0.289,52.798,0.35,0.23,0.1,2.14
1990-01-10,0.289,53.045,0.36,0.04,0.11,2.75
1990-01-11,0.267,53.286,0.35,0.0,0.51,-0.95
1990-01-12,0.045,53.462,0.35,0.19,0.0,1.86
1990-01-13,0.289,53.744,0.35,0.23,0.0,3.46
1990-01-14,0.289,53.952,0.35,0.0,0.0,1.97
1990-01-15,0.289,54.165,0.35,0.04,0.63,0.43
1990-01-16,0.289,54.416,0.35,0.06,0.0,1.13
1990-01-17,0.289,54.669,0.35,0.13,0.0,1.24
1990-01-18,0.289,54.919,0.35,0.05,0.02,0.0
1990-01-19,0.289,55.133,0.35,0.01,0.05,-1.51
1990-01-20,0.289,55.388,0.35,0.01,0.0,-1.52
1990-01-21,0.283,55.64,0.35,0.08,0.0,-1.64
1990-01-22,0.22,55.854,0.35,0.14,0.0,-0.46
1990-01-23,0.226,56.068,0.35,0.16,0.0,-1.17
1990-01-24,0.285,56.283,0.35,0.35,0.0,4.28
1990-01-25,0.243,56.499,0.34,0.29,0.0,6.13
1990-01-26,0.243,56.719,0.34,0.47,0.03,7.69
1990-01-27,0.243,56.979,0.35,0.27,2.41,5.1
1990-01-28,0.243,57.237,0.35,0.63,1.24,7.91
1990-01-29,0.243,57.459,0.36,0.01,6.19,0.85
1990-01-30,0.243,57.718,0.35,0.95,0.53,3.73
1990-01-31,0.243,57.942,0.35,0.24,0.0,2.49
1990-02-01,0.243,58.202,0.35,0.45,7.01,3.8
1990-02-02,0.243,58.425,0.35,0.72,0.36,4.72
1990-02-03,0.243,58.65,0.35,0.17,0.01,4.27
1990-02-04,0.243,58.917,0.34,0.14,0.0,4.49
1990-02-05,0.243,59.189,0.34,0.47,0.0,5.97
1990-02-06,0.243,59.499,0.33,0.26,0.0,6.66
1990-02-07,0.243,59.77,0.33,0.71,0.07,7.91
1990-02-08,0.243,60.041,0.32,0.44,0.0,6.23
1990-02-09,0.252,60.31,0.32,0.42,0.0,9.15
1990-02-10,0.347,60.537,0.31,0.35,0.0,8.19
1990-02-11,0.347,60.765,0.31,0.51,0.0,8.08
1990-02-12,0.347,60.994,0.3,1.42,0.01,7.69
1990-02-13,0.347,61.224,0.3,1.88,0.1,8.72
1990-02-14,0.347,61.454,0.29,1.09,0.0,7.11
1990-02-15,0.347,61.686,0.29,1.02,0.0,7.19
1990-02-16,0.347,61.917,0.28,1.1,0.0,6.17
1990-02-17,0.347,62.15,0.28,1.02,0.0,6.85
1990-02-18,0.347,62.383,0.27,0.8,0.0,8.67
1990-02-19,0.347,62.618,0.27,1.22,0.0,9.67
1990-02-20,0.347,62.857,0.26,0.73,0.0,6.8
1990-02-21,0.347,63.088,0.26,0.72,0.12,8.68
1990-02-22,0.347,63.324,0.25,0.67,0.0,8.24
1990-02-23,0.347,63.561,0.25,1.13,0.0,8.96
1990-02-24,0.347,63.798,0.24,1.7,0.0,9.9
1990-02-25,0.347,64.036,0.24,1.44,0.0,9.94
1990-02-26,0.347,64.275,0.24,1.53,0.0,7.54
1990-02-27,0.347,64.515,0.23,1.03,0.0,8.58
1990-02-28,0.347,64.756,0.23,1.49,0.0,9.33
1990-03-01,0.347,64.993,0.22,2.26,0.0,9.16
1990-03-02,0.347,65.186,0.22,1.04,0.0,7.42
1990-03-03,0.347,65.38,0.22,0.86,0.0,0.34
1990-03-04,0.347,65.575,0.21,1.41,0.0,0.35
1990-03-05,0.347,65.77,0.21,0.96,0.0,-0.29
1990-03-06,0.347,65.965,0.2,2.64,0.0,1.69
1990-03-07,0.347,66.161,0.2,2.05,0.0,4.48
1990-03-08,0.347,66.362,0.2,2.13,0.0,9.19
1990-03-09,0.358,66.609,0.19,0.82,0.52,4.95
1990-03-10,0.477,66.856,0.19,1.22,0.02,4.73
1990-03-11,0.498,67.103,0.19,1.18,0.0,8.25
1990-03-12,0.498,67.352,0.18,1.39,0.37,11.69
1990-03-13,0.5,67.597,0.18,1.29,8.4,10.25
1990-03-14,0.526,67.797,0.18,1.58,0.46,11.46
1990-03-15,0.579,67.998,0.17,1.2,0.0,6.1
1990-03-16,0.579,68.199,0.17,2.25,0.0,8.7
1990-03-17,0.579,68.383,0.17,2.69,0.0,9.23
1990-03-18,0.579,68.419,0.17,2.12,0.0,10.51
1990-03-19,0.579,68.805,0.16,1.41,0.0,7.25
1990-03-20,0.579,69.004,0.16,2.37,0.0,8.31
1990-03-21,0.579,69.157,0.16,2.71,0.0,11.61
1990-03-22,0.579,69.31,0.15,2.66,0.0,12.76
1990-03-23,0.579,69.471,0.15,3.18,0.0,15.7
1990-03-24,0.579,69.727,0.15,1.43,4.06,9.78
1990-03-25,0.579,69.984,0.15,1.03,1.54,6.43
1990-03-26,0.579,70.238,0.15,1.81,0.01,4.63
1990-03-27,0.579,70.444,0.14,1.87,0.14,2.17
1990-03-28,0.579,70.652,0.14,1.94,0.0,1.81
1990-03-29,0.579,70.855,0.14,2.14,0.0,3.96
1990-03-30,0.579,71.012,0.14,1.74,0.0,0.62
1990-03-31,0.579,71.168,0.13,2.64,0.0,5.98
1990-04-01,0.579,71.325,0.13,1.59,0.2,7.01
1990-04-02,0.579,71.485,0.13,1.36,0.69,8.04
1990-04-03,0.569,71.672,0.13,1.7,1.7,7.44
1990-04-04,0.424,71.797,0.13,1.6,0.1,4.11
1990-04-05,0.039,71.968,0.12,1.88,3.17,8.56
1990-04-06,0.463,72.285,0.12,1.68,4.74,9.07
1990-04-07,0.463,72.595,0.12,1.69,3.52,7.58
1990-04-08,0.463,72.808,0.12,2.19,0.18,5.52
