date,outflow,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,,,1.67,,,
1990-01-02,,,0.77,0.24,7.0,4.26
1990-01-03,,,0.67,0.65,0.85,6.78
1990-01-04,,,0.6,0.09,1.62,3.59
1990-01-05,,,0.46,0.15,0.05,3.65
1990-01-06,,,0.56,0.49,0.0,5.59
1990-01-07,,,1.77,0.4,10.14,6.72
1990-01-08,,,2.54,0.12,7.28,4.6
1990-01-09,,,1.84,0.03,0.92,3.8
1990-01-10,,,1.15,0.14,0.12,4.39
1990-01-11,,,0.81,0.0,0.02,2.48
1990-01-12,,,0.65,0.14,0.03,2.49
1990-01-13,,,0.53,0.11,0.0,2.37
1990-01-14,,,0.45,0.12,0.15,3.0
1990-01-15,,,0.57,0.15,3.77,2.99
1990-01-16,,,0.56,0.1,0.93,2.65
1990-01-17,,,0.62,0.03,0.07,3.03
1990-01-18,,,1.32,0.28,8.92,2.85
1990-01-19,,,1.1,0.07,1.17,1.25
1990-01-20,,,0.71,0.11,0.01,1.77
1990-01-21,,,0.55,0.08,0.0,1.58
1990-01-22,,,0.45,0.17,0.0,1.65
1990-01-23,,,0.38,0.17,0.0,2.55
1990-01-24,,,0.45,0.92,0.0,7.86
1990-01-25,,,1.49,0.08,1.69,7.61
1990-01-26,,,2.43,0.75,3.73,8.8
1990-01-27,,,1.69,0.46,0.37,5.24
1990-01-28,,,1.63,0.9,11.39,7.02
1990-01-29,,,1.17,0.09,0.41,1.87
1990-01-30,,,0.83,1.23,4.93,5.16
1990-01-31,,,0.8,1.57,0.16,7.72
1990-02-01,,,1.26,0.63,5.51,5.05
1990-02-02,,,1.14,1.32,2.74,6.16
1990-02-03,,,0.89,0.54,2.08,8.6
1990-02-04,,,0.71,0.43,0.54,6.15
1990-02-05,,,0.58,0.74,0.0,7.99
1990-02-06,,,0.52,1.76,0.0,10.12
1990-02-07,,,0.51,1.2,1.79,8.72
1990-02-08,,,0.42,1.44,0.18,9.98
1990-02-09,,,0.41,0.56,0.88,8.48
1990-02-10,,,0.4,0.45,0.02,10.11
1990-02-11,,,0.64,0.43,2.48,8.07
1990-02-12,,,1.05,1.07,4.87,6.25
1990-02-13,,,0.85,1.83,0.97,9.18
1990-02-14,,,0.61,0.73,0.0,8.4
1990-02-15,,,0.49,0.65,0.0,7.38
1990-02-16,,,0.41,0.52,0.0,7.24
1990-02-17,,,0.35,0.4,0.0,5.07
1990-02-18,,,0.3,0.67,0.0,7.14
1990-02-19,,,0.27,0.65,0.43,9.06
