date,outflow,volume,inflow_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,2.516,44.55,3.06,,,
1990-01-02,4.055,44.55,1.71,0.4,10.16,7.45
1990-01-03,5.801,44.55,1.71,0.14,5.12,8.17
1990-01-04,14.205,44.55,1.7,0.34,5.42,5.29
1990-01-05,8.144,44.55,1.7,0.16,0.1,5.56
1990-01-06,6.556,44.55,1.7,0.0,0.0,4.07
1990-01-07,3.554,44.55,1.7,0.1,0.0,7.51
1990-01-08,3.808,44.55,1.7,0.11,0.0,5.96
1990-01-09,6.311,44.55,1.7,0.21,0.0,4.9
1990-01-10,4.142,44.55,1.7,0.18,0.0,3.95
1990-01-11,0.818,44.55,1.7,0.13,0.0,3.96
1990-01-12,0.777,44.55,1.7,0.23,0.0,4.36
1990-01-13,0.796,44.55,1.7,0.1,0.0,4.88
1990-01-14,0.764,44.55,1.7,0.02,0.0,4.57
1990-01-15,0.763,44.55,1.7,0.11,0.0,4.45
1990-01-16,0.755,44.55,1.7,0.14,0.0,4.51
1990-01-17,0.789,44.55,1.7,0.21,0.0,4.35
1990-01-18,0.807,44.55,1.7,0.06,0.0,2.43
1990-01-19,0.774,44.55,1.7,0.07,0.0,3.1
1990-01-20,0.772,44.55,1.7,0.16,0.0,2.74
1990-01-21,0.846,44.55,1.7,0.27,0.0,3.35
1990-01-22,0.742,44.55,1.7,0.28,0.0,3.87
1990-01-23,0.75,44.55,1.7,0.5,0.0,4.59
1990-01-24,0.727,44.55,1.7,0.39,0.0,8.07
1990-01-25,0.709,44.55,1.7,0.37,0.0,8.11
1990-01-26,0.739,44.55,1.7,0.58,0.0,9.28
1990-01-27,0.719,44.55,1.7,0.28,2.71,7.49
1990-01-28,0.922,44.55,1.71,0.79,10.58,10.35
1990-01-29,3.535,44.55,1.7,0.43,4.81,4.6
1990-01-30,8.274,44.55,1.7,0.68,2.46,7.22
1990-01-31,1.464,44.55,1.7,0.32,0.1,7.32
1990-02-01,6.197,44.55,1.7,0.45,4.98,6.39
1990-02-02,2.871,44.55,1.7,0.34,0.1,7.49
1990-02-03,2.036,44.55,1.7,0.39,0.0,7.71
1990-02-04,1.099,44.55,1.7,0.57,0.0,7.57
1990-02-05,1.177,44.55,1.7,0.39,0.0,7.92
1990-02-06,5.77,44.55,1.7,0.59,0.0,10.2
1990-02-07,0.746,44.55,1.7,0.68,0.0,10.81
1990-02-08,0.795,44.55,1.7,0.52,0.0,10.1
1990-02-09,0.758,44.55,1.7,0.82,0.0,10.18
1990-02-10,0.82,44.55,1.7,0.82,0.0,10.09
1990-02-11,0.945,44.55,1.7,0.58,0.0,9.41
1990-02-12,2.397,44.55,1.7,0.78,0.0,8.96
1990-02-13,0.764,44.55,1.7,1.01,0.0,8.67
1990-02-14,0.767,44.55,1.7,0.86,0.0,9.67
1990-02-15,0.801,44.55,1.7,1.36,0.0,10.3
1990-02-16,0.817,44.55,1.7,1.33,0.0,8.51
1990-02-17,0.766,44.55,1.7,1.62,0.0,9.41
1990-02-18,0.785,44.55,1.7,1.19,0.0,9.37
1990-02-19,0.763,44.55,1.7,0.76,0.0,9.01
1990-02-20,0.758,44.55,1.7,1.37,0.0,11.47
1990-02-21,0.822,44.55,1.7,1.76,0.0,13.5
1990-02-22,0.822,44.55,1.7,1.29,0.0,11.84
1990-02-23,0.822,44.55,1.7,2.11,0.0,11.81
1990-02-24,0.821,44.55,1.7,2.17,0.0,12.84
1990-02-25,0.807,44.55,1.7,2.34,0.0,12.73
1990-02-26,0.775,44.55,1.7,1.25,0.0,9.77
1990-02-27,0.779,44.55,1.7,1.67,0.0,11.49
1990-02-28,0.826,44.55,1.68,1.62,0.0,12.01
1990-03-01,0.859,44.55,1.66,2.21,0.0,11.35
1990-03-02,0.768,44.55,1.64,1.16,0.0,9.93
1990-03-03,0.807,44.55,1.62,1.26,1.23,7.97
1990-03-04,0.775,44.55,1.59,1.8,2.11,5.03
1990-03-05,0.774,44.55,1.57,2.12,0.13,7.11
1990-03-06,0.764,44.55,1.55,1.7,0.0,7.85
1990-03-07,0.768,44.55,1.53,2.01,0.0,8.75
1990-03-08,0.809,44.55,1.51,2.0,0.1,12.55
1990-03-09,0.8,44.55,1.49,0.88,1.48,7.84
1990-03-10,0.81,44.55,1.46,2.01,0.1,12.77
1990-03-11,0.814,44.55,1.44,2.1,0.0,12.39
1990-03-12,0.859,44.55,1.42,1.9,2.65,15.05
1990-03-13,0.886,44.55,1.4,1.67,0.7,13.05
1990-03-14,0.837,44.55,1.38,1.53,0.0,11.62
1990-03-15,0.878,44.55,1.36,2.45,0.0,11.97
1990-03-16,0.851,44.55,1.34,3.19,0.0,12.78
1990-03-17,0.8,44.55,1.33,2.94,0.0,12.45
1990-03-18,0.809,44.55,1.31,3.18,0.0,12.13
1990-03-19,0.799,44.55,1.29,2.71,0.0,12.22
1990-03-20,0.801,44.55,1.27,2.45,0.0,11.96
1990-03-21,0.823,44.55,1.25,4.13,0.0,13.87
1990-03-22,0.833,44.55,1.23,3.95,0.0,16.05
1990-03-23,0.831,44.55,1.22,3.74,0.0,17.09
1990-03-24,0.806,44.55,1.2,1.52,2.59,10.63
1990-03-25,0.762,44.55,1.18,1.83,2.35,10.26
1990-03-26,0.742,44.55,1.17,3.02,0.0,10.8
1990-03-27,0.758,44.55,1.15,3.28,0.0,7.7
1990-03-28,0.825,44.548,1.14,3.29,0.0,6.95
1990-03-29,0.852,44.518,1.12,3.49,0.0,8.13
1990-03-30,0.811,44.472,1.1,3.78,0.0,9.44
1990-03-31,0.815,44.444,1.09,3.27,0.76,9.91
1990-04-01,0.748,44.418,1.09,2.93,3.52,13.4
1990-04-02,0.815,44.416,1.07,1.82,15.82,10.69
1990-04-03,0.745,44.398,1.06,1.81,1.73,8.6
1990-04-04,0.786,44.387,1.04,1.96,0.08,9.36
1990-04-05,0.778,44.369,1.03,2.25,0.0,12.09
1990-04-06,0.804,44.359,1.02,1.53,8.27,10.13
1990-04-07,0.742,44.354,1.01,1.76,2.4,8.55
1990-04-08,0.757,44.489,1.0,2.31,7.57,9.98
1990-04-09,1.005,44.55,0.98,2.07,6.91,9.22
1990-04-10,3.164,44.55,0.97,1.69,4.85,6.92
1990-04-11,3.145,44.55,0.95,2.5,0.1,6.79
1990-04-12,0.949,44.55,0.94,2.93,0.0,9.44
1990-04-13,0.95,44.55,0.93,4.29,0.0,13.03
1990-04-14,0.961,44.55,0.91,2.89,0.0,13.3
1990-04-15,0.965,44.55,0.9,2.63,0.0,11.44
1990-04-16,1.01,44.55,0.89,4.51,0.0,13.63
1990-04-17,1.038,44.55,0.87,4.23,0.0,13.21
1990-04-18,0.983,44.55,0.86,3.73,0.0,13.5
1990-04-19,0.843,44.55,0.85,3.59,0.0,11.25
1990-04-20,0.825,44.55,0.84,4.25,0.0,13.15
1990-04-21,0.859,44.55,0.83,3.93,0.0,9.66
1990-04-22,0.882,44.55,0.82,2.67,0.01,7.13
1990-04-23,0.785,44.55,0.8,2.51,0.19,7.15
1990-04-24,0.764,44.55,0.79,3.01,0.0,9.88
1990-04-25,0.765,44.55,0.79,3.54,2.1,11.46
1990-04-26,0.775,44.55,0.77,2.48,5.38,10.88
1990-04-27,0.777,44.55,0.76,3.31,0.1,12.44
1990-04-28,0.797,44.55,0.75,4.37,3.76,14.39
1990-04-29,0.781,44.55,0.74,3.71,3.44,13.8
1990-04-30,0.84,44.55,0.73,2.53,3.24,12.56
1990-05-01,0.789,44.55,0.72,2.64,1.2,12.33
1990-05-02,0.811,44.55,0.71,2.91,0.02,12.46
1990-05-03,0.815,44.55,0.7,3.32,0.0,12.48
1990-05-04,0.748,44.55,0.69,4.33,0.0,12.54
1990-05-05,0.817,44.55,0.68,5.95,0.0,13.47
1990-05-06,0.767,44.55,0.67,5.74,0.0,14.78
1990-05-07,0.797,44.55,0.66,5.57,0.0,15.05
1990-05-08,0.773,44.55,0.65,5.25,0.0,16.28
1990-05-09,0.748,44.541,0.64,4.68,0.0,16.47
1990-05-10,0.704,44.443,0.63,5.16,0.0,17.07
1990-05-11,0.684,44.406,0.62,3.52,0.43,14.6
