date,outflow,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,,,0.04,,,
1990-01-02,,,0.03,0.16,6.36,7.11
1990-01-03,,,0.04,0.09,3.32,7.14
1990-01-04,,,0.03,0.36,6.57,5.16
1990-01-05,,,0.03,0.18,2.67,5.55
1990-01-06,,,0.03,0.0,0.05,3.59
1990-01-07,,,0.03,0.09,0.0,6.19
1990-01-08,,,0.03,0.09,0.53,4.59
1990-01-09,,,0.03,0.18,0.0,4.19
1990-01-10,,,0.03,0.05,0.0,2.73
1990-01-11,,,0.03,0.13,0.0,3.17
1990-01-12,,,0.03,0.26,0.02,4.35
1990-01-13,,,0.03,0.19,0.94,6.72
1990-01-14,,,0.03,0.33,0.76,3.67
1990-01-15,,,0.03,0.03,0.0,3.42
1990-01-16,,,0.03,0.09,0.0,3.5
1990-01-17,,,0.03,0.13,0.0,3.84
1990-01-18,,,0.03,0.01,0.0,1.53
1990-01-19,,,0.03,0.09,0.0,1.97
1990-01-20,,,0.03,0.08,0.0,1.31
1990-01-21,,,0.03,0.17,0.0,2.46
1990-01-22,,,0.03,0.31,0.0,3.15
1990-01-23,,,0.03,0.39,0.0,3.44
1990-01-24,,,0.03,0.41,0.0,6.55
1990-01-25,,,0.03,0.28,0.0,7.79
1990-01-26,,,0.03,0.66,0.0,8.82
1990-01-27,,,0.03,0.25,1.11,6.76
1990-01-28,,,0.04,0.54,5.09,9.42
1990-01-29,,,0.03,0.43,3.02,3.91
1990-01-30,,,0.03,0.84,1.32,6.15
1990-01-31,,,0.03,0.28,0.0,5.73
1990-02-01,,,0.03,0.56,4.16,5.84
1990-02-02,,,0.03,0.53,0.1,6.48
1990-02-03,,,0.03,0.44,0.0,7.29
1990-02-04,,,0.03,0.67,0.0,6.3
1990-02-05,,,0.03,0.35,0.0,7.9
1990-02-06,,,0.03,0.75,0.0,8.92
1990-02-07,,,0.03,0.71,0.0,10.58
1990-02-08,,,0.03,0.51,0.0,8.89
1990-02-09,,,0.03,0.85,0.0,9.09
1990-02-10,,,0.03,0.87,0.0,9.74
1990-02-11,,,0.03,0.87,0.0,10.21
1990-02-12,,,0.03,1.12,0.0,8.68
1990-02-13,,,0.03,1.77,0.0,8.86
1990-02-14,,,0.03,1.21,0.0,9.18
1990-02-15,,,0.03,1.71,0.0,10.06
1990-02-16,,,0.03,1.6,0.0,8.43
1990-02-17,,,0.03,1.69,0.0,9.0
1990-02-18,,,0.03,1.58,0.0,9.76
1990-02-19,,,0.03,1.2,0.0,9.26
1990-02-20,,,0.03,1.17,0.0,10.32
