date,outflow,volume,inflow_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,0.0,63.512,7.43,,,
1990-01-02,0.0,64.817,1.19,0.33,10.17,8.17
1990-01-03,0.0,65.597,1.04,0.18,6.68,9.19
1990-01-04,0.0,67.115,1.01,0.53,5.12,6.16
1990-01-05,0.0,67.773,1.0,0.23,0.1,6.39
1990-01-06,0.0,67.773,1.0,0.04,0.0,4.88
1990-01-07,0.0,67.933,1.0,0.12,0.0,7.59
1990-01-08,0.0,69.716,1.0,0.1,0.1,6.34
1990-01-09,0.0,70.016,0.99,0.24,0.0,5.34
1990-01-10,0.0,70.314,1.0,0.27,0.0,4.41
1990-01-11,0.0,70.562,1.0,0.21,0.0,4.69
1990-01-12,0.0,70.681,1.0,0.23,0.0,4.75
1990-01-13,0.0,70.681,1.0,0.08,0.0,5.03
1990-01-14,0.0,70.706,1.0,0.04,0.0,4.99
1990-01-15,0.0,70.995,0.99,0.13,0.0,5.0
1990-01-16,0.0,71.121,0.99,0.14,0.0,4.74
1990-01-17,0.0,71.207,0.99,0.31,0.0,4.79
1990-01-18,0.0,71.298,0.99,0.17,0.0,4.11
1990-01-19,0.0,71.417,0.99,0.22,0.0,4.63
1990-01-20,0.0,71.417,0.99,0.19,0.0,2.86
1990-01-21,0.0,71.435,0.99,0.28,0.0,3.43
1990-01-22,0.0,71.638,0.98,0.36,0.0,3.94
1990-01-23,0.0,71.678,0.99,0.58,0.0,5.83
1990-01-24,0.0,71.678,0.99,0.42,0.0,8.63
1990-01-25,0.0,71.678,0.98,0.25,0.0,8.64
1990-01-26,0.0,71.678,0.99,0.56,0.0,9.19
1990-01-27,0.0,71.678,0.98,0.32,1.37,8.03
1990-01-28,0.0,71.751,1.05,0.75,5.37,11.62
1990-01-29,0.0,72.62,1.02,0.56,8.81,5.75
1990-01-30,0.0,73.428,1.0,0.74,1.82,7.86
1990-01-31,0.0,73.96,1.03,0.34,0.0,7.78
1990-02-01,0.0,74.576,1.02,0.62,7.09,7.28
1990-02-02,0.0,75.554,1.0,0.31,0.2,7.33
1990-02-03,0.0,75.554,0.99,0.55,0.0,9.08
1990-02-04,0.0,75.651,0.99,0.61,0.0,7.4
1990-02-05,0.0,76.739,0.99,0.63,0.0,9.14
1990-02-06,0.0,77.01,0.99,1.0,0.0,11.52
1990-02-07,0.0,77.272,0.98,0.77,0.0,11.98
1990-02-08,0.0,77.448,0.98,0.64,0.0,11.2
1990-02-09,0.0,77.573,0.97,0.75,0.0,10.46
1990-02-10,0.0,77.573,0.97,0.92,0.0,10.39
1990-02-11,0.0,77.603,0.97,0.89,0.0,11.39
1990-02-12,0.0,77.945,0.96,0.81,0.0,9.16
1990-02-13,0.0,78.074,0.96,1.18,0.0,9.06
1990-02-14,0.0,78.115,0.96,1.09,0.0,10.0
1990-02-15,0.0,78.115,0.96,1.55,0.0,11.53
1990-02-16,0.0,78.115,0.95,1.38,0.0,9.03
1990-02-17,0.0,78.115,0.96,1.86,0.0,10.0
1990-02-18,0.0,78.123,0.97,1.21,0.0,9.48
1990-02-19,0.0,78.211,0.96,0.91,0.0,9.52
1990-02-20,0.0,78.255,0.95,1.48,0.0,12.68
1990-02-21,0.0,78.3,0.96,1.92,0.0,14.73
1990-02-22,0.0,78.346,0.94,1.48,0.0,13.05
1990-02-23,0.0,78.387,0.94,2.16,0.0,13.2
1990-02-24,0.0,78.387,0.93,2.28,0.0,14.08
1990-02-25,0.0,78.398,0.95,2.45,0.0,13.79
1990-02-26,0.0,78.527,0.95,1.64,0.0,11.23
1990-02-27,0.0,78.568,0.95,1.68,0.0,12.19
1990-02-28,0.0,78.576,0.93,1.63,0.0,12.18
1990-03-01,0.0,78.663,0.95,2.31,0.0,11.82
1990-03-02,0.0,78.705,0.96,1.49,0.0,12.06
1990-03-03,0.0,78.705,0.91,1.13,0.83,8.59
1990-03-04,0.0,78.716,0.89,2.44,1.15,5.81
1990-03-05,0.0,78.845,0.93,3.08,0.05,8.35
1990-03-06,0.0,78.891,0.94,2.05,0.0,8.2
1990-03-07,0.0,78.936,0.95,2.11,0.0,9.29
1990-03-08,0.0,78.982,1.02,1.93,0.25,13.14
1990-03-09,0.0,79.023,0.99,0.9,3.68,8.92
1990-03-10,0.0,79.023,0.98,1.76,0.2,12.99
1990-03-11,0.0,79.038,0.97,2.06,0.0,12.96
1990-03-12,0.0,79.209,0.97,2.14,1.98,15.46
1990-03-13,0.0,79.255,0.96,1.67,0.44,13.04
1990-03-14,0.0,79.301,0.93,1.63,0.0,12.34
1990-03-15,0.0,79.346,0.91,2.46,0.0,12.36
1990-03-16,0.0,79.388,0.9,3.13,0.0,14.35
1990-03-17,0.0,79.388,0.9,3.11,0.0,12.72
1990-03-18,0.11,79.38,0.91,3.12,0.0,12.8
1990-03-19,1.347,79.289,0.91,2.8,0.0,14.06
1990-03-20,1.655,79.197,0.88,2.6,0.0,12.52
1990-03-21,1.655,79.106,0.88,3.96,0.0,15.3
1990-03-22,1.655,79.012,0.87,4.0,0.0,18.07
1990-03-23,1.517,78.887,0.92,3.85,0.0,17.67
1990-03-24,0.0,78.887,0.95,1.93,3.28,12.36
1990-03-25,0.012,78.883,0.93,1.85,2.06,10.43
1990-03-26,0.265,78.83,0.9,2.85,0.0,11.53
1990-03-27,1.66,78.69,0.89,2.99,0.0,8.92
1990-03-28,1.708,78.512,0.88,3.0,0.0,8.39
1990-03-29,1.655,78.376,0.87,3.3,0.0,9.08
1990-03-30,1.517,78.251,0.88,3.58,0.0,10.51
1990-03-31,0.0,78.251,0.96,3.11,0.53,10.18
1990-04-01,0.0,78.251,1.15,2.93,10.63,13.54
1990-04-02,0.0,78.251,1.01,2.02,27.98,11.65
1990-04-03,0.0,78.251,0.96,1.99,2.03,9.34
1990-04-04,0.0,78.255,0.95,2.1,0.02,10.32
1990-04-05,0.0,78.3,0.99,2.15,0.0,12.32
1990-04-06,0.0,78.342,0.97,1.64,9.78,10.9
1990-04-07,0.0,78.342,0.97,1.85,2.76,8.51
1990-04-08,0.0,78.376,0.99,2.42,7.59,10.4
1990-04-09,0.0,78.765,0.99,2.15,8.21,9.95
1990-04-10,0.0,78.974,0.95,1.8,4.66,7.64
1990-04-11,0.0,79.433,0.93,2.42,0.1,6.95
1990-04-12,0.0,79.433,0.92,3.25,0.0,10.28
1990-04-13,0.0,79.433,0.89,4.21,0.0,13.1
1990-04-14,0.0,79.433,0.88,3.06,0.15,13.73
1990-04-15,0.0,79.463,0.83,2.75,0.0,11.53
1990-04-16,0.0,79.807,0.83,4.56,0.0,14.05
1990-04-17,0.0,79.894,0.85,4.3,0.0,13.57
1990-04-18,0.0,79.936,0.85,3.78,0.0,14.02
1990-04-19,0.0,79.936,0.83,3.53,0.0,11.58
1990-04-20,0.0,79.936,0.84,4.28,0.0,13.53
1990-04-21,0.0,79.936,0.86,3.55,0.0,10.23
1990-04-22,0.0,79.936,0.86,2.82,0.16,7.48
1990-04-23,0.094,79.932,0.85,2.7,0.2,8.39
1990-04-24,1.177,79.879,0.85,3.2,0.0,10.86
1990-04-25,1.655,79.742,0.97,3.39,1.17,11.84
1990-04-26,1.517,79.616,0.93,2.39,14.41,11.12
1990-04-27,0.0,79.616,0.9,3.67,0.23,13.77
1990-04-28,0.0,79.616,0.9,4.3,2.57,14.67
1990-04-29,0.0,79.62,0.91,3.95,4.86,14.37
1990-04-30,0.0,79.662,0.9,2.47,0.72,13.08
1990-05-01,0.0,79.666,0.86,2.65,0.44,13.16
1990-05-02,0.0,79.711,0.82,3.04,0.08,13.79
1990-05-03,0.0,79.753,0.8,3.73,0.01,13.32
1990-05-04,0.0,79.753,0.77,4.51,0.0,13.77
1990-05-05,0.0,79.753,0.78,5.83,0.0,13.89
1990-05-06,0.188,79.738,0.78,5.55,0.0,15.73
1990-05-07,2.259,79.551,0.79,5.49,0.0,16.08
1990-05-08,2.264,79.327,0.78,5.09,0.0,16.66
1990-05-09,2.073,79.145,0.81,4.72,0.0,16.97
1990-05-10,1.942,78.967,0.81,4.52,0.58,17.43
1990-05-11,1.517,78.841,0.79,3.52,0.34,15.16
1990-05-12,0.0,78.841,0.85,4.87,1.56,18.14
1990-05-13,0.116,78.83,0.84,3.08,4.52,15.63
1990-05-14,1.389,78.694,0.77,3.54,0.1,14.62
1990-05-15,1.415,78.553,0.76,5.8,0.0,19.65
1990-05-16,1.702,78.372,0.76,5.73,0.0,21.02
