date,outflow,volume,inflow_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,9.672,9.725,8.7,,,
1990-01-02,6.571,9.66,2.93,0.08,6.67,4.29
1990-01-03,6.406,9.55,3.22,0.02,0.62,2.95
1990-01-04,6.348,9.54,3.41,0.25,2.1,2.0
1990-01-05,6.404,9.421,3.41,0.12,1.2,1.99
1990-01-06,6.269,9.313,3.14,0.1,0.08,-1.13
1990-01-07,4.447,9.134,2.98,0.03,0.11,0.86
1990-01-08,6.486,8.919,3.26,0.28,1.37,0.11
1990-01-09,6.025,8.813,3.26,0.09,0.02,0.55
1990-01-10,4.051,8.756,3.06,0.0,0.06,0.25
1990-01-11,6.584,8.537,2.88,0.0,0.12,-2.87
1990-01-12,6.352,8.322,3.14,0.05,0.0,0.64
1990-01-13,6.662,8.108,3.5,0.22,0.0,3.07
1990-01-14,6.117,7.857,3.38,0.03,0.0,-0.2
1990-01-15,6.293,7.556,3.08,0.0,0.16,-1.49
1990-01-16,6.195,7.309,2.82,0.0,0.0,-2.11
1990-01-17,6.162,7.057,2.63,0.05,0.0,0.15
1990-01-18,6.196,6.803,2.42,0.0,0.0,-2.26
1990-01-19,5.996,6.525,2.2,0.0,0.07,-3.47
1990-01-20,6.062,6.25,2.0,0.0,0.0,-2.07
1990-01-21,6.099,5.953,1.83,0.0,0.0,-2.2
1990-01-22,6.075,5.66,1.67,0.04,0.0,-2.53
1990-01-23,5.816,5.417,1.53,0.16,0.0,-0.68
1990-01-24,6.089,5.141,1.63,0.17,0.0,1.08
1990-01-25,5.623,4.918,2.12,0.06,0.0,1.49
1990-01-26,5.976,4.688,2.67,0.2,0.12,5.64
1990-01-27,5.798,4.445,3.16,0.4,0.56,3.97
1990-01-28,4.759,4.28,3.54,0.51,2.26,6.08
1990-01-29,4.398,4.292,3.49,0.04,3.08,-0.62
1990-01-30,3.048,4.427,3.47,0.39,2.1,1.2
1990-01-31,3.603,4.463,3.85,0.13,0.08,0.97
1990-02-01,3.502,4.505,4.49,0.2,3.95,1.77
1990-02-02,3.46,4.61,4.11,0.56,0.2,3.1
1990-02-03,4.903,4.674,3.72,0.19,0.0,1.68
1990-02-04,3.279,4.715,3.37,0.19,0.0,3.4
1990-02-05,3.475,4.785,3.05,0.36,0.0,4.74
1990-02-06,3.649,4.791,2.77,0.4,0.0,3.71
1990-02-07,3.658,4.861,2.54,0.61,0.0,6.26
1990-02-08,3.329,4.858,2.3,0.33,0.0,3.72
1990-02-09,3.801,4.82,2.07,0.42,0.0,6.32
1990-02-10,3.857,4.782,1.87,0.37,0.0,4.58
1990-02-11,3.879,4.744,1.69,0.32,0.0,4.89
1990-02-12,3.814,4.704,1.53,0.8,0.0,5.97
1990-02-13,4.028,4.642,1.4,1.16,0.0,5.83
1990-02-14,4.091,4.526,1.25,0.82,0.0,4.53
1990-02-15,3.419,4.454,1.05,1.1,0.0,5.39
1990-02-16,3.742,4.379,0.8,1.67,0.0,5.85
1990-02-17,3.798,4.28,0.66,2.05,0.0,5.06
1990-02-18,2.556,4.28,0.54,0.97,0.0,6.77
1990-02-19,2.647,4.283,0.44,0.93,0.0,8.1
1990-02-20,2.35,4.325,0.37,0.85,0.0,5.67
1990-02-21,1.117,4.421,0.34,0.86,0.0,6.41
1990-02-22,2.94,4.388,0.32,0.65,0.0,6.42
1990-02-23,2.675,4.382,0.31,1.15,0.0,6.32
1990-02-24,2.609,4.307,0.3,1.6,0.0,7.21
1990-02-25,3.014,4.206,0.3,1.65,0.0,7.36
1990-02-26,2.68,4.178,0.31,1.7,0.0,6.92
1990-02-27,2.624,4.142,0.3,1.22,0.0,7.33
1990-02-28,2.557,4.106,0.3,1.83,0.0,7.61
1990-03-01,2.149,4.07,0.31,1.71,0.0,7.52
1990-03-02,1.881,4.037,0.34,1.06,0.0,6.94
1990-03-03,2.072,4.04,0.48,0.59,0.07,-1.23
1990-03-04,1.881,4.079,0.62,0.65,0.0,-1.11
1990-03-05,1.203,4.145,0.62,0.63,0.0,-2.24
1990-03-06,1.946,4.145,0.57,1.64,0.0,0.53
1990-03-07,1.708,4.148,0.5,1.83,0.0,2.39
1990-03-08,1.66,4.183,0.46,1.77,0.0,5.17
1990-03-09,1.596,4.21,0.55,0.9,1.9,3.65
1990-03-10,1.591,4.226,0.5,1.07,0.04,4.39
1990-03-11,1.515,4.236,0.48,1.13,0.0,6.27
1990-03-12,0.244,4.351,0.81,1.32,0.07,9.31
1990-03-13,1.861,4.329,0.89,1.17,2.36,6.95
1990-03-14,2.171,4.28,0.78,1.49,0.44,8.07
1990-03-15,1.723,4.277,0.68,1.42,0.0,5.46
1990-03-16,1.584,4.241,0.58,2.4,0.0,7.51
1990-03-17,1.665,4.208,0.5,2.64,0.0,7.22
1990-03-18,1.282,4.217,0.44,1.7,0.0,6.83
1990-03-19,0.233,4.313,0.36,1.07,0.0,3.86
1990-03-20,1.675,4.28,0.31,2.45,0.0,6.83
1990-03-21,1.505,4.28,0.3,2.66,0.0,9.89
1990-03-22,1.5,4.277,0.28,2.68,0.0,9.97
1990-03-23,1.463,4.241,0.45,3.86,0.0,13.58
1990-03-24,1.633,4.206,1.65,1.64,3.73,9.46
1990-03-25,1.499,4.183,1.78,1.04,6.83,5.64
1990-03-26,0.979,4.206,1.52,1.55,0.3,3.89
1990-03-27,1.593,4.172,1.34,2.01,0.0,0.93
1990-03-28,2.633,4.045,1.18,2.45,0.0,0.74
1990-03-29,4.457,3.735,1.04,2.49,0.0,2.28
1990-03-30,1.332,3.74,0.93,2.57,0.0,2.59
1990-03-31,0.538,3.801,0.88,2.43,0.0,4.31
1990-04-01,0.787,3.866,1.13,2.29,0.37,6.11
1990-04-02,0.777,3.903,1.76,1.16,4.74,5.32
1990-04-03,0.681,3.968,1.81,1.75,0.6,5.83
1990-04-04,0.763,4.007,1.71,1.49,0.0,2.07
1990-04-05,0.536,4.079,2.53,2.1,4.09,6.41
1990-04-06,0.922,4.155,3.53,1.59,9.16,6.98
1990-04-07,0.539,4.274,3.68,1.45,3.69,4.75
1990-04-08,1.237,4.389,3.79,2.19,0.16,4.83
1990-04-09,3.735,4.22,4.74,1.56,4.14,3.29
1990-04-10,0.764,4.356,4.67,1.29,0.41,1.58
1990-04-11,0.768,4.413,4.3,2.09,0.0,1.14
1990-04-12,0.827,4.502,3.85,2.58,0.0,7.18
1990-04-13,0.996,4.574,3.51,2.99,0.0,6.97
1990-04-14,0.764,4.644,3.32,2.07,1.33,7.59
1990-04-15,0.8,4.677,3.01,2.48,0.05,5.03
1990-04-16,0.535,4.75,2.73,3.04,0.05,7.44
1990-04-17,0.814,4.788,2.53,3.43,0.0,5.5
1990-04-18,0.727,4.826,2.42,1.94,0.17,2.35
1990-04-19,0.822,4.867,2.19,2.73,0.0,4.91
1990-04-20,0.736,4.945,2.12,2.77,0.02,5.45
1990-04-21,1.172,5.015,2.24,1.9,0.89,2.01
1990-04-22,2.162,4.829,2.1,1.9,0.09,0.17
1990-04-23,0.128,4.905,2.1,1.95,1.39,1.48
1990-04-24,0.492,4.975,2.04,2.03,0.2,4.41
1990-04-25,1.04,4.978,2.28,2.56,0.0,5.8
1990-04-26,0.721,5.019,3.24,1.87,4.58,4.68
1990-04-27,0.215,5.09,3.1,2.28,0.31,5.14
1990-04-28,1.17,5.09,2.77,4.19,0.0,7.16
1990-04-29,0.984,5.096,2.52,3.75,0.0,8.67
1990-04-30,0.157,5.167,2.41,3.19,0.0,8.6
1990-05-01,0.73,5.247,2.36,1.85,1.01,6.29
1990-05-02,0.167,5.32,2.3,1.47,1.81,4.49
1990-05-03,0.919,5.318,2.09,2.74,0.08,6.85
1990-05-04,1.086,5.301,1.87,4.76,0.0,7.38
1990-05-05,0.82,5.311,1.7,5.13,0.0,7.79
1990-05-06,0.857,5.326,1.47,3.91,0.0,9.08
1990-05-07,0.179,5.389,1.18,4.0,0.0,10.49
1990-05-08,1.023,5.381,0.96,4.54,0.2,11.28
1990-05-09,0.829,5.389,0.82,4.26,0.08,11.31
1990-05-10,1.023,5.382,0.92,4.7,0.32,11.5
1990-05-11,0.82,5.4,0.98,1.95,0.2,6.68
1990-05-12,0.907,5.403,0.96,4.33,0.0,10.78
1990-05-13,0.887,5.423,1.48,3.72,2.28,11.35
1990-05-14,2.845,5.24,1.2,2.98,0.08,9.19
1990-05-15,1.023,5.24,0.93,5.8,0.0,13.1
1990-05-16,0.81,5.24,0.9,5.46,0.0,14.53
1990-05-17,0.813,5.24,1.3,3.86,0.95,14.52
1990-05-18,0.834,5.24,1.12,4.85,0.12,13.77
1990-05-19,0.726,5.24,1.19,4.89,0.04,13.6
1990-05-20,0.762,5.248,1.07,3.66,2.44,13.92
1990-05-21,0.186,5.332,1.0,4.52,0.08,13.34
1990-05-22,1.104,5.24,1.35,4.96,1.16,12.91
1990-05-23,0.781,5.24,1.8,3.78,1.4,12.43
1990-05-24,1.353,5.24,2.15,3.39,2.17,10.19
1990-05-25,6.42,5.243,1.93,3.19,0.07,8.86
1990-05-26,0.726,5.277,1.64,4.46,0.0,12.83
1990-05-27,1.221,5.228,2.19,3.62,2.24,15.53
1990-05-28,2.654,5.087,3.19,2.66,0.47,11.11
1990-05-29,0.914,5.048,2.94,5.81,0.0,11.03
1990-05-30,0.936,5.013,2.62,5.99,0.0,13.51
1990-05-31,1.147,5.013,2.34,4.73,0.0,14.13
1990-06-01,0.791,5.011,2.12,6.79,0.0,14.39
1990-06-02,0.832,4.992,1.88,6.12,0.0,15.84
1990-06-03,0.762,4.978,1.58,7.5,0.0,18.59
1990-06-04,0.186,5.009,1.59,6.48,0.5,18.87
1990-06-05,1.102,4.963,2.18,5.04,7.91,16.06
1990-06-06,0.83,4.944,2.18,3.68,0.75,10.77
1990-06-07,0.997,4.919,1.97,5.62,0.0,13.17
1990-06-08,1.908,4.822,1.62,5.38,0.0,16.79
1990-06-09,1.802,4.709,1.27,5.55,0.0,14.28
1990-06-10,0.751,4.711,1.14,5.85,0.0,16.54
1990-06-11,0.173,4.726,1.3,5.27,1.35,14.82
1990-06-12,0.959,4.709,1.44,4.17,1.59,13.67
1990-06-13,0.819,4.707,1.53,4.54,0.08,13.78
1990-06-14,0.899,4.692,2.57,4.92,7.15,16.66
1990-06-15,0.729,4.711,2.68,3.9,0.73,12.74
1990-06-16,0.736,4.729,2.42,5.49,0.0,16.22
1990-06-17,0.781,4.739,2.18,5.84,0.0,16.9
1990-06-18,0.428,4.754,1.89,5.01,0.0,15.86
1990-06-19,0.81,4.735,1.53,6.63,0.0,17.28
1990-06-20,0.931,4.707,1.28,5.93,0.01,17.5
1990-06-21,0.817,4.686,1.1,4.97,0.0,15.28
1990-06-22,0.989,4.642,0.97,6.13,0.0,17.49
1990-06-23,0.793,4.636,0.86,5.43,0.0,16.77
1990-06-24,1.265,4.568,0.77,5.6,0.0,18.38
1990-06-25,0.162,4.568,0.77,5.95,0.16,19.58
1990-06-26,0.989,4.55,0.75,5.54,0.15,19.12
1990-06-27,2.46,4.349,0.82,6.04,0.59,19.3
1990-06-28,1.122,4.313,1.04,6.29,0.23,20.51
1990-06-29,0.985,4.277,2.0,6.24,6.77,18.87
1990-06-30,0.88,4.241,1.99,7.02,0.1,19.69
1990-07-01,0.815,4.21,1.77,6.65,0.0,19.65
1990-07-02,0.181,4.221,1.4,6.06,0.0,17.34
1990-07-03,1.025,4.159,1.14,6.86,0.0,20.37
1990-07-04,0.577,4.105,0.98,5.59,0.0,16.84
1990-07-05,1.992,3.932,0.85,5.77,0.0,19.14
1990-07-06,3.307,3.65,0.75,6.77,0.0,20.16
1990-07-07,2.842,3.455,0.65,5.08,0.0,16.75
1990-07-08,2.338,3.3,0.54,5.93,0.0,19.1
1990-07-09,2.316,3.111,0.46,7.3,0.0,20.9
1990-07-10,2.066,2.956,0.38,6.46,0.0,20.73
1990-07-11,2.022,2.837,0.31,7.56,0.0,20.95
1990-07-12,2.305,2.66,0.28,7.73,0.0,21.56
1990-07-13,2.312,2.491,0.26,6.69,0.06,20.65
1990-07-14,2.854,2.249,0.3,7.09,0.14,20.59
1990-07-15,2.044,2.129,0.57,6.57,0.08,20.29
1990-07-16,0.76,2.149,1.46,3.69,3.21,15.82
1990-07-17,1.131,2.076,1.32,6.45,0.12,18.75
1990-07-18,1.479,1.97,1.1,6.35,0.0,19.04
1990-07-19,1.301,1.881,0.98,8.09,0.0,22.14
1990-07-20,0.387,1.878,0.85,6.46,0.0,23.37
1990-07-21,0.772,1.844,0.74,6.58,0.64,22.51
1990-07-22,0.136,1.867,0.65,6.9,0.61,22.16
1990-07-23,0.529,1.854,0.6,5.4,0.39,23.33
