date,level,volume,inflow_efas5,e0_emo1,pr_emo1,ta_emo1
1990-05-01,,,1.06,2.3,8.47,12.88
1990-05-02,,,1.06,3.28,3.06,14.0
1990-05-03,,,1.05,3.15,1.26,13.86
1990-05-04,,,1.05,3.61,0.0,14.43
1990-05-05,,,1.05,4.79,0.0,15.02
1990-05-06,,,1.05,4.93,0.0,14.94
1990-05-07,,,1.05,5.19,0.0,15.08
1990-05-08,,,1.05,4.52,0.0,15.06
1990-05-09,,,1.05,4.67,0.0,15.6
1990-05-10,,,1.06,3.22,0.45,14.67
1990-05-11,,,1.05,3.24,1.8,15.42
1990-05-12,,,1.06,3.8,2.26,16.25
1990-05-13,,,1.05,2.93,0.44,13.73
1990-05-14,,,1.05,4.26,0.0,14.97
1990-05-15,,,1.05,4.96,0.0,17.23
1990-05-16,,,1.05,5.19,0.0,17.93
1990-05-17,,,1.05,4.82,0.04,17.34
1990-05-18,,,1.05,4.83,0.0,16.17
1990-05-19,,,1.05,5.12,0.0,16.96
1990-05-20,,,1.05,4.77,0.0,16.64
1990-05-21,,,1.05,5.17,0.0,16.28
1990-05-22,,,1.05,5.54,0.0,16.31
1990-05-23,,,1.04,4.99,0.0,15.55
1990-05-24,,,1.04,5.77,0.0,15.26
1990-05-25,,,1.04,5.71,0.0,16.4
1990-05-26,,,1.04,7.01,0.0,18.59
1990-05-27,,,1.04,5.74,0.0,19.47
1990-05-28,,,1.04,5.72,0.0,18.62
1990-05-29,,,1.04,5.84,0.0,18.1
1990-05-30,,,1.04,7.22,0.0,17.94
1990-05-31,,,1.04,7.58,0.0,19.4
1990-06-01,,,1.04,5.56,0.0,19.29
1990-06-02,,,1.05,6.1,0.0,20.0
1990-06-03,,,1.05,4.63,0.0,18.09
1990-06-04,,,1.05,4.75,0.0,18.83
1990-06-05,,,1.05,4.44,0.52,18.0
1990-06-06,,,1.04,5.04,0.0,17.75
1990-06-07,,,1.04,6.01,0.0,17.65
1990-06-08,,,1.03,5.98,0.0,18.98
1990-06-09,,,1.04,8.28,0.0,21.61
1990-06-10,,,1.05,6.16,0.0,18.96
1990-06-11,,,1.05,4.81,0.0,17.18
1990-06-12,,,1.04,5.48,0.0,17.02
1990-06-13,,,1.05,5.98,0.0,17.53
1990-06-14,,,1.04,5.32,0.0,16.75
1990-06-15,,,1.04,6.4,0.0,17.84
1990-06-16,,,1.05,6.36,0.0,18.55
1990-06-17,,,1.04,4.99,0.0,17.26
1990-06-18,,,1.04,6.29,0.0,18.74
1990-06-19,,,1.04,6.83,0.0,18.61
1990-06-20,,,1.05,7.59,0.0,20.06
1990-06-21,,,1.04,4.89,0.0,18.21
1990-06-22,,,1.04,5.73,0.0,19.16
1990-06-23,,,1.05,6.18,0.0,19.27
1990-06-24,,,1.04,5.29,0.0,19.47
1990-06-25,,,1.04,6.57,0.0,20.3
1990-06-26,,,1.05,5.6,0.0,19.82
1990-06-27,,,1.04,5.14,0.0,20.26
1990-06-28,,,1.04,6.7,0.0,19.84
1990-06-29,,,1.04,6.28,0.0,18.75
1990-06-30,,,1.03,5.64,0.0,19.43
1990-07-01,,,1.03,8.28,0.0,23.33
1990-07-02,,,1.04,8.37,0.0,23.03
1990-07-03,,,1.04,6.1,0.0,22.14
1990-07-04,,,1.05,7.09,0.0,22.8
1990-07-05,,,1.04,5.02,0.0,20.84
1990-07-06,,,1.03,7.05,0.0,22.49
1990-07-07,,,1.04,7.6,0.0,22.34
1990-07-08,,,1.04,6.56,0.0,21.39
1990-07-09,,,1.04,6.27,0.0,22.09
1990-07-10,,,1.03,6.13,0.0,21.84
1990-07-11,,,1.03,8.59,0.0,23.93
1990-07-12,,,1.04,8.59,0.0,23.92
1990-07-13,,,1.04,7.52,0.0,22.58
1990-07-14,,,1.04,5.72,0.0,20.07
1990-07-15,,,1.04,6.0,0.0,19.44
1990-07-16,,,1.04,7.05,0.0,20.66
1990-07-17,,,1.04,7.69,0.0,23.01
1990-07-18,,,1.03,5.61,0.0,22.99
1990-07-19,,,1.03,8.71,0.0,25.07
1990-07-20,,,1.03,8.65,0.0,25.05
1990-07-21,,,1.04,8.81,0.0,25.2
1990-07-22,,,1.04,5.69,0.0,25.84
1990-07-23,,,1.03,5.61,0.0,24.46
1990-07-24,,,1.03,8.95,0.0,24.64
1990-07-25,,,1.04,9.22,0.0,24.71
1990-07-26,,,1.04,6.19,0.0,22.22
1990-07-27,,,1.04,6.29,0.0,21.63
1990-07-28,,,1.05,6.67,1.08,21.65
1990-07-29,,,1.03,4.91,0.02,19.59
1990-07-30,,,1.03,8.0,0.0,23.34
1990-07-31,,,1.03,7.76,0.0,23.5
1990-08-01,,,1.03,7.75,0.0,23.87
1990-08-02,,,1.03,7.36,0.0,23.35
1990-08-03,,,1.04,7.5,0.0,24.42
1990-08-04,,,1.03,6.89,0.0,24.37
1990-08-05,,,1.03,8.21,0.0,25.21
1990-08-06,,,1.03,8.47,0.0,26.18
1990-08-07,,,1.04,8.19,0.0,25.19
1990-08-08,,,1.04,6.57,0.0,23.3
1990-08-09,,,1.04,5.94,0.0,23.63
1990-08-10,,,1.04,6.73,0.0,23.57
1990-08-11,,,1.03,7.26,0.0,24.01
1990-08-12,,,1.04,8.31,0.0,24.61
1990-08-13,,,1.04,6.87,0.0,23.08
1990-08-14,,,1.04,6.24,0.0,23.7
1990-08-15,,,1.04,7.1,0.0,23.03
1990-08-16,,,1.04,7.12,0.0,22.68
1990-08-17,,,1.04,6.21,0.0,22.74
1990-08-18,,,1.04,6.61,0.0,23.83
1990-08-19,,,1.05,7.01,0.0,25.35
1990-08-20,,,1.05,4.44,0.42,22.89
1990-08-21,,,1.05,4.3,0.0,20.45
1990-08-22,,,1.05,5.27,0.0,20.39
1990-08-23,,,1.04,5.11,0.0,20.6
1990-08-24,,,1.05,6.09,0.0,23.02
1990-08-25,,,1.03,5.42,0.0,22.31
1990-08-26,,,1.04,8.39,0.0,24.37
1990-08-27,,,1.04,6.48,0.0,22.87
1990-08-28,,,1.04,6.38,0.0,24.98
1990-08-29,,,1.04,5.63,0.0,23.71
1990-08-30,,,1.05,5.64,0.0,22.07
1990-08-31,,,1.05,5.23,0.0,21.73
1990-09-01,,,1.05,4.87,0.0,21.46
1990-09-02,,,1.05,4.69,0.0,21.52
1990-09-03,,,1.05,5.15,0.0,22.95
1990-09-04,,,1.05,5.07,0.0,22.97
1990-09-05,,,1.05,5.15,0.0,22.15
1990-09-06,,,1.05,5.24,0.0,23.14
1990-09-07,,,1.05,5.09,0.0,21.34
1990-09-08,,,1.06,4.63,0.0,20.27
1990-09-09,,,1.05,3.0,0.07,19.55
1990-09-10,,,1.05,4.59,0.0,21.35
1990-09-11,,,1.05,4.14,0.0,23.2
1990-09-12,,,1.05,3.84,0.0,22.16
1990-09-13,,,1.05,4.24,0.0,21.51
1990-09-14,,,1.05,4.2,0.0,21.3
1990-09-15,,,1.05,3.96,0.0,22.67
1990-09-16,,,1.06,3.87,0.06,23.68
1990-09-17,,,1.05,2.75,0.44,21.0
1990-09-18,,,1.05,3.62,0.02,21.41
1990-09-19,,,1.05,3.56,0.14,22.61
1990-09-20,,,1.05,3.47,0.0,21.68
1990-09-21,,,1.05,4.71,0.0,22.12
1990-09-22,,,1.05,5.28,0.0,21.85
1990-09-23,,,1.06,3.69,0.0,21.77
1990-09-24,,,1.06,3.13,0.0,18.85
1990-09-25,,,1.06,2.84,0.0,19.92
1990-09-26,,,1.05,2.85,0.0,18.67
1990-09-27,,,1.05,4.07,0.0,22.32
1990-09-28,,,1.05,3.37,0.0,22.19
1990-09-29,,,1.05,4.19,0.0,24.43
1990-09-30,,,1.06,4.34,1.22,23.32
1990-10-01,,,1.05,3.0,0.02,19.48
1990-10-02,,,1.05,3.35,0.08,19.69
1990-10-03,,,1.06,3.44,0.0,19.11
1990-10-04,,,1.06,2.57,0.24,18.03
1990-10-05,,,1.05,2.41,0.0,16.22
1990-10-06,,,1.06,3.46,0.0,18.99
1990-10-07,,,1.05,2.86,0.0,18.16
1990-10-08,,,1.06,3.74,0.0,15.74
1990-10-09,,,1.06,3.42,0.0,15.53
1990-10-10,,,1.05,3.46,0.0,16.0
1990-10-11,,,1.06,4.12,0.0,16.3
1990-10-12,,,1.06,2.74,0.0,16.69
1990-10-13,,,1.06,1.99,0.0,17.6
1990-10-14,,,1.07,2.68,0.0,19.03
1990-10-15,,,1.08,2.52,10.75,19.85
1990-10-16,,,1.12,1.68,1.8,15.21
1990-10-17,,,1.09,1.52,24.0,15.42
1990-10-18,,,1.1,1.29,1.73,14.44
1990-10-19,,,1.08,1.38,10.88,15.12
1990-10-20,,,1.07,1.45,0.6,14.26
1990-10-21,,,1.09,1.5,6.0,15.74
1990-10-22,,,1.08,1.16,16.34,13.53
1990-10-23,,,1.08,1.53,2.71,12.92
1990-10-24,,,1.08,1.33,2.78,15.02
1990-10-25,,,1.07,1.16,2.12,12.84
1990-10-26,,,1.07,1.24,0.0,12.8
1990-10-27,,,1.07,1.33,2.81,14.94
1990-10-28,,,1.07,1.21,0.31,13.32
1990-10-29,,,1.06,1.44,0.0,15.34
1990-10-30,,,1.07,1.33,0.0,15.57
1990-10-31,,,1.07,1.15,0.13,16.19
1990-11-01,,,1.07,0.89,2.15,13.54
1990-11-02,,,1.07,1.52,0.2,11.52
1990-11-03,,,1.07,0.68,0.0,10.19
1990-11-04,,,1.06,1.25,0.0,9.98
1990-11-05,,,1.07,1.45,0.0,11.44
1990-11-06,,,1.06,1.08,0.0,12.88
1990-11-07,,,1.09,1.56,0.18,14.76
1990-11-08,,,1.13,1.0,24.99,15.01
1990-11-09,,,1.09,0.8,14.23,14.85
1990-11-10,,,1.07,0.64,0.69,13.12
1990-11-11,,,1.07,1.16,0.0,13.03
1990-11-12,,,1.07,1.22,0.0,13.87
1990-11-13,,,1.07,0.95,0.0,13.54
1990-11-14,,,1.07,0.7,0.0,12.91
1990-11-15,,,1.07,0.54,0.0,13.16
1990-11-16,,,1.06,1.39,0.0,15.32
1990-11-17,,,1.07,1.75,0.0,14.17
1990-11-18,,,1.06,0.98,0.0,13.38
1990-11-19,,,1.07,1.52,0.0,13.95
1990-11-20,,,1.07,0.9,0.0,12.22
1990-11-21,,,1.08,0.49,0.0,11.93
1990-11-22,,,1.07,0.38,3.02,6.97
1990-11-23,,,1.07,0.42,0.09,5.33
1990-11-24,,,1.09,1.24,5.39,9.69
1990-11-25,,,1.09,0.38,11.14,11.5
1990-11-26,,,1.08,0.24,1.44,7.64
1990-11-27,,,1.07,0.12,0.72,6.34
1990-11-28,,,1.07,0.45,0.0,6.22
1990-11-29,,,1.07,0.4,0.0,7.52
1990-11-30,,,1.07,0.43,0.0,5.35
1990-12-01,,,1.07,0.28,0.0,6.03
1990-12-02,,,1.06,0.9,0.0,8.09
1990-12-03,,,1.07,1.1,1.28,10.61
1990-12-04,,,1.09,0.58,1.17,10.46
1990-12-05,,,1.09,0.51,5.99,10.13
1990-12-06,,,1.08,0.43,1.66,11.24
1990-12-07,,,1.07,0.39,2.14,10.62
1990-12-08,,,1.17,0.34,0.15,10.63
1990-12-09,,,1.1,0.37,21.85,7.3
1990-12-10,,,1.07,0.46,1.15,3.93
1990-12-11,,,1.07,0.75,0.0,5.94
1990-12-12,,,1.07,0.43,0.0,4.88
1990-12-13,,,1.07,0.71,0.0,6.06
1990-12-14,,,1.07,0.66,0.0,8.08
1990-12-15,,,1.07,0.36,0.0,7.65
1990-12-16,,,1.07,0.21,0.0,6.2
1990-12-17,,,1.12,0.32,0.33,8.83
1990-12-18,,,1.13,0.48,13.46,8.66
1990-12-19,,,1.25,0.4,12.2,8.93
1990-12-20,,,1.11,0.37,20.78,7.99
1990-12-21,,,1.07,0.6,1.14,8.85
1990-12-22,,,1.07,0.61,0.02,8.33
1990-12-23,,,1.07,0.19,0.1,6.89
1990-12-24,,,1.07,0.28,0.0,7.65
1990-12-25,,,1.08,0.18,0.0,6.53
1990-12-26,,,1.08,0.36,3.33,8.84
1990-12-27,,,1.07,0.17,0.27,8.92
1990-12-28,,,1.07,0.27,0.01,10.34
1990-12-29,,,1.07,0.13,0.0,10.42
1990-12-30,,,1.07,0.36,0.0,10.26
1990-12-31,,,1.07,0.25,0.0,8.59
1991-01-01,,,1.07,0.06,0.0,10.62
1991-01-02,,,1.07,0.22,0.0,9.91
1991-01-03,,,1.07,0.16,0.0,8.83
1991-01-04,,,1.07,0.16,0.0,8.67
1991-01-05,,,1.07,0.39,0.07,6.5
1991-01-06,,,1.07,0.69,0.0,6.02
1991-01-07,,,1.07,0.72,0.0,7.13
1991-01-08,,,1.07,0.34,0.0,9.55
1991-01-09,,,1.07,0.47,0.98,11.35
1991-01-10,,,1.07,0.21,0.0,9.72
1991-01-11,,,1.07,0.49,0.0,9.38
1991-01-12,,,1.08,0.35,1.19,8.45
1991-01-13,,,1.07,0.22,0.21,6.72
1991-01-14,,,1.07,0.77,0.0,5.31
1991-01-15,,,1.07,0.48,0.0,3.89
1991-01-16,,,1.07,0.67,0.0,7.91
1991-01-17,,,1.07,0.45,0.0,6.65
1991-01-18,,,1.07,0.24,0.0,8.53
1991-01-19,,,1.07,0.73,0.0,9.56
1991-01-20,,,1.07,0.8,0.0,10.48
1991-01-21,,,1.07,0.53,0.08,9.34
1991-01-22,,,1.07,0.75,0.08,7.89
1991-01-23,,,1.08,0.32,5.48,5.37
1991-01-24,,,1.08,0.64,6.66,7.08
1991-01-25,,,1.08,0.75,0.84,7.13
1991-01-26,,,1.07,0.38,0.33,7.31
1991-01-27,,,1.07,0.78,0.0,7.97
1991-01-28,,,1.07,0.77,0.0,6.74
1991-01-29,,,1.07,0.7,0.0,6.89
1991-01-30,,,1.07,0.35,1.01,5.53
1991-01-31,,,1.07,0.56,0.0,4.78
1991-02-01,,,1.1,1.03,0.37,8.18
1991-02-02,,,1.1,0.5,6.42,5.87
1991-02-03,,,1.08,0.46,3.93,4.94
1991-02-04,,,1.07,0.77,0.96,4.75
1991-02-05,,,1.07,1.06,0.0,6.43
1991-02-06,,,1.08,1.09,0.0,8.11
1991-02-07,,,1.08,0.89,8.8,10.07
1991-02-08,,,1.07,0.54,0.43,6.39
1991-02-09,,,1.07,1.11,0.0,7.57
1991-02-10,,,1.07,0.75,0.4,8.39
1991-02-11,,,1.07,0.53,0.5,5.63
1991-02-12,,,1.08,0.73,0.0,6.48
1991-02-13,,,1.09,0.65,5.56,6.41
1991-02-14,,,1.07,0.59,2.93,4.34
1991-02-15,,,1.06,1.39,0.0,4.87
1991-02-16,,,1.08,1.76,0.0,7.4
1991-02-17,,,1.23,0.63,3.8,5.0
1991-02-18,,,1.16,0.83,52.64,5.95
1991-02-19,,,1.09,0.72,11.49,6.41
1991-02-20,,,1.07,0.86,0.52,7.48
1991-02-21,,,1.07,1.74,0.02,9.59
1991-02-22,,,1.07,1.13,0.04,9.44
1991-02-23,,,1.06,1.28,0.13,9.72
1991-02-24,,,1.06,1.77,0.0,10.48
1991-02-25,,,1.1,1.55,1.79,11.4
1991-02-26,,,1.08,0.97,7.53,8.5
1991-02-27,,,1.07,1.2,0.59,9.6
1991-02-28,,,1.11,1.25,1.03,10.1
1991-03-01,,,1.1,0.89,17.16,9.19
1991-03-02,,,1.07,1.38,3.22,9.44
1991-03-03,,,1.06,1.24,0.0,9.18
1991-03-04,,,1.07,2.26,0.0,11.65
1991-03-05,,,1.14,1.53,6.0,11.51
1991-03-06,,,1.21,1.23,28.09,10.62
1991-03-07,,,1.15,0.94,35.25,9.27
1991-03-08,,,1.1,1.19,14.36,7.78
1991-03-09,,,1.09,1.84,5.12,10.77
1991-03-10,,,1.08,1.56,4.05,11.99
1991-03-11,,,1.08,1.45,1.2,12.67
1991-03-12,,,1.12,1.82,0.0,13.08
1991-03-13,,,1.09,1.27,10.16,9.99
1991-03-14,,,1.07,1.96,0.31,9.81
1991-03-15,,,1.07,2.79,0.0,12.69
1991-03-16,,,1.07,1.77,0.02,12.01
1991-03-17,,,1.07,1.52,1.17,10.74
1991-03-18,,,1.06,1.83,0.0,9.87
1991-03-19,,,1.06,3.15,0.0,12.9
1991-03-20,,,1.06,2.41,0.0,13.07
1991-03-21,,,1.07,3.23,0.0,13.45
1991-03-22,,,1.07,1.97,0.33,10.16
1991-03-23,,,1.06,1.66,3.53,8.06
1991-03-24,,,1.06,2.45,0.13,9.38
1991-03-25,,,1.06,2.88,0.0,7.69
1991-03-26,,,1.06,2.45,0.0,9.28
1991-03-27,,,1.06,1.81,0.0,9.83
1991-03-28,,,1.05,1.57,0.0,9.53
1991-03-29,,,1.06,3.34,0.0,13.15
1991-03-30,,,1.06,2.48,0.28,12.55
1991-03-31,,,1.06,1.92,0.22,11.92
1991-04-01,,,1.06,2.08,0.37,10.81
1991-04-02,,,1.05,2.36,0.0,9.62
1991-04-03,,,1.06,3.43,0.0,11.49
1991-04-04,,,1.06,2.02,0.73,10.09
1991-04-05,,,1.06,2.93,0.7,9.94
1991-04-06,,,1.05,3.2,0.0,9.9
1991-04-07,,,1.05,4.14,0.0,11.47
1991-04-08,,,1.05,4.09,0.0,13.51
1991-04-09,,,1.05,3.33,0.12,13.36
1991-04-10,,,1.05,3.86,0.0,12.83
1991-04-11,,,1.05,4.19,0.0,12.98
1991-04-12,,,1.05,3.74,0.0,12.96
1991-04-13,,,1.05,3.77,0.0,13.49
1991-04-14,,,1.06,4.17,0.0,10.92
1991-04-15,,,1.06,2.62,0.57,9.54
1991-04-16,,,1.07,2.96,7.36,9.96
1991-04-17,,,1.09,2.32,6.29,10.82
1991-04-18,,,1.08,2.33,9.86,10.81
1991-04-19,,,1.06,2.53,6.45,10.12
1991-04-20,,,1.06,3.51,0.11,12.97
1991-04-21,,,1.06,3.09,0.13,13.86
1991-04-22,,,1.07,1.79,1.11,11.5
1991-04-23,,,1.06,2.33,1.68,11.01
1991-04-24,,,1.05,2.91,0.13,10.98
1991-04-25,,,1.05,3.98,0.29,10.92
1991-04-26,,,1.05,4.28,0.0,9.64
1991-04-27,,,1.05,3.99,0.0,10.05
1991-04-28,,,1.06,4.47,0.0,13.04
1991-04-29,,,1.05,3.28,0.0,13.19
1991-04-30,,,1.05,5.16,0.0,14.89
1991-05-01,,,1.04,4.74,0.0,15.75
1991-05-02,,,1.05,5.66,0.0,13.24
1991-05-03,,,1.05,5.22,0.0,11.22
1991-05-04,,,1.05,4.74,0.0,10.93
1991-05-05,,,1.04,5.45,0.0,12.4
1991-05-06,,,1.05,5.61,0.0,12.92
1991-05-07,,,1.05,4.44,0.0,12.72
1991-05-08,,,1.05,5.06,0.0,13.24
1991-05-09,,,1.05,5.06,0.0,11.13
1991-05-10,,,1.05,5.05,0.0,11.93
1991-05-11,,,1.05,4.58,0.0,12.76
1991-05-12,,,1.04,4.96,0.0,13.5
1991-05-13,,,1.04,5.66,0.0,13.56
1991-05-14,,,1.04,5.88,0.0,14.31
1991-05-15,,,1.04,6.21,0.0,15.7
1991-05-16,,,1.05,6.12,0.0,17.19
1991-05-17,,,1.05,5.01,0.0,14.14
1991-05-18,,,1.05,5.02,0.0,15.5
1991-05-19,,,1.05,5.0,0.0,17.46
1991-05-20,,,1.04,4.9,0.0,15.3
1991-05-21,,,1.04,5.85,0.0,16.69
1991-05-22,,,1.03,6.82,0.0,14.41
1991-05-23,,,1.04,7.1,0.0,16.22
1991-05-24,,,1.04,6.5,0.0,17.39
1991-05-25,,,1.04,6.55,0.0,19.22
1991-05-26,,,1.03,6.94,0.0,19.06
1991-05-27,,,1.05,6.98,0.0,18.42
1991-05-28,,,1.04,4.83,0.0,16.84
1991-05-29,,,1.05,5.72,0.0,16.01
1991-05-30,,,1.05,4.6,0.0,17.22
1991-05-31,,,1.05,4.41,0.0,16.24
1991-06-01,,,1.05,4.35,0.0,16.38
1991-06-02,,,1.05,3.78,7.34,15.04
1991-06-03,,,1.05,3.96,0.48,15.65
1991-06-04,,,1.05,4.82,0.0,17.17
1991-06-05,,,1.05,4.71,0.0,16.59
1991-06-06,,,1.05,5.17,0.0,16.88
1991-06-07,,,1.05,5.32,0.0,17.82
1991-06-08,,,1.04,4.24,0.0,16.07
1991-06-09,,,1.04,5.68,0.0,17.18
1991-06-10,,,1.04,5.79,0.0,17.96
1991-06-11,,,1.04,7.03,0.0,19.28
1991-06-12,,,1.03,6.05,0.0,17.74
1991-06-13,,,1.03,7.74,0.0,21.45
1991-06-14,,,1.03,7.91,0.0,21.99
1991-06-15,,,1.05,7.2,0.0,22.09
1991-06-16,,,1.05,5.11,1.27,21.19
1991-06-17,,,1.04,4.51,0.06,17.84
1991-06-18,,,1.04,5.88,0.0,17.45
1991-06-19,,,1.04,5.59,0.0,18.13
1991-06-20,,,1.04,5.47,0.0,17.73
1991-06-21,,,1.03,6.62,0.0,18.89
1991-06-22,,,1.03,7.44,0.0,20.09
1991-06-23,,,1.03,7.72,0.0,21.01
1991-06-24,,,1.03,7.52,0.0,21.8
1991-06-25,,,1.03,8.34,0.0,22.66
1991-06-26,,,1.03,8.89,0.0,23.49
1991-06-27,,,1.03,9.34,0.0,23.95
1991-06-28,,,1.03,8.99,0.0,23.1
1991-06-29,,,1.03,7.13,0.0,22.01
1991-06-30,,,1.04,7.22,0.0,21.58
1991-07-01,,,1.03,6.83,0.0,20.98
1991-07-02,,,1.04,7.98,0.0,20.91
1991-07-03,,,1.04,6.8,0.0,20.69
1991-07-04,,,1.05,6.17,0.0,19.36
1991-07-05,,,1.04,5.12,0.0,18.52
1991-07-06,,,1.04,6.69,0.0,18.02
1991-07-07,,,1.03,5.65,0.0,19.3
1991-07-08,,,1.03,7.41,0.0,20.4
1991-07-09,,,1.03,8.78,0.0,22.02
1991-07-10,,,1.02,9.13,0.0,23.17
1991-07-11,,,1.03,9.26,0.0,23.88
