date,outflow,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,20.741,213.216,2.75,,,
1990-01-02,21.195,213.794,1.13,0.0,2.76,1.64
1990-01-03,24.992,214.676,1.13,0.01,1.31,1.2
1990-01-04,11.706,215.554,1.12,0.01,0.6,0.79
1990-01-05,10.741,216.321,1.12,0.04,0.09,1.64
1990-01-06,10.741,216.987,1.14,0.01,0.14,3.08
1990-01-07,10.741,217.674,1.14,0.19,6.88,1.24
1990-01-08,10.754,218.549,1.13,0.0,3.42,0.78
1990-01-09,10.891,219.19,1.13,0.0,0.1,-0.26
1990-01-10,10.891,219.527,1.12,0.0,0.0,-0.17
1990-01-11,10.891,219.864,1.12,0.0,0.0,-0.08
1990-01-12,10.891,220.191,1.12,0.0,0.0,-0.48
1990-01-13,10.891,220.416,1.12,0.02,0.0,-0.52
1990-01-14,10.891,220.64,1.12,0.02,0.0,0.01
1990-01-15,10.891,220.865,1.12,0.06,1.93,0.71
1990-01-16,10.891,221.079,1.12,0.02,0.07,-0.02
1990-01-17,10.891,221.192,1.14,0.0,0.0,0.45
1990-01-18,10.891,221.314,1.13,0.29,11.09,0.14
1990-01-19,10.891,221.511,1.13,0.05,0.82,-1.42
1990-01-20,10.891,221.407,1.12,0.06,0.0,0.09
1990-01-21,10.891,221.407,1.12,0.0,0.0,-1.19
1990-01-22,10.891,221.407,1.12,0.01,0.0,-1.57
1990-01-23,10.891,221.388,1.12,0.07,0.0,0.53
1990-01-24,10.891,221.183,1.14,0.08,0.0,4.3
1990-01-25,10.891,221.183,1.14,0.03,0.94,5.59
1990-01-26,10.891,221.202,1.13,0.05,3.79,4.81
1990-01-27,10.891,221.68,1.14,0.14,0.48,1.67
1990-01-28,10.891,224.821,1.13,0.19,7.85,1.89
1990-01-29,10.9,226.395,1.13,0.01,0.29,-1.59
1990-01-30,10.995,227.758,1.12,0.28,2.07,1.9
1990-01-31,10.995,229.202,1.13,0.47,0.68,4.94
1990-02-01,10.995,232.578,1.14,0.27,3.58,1.05
1990-02-02,10.995,235.087,1.13,0.37,3.68,3.08
1990-02-03,10.995,238.432,1.13,0.17,1.27,5.6
1990-02-04,10.995,242.559,1.12,0.01,0.5,2.63
1990-02-05,10.995,245.283,1.12,0.17,0.0,3.1
1990-02-06,11.324,247.846,1.12,0.34,0.26,5.61
1990-02-07,15.313,250.633,1.12,0.51,0.09,5.86
1990-02-08,19.564,252.21,1.13,0.43,0.33,7.55
1990-02-09,21.389,253.784,1.13,0.38,5.07,3.85
1990-02-10,21.389,255.242,1.12,0.38,0.1,5.82
1990-02-11,21.389,256.559,1.13,0.29,0.82,4.31
1990-02-12,21.389,257.529,1.13,0.99,2.67,4.04
1990-02-13,21.389,258.496,1.12,0.68,0.11,5.82
1990-02-14,21.389,259.239,1.12,0.39,0.0,5.49
1990-02-15,21.389,259.815,1.12,0.6,0.0,5.15
1990-02-16,21.389,260.067,1.12,0.31,0.0,4.7
1990-02-17,21.389,260.191,1.12,0.37,0.0,3.42
1990-02-18,21.389,260.305,1.12,0.28,0.0,3.38
1990-02-19,20.75,260.326,1.12,0.48,0.5,3.66
1990-02-20,13.947,260.574,1.13,0.49,0.0,6.92
1990-02-21,16.552,260.801,1.13,0.46,3.59,7.33
1990-02-22,17.199,260.791,1.12,0.58,0.29,4.73
1990-02-23,17.105,260.677,1.12,0.87,0.0,8.25
1990-02-24,16.018,260.677,1.12,0.99,0.0,9.65
1990-02-25,15.498,260.677,1.12,0.59,0.62,7.01
1990-02-26,15.498,260.677,1.12,0.7,0.03,6.13
1990-02-27,15.456,260.667,1.12,0.69,0.0,6.86
1990-02-28,15.0,260.553,1.12,0.69,0.0,6.31
1990-03-01,15.0,260.543,1.13,0.81,0.03,5.5
1990-03-02,15.0,260.429,1.13,0.6,3.16,1.72
1990-03-03,15.0,260.407,1.12,0.58,1.72,-0.1
1990-03-04,15.0,260.144,1.12,0.99,0.02,-0.73
1990-03-05,14.688,259.917,1.12,1.35,0.0,1.0
1990-03-06,11.25,259.917,1.12,1.29,0.0,2.19
1990-03-07,11.25,259.908,1.12,1.64,0.0,4.87
1990-03-08,11.25,259.809,1.13,1.36,2.39,6.99
1990-03-09,11.154,259.818,1.12,0.81,1.59,4.79
1990-03-10,10.064,259.908,1.12,0.89,0.14,3.23
1990-03-11,9.745,259.809,1.12,1.87,0.0,9.13
1990-03-12,9.745,259.809,1.12,1.36,0.36,9.23
1990-03-13,9.745,259.809,1.13,1.2,0.0,8.31
1990-03-14,9.745,259.818,1.12,0.95,3.37,5.86
1990-03-15,9.745,259.927,1.12,1.07,0.09,4.77
1990-03-16,9.745,260.041,1.12,1.43,0.0,5.57
1990-03-17,9.745,260.041,1.12,1.97,0.0,9.18
1990-03-18,9.745,260.041,1.12,1.68,0.0,9.3
1990-03-19,9.702,260.031,1.12,2.06,0.0,9.2
1990-03-20,9.193,259.917,1.12,1.92,0.0,9.93
1990-03-21,8.843,259.908,1.12,2.2,0.0,10.65
1990-03-22,8.843,259.809,1.15,1.96,0.0,9.97
1990-03-23,8.843,259.809,1.14,1.17,8.42,7.03
1990-03-24,8.812,259.809,1.13,0.72,4.36,3.97
1990-03-25,8.503,259.809,1.12,0.92,2.5,3.48
1990-03-26,8.843,259.799,1.12,1.06,0.18,2.1
1990-03-27,8.843,259.675,1.12,1.06,0.0,0.62
1990-03-28,8.843,259.551,1.12,1.28,0.0,1.35
1990-03-29,8.843,259.437,1.12,1.06,0.16,1.11
1990-03-30,8.843,259.416,1.12,1.04,0.07,1.56
1990-03-31,8.843,259.189,1.12,2.1,0.0,3.39
1990-04-01,8.843,259.189,1.12,2.26,1.51,8.07
1990-04-02,8.719,259.21,1.14,1.48,1.41,7.39
1990-04-03,7.289,259.458,1.14,1.04,8.33,3.04
1990-04-04,6.595,259.726,1.15,1.01,1.52,2.14
1990-04-05,6.313,260.222,1.16,0.99,7.32,1.52
1990-04-06,6.247,260.822,1.16,0.78,12.01,0.11
1990-04-07,6.215,262.531,1.13,1.33,7.88,2.95
1990-04-08,6.215,263.883,1.14,1.54,0.27,3.06
1990-04-09,6.215,265.031,1.13,1.18,3.83,3.43
1990-04-10,6.215,266.369,1.13,1.11,1.04,0.85
1990-04-11,6.218,267.377,1.13,0.8,1.4,2.72
1990-04-12,6.279,269.703,1.12,1.41,0.76,4.66
1990-04-13,6.568,271.311,1.14,1.21,0.84,5.32
1990-04-14,6.25,273.796,1.13,1.09,3.56,2.65
1990-04-15,6.279,275.633,1.13,1.65,0.33,5.71
1990-04-16,6.605,277.896,1.14,1.06,2.49,3.03
1990-04-17,6.704,279.584,1.13,1.75,2.45,5.33
1990-04-18,6.822,281.402,1.13,1.6,1.05,2.98
1990-04-19,6.521,283.246,1.15,1.45,2.17,3.4
1990-04-20,6.829,285.349,1.17,1.25,5.4,3.82
1990-04-21,6.938,287.526,1.16,1.14,12.71,-0.99
1990-04-22,8.201,289.163,1.21,1.12,8.19,-0.04
1990-04-23,9.011,291.489,1.17,1.48,11.4,3.01
1990-04-24,10.507,294.842,1.14,1.09,3.31,3.52
1990-04-25,13.811,298.453,1.12,1.81,1.3,3.27
1990-04-26,16.677,301.785,1.12,1.86,0.27,3.4
1990-04-27,15.538,304.731,1.12,2.14,0.0,3.83
1990-04-28,14.427,308.714,1.12,2.98,0.0,5.21
1990-04-29,14.251,312.839,1.12,2.97,0.0,7.58
1990-04-30,14.609,316.814,1.12,3.25,0.0,8.49
1990-05-01,16.716,320.069,1.12,2.84,0.02,10.23
1990-05-02,17.14,322.171,1.12,3.67,0.0,9.54
1990-05-03,17.243,324.091,1.12,4.23,0.0,10.87
1990-05-04,17.198,325.342,1.12,4.46,0.0,10.05
1990-05-05,16.947,326.313,1.12,4.33,0.0,10.43
1990-05-06,17.057,327.014,1.12,4.16,1.48,10.87
1990-05-07,16.66,327.595,1.12,3.76,0.02,10.33
1990-05-08,16.845,328.295,1.12,3.2,0.15,9.66
1990-05-09,16.896,328.926,1.13,1.39,3.8,8.44
1990-05-10,16.87,330.167,1.12,1.67,2.78,7.58
1990-05-11,16.855,330.871,1.12,1.61,0.09,7.62
1990-05-12,17.208,331.46,1.15,2.54,0.0,9.33
1990-05-13,16.558,332.151,1.13,1.71,12.13,6.58
1990-05-14,16.783,332.583,1.12,2.54,0.42,8.33
1990-05-15,16.947,332.991,1.12,2.28,0.0,9.12
1990-05-16,17.337,333.184,1.13,3.09,0.0,9.44
1990-05-17,17.19,333.89,1.13,3.47,6.07,11.64
1990-05-18,17.18,334.443,1.12,1.71,0.2,9.01
1990-05-19,16.865,334.72,1.12,2.92,1.65,9.04
1990-05-20,17.124,334.865,1.13,2.61,4.04,10.39
1990-05-21,16.912,335.01,1.12,1.96,1.94,8.72
1990-05-22,16.703,335.178,1.14,2.18,0.43,8.16
1990-05-23,16.975,335.588,1.14,2.08,9.29,6.85
1990-05-24,16.929,335.72,1.13,2.01,5.25,7.82
1990-05-25,16.87,335.744,1.12,2.89,0.56,9.73
1990-05-26,16.665,336.022,1.12,2.19,0.21,8.29
1990-05-27,16.572,336.155,1.12,3.05,0.16,10.7
1990-05-28,17.191,336.155,1.12,2.59,1.03,8.45
1990-05-29,17.214,336.143,1.12,3.7,0.01,8.56
1990-05-30,17.155,335.998,1.12,3.29,0.0,11.31
1990-05-31,17.438,335.853,1.12,3.84,0.0,10.92
1990-06-01,17.872,335.684,1.12,4.77,0.0,14.21
1990-06-02,21.958,335.215,1.12,1.74,0.16,11.76
1990-06-03,23.349,334.347,1.12,3.42,0.01,12.43
1990-06-04,23.001,333.518,1.17,3.9,0.57,12.8
1990-06-05,22.93,333.05,1.14,1.13,18.42,7.52
1990-06-06,23.066,332.199,1.12,2.92,1.62,7.94
1990-06-07,23.067,331.456,1.12,4.35,0.0,11.5
1990-06-08,23.183,330.453,1.12,3.03,0.0,11.53
1990-06-09,23.08,329.452,1.12,1.75,0.41,9.34
