date,outflow,volume,inflow_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,0.278,23.415,4.99,,,
1990-01-02,0.278,23.723,2.65,0.17,3.69,0.72
1990-01-03,0.278,23.918,2.67,0.04,0.97,1.92
1990-01-04,0.278,24.176,2.66,0.22,4.3,0.19
1990-01-05,0.278,24.442,2.65,0.02,0.15,-1.75
1990-01-06,0.278,24.703,2.65,0.08,0.0,0.78
1990-01-07,0.278,24.908,2.66,0.02,1.71,0.86
1990-01-08,0.278,25.174,2.65,0.07,1.38,1.65
1990-01-09,0.278,25.429,2.64,0.03,0.01,0.05
1990-01-10,0.278,25.562,2.64,0.07,0.0,1.41
1990-01-11,0.278,25.706,2.64,0.0,0.0,-1.45
1990-01-12,0.278,25.961,2.63,0.02,0.0,-1.85
1990-01-13,0.278,26.091,2.63,0.01,0.0,-1.65
1990-01-14,0.278,26.227,2.63,0.03,0.1,0.06
1990-01-15,0.278,26.366,2.63,0.07,0.26,-0.44
1990-01-16,0.278,26.565,2.63,0.04,0.33,-0.87
1990-01-17,0.278,26.76,2.64,0.01,0.0,-1.19
1990-01-18,0.278,26.899,2.65,0.04,4.13,-1.05
1990-01-19,0.278,27.038,2.63,0.04,0.24,-1.85
1990-01-20,0.278,27.177,2.63,0.11,0.0,-1.95
1990-01-21,0.278,27.31,2.62,0.1,0.0,-1.77
1990-01-22,0.278,27.385,2.62,0.26,0.0,-0.8
1990-01-23,0.278,27.518,2.62,0.17,0.0,-1.12
1990-01-24,0.278,27.594,2.64,0.21,0.0,2.51
1990-01-25,0.278,27.733,2.68,0.03,0.0,3.65
1990-01-26,0.278,27.872,2.66,0.45,0.98,6.22
1990-01-27,0.278,28.028,2.65,0.23,0.4,2.35
1990-01-28,0.278,28.375,2.65,0.22,6.44,3.02
1990-01-29,0.278,28.729,2.64,0.17,0.37,-1.72
1990-01-30,0.278,29.146,2.64,0.45,4.5,1.4
1990-01-31,0.278,29.559,2.64,0.23,0.14,2.66
1990-02-01,0.278,29.919,2.64,0.19,1.16,1.47
1990-02-02,0.278,30.22,2.64,0.32,1.31,1.68
1990-02-03,0.278,30.606,2.64,0.27,1.57,4.51
1990-02-04,0.278,31.206,2.63,0.21,0.12,2.32
1990-02-05,0.278,31.928,2.63,0.39,0.0,3.32
1990-02-06,0.278,32.501,2.63,0.34,0.0,4.81
1990-02-07,0.278,32.974,2.63,0.32,1.99,3.66
1990-02-08,0.278,33.442,2.63,0.34,0.1,4.59
1990-02-09,0.278,33.896,2.62,0.37,0.31,7.16
1990-02-10,0.278,34.195,2.62,0.39,0.0,6.88
1990-02-11,0.278,34.335,2.6,0.39,0.28,4.76
1990-02-12,0.278,35.076,2.59,1.01,0.54,3.5
1990-02-13,0.278,35.517,2.59,1.38,0.7,6.43
1990-02-14,0.278,35.865,2.57,0.61,0.0,5.73
1990-02-15,0.278,36.271,2.56,0.6,0.0,4.65
1990-02-16,0.278,36.594,2.55,0.41,0.0,4.34
1990-02-17,0.278,36.834,2.54,0.33,0.0,3.61
1990-02-18,0.278,37.006,2.52,0.58,0.0,3.76
1990-02-19,0.278,37.254,2.51,0.56,0.34,6.42
1990-02-20,0.278,37.501,2.5,0.43,0.0,3.95
1990-02-21,0.278,37.742,2.49,0.59,1.83,6.65
1990-02-22,0.278,37.905,2.47,0.57,1.64,5.81
1990-02-23,0.278,38.052,2.45,0.59,0.06,4.57
1990-02-24,0.278,38.236,2.44,1.86,0.0,7.11
1990-02-25,0.278,38.399,2.42,1.14,0.0,8.05
1990-02-26,0.278,38.547,2.41,1.07,0.0,6.25
1990-02-27,0.278,38.731,2.4,0.77,0.0,5.84
1990-02-28,0.278,38.896,2.38,0.78,0.0,7.07
1990-03-01,0.278,39.071,2.37,0.95,0.0,5.91
1990-03-02,0.278,39.245,2.36,0.67,0.38,3.43
1990-03-03,0.278,39.42,2.34,0.59,0.45,-2.06
1990-03-04,0.278,39.586,2.32,1.67,0.0,-2.93
1990-03-05,0.278,39.673,2.3,1.68,0.0,-1.31
1990-03-06,0.278,39.761,2.29,1.68,0.0,-0.85
1990-03-07,0.278,39.848,2.27,2.14,0.0,2.16
1990-03-08,0.278,39.942,2.26,2.77,0.34,7.91
1990-03-09,0.278,40.109,2.25,0.95,0.1,4.96
1990-03-10,0.278,40.196,2.23,0.82,0.0,2.51
1990-03-11,0.278,40.283,2.22,2.3,0.0,9.55
1990-03-12,0.278,40.37,2.2,1.21,1.17,7.72
1990-03-13,0.278,40.458,2.19,1.42,1.65,9.89
1990-03-14,0.282,40.545,2.18,1.3,0.08,8.72
1990-03-15,0.324,40.64,2.15,1.03,0.0,4.38
1990-03-16,0.324,40.806,2.13,2.5,0.0,6.35
1990-03-17,0.324,40.886,2.12,3.54,0.0,8.54
1990-03-18,0.324,40.901,2.11,2.84,0.0,8.54
1990-03-19,0.324,41.075,2.09,1.85,0.0,6.68
1990-03-20,0.324,41.242,2.08,2.49,0.0,7.4
1990-03-21,0.324,41.329,2.06,2.98,0.0,10.01
1990-03-22,0.324,41.409,2.05,3.72,0.0,10.89
1990-03-23,0.324,41.409,2.04,2.62,0.22,12.18
1990-03-24,0.324,41.409,2.03,1.04,5.58,7.03
1990-03-25,0.324,41.416,2.01,1.0,0.28,4.1
1990-03-26,0.324,41.496,2.0,1.36,0.31,2.2
1990-03-27,0.368,41.496,1.99,1.44,0.05,0.46
1990-03-28,0.885,41.496,1.97,1.58,0.0,0.84
1990-03-29,1.22,41.496,1.96,1.88,0.0,2.07
1990-03-30,1.4,41.489,1.94,1.18,0.08,-0.21
1990-03-31,1.4,41.402,1.92,2.6,0.0,3.44
1990-04-01,1.379,41.315,1.93,2.57,0.38,6.34
1990-04-02,1.163,41.228,1.93,1.24,3.73,5.11
1990-04-03,1.401,41.148,1.92,1.05,1.22,3.34
1990-04-04,2.0,41.141,1.91,1.37,0.12,1.81
1990-04-05,2.901,41.046,1.92,1.29,4.39,3.06
1990-04-06,3.241,40.864,1.93,1.17,6.21,4.65
1990-04-07,3.221,40.633,1.91,1.37,6.6,4.84
1990-04-08,2.998,40.719,1.94,1.62,0.22,2.88
1990-04-09,2.909,40.799,1.94,1.51,9.76,3.99
1990-04-10,1.885,40.806,1.92,1.31,0.74,1.45
1990-04-11,1.283,40.886,1.92,2.24,0.52,3.12
1990-04-12,0.476,40.908,1.92,1.95,0.0,6.64
1990-04-13,0.231,41.177,1.92,1.72,0.0,5.61
1990-04-14,0.231,41.525,1.92,1.55,2.39,4.5
1990-04-15,0.231,41.874,1.92,2.46,0.23,6.48
1990-04-16,0.231,42.216,1.92,1.65,1.1,3.26
1990-04-17,0.231,42.482,1.92,2.13,0.27,4.9
1990-04-18,0.231,42.757,1.93,1.78,0.43,3.66
1990-04-19,0.231,43.031,1.94,1.86,2.37,3.49
1990-04-20,0.231,43.306,1.94,1.82,1.49,4.59
1990-04-21,0.231,43.572,1.94,1.45,2.2,0.58
1990-04-22,0.231,43.763,1.95,1.6,0.62,0.62
1990-04-23,0.231,44.038,1.96,1.82,3.14,3.31
1990-04-24,0.231,44.312,1.96,1.49,3.06,3.39
1990-04-25,0.231,44.595,1.96,1.83,1.11,3.56
1990-04-26,0.231,44.961,1.96,1.97,0.5,3.68
1990-04-27,0.231,45.327,1.95,2.47,0.0,4.8
1990-04-28,0.231,45.685,1.95,3.86,0.0,7.96
1990-04-29,0.231,45.96,1.94,3.56,0.0,9.21
1990-04-30,0.231,46.253,1.94,4.08,0.0,10.54
1990-05-01,0.232,46.64,1.94,3.15,0.0,8.5
1990-05-02,0.243,47.01,1.93,3.15,0.0,8.1
1990-05-03,0.243,47.203,1.92,4.56,0.0,7.64
1990-05-04,0.243,47.412,1.92,5.1,0.0,9.88
1990-05-05,0.243,47.783,1.9,3.62,0.0,9.5
1990-05-06,0.243,47.984,1.89,4.54,0.0,10.18
1990-05-07,0.243,48.264,1.89,4.62,0.19,10.76
1990-05-08,0.243,48.459,1.91,3.42,3.21,11.12
1990-05-09,0.243,48.644,1.91,3.01,10.81,11.44
1990-05-10,0.243,48.749,1.89,2.81,16.03,11.01
1990-05-11,0.243,48.942,1.88,2.8,0.61,9.82
1990-05-12,0.243,49.135,1.9,3.68,0.0,12.09
1990-05-13,0.243,49.312,1.89,2.44,6.43,10.41
1990-05-14,0.308,49.328,1.88,2.65,0.6,8.98
1990-05-15,1.047,49.506,1.86,3.43,0.0,11.17
1990-05-16,1.332,49.506,1.87,5.03,0.0,12.63
1990-05-17,1.08,49.506,1.92,4.29,7.38,15.78
1990-05-18,0.995,49.514,1.91,3.26,9.03,13.17
1990-05-19,0.995,49.602,1.9,3.35,1.48,12.33
1990-05-20,0.995,49.602,1.91,3.58,1.29,13.74
1990-05-21,0.94,49.602,1.93,3.52,0.42,12.54
1990-05-22,0.328,49.61,1.95,3.16,5.62,12.18
1990-05-23,0.243,49.715,1.95,2.64,9.55,9.86
1990-05-24,0.243,49.909,1.96,2.82,2.52,10.32
1990-05-25,0.243,50.115,1.96,2.52,0.23,8.77
1990-05-26,0.243,50.32,1.96,3.45,2.53,11.57
1990-05-27,0.243,50.526,1.96,3.44,0.12,12.4
1990-05-28,0.243,50.732,1.95,3.25,0.0,9.89
1990-05-29,0.243,50.929,1.95,4.48,0.0,8.65
1990-05-30,0.243,51.032,1.94,4.67,0.0,12.17
1990-05-31,0.299,51.135,1.92,4.83,0.0,12.53
1990-06-01,0.921,51.238,1.93,6.34,0.0,15.43
1990-06-02,0.995,51.332,1.93,4.91,0.0,16.61
1990-06-03,0.995,51.332,1.91,4.17,0.0,14.01
1990-06-04,0.995,51.332,1.92,6.26,1.51,16.63
1990-06-05,1.029,51.332,1.93,3.7,4.56,13.7
1990-06-06,1.391,51.332,1.92,2.36,0.2,8.42
1990-06-07,1.387,51.323,1.91,4.14,0.0,11.97
1990-06-08,2.321,51.212,1.91,5.35,0.0,15.42
1990-06-09,1.695,51.015,1.9,3.35,0.0,11.12
1990-06-10,2.325,50.904,1.87,4.42,0.0,9.84
1990-06-11,1.664,50.706,2.03,5.9,1.83,14.15
1990-06-12,1.505,50.612,1.95,1.35,23.12,8.58
1990-06-13,1.501,50.603,1.95,4.42,0.5,10.79
1990-06-14,1.454,50.509,1.97,3.63,6.04,11.85
1990-06-15,1.395,50.509,1.95,2.7,4.69,10.22
1990-06-16,1.199,50.509,1.98,5.78,0.09,14.76
1990-06-17,1.146,50.509,1.99,4.4,7.16,14.9
1990-06-18,1.146,50.509,1.97,2.45,0.13,10.39
1990-06-19,1.146,50.509,1.99,5.97,0.0,15.36
1990-06-20,1.15,50.509,1.99,3.0,5.66,12.55
1990-06-21,1.192,50.5,1.99,4.06,0.1,12.48
1990-06-22,1.188,50.397,1.99,4.76,0.1,14.89
1990-06-23,1.248,50.303,1.97,4.04,0.0,12.91
1990-06-24,2.301,50.286,1.97,6.8,0.0,16.26
1990-06-25,1.581,50.089,1.96,6.11,0.0,18.14
1990-06-26,2.496,49.978,1.96,6.08,1.84,19.74
1990-06-27,3.333,49.771,1.97,5.45,0.81,18.44
1990-06-28,3.125,49.49,1.96,3.9,3.8,16.48
1990-06-29,2.457,49.296,1.94,4.82,0.1,17.83
1990-06-30,4.871,49.087,1.95,5.99,0.0,17.53
1990-07-01,4.414,48.701,1.94,4.8,0.0,15.12
1990-07-02,3.704,48.322,1.93,4.52,0.0,12.83
1990-07-03,3.769,48.032,1.93,4.59,0.0,16.18
1990-07-04,4.478,47.735,1.89,3.15,0.0,11.66
1990-07-05,4.404,47.348,1.89,7.07,0.0,17.01
1990-07-06,3.769,46.97,1.9,4.58,0.11,13.62
1990-07-07,4.473,46.672,1.84,3.53,0.0,10.25
1990-07-08,4.396,46.285,1.8,7.13,0.0,15.62
1990-07-09,4.324,45.905,1.81,8.12,0.0,18.62
1990-07-10,5.201,45.532,1.84,6.61,0.0,17.72
1990-07-11,4.236,45.083,1.77,5.64,0.0,14.47
1990-07-12,4.236,44.716,1.73,8.4,0.0,16.81
1990-07-13,4.325,44.351,1.74,8.52,0.0,20.55
1990-07-14,5.3,43.977,1.75,7.01,2.94,19.76
1990-07-15,5.275,43.519,1.77,6.18,1.87,18.39
1990-07-16,5.127,43.07,1.72,5.39,0.01,16.09
1990-07-17,5.232,42.696,1.69,7.29,0.0,19.27
1990-07-18,5.116,42.245,1.66,7.71,0.0,20.0
1990-07-19,5.194,41.809,1.65,7.97,0.0,20.45
1990-07-20,6.013,41.365,1.63,8.6,0.0,20.52
1990-07-21,5.579,40.85,1.62,8.33,0.0,22.12
1990-07-22,5.579,40.415,1.61,7.48,0.45,22.42
1990-07-23,5.563,39.979,1.65,7.23,0.22,23.68
1990-07-24,5.445,39.543,1.6,5.43,0.69,20.44
1990-07-25,6.088,39.101,1.57,6.93,0.15,22.09
1990-07-26,5.602,38.6,1.61,7.75,0.0,21.27
1990-07-27,5.924,38.188,1.59,5.45,0.0,16.95
1990-07-28,6.586,37.762,1.63,5.59,0.9,18.53
1990-07-29,5.627,37.199,1.58,1.74,3.5,9.68
1990-07-30,6.121,36.786,1.53,5.76,0.15,15.35
1990-07-31,5.716,36.368,1.5,6.98,0.0,19.32
1990-08-01,5.615,35.88,1.49,7.54,0.0,21.04
1990-08-02,6.007,35.467,1.46,7.94,0.0,20.74
1990-08-03,6.007,35.007,1.45,7.96,0.89,22.54
1990-08-04,6.007,34.61,1.46,6.68,0.0,19.71
1990-08-05,6.007,34.143,1.45,7.19,0.0,22.63
1990-08-06,6.007,33.675,1.51,7.13,0.0,20.14
1990-08-07,6.007,33.208,1.47,3.85,0.0,14.6
1990-08-08,6.007,32.742,1.41,5.16,0.0,13.32
1990-08-09,6.007,32.284,1.4,6.93,0.0,14.17
1990-08-10,6.007,31.843,1.4,6.99,0.0,16.97
1990-08-11,6.007,31.402,1.41,6.61,0.0,19.8
1990-08-12,6.007,30.961,1.4,5.82,0.0,21.22
1990-08-13,6.007,30.52,1.41,4.9,0.81,19.93
1990-08-14,6.007,30.079,1.42,5.36,0.27,18.68
1990-08-15,6.007,29.634,1.38,4.52,0.0,16.81
1990-08-16,6.007,29.14,1.38,5.36,0.0,17.17
1990-08-17,6.007,28.659,1.4,5.39,0.0,17.86
1990-08-18,6.007,28.242,1.34,3.19,0.0,13.04
1990-08-19,6.043,27.825,1.32,6.55,0.0,16.78
1990-08-20,6.399,27.397,1.37,5.98,4.24,20.55
1990-08-21,6.007,26.853,1.34,3.09,0.58,17.8
1990-08-22,6.007,26.443,1.3,3.83,0.0,16.75
1990-08-23,6.007,25.977,1.29,5.25,1.41,17.67
1990-08-24,6.007,25.518,1.31,4.56,0.0,17.47
1990-08-25,6.007,25.113,1.32,4.48,2.9,17.91
1990-08-26,6.007,24.647,1.3,3.27,0.44,15.9
1990-08-27,5.955,24.183,1.26,4.0,0.0,15.59
1990-08-28,5.301,23.738,1.27,5.35,0.0,16.77
1990-08-29,4.429,23.357,1.25,4.44,0.02,21.15
1990-08-30,4.641,22.976,1.3,4.58,0.0,18.66
1990-08-31,4.641,22.595,1.28,1.78,7.04,9.65
1990-09-01,4.602,22.214,1.27,3.04,0.57,11.92
1990-09-02,4.167,21.839,1.25,2.42,0.0,13.42
1990-09-03,4.116,21.519,1.23,4.06,0.0,16.21
1990-09-04,3.546,21.171,1.23,4.35,0.0,17.34
1990-09-05,3.472,20.877,1.21,3.39,0.0,15.12
1990-09-06,3.472,20.584,1.21,4.79,0.0,16.89
1990-09-07,3.522,20.29,1.21,4.24,0.0,15.63
1990-09-08,4.075,19.991,1.2,2.19,0.0,11.9
1990-09-09,4.035,19.639,1.19,3.13,0.8,14.76
1990-09-10,3.501,19.296,1.18,1.98,0.23,14.53
1990-09-11,3.79,19.061,1.17,2.47,0.0,15.83
1990-09-12,3.472,18.735,1.15,3.17,0.0,17.64
1990-09-13,3.472,18.456,1.16,3.84,0.0,18.02
1990-09-14,3.472,18.131,1.15,2.65,0.0,16.22
1990-09-15,3.461,17.852,1.14,3.2,0.0,16.74
1990-09-16,3.345,17.527,1.14,2.83,1.88,16.47
1990-09-17,3.363,17.252,1.13,2.09,4.71,14.78
1990-09-18,3.568,16.975,1.12,1.9,0.1,13.29
1990-09-19,3.597,16.667,1.11,3.2,0.0,15.2
1990-09-20,3.525,16.36,1.1,3.27,2.14,18.36
1990-09-21,3.066,16.061,1.09,2.26,0.1,16.17
1990-09-22,2.792,15.855,1.08,2.66,0.0,15.03
1990-09-23,2.768,15.645,1.08,3.0,0.0,15.46
1990-09-24,3.478,15.437,1.08,1.48,0.81,11.47
1990-09-25,2.611,15.139,1.07,1.36,0.0,9.88
1990-09-26,2.188,14.935,1.06,1.46,0.61,11.57
1990-09-27,2.188,14.746,1.05,1.91,0.0,13.32
1990-09-28,2.188,14.557,1.04,2.27,0.0,14.89
1990-09-29,2.198,14.368,1.04,2.72,3.5,17.36
1990-09-30,2.303,14.179,1.04,2.35,4.7,16.92
1990-10-01,2.293,13.99,1.03,1.62,1.24,14.82
1990-10-02,2.188,13.801,1.02,1.09,0.2,11.29
1990-10-03,2.122,13.612,1.02,1.92,0.0,14.77
1990-10-04,1.42,13.431,1.02,1.3,1.43,13.52
1990-10-05,1.643,13.332,1.0,0.86,0.0,6.15
1990-10-06,1.632,13.19,0.99,2.45,0.0,6.69
1990-10-07,1.613,13.049,1.01,3.17,0.0,10.5
1990-10-08,1.326,12.914,0.99,0.75,3.85,5.24
1990-10-09,0.49,12.842,0.98,0.89,0.1,5.28
1990-10-10,0.305,12.846,0.97,1.75,0.0,7.12
1990-10-11,0.655,12.886,0.97,1.92,0.09,10.39
1990-10-12,1.239,12.878,0.96,1.09,0.0,11.0
1990-10-13,1.246,12.783,0.95,1.33,0.0,13.07
1990-10-14,1.202,12.704,0.94,1.65,0.01,13.77
1990-10-15,1.181,12.615,0.94,1.81,2.45,15.08
1990-10-16,1.181,12.523,0.93,0.76,0.58,8.63
1990-10-17,1.174,12.437,0.93,1.29,1.75,10.22
1990-10-18,1.06,12.315,0.93,0.92,0.1,8.07
1990-10-19,0.678,12.28,0.93,0.73,4.9,8.92
1990-10-20,1.248,12.178,0.92,0.6,0.2,6.83
1990-10-21,1.1,12.082,0.91,0.76,0.0,8.03
1990-10-22,1.052,12.007,0.92,0.91,3.45,9.19
1990-10-23,0.501,11.967,0.91,0.59,4.78,6.68
1990-10-24,0.294,11.978,0.9,0.57,1.17,7.46
1990-10-25,0.491,12.109,0.89,0.55,0.7,6.68
1990-10-26,0.658,12.235,0.89,0.64,3.39,7.33
1990-10-27,0.525,12.321,0.9,0.43,0.42,4.5
1990-10-28,0.558,12.368,0.92,0.65,3.9,5.21
1990-10-29,0.463,12.515,0.9,0.59,4.77,7.43
1990-10-30,0.463,13.321,0.89,0.7,0.9,12.55
1990-10-31,0.463,14.139,0.96,0.66,0.99,11.95
1990-11-01,0.459,14.622,0.92,0.51,12.55,4.7
1990-11-02,0.41,15.19,0.9,0.26,0.3,4.48
1990-11-03,0.333,15.592,0.91,0.22,0.42,4.25
1990-11-04,0.301,15.89,0.91,0.22,1.95,0.65
1990-11-05,0.337,16.095,0.9,0.01,0.04,0.1
1990-11-06,0.693,16.292,0.9,0.13,0.0,0.93
1990-11-07,0.341,16.394,0.92,0.17,1.1,3.44
1990-11-08,0.773,16.497,0.95,0.42,8.02,6.67
1990-11-09,0.598,16.617,0.93,0.43,16.06,8.03
1990-11-10,0.301,16.929,0.92,0.31,2.19,7.31
1990-11-11,0.301,17.302,0.91,0.17,1.81,4.27
1990-11-12,0.301,17.628,0.9,0.13,0.0,4.44
1990-11-13,0.301,17.902,0.9,0.46,0.0,6.89
1990-11-14,0.301,18.168,0.9,0.15,0.09,6.81
1990-11-15,0.301,18.328,0.9,0.07,0.0,6.47
1990-11-16,0.301,18.438,0.9,0.39,0.0,7.05
1990-11-17,0.301,18.547,0.9,0.08,0.0,6.36
1990-11-18,0.301,18.657,0.9,0.2,0.0,8.27
1990-11-19,0.301,18.767,0.9,0.09,0.1,7.07
1990-11-20,0.324,18.877,0.91,0.01,0.01,5.24
1990-11-21,0.556,18.987,0.92,0.2,5.03,3.06
1990-11-22,0.301,19.102,0.91,0.33,5.06,0.17
1990-11-23,0.348,19.266,0.93,0.01,0.11,-1.12
1990-11-24,0.821,19.379,0.95,0.22,9.45,0.07
1990-11-25,0.301,19.443,0.92,0.15,3.95,0.12
1990-11-26,0.326,19.56,0.92,0.1,0.3,-0.97
1990-11-27,0.577,19.697,0.93,0.01,1.96,-0.83
1990-11-28,0.338,20.035,0.92,0.27,2.81,-0.82
1990-11-29,0.704,20.201,0.91,0.13,0.31,0.52
1990-11-30,0.326,20.265,0.91,0.02,0.13,-1.21
1990-12-01,0.577,20.393,0.9,0.08,0.0,-0.36
1990-12-02,0.301,20.618,0.9,0.48,0.0,-0.61
1990-12-03,0.317,20.735,0.9,0.38,0.0,-1.47
1990-12-04,0.502,20.853,0.9,0.28,0.0,-1.37
1990-12-05,0.544,20.97,0.9,0.13,0.0,-1.8
1990-12-06,0.544,21.088,0.9,0.19,0.0,-1.64
1990-12-07,0.54,21.205,0.89,0.03,0.0,-3.78
1990-12-08,0.498,21.323,0.89,0.26,0.25,-0.39
1990-12-09,0.498,21.44,0.89,0.13,12.23,-3.66
1990-12-10,0.5,21.564,0.9,0.04,2.21,-4.02
1990-12-11,0.517,21.754,0.94,0.15,10.32,-2.97
1990-12-12,0.46,21.95,0.98,0.16,1.85,0.16
1990-12-13,0.301,22.204,0.95,0.1,1.96,2.08
1990-12-14,0.301,22.474,0.93,0.09,0.26,0.16
1990-12-15,0.301,22.913,0.92,0.0,0.19,-4.07
1990-12-16,0.301,23.288,0.91,0.18,0.0,-2.58
1990-12-17,0.301,23.601,0.91,0.13,0.0,-3.21
1990-12-18,0.301,23.85,0.91,0.0,0.1,-3.71
1990-12-19,0.301,24.04,0.91,0.01,0.0,-1.84
1990-12-20,0.301,24.238,0.9,0.01,0.0,-3.09
1990-12-21,0.348,24.437,0.9,0.04,0.0,-5.19
1990-12-22,0.821,24.625,0.9,0.46,0.0,-2.33
1990-12-23,0.301,24.703,0.9,0.21,0.0,-1.71
1990-12-24,0.301,24.897,0.9,0.15,0.0,-2.0
1990-12-25,0.301,25.03,0.9,0.04,0.0,-2.94
1990-12-26,0.301,25.163,0.91,0.04,1.93,-0.81
1990-12-27,0.301,25.296,0.91,0.1,0.25,3.54
1990-12-28,0.301,25.462,0.92,0.18,2.68,0.71
1990-12-29,0.301,25.994,0.91,0.0,1.39,2.12
1990-12-30,0.301,26.574,0.9,0.01,0.0,4.3
1990-12-31,0.301,27.663,0.92,0.02,0.78,4.54
1991-01-01,0.301,28.636,0.92,0.32,2.28,1.42
1991-01-02,0.301,29.602,0.91,0.0,0.0,-1.23
1991-01-03,0.301,30.465,0.91,0.18,0.0,0.7
1991-01-04,0.301,31.12,0.91,0.31,1.58,2.02
1991-01-05,0.301,31.708,0.9,0.01,0.18,-1.34
1991-01-06,0.301,32.272,0.9,0.11,0.03,0.48
1991-01-07,0.301,32.591,0.9,0.2,0.3,2.67
1991-01-08,0.301,33.195,0.9,0.21,1.48,1.31
1991-01-09,0.301,34.434,0.91,0.15,1.2,2.2
1991-01-10,0.301,35.599,0.9,0.17,1.89,4.87
