date,level,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,,,0.38,,,
1990-01-02,,,0.47,0.16,6.19,7.76
1990-01-03,,,0.49,0.25,28.81,11.27
1990-01-04,,,0.35,0.36,3.14,7.58
1990-01-05,,,0.27,0.78,0.1,7.29
1990-01-06,,,0.21,0.39,0.29,9.77
1990-01-07,,,0.15,0.14,0.0,8.44
1990-01-08,,,0.09,0.13,0.0,8.63
1990-01-09,,,0.05,0.33,0.2,9.15
1990-01-10,,,0.03,0.21,0.0,8.31
1990-01-11,,,0.07,0.44,2.39,8.87
1990-01-12,,,0.06,0.22,3.73,6.47
1990-01-13,,,0.02,0.38,0.1,7.53
1990-01-14,,,0.01,0.58,0.0,8.41
1990-01-15,,,0.05,0.47,0.0,8.36
1990-01-16,,,0.07,0.13,6.69,7.67
1990-01-17,,,0.03,0.19,0.32,7.84
1990-01-18,,,0.01,0.14,0.0,7.33
1990-01-19,,,0.0,0.78,0.0,7.13
1990-01-20,,,0.0,0.67,0.0,7.54
1990-01-21,,,0.0,0.57,0.0,6.76
1990-01-22,,,0.0,0.85,0.0,7.15
1990-01-23,,,0.0,1.27,0.0,7.68
1990-01-24,,,0.0,1.13,0.0,8.79
1990-01-25,,,0.0,2.17,0.0,11.23
1990-01-26,,,0.0,1.34,0.0,11.96
1990-01-27,,,0.0,0.4,0.0,8.91
1990-01-28,,,0.07,0.72,0.66,12.67
1990-01-29,,,0.12,0.55,5.55,6.94
1990-01-30,,,0.08,0.81,1.87,8.97
1990-01-31,,,0.03,0.64,0.0,9.5
1990-02-01,,,0.01,0.64,1.78,7.83
1990-02-02,,,0.0,1.01,0.1,8.98
1990-02-03,,,0.0,1.03,0.0,8.11
1990-02-04,,,0.0,0.96,0.0,9.93
1990-02-05,,,0.0,0.76,0.0,11.93
1990-02-06,,,0.0,0.89,0.1,11.67
1990-02-07,,,0.0,0.65,0.0,10.56
1990-02-08,,,0.0,1.09,0.0,14.48
1990-02-09,,,0.0,0.81,0.0,10.71
1990-02-10,,,0.0,1.25,0.0,10.34
1990-02-11,,,0.0,1.46,0.0,13.88
1990-02-12,,,0.0,2.05,0.0,12.27
1990-02-13,,,0.0,2.7,0.0,12.96
