date,level,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,,,0.2,,,
1990-01-02,,,0.2,0.25,6.48,11.15
1990-01-03,,,0.2,0.12,15.16,11.28
1990-01-04,,,0.2,0.36,13.86,6.61
1990-01-05,,,0.2,0.33,0.26,8.31
1990-01-06,,,0.2,0.37,0.0,10.5
1990-01-07,,,0.2,0.4,0.0,11.08
1990-01-08,,,0.2,0.31,0.0,10.45
1990-01-09,,,0.2,0.81,0.0,10.41
1990-01-10,,,0.2,0.45,0.22,9.21
1990-01-11,,,0.2,0.31,1.54,8.33
1990-01-12,,,0.2,0.34,2.31,7.51
1990-01-13,,,0.2,0.43,0.69,8.59
1990-01-14,,,0.2,0.4,0.13,9.08
1990-01-15,,,0.2,0.58,0.0,8.82
1990-01-16,,,0.2,0.47,0.06,9.7
1990-01-17,,,0.2,0.74,1.04,10.48
1990-01-18,,,0.2,0.23,0.0,8.62
1990-01-19,,,0.2,0.56,0.0,8.59
1990-01-20,,,0.2,0.96,0.0,8.95
1990-01-21,,,0.2,0.77,0.0,9.3
1990-01-22,,,0.2,0.47,0.0,7.92
1990-01-23,,,0.2,1.12,0.0,7.98
1990-01-24,,,0.2,1.03,0.0,8.72
1990-01-25,,,0.2,1.07,0.0,11.43
1990-01-26,,,0.2,0.66,0.03,11.85
1990-01-27,,,0.2,0.69,0.47,12.32
1990-01-28,,,0.2,0.82,16.98,11.52
1990-01-29,,,0.2,0.39,3.49,6.92
1990-01-30,,,0.2,1.09,3.51,9.74
1990-01-31,,,0.2,0.62,0.09,11.23
1990-02-01,,,0.2,0.53,2.29,9.0
1990-02-02,,,0.2,0.83,0.1,9.7
1990-02-03,,,0.2,0.76,0.0,10.06
1990-02-04,,,0.2,0.89,0.0,10.77
1990-02-05,,,0.2,0.84,0.0,12.38
1990-02-06,,,0.2,1.13,0.0,12.77
1990-02-07,,,0.2,0.88,0.0,12.65
1990-02-08,,,0.2,1.14,0.0,14.3
1990-02-09,,,0.2,1.17,0.0,12.44
1990-02-10,,,0.2,1.21,0.0,12.32
1990-02-11,,,0.2,1.0,0.0,11.51
1990-02-12,,,0.2,1.16,0.0,10.3
1990-02-13,,,0.2,1.76,0.0,11.47
1990-02-14,,,0.2,1.27,0.0,11.36
1990-02-15,,,0.2,2.26,0.0,12.92
1990-02-16,,,0.2,1.87,0.0,12.14
1990-02-17,,,0.2,1.6,0.0,12.5
1990-02-18,,,0.2,1.15,0.0,10.87
1990-02-19,,,0.2,0.99,0.0,10.8
1990-02-20,,,0.2,2.25,0.0,13.76
1990-02-21,,,0.2,1.71,0.0,13.53
1990-02-22,,,0.2,1.9,0.0,13.86
1990-02-23,,,0.2,2.16,0.0,13.6
1990-02-24,,,0.2,1.89,0.0,13.93
1990-02-25,,,0.2,1.87,0.0,13.21
1990-02-26,,,0.2,1.72,0.0,12.06
1990-02-27,,,0.2,2.53,0.0,13.09
1990-02-28,,,0.2,2.38,0.0,14.57
1990-03-01,,,0.2,1.54,0.0,13.98
1990-03-02,,,0.2,1.48,0.0,12.36
1990-03-03,,,0.2,1.48,0.66,12.84
1990-03-04,,,0.2,2.43,2.82,11.15
1990-03-05,,,0.2,3.12,0.85,13.21
1990-03-06,,,0.2,2.21,0.05,12.2
1990-03-07,,,0.2,2.34,0.71,13.34
1990-03-08,,,0.2,1.94,0.08,13.75
1990-03-09,,,0.2,1.1,1.7,12.14
1990-03-10,,,0.2,1.58,1.45,13.13
1990-03-11,,,0.2,2.7,0.11,14.09
1990-03-12,,,0.2,2.09,0.0,14.07
1990-03-13,,,0.2,1.86,0.34,14.11
1990-03-14,,,0.2,2.12,0.0,13.9
1990-03-15,,,0.2,3.1,0.0,14.84
1990-03-16,,,0.2,2.6,0.0,14.79
1990-03-17,,,0.2,3.76,0.0,15.19
1990-03-18,,,0.2,3.31,0.0,14.77
1990-03-19,,,0.2,2.6,0.0,14.19
1990-03-20,,,0.2,2.5,0.0,14.07
1990-03-21,,,0.19,2.89,0.0,13.9
1990-03-22,,,0.2,4.48,0.0,14.83
1990-03-23,,,0.2,3.44,0.0,14.83
1990-03-24,,,0.2,2.19,0.25,13.65
1990-03-25,,,0.2,2.27,0.11,12.55
1990-03-26,,,0.2,3.82,0.0,14.32
1990-03-27,,,0.19,3.75,0.0,13.57
1990-03-28,,,0.2,3.78,0.0,13.0
1990-03-29,,,0.19,3.62,0.0,11.83
1990-03-30,,,0.19,4.58,0.0,12.61
1990-03-31,,,0.2,3.59,2.23,12.75
1990-04-01,,,0.2,2.76,8.85,14.7
1990-04-02,,,0.2,1.89,20.29,12.34
1990-04-03,,,0.2,2.51,1.15,10.8
1990-04-04,,,0.2,2.95,0.0,11.58
1990-04-05,,,0.2,2.7,0.0,13.4
1990-04-06,,,0.2,1.8,18.44,12.89
1990-04-07,,,0.2,2.2,1.18,10.45
1990-04-08,,,0.2,3.24,7.1,13.06
1990-04-09,,,0.2,2.31,12.31,11.29
1990-04-10,,,0.2,3.07,3.0,12.16
1990-04-11,,,0.19,3.44,0.06,10.35
1990-04-12,,,0.19,5.71,0.0,11.75
1990-04-13,,,0.2,5.03,0.0,15.1
1990-04-14,,,0.19,3.08,0.0,14.18
1990-04-15,,,0.19,4.3,0.0,13.99
1990-04-16,,,0.19,5.48,0.0,15.84
1990-04-17,,,0.19,4.54,0.0,14.99
1990-04-18,,,0.19,4.08,0.0,15.4
1990-04-19,,,0.19,4.67,0.0,15.02
1990-04-20,,,0.19,4.93,0.0,14.65
1990-04-21,,,0.19,5.24,0.0,13.24
1990-04-22,,,0.2,3.74,0.03,9.87
1990-04-23,,,0.19,3.96,5.55,10.82
1990-04-24,,,0.19,4.78,0.17,12.59
1990-04-25,,,0.19,4.28,0.51,12.9
1990-04-26,,,0.19,4.0,1.18,13.29
1990-04-27,,,0.19,4.85,0.34,15.81
1990-04-28,,,0.2,4.62,10.25,15.68
1990-04-29,,,0.2,2.57,16.05,13.32
1990-04-30,,,0.2,2.74,8.17,14.56
1990-05-01,,,0.2,2.47,5.94,13.95
1990-05-02,,,0.2,3.4,2.03,15.05
1990-05-03,,,0.2,3.48,1.01,14.88
1990-05-04,,,0.19,3.99,0.0,15.49
1990-05-05,,,0.19,5.21,0.0,16.17
1990-05-06,,,0.19,5.36,0.0,16.07
1990-05-07,,,0.19,5.49,0.0,16.11
1990-05-08,,,0.19,4.74,0.0,16.1
1990-05-09,,,0.19,5.0,0.0,16.82
1990-05-10,,,0.2,3.67,0.37,16.12
1990-05-11,,,0.2,3.37,2.21,16.45
1990-05-12,,,0.2,3.95,2.62,17.29
1990-05-13,,,0.2,3.0,0.38,14.71
1990-05-14,,,0.19,4.36,0.0,15.78
1990-05-15,,,0.19,5.15,0.0,18.24
1990-05-16,,,0.19,5.35,0.0,19.0
1990-05-17,,,0.19,5.1,0.03,18.5
1990-05-18,,,0.19,4.95,0.0,17.0
