date,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
2005-04-02,,0.06,2.89,0.0,13.76
2005-04-03,,0.15,1.83,3.39,10.51
2005-04-04,,0.02,1.88,1.08,11.34
2005-04-05,,0.0,2.29,0.0,13.17
2005-04-06,,0.0,1.97,0.0,11.3
2005-04-07,,0.0,3.36,0.0,13.58
2005-04-08,,0.0,2.86,0.0,13.83
2005-04-09,,0.0,4.46,0.08,9.69
2005-04-10,,0.0,3.6,0.0,5.67
2005-04-11,,0.0,6.92,0.0,8.56
2005-04-12,,0.0,6.49,0.0,9.99
2005-04-13,,0.0,5.49,0.0,11.51
2005-04-14,,0.08,4.05,0.0,11.21
2005-04-15,,0.04,4.01,4.12,13.05
2005-04-16,,0.01,2.85,0.0,9.66
2005-04-17,,0.0,3.67,0.0,7.76
2005-04-18,,0.0,5.06,0.0,12.85
2005-04-19,,0.0,4.01,0.0,12.56
2005-04-20,,0.0,3.4,0.0,11.57
2005-04-21,,0.0,3.25,0.0,12.06
2005-04-22,,0.0,3.52,0.0,14.19
2005-04-23,,0.0,3.27,0.78,13.69
2005-04-24,,0.0,4.47,0.02,17.08
2005-04-25,,0.0,2.97,0.43,13.05
2005-04-26,,0.0,4.1,0.0,12.58
2005-04-27,,0.0,5.62,0.0,15.53
2005-04-28,,0.0,5.89,0.0,16.32
2005-04-29,,0.0,6.78,0.0,20.32
2005-04-30,,0.0,6.0,0.0,17.91
2005-05-01,,0.0,7.82,0.0,20.37
2005-05-02,,0.0,6.1,0.0,21.96
2005-05-03,,0.0,3.59,0.0,17.26
2005-05-04,,0.0,5.66,0.0,18.57
2005-05-05,,0.0,5.56,0.0,15.37
2005-05-06,,0.0,7.27,0.0,14.03
2005-05-07,,0.0,10.77,0.15,15.42
2005-05-08,,0.0,7.19,0.0,17.08
2005-05-09,,0.0,6.4,0.0,19.15
2005-05-10,,0.0,3.99,1.21,18.9
2005-05-11,,0.01,3.74,0.1,18.32
2005-05-12,,0.02,4.47,2.4,17.85
2005-05-13,,0.4,3.72,1.05,16.85
2005-05-14,,0.08,3.92,7.81,16.88
2005-05-15,,0.01,3.69,3.48,14.79
2005-05-16,,1.15,4.87,0.0,16.96
2005-05-17,,0.67,3.83,16.35,15.63
2005-05-18,,0.05,2.98,1.2,11.63
2005-05-19,,0.01,6.29,0.0,14.02
2005-05-20,,0.0,5.83,0.0,18.02
2005-05-21,,0.0,6.93,0.0,20.94
2005-05-22,,0.0,4.36,0.0,18.69
2005-05-23,,0.0,4.89,0.01,15.74
2005-05-24,,0.0,5.52,0.0,15.13
2005-05-25,,0.0,6.35,0.0,18.72
2005-05-26,,0.0,7.45,0.0,19.67
2005-05-27,,0.0,8.49,0.0,20.56
2005-05-28,,0.0,8.1,0.0,21.68
2005-05-29,,0.0,6.52,0.0,21.07
2005-05-30,,0.0,5.95,0.0,21.99
2005-05-31,,0.0,3.59,1.03,16.45
2005-06-01,,0.0,4.25,0.25,18.43
2005-06-02,,0.0,6.19,0.0,19.78
2005-06-03,,0.0,7.24,0.02,21.31
2005-06-04,,0.0,7.96,0.0,23.15
2005-06-05,,0.0,5.45,0.0,19.75
2005-06-06,,0.0,8.44,0.0,20.46
2005-06-07,,0.0,10.72,0.0,21.43
2005-06-08,,0.0,7.94,0.0,20.61
2005-06-09,,0.0,7.85,0.0,21.92
2005-06-10,,0.0,7.51,0.0,23.04
2005-06-11,,0.0,4.69,0.0,20.72
2005-06-12,,0.0,6.11,1.63,21.57
2005-06-13,,0.0,6.11,0.0,22.19
2005-06-14,,0.0,4.56,1.7,19.8
2005-06-15,,0.0,6.81,0.0,19.82
2005-06-16,,0.0,6.72,0.0,22.75
2005-06-17,,0.0,7.33,0.0,24.88
2005-06-18,,0.0,7.22,0.0,24.74
2005-06-19,,0.0,7.78,0.0,25.74
2005-06-20,,0.84,8.46,0.0,27.46
2005-06-21,,0.24,7.85,11.17,26.5
2005-06-22,,0.05,7.75,3.96,25.29
2005-06-23,,0.01,7.58,0.0,25.83
2005-06-24,,0.0,9.15,1.85,26.9
2005-06-25,,0.0,5.26,0.0,24.28
2005-06-26,,0.0,8.2,0.0,25.72
2005-06-27,,0.0,9.3,0.0,26.78
2005-06-28,,0.01,7.71,1.99,26.32
2005-06-29,,0.0,4.34,2.29,21.48
2005-06-30,,0.0,7.03,0.0,22.31
2005-07-01,,0.0,7.59,0.0,23.51
2005-07-02,,0.0,7.07,0.0,21.58
2005-07-03,,0.0,7.48,0.0,25.28
2005-07-04,,0.0,7.75,0.0,27.86
2005-07-05,,0.0,6.98,0.09,21.29
2005-07-06,,0.0,7.78,0.0,20.78
2005-07-07,,0.0,9.19,0.0,21.04
2005-07-08,,0.0,7.48,0.0,20.22
2005-07-09,,0.0,7.19,0.0,20.56
2005-07-10,,0.0,6.2,0.0,20.36
2005-07-11,,0.0,7.27,0.0,21.64
2005-07-12,,0.0,8.01,0.0,24.92
2005-07-13,,0.0,8.15,0.0,25.54
2005-07-14,,0.0,7.1,0.0,26.25
2005-07-15,,0.0,8.19,0.0,27.64
2005-07-16,,0.0,9.15,0.18,28.15
2005-07-17,,0.0,8.8,0.0,28.34
2005-07-18,,0.0,9.96,0.0,26.19
2005-07-19,,0.0,7.76,0.0,22.56
2005-07-20,,0.0,8.29,0.04,25.16
2005-07-21,,0.0,9.5,0.0,26.98
2005-07-22,,0.0,8.7,0.0,27.88
2005-07-23,,0.0,8.5,0.0,24.3
2005-07-24,,0.0,6.28,0.0,25.27
2005-07-25,,0.0,6.44,0.0,28.05
2005-07-26,,0.0,5.05,0.0,25.29
2005-07-27,,0.0,7.08,0.0,26.88
2005-07-28,,0.36,7.1,0.55,27.05
2005-07-29,,0.1,6.14,10.73,25.93
2005-07-30,,0.02,6.57,0.0,23.96
2005-07-31,,0.0,6.18,0.0,22.43
2005-08-01,,3.89,5.08,0.01,23.84
2005-08-02,,0.32,2.13,27.5,18.25
2005-08-03,,0.04,5.85,0.02,19.92
2005-08-04,,0.01,5.82,0.0,20.29
2005-08-05,,0.0,7.84,0.0,22.44
2005-08-06,,0.0,7.0,0.0,24.1
2005-08-07,,0.0,7.63,0.0,23.49
2005-08-08,,0.0,7.97,0.0,26.48
2005-08-09,,0.0,5.3,0.0,24.8
2005-08-10,,1.08,5.12,2.44,24.88
2005-08-11,,0.12,5.44,14.25,24.06
2005-08-12,,0.02,4.43,0.0,21.45
2005-08-13,,0.01,6.08,0.0,23.19
2005-08-14,,0.0,7.37,0.0,24.32
2005-08-15,,0.0,7.82,0.0,23.89
2005-08-16,,0.0,6.04,0.0,24.04
2005-08-17,,0.0,4.94,1.82,24.64
2005-08-18,,0.0,4.48,0.53,24.08
2005-08-19,,0.0,4.47,0.0,24.22
2005-08-20,,0.0,4.05,0.0,20.28
2005-08-21,,0.0,5.28,0.0,18.23
2005-08-22,,0.0,6.88,0.0,18.82
2005-08-23,,0.0,7.37,0.0,19.45
2005-08-24,,0.0,7.59,0.0,19.95
2005-08-25,,0.0,5.52,0.0,20.25
2005-08-26,,0.0,5.91,0.0,24.25
2005-08-27,,0.0,4.54,0.0,24.21
2005-08-28,,0.0,3.86,0.0,23.13
2005-08-29,,0.0,4.86,0.0,25.15
2005-08-30,,0.0,4.44,0.0,23.94
2005-08-31,,0.0,4.99,0.0,23.29
2005-09-01,,0.0,4.8,0.0,24.05
2005-09-02,,0.0,3.12,0.0,22.85
2005-09-03,,0.0,5.02,0.0,23.55
2005-09-04,,0.0,6.36,0.0,25.45
2005-09-05,,0.27,5.48,0.0,25.21
2005-09-06,,0.09,3.76,4.41,22.76
2005-09-07,,1.51,3.08,0.44,19.62
2005-09-08,,0.64,2.8,16.21,18.63
2005-09-09,,0.05,2.52,1.31,18.39
2005-09-10,,0.01,3.0,0.0,20.82
2005-09-11,,0.0,3.32,0.0,18.56
2005-09-12,,0.0,3.41,0.0,17.91
2005-09-13,,0.0,3.55,0.0,18.98
2005-09-14,,0.0,3.95,0.11,20.2
2005-09-15,,0.0,3.37,0.1,21.39
2005-09-16,,0.0,4.79,0.0,22.05
2005-09-17,,0.0,5.1,0.5,22.52
2005-09-18,,0.0,2.79,0.0,15.13
2005-09-19,,0.0,5.24,0.0,14.12
2005-09-20,,0.0,4.43,0.0,14.45
2005-09-21,,0.0,3.29,0.0,16.11
2005-09-22,,0.0,3.59,0.0,16.65
2005-09-23,,0.0,3.42,0.0,18.75
2005-09-24,,0.0,3.32,0.0,20.85
2005-09-25,,0.0,2.26,0.0,19.78
2005-09-26,,0.0,2.21,1.17,18.46
2005-09-27,,0.0,2.14,0.15,17.64
2005-09-28,,0.0,2.59,0.0,19.28
2005-09-29,,0.0,2.22,0.09,18.98
2005-09-30,,0.0,2.55,0.0,17.5
2005-10-01,,0.0,3.32,0.0,18.45
2005-10-02,,0.0,3.66,0.0,19.03
2005-10-03,,0.0,3.29,0.0,13.9
2005-10-04,,0.0,3.56,0.0,13.71
2005-10-05,,0.0,3.18,0.0,13.59
2005-10-06,,0.0,2.2,0.0,15.58
2005-10-07,,0.0,1.27,0.0,14.12
2005-10-08,,0.0,2.08,0.0,15.88
2005-10-09,,0.0,1.85,0.0,16.74
2005-10-10,,0.0,1.89,0.24,18.43
2005-10-11,,0.0,1.73,1.0,19.06
2005-10-12,,0.36,1.84,0.0,18.81
2005-10-13,,3.7,1.28,6.22,17.45
2005-10-14,,3.66,0.4,20.66,13.55
2005-10-15,,5.25,0.87,19.73,13.25
2005-10-16,,0.66,0.72,25.46,11.91
2005-10-17,,0.07,0.81,0.0,13.67
2005-10-18,,0.63,0.94,0.0,16.03
2005-10-19,,0.07,0.75,5.04,14.13
2005-10-20,,0.05,0.84,0.12,14.61
2005-10-21,,0.07,1.01,2.05,16.16
2005-10-22,,0.91,1.0,0.0,16.28
2005-10-23,,0.84,0.96,11.14,17.94
2005-10-24,,0.08,0.7,1.12,14.67
2005-10-25,,0.01,0.73,0.1,15.34
2005-10-26,,0.0,0.63,0.0,14.78
2005-10-27,,0.0,1.16,0.0,18.35
2005-10-28,,0.05,1.48,0.46,19.5
2005-10-29,,0.04,1.45,2.64,18.75
2005-10-30,,0.01,1.2,0.1,19.58
2005-10-31,,0.14,1.62,0.09,19.84
2005-11-01,,0.03,0.56,2.07,14.59
2005-11-02,,0.0,0.48,0.08,14.91
2005-11-03,,0.0,0.45,0.0,14.84
2005-11-04,,0.0,0.43,0.0,16.28
2005-11-05,,0.0,0.39,0.09,10.98
2005-11-06,,0.0,1.29,0.0,9.53
2005-11-07,,0.0,0.58,0.0,9.52
2005-11-08,,0.0,0.46,0.0,10.01
2005-11-09,,0.28,0.95,0.1,13.68
2005-11-10,,0.16,0.61,3.72,9.08
2005-11-11,,0.06,0.62,1.22,7.92
2005-11-12,,0.1,0.46,0.65,8.12
2005-11-13,,2.95,0.49,1.76,9.35
2005-11-14,,1.63,0.67,22.64,11.33
2005-11-15,,0.53,0.43,2.56,12.78
2005-11-16,,0.12,0.11,0.82,10.06
2005-11-17,,0.02,0.05,0.02,7.63
2005-11-18,,0.01,0.47,0.0,9.54
2005-11-19,,0.0,0.13,0.0,6.73
2005-11-20,,0.0,0.2,0.0,9.27
2005-11-21,,0.0,0.57,0.0,10.15
2005-11-22,,0.0,0.3,0.0,9.59
2005-11-23,,0.0,0.24,0.09,8.58
2005-11-24,,0.0,0.6,0.0,4.85
2005-11-25,,0.0,1.63,0.0,6.33
2005-11-26,,0.0,0.77,0.0,5.91
2005-11-27,,0.0,0.91,0.0,4.14
2005-11-28,,0.0,1.02,0.0,4.27
2005-11-29,,0.0,0.44,0.02,5.31
2005-11-30,,0.0,0.68,0.0,4.34
2005-12-01,,0.08,0.39,0.0,5.19
2005-12-02,,0.69,0.35,2.45,7.09
2005-12-03,,0.07,0.04,2.97,5.94
2005-12-04,,0.05,0.79,0.0,7.15
2005-12-05,,0.05,0.35,1.15,8.63
2005-12-06,,0.01,0.51,0.29,6.68
2005-12-07,,0.0,0.7,0.0,4.96
2005-12-08,,0.0,0.46,0.0,6.1
2005-12-09,,0.0,0.28,0.0,7.33
2005-12-10,,0.0,0.33,0.0,5.85
2005-12-11,,0.0,0.4,0.0,3.88
2005-12-12,,0.0,0.01,0.0,-0.5
2005-12-13,,0.0,0.08,0.0,-0.37
2005-12-14,,0.0,0.09,0.15,0.08
2005-12-15,,0.0,0.53,0.1,5.35
2005-12-16,,0.0,0.08,0.0,-0.48
2005-12-17,,0.0,0.35,0.0,2.5
2005-12-18,,0.0,0.71,0.0,6.09
2005-12-19,,0.0,0.43,0.0,3.91
2005-12-20,,0.0,0.22,0.0,1.93
2005-12-21,,0.0,0.12,0.0,1.42
2005-12-22,,0.0,0.05,0.0,-0.8
2005-12-23,,0.0,0.22,0.02,-1.97
2005-12-24,,0.0,0.14,0.0,-2.41
2005-12-25,,0.0,0.26,0.0,-2.34
2005-12-26,,0.0,0.34,0.1,-1.29
2005-12-27,,0.0,0.05,0.0,-1.75
2005-12-28,,0.0,0.2,0.0,-2.28
2005-12-29,,0.0,0.16,0.02,-1.45
2005-12-30,,0.0,0.35,0.15,2.51
2005-12-31,,0.04,0.24,0.01,3.79
2006-01-01,,0.02,0.12,0.82,4.48
2006-01-02,,0.0,1.22,0.0,6.78
2006-01-03,,0.0,1.19,0.0,6.24
2006-01-04,,0.0,1.03,0.0,4.49
2006-01-05,,0.0,0.44,0.0,2.84
2006-01-06,,0.0,0.26,0.1,3.43
2006-01-07,,0.44,0.65,0.5,6.89
2006-01-08,,0.3,0.51,4.75,7.8
2006-01-09,,0.86,0.19,0.79,5.65
2006-01-10,,0.53,0.28,7.07,6.2
2006-01-11,,0.08,0.21,0.3,6.17
2006-01-12,,0.02,0.23,0.1,4.58
2006-01-13,,0.01,0.21,0.0,2.83
2006-01-14,,0.01,0.17,0.0,3.45
2006-01-15,,0.0,0.03,0.1,2.94
2006-01-16,,0.0,0.25,0.2,4.5
2006-01-17,,0.01,0.21,0.24,7.59
2006-01-18,,0.0,0.2,0.26,7.34
2006-01-19,,0.0,0.34,0.0,8.06
2006-01-20,,0.0,0.12,0.0,6.84
2006-01-21,,0.0,0.07,0.0,6.43
2006-01-22,,0.0,0.28,0.0,4.95
2006-01-23,,0.0,0.13,0.0,2.8
2006-01-24,,0.0,0.23,0.0,3.56
2006-01-25,,0.0,0.68,0.0,7.44
2006-01-26,,0.0,0.32,0.0,2.38
2006-01-27,,0.0,0.15,0.0,1.15
2006-01-28,,0.0,0.36,0.0,1.85
2006-01-29,,0.23,0.43,0.45,0.92
2006-01-30,,0.46,0.3,2.78,0.95
2006-01-31,,0.11,0.47,2.62,4.15
2006-02-01,,0.02,0.29,0.0,4.82
2006-02-02,,0.01,0.28,0.0,3.65
2006-02-03,,0.0,0.05,0.08,3.02
2006-02-04,,0.0,0.47,0.0,2.69
2006-02-05,,0.0,0.25,0.1,2.62
2006-02-06,,0.0,0.27,0.0,1.21
2006-02-07,,0.0,0.36,0.0,3.95
2006-02-08,,0.0,0.39,0.0,4.33
2006-02-09,,0.0,0.44,0.0,4.95
2006-02-10,,0.0,0.44,0.1,4.86
2006-02-11,,0.0,0.4,0.0,5.61
2006-02-12,,0.0,0.37,0.0,5.03
2006-02-13,,0.0,0.58,0.0,5.36
2006-02-14,,0.0,0.44,0.0,6.53
2006-02-15,,0.0,0.37,0.0,7.07
2006-02-16,,0.0,0.46,0.0,9.01
2006-02-17,,0.0,1.29,0.0,11.48
2006-02-18,,0.0,1.55,0.0,10.25
2006-02-19,,0.01,1.67,0.89,11.27
2006-02-20,,0.0,1.54,0.25,6.17
2006-02-21,,0.0,1.0,0.0,5.65
2006-02-22,,0.0,0.81,0.0,5.71
2006-02-23,,0.0,0.54,0.0,4.51
2006-02-24,,0.0,0.75,0.0,5.02
2006-02-25,,0.01,1.27,0.0,4.92
2006-02-26,,0.25,0.95,1.14,6.74
2006-02-27,,0.04,0.72,2.64,4.43
2006-02-28,,0.01,1.25,0.0,3.86
2006-03-01,,0.0,1.65,0.0,3.72
2006-03-02,,0.0,0.97,0.0,5.3
2006-03-03,,0.0,1.63,0.0,7.01
2006-03-04,,0.01,2.05,0.0,10.03
2006-03-05,,0.01,1.18,1.35,9.33
2006-03-06,,0.0,2.6,0.1,5.67
2006-03-07,,0.0,3.18,0.11,7.78
2006-03-08,,0.0,2.58,0.0,12.5
2006-03-09,,0.0,2.98,0.0,15.09
2006-03-10,,0.0,1.82,0.0,12.18
2006-03-11,,0.0,3.24,0.1,10.91
2006-03-12,,0.0,3.22,0.0,12.82
2006-03-13,,0.0,3.8,0.0,11.64
2006-03-14,,0.0,2.21,0.0,11.09
2006-03-15,,0.0,1.09,0.0,8.2
2006-03-16,,0.0,1.96,0.0,10.35
2006-03-17,,0.0,1.85,0.0,10.42
2006-03-18,,0.0,2.26,0.09,11.89
2006-03-19,,0.09,1.64,0.07,11.09
2006-03-20,,0.17,1.51,3.57,11.13
2006-03-21,,0.05,1.59,2.9,11.97
2006-03-22,,0.01,1.65,0.09,11.32
2006-03-23,,0.05,2.84,0.0,11.27
2006-03-24,,0.02,1.8,1.46,11.93
2006-03-25,,0.0,2.87,0.0,13.76
2006-03-26,,0.0,3.01,0.0,15.43
2006-03-27,,0.0,3.52,0.0,16.92
2006-03-28,,0.0,2.28,0.0,15.75
2006-03-29,,0.0,3.33,0.0,12.08
2006-03-30,,0.0,2.89,0.0,14.6
2006-03-31,,0.0,3.06,0.0,15.85
2006-04-01,,0.0,3.9,0.0,17.96
2006-04-02,,0.0,3.34,0.0,15.54
2006-04-03,,0.0,4.35,0.0,13.96
2006-04-04,,0.0,3.1,0.0,13.76
2006-04-05,,0.0,3.65,0.0,13.7
2006-04-06,,0.0,5.05,0.0,14.33
2006-04-07,,0.0,3.67,0.1,15.96
2006-04-08,,0.0,2.48,0.0,14.52
2006-04-09,,0.0,3.48,0.0,15.74
2006-04-10,,0.0,3.44,0.0,14.93
2006-04-11,,0.0,3.58,0.0,8.32
2006-04-12,,0.0,4.89,0.0,9.32
2006-04-13,,0.0,5.12,0.0,11.52
2006-04-14,,0.03,4.55,0.0,12.99
2006-04-15,,0.06,4.37,2.8,15.12
2006-04-16,,0.03,2.87,0.98,14.98
2006-04-17,,0.18,2.9,1.15,15.79
2006-04-18,,0.04,2.12,2.56,11.24
2006-04-19,,0.01,4.36,0.1,11.81
2006-04-20,,0.0,3.83,0.0,13.66
2006-04-21,,0.0,3.38,0.0,15.13
2006-04-22,,0.0,3.84,0.51,16.82
2006-04-23,,0.0,3.28,0.2,16.15
2006-04-24,,0.0,2.81,0.0,14.72
2006-04-25,,0.0,4.53,0.0,18.81
2006-04-26,,0.0,5.86,0.0,17.96
2006-04-27,,0.0,5.7,0.0,17.9
2006-04-28,,0.0,4.91,0.33,16.85
2006-04-29,,0.0,5.64,0.0,14.3
2006-04-30,,0.0,7.33,0.0,13.94
2006-05-01,,0.0,5.32,0.0,14.52
2006-05-02,,0.0,4.79,0.0,17.49
2006-05-03,,0.0,5.53,0.0,17.82
2006-05-04,,0.0,4.49,0.0,17.15
2006-05-05,,0.0,4.02,0.0,18.25
2006-05-06,,0.0,3.79,0.8,18.41
2006-05-07,,0.09,5.1,0.15,19.58
2006-05-08,,0.04,3.8,3.35,16.81
2006-05-09,,0.01,3.19,0.0,13.36
2006-05-10,,0.0,5.27,0.0,15.13
2006-05-11,,0.0,5.52,0.0,17.49
2006-05-12,,0.01,4.75,0.54,18.3
2006-05-13,,0.01,4.21,3.82,18.83
2006-05-14,,0.0,4.54,2.07,19.07
2006-05-15,,0.0,4.94,0.0,20.03
2006-05-16,,0.0,5.88,0.17,22.14
2006-05-17,,0.0,5.97,0.0,23.52
2006-05-18,,0.0,7.84,0.41,26.47
2006-05-19,,0.0,4.59,0.0,20.15
2006-05-20,,0.0,6.09,0.0,19.61
2006-05-21,,0.0,5.33,0.0,20.78
2006-05-22,,0.0,5.66,0.0,20.21
2006-05-23,,0.0,5.31,0.0,17.0
2006-05-24,,0.0,5.56,0.0,14.8
2006-05-25,,0.0,7.52,0.0,16.65
2006-05-26,,0.0,7.89,0.0,20.5
2006-05-27,,0.0,8.09,0.0,23.17
2006-05-28,,0.0,8.15,0.0,24.99
2006-05-29,,0.0,8.77,0.0,24.98
2006-05-30,,0.0,10.59,0.0,22.73
2006-05-31,,0.0,8.73,0.0,16.62
2006-06-01,,0.0,7.08,0.04,16.24
2006-06-02,,0.0,7.34,0.0,17.57
2006-06-03,,0.0,7.72,0.0,18.93
2006-06-04,,0.0,7.06,0.0,18.91
2006-06-05,,0.0,8.66,0.0,20.98
2006-06-06,,0.0,7.85,0.0,22.28
2006-06-07,,0.0,8.3,0.0,22.87
2006-06-08,,0.0,6.7,0.0,23.49
2006-06-09,,0.0,6.13,0.0,23.15
2006-06-10,,0.0,6.03,0.0,22.25
2006-06-11,,0.0,4.4,0.0,20.25
2006-06-12,,0.0,7.56,0.0,23.63
2006-06-13,,0.0,6.68,0.0,21.24
2006-06-14,,0.0,7.68,0.0,21.26
2006-06-15,,0.0,8.44,0.0,22.45
2006-06-16,,0.36,7.06,1.28,26.25
2006-06-17,,0.06,5.75,5.6,24.17
2006-06-18,,0.01,5.63,0.35,23.33
2006-06-19,,0.0,6.12,0.0,24.01
2006-06-20,,0.0,7.01,0.0,26.48
2006-06-21,,0.0,5.46,0.0,24.69
2006-06-22,,0.0,6.86,0.0,26.38
2006-06-23,,0.0,7.92,0.0,26.52
2006-06-24,,0.0,7.09,0.86,26.71
2006-06-25,,0.0,7.74,1.72,25.38
2006-06-26,,0.0,6.2,0.0,24.4
2006-06-27,,0.09,6.49,0.0,24.75
2006-06-28,,0.04,7.25,5.34,24.46
2006-06-29,,0.01,5.6,0.1,21.99
2006-06-30,,0.0,8.48,0.0,26.23
2006-07-01,,0.0,8.66,0.0,28.84
2006-07-02,,0.0,7.96,0.0,28.37
2006-07-03,,0.0,9.06,0.0,26.99
2006-07-04,,0.0,8.1,0.0,27.82
2006-07-05,,0.0,7.69,0.52,26.09
2006-07-06,,0.0,6.03,0.86,24.06
2006-07-07,,0.0,6.9,0.0,22.49
2006-07-08,,0.0,7.59,0.0,25.44
2006-07-09,,0.0,6.82,0.0,27.97
2006-07-10,,0.0,6.89,0.0,29.89
2006-07-11,,0.0,8.97,0.0,29.83
2006-07-12,,0.0,8.2,0.0,27.81
2006-07-13,,0.0,7.56,0.0,27.93
2006-07-14,,0.0,8.94,0.18,27.25
2006-07-15,,0.24,8.1,0.0,28.11
2006-07-16,,0.08,6.63,8.66,27.73
2006-07-17,,0.01,6.33,0.0,26.54
2006-07-18,,0.0,6.88,0.0,27.33
2006-07-19,,0.1,7.24,0.0,27.9
2006-07-20,,0.05,5.24,4.58,25.03
2006-07-21,,0.01,6.71,0.0,26.98
2006-07-22,,0.0,7.76,0.0,27.89
2006-07-23,,0.0,8.41,0.0,27.55
2006-07-24,,0.0,7.35,0.0,27.98
2006-07-25,,0.0,7.19,0.0,28.55
2006-07-26,,0.0,7.64,0.21,29.33
2006-07-27,,0.0,9.01,0.0,28.44
2006-07-28,,0.0,6.93,1.6,24.54
2006-07-29,,0.0,7.28,0.0,22.7
2006-07-30,,0.0,9.08,0.0,26.44
2006-07-31,,0.0,8.35,0.0,28.87
2006-08-01,,0.0,6.95,0.0,27.17
2006-08-02,,0.0,7.54,0.0,24.47
2006-08-03,,0.0,7.44,0.0,26.17
2006-08-04,,0.0,8.09,0.0,22.76
2006-08-05,,0.0,7.13,0.04,23.01
2006-08-06,,0.0,6.73,0.0,23.47
2006-08-07,,0.0,6.36,0.0,22.73
2006-08-08,,0.0,6.71,0.0,23.73
2006-08-09,,0.0,6.23,0.0,23.63
2006-08-10,,0.0,7.35,0.0,23.76
2006-08-11,,0.0,6.76,0.0,23.15
2006-08-12,,0.0,6.79,0.0,21.86
2006-08-13,,0.0,6.99,0.0,19.59
2006-08-14,,0.0,5.51,0.0,18.06
2006-08-15,,1.87,5.11,2.81,22.31
2006-08-16,,0.16,3.94,15.51,20.59
2006-08-17,,0.03,4.34,0.09,21.81
2006-08-18,,0.01,3.42,0.68,18.91
2006-08-19,,0.0,4.72,0.0,20.65
2006-08-20,,0.0,4.45,0.0,21.22
2006-08-21,,0.0,5.19,0.0,21.34
2006-08-22,,0.0,5.47,0.0,23.19
2006-08-23,,0.0,5.5,0.0,25.16
2006-08-24,,0.0,5.28,1.46,25.15
2006-08-25,,0.0,3.73,0.0,20.86
2006-08-26,,0.0,5.92,0.0,21.37
2006-08-27,,0.0,5.5,0.0,20.83
2006-08-28,,0.0,5.06,0.0,22.35
2006-08-29,,0.0,6.09,0.0,23.71
2006-08-30,,0.0,6.53,0.0,24.57
2006-08-31,,0.0,5.11,0.0,22.24
2006-09-01,,0.0,4.7,0.0,22.72
2006-09-02,,0.0,4.94,0.0,25.49
2006-09-03,,0.0,3.5,0.0,24.05
2006-09-04,,0.0,4.53,0.0,26.26
2006-09-05,,0.0,5.19,0.0,27.6
2006-09-06,,0.0,5.04,0.0,27.82
2006-09-07,,0.0,4.02,0.0,26.19
2006-09-08,,0.0,3.65,0.09,24.77
2006-09-09,,0.0,4.69,0.02,25.59
2006-09-10,,0.0,4.64,0.0,25.39
2006-09-11,,1.34,3.96,0.0,24.45
2006-09-12,,4.39,3.98,16.67,24.06
2006-09-13,,1.83,2.5,26.79,20.3
2006-09-14,,1.07,2.6,6.91,20.09
2006-09-15,,0.13,1.79,7.0,16.45
2006-09-16,,0.02,3.35,0.38,17.63
2006-09-17,,0.0,2.33,0.0,15.12
2006-09-18,,0.0,3.36,0.0,20.05
2006-09-19,,0.0,3.1,0.0,19.08
2006-09-20,,0.0,2.82,0.0,19.35
2006-09-21,,0.12,3.54,0.0,22.61
2006-09-22,,1.06,3.09,3.65,20.86
2006-09-23,,2.11,2.12,6.1,19.43
2006-09-24,,0.35,1.56,12.23,17.46
2006-09-25,,0.1,1.86,3.02,18.01
2006-09-26,,0.02,3.2,0.01,17.18
2006-09-27,,0.0,3.67,0.0,18.45
2006-09-28,,0.0,2.62,0.0,17.7
2006-09-29,,0.0,2.07,0.0,19.05
2006-09-30,,0.0,2.33,0.09,21.45
2006-10-01,,0.0,1.98,0.09,21.28
2006-10-02,,0.0,2.12,0.0,20.67
2006-10-03,,0.0,2.93,0.0,22.83
2006-10-04,,0.0,2.08,0.0,16.7
2006-10-05,,0.0,1.81,0.0,14.65
2006-10-06,,0.0,2.12,0.0,15.71
2006-10-07,,0.0,1.83,0.0,17.05
2006-10-08,,0.0,2.2,0.0,19.84
2006-10-09,,0.0,2.02,0.0,21.33
2006-10-10,,0.0,1.86,0.0,20.48
2006-10-11,,0.16,1.98,0.0,20.21
2006-10-12,,0.07,1.75,3.67,16.84
2006-10-13,,0.01,1.11,0.18,14.85
2006-10-14,,0.0,1.06,0.0,15.89
2006-10-15,,0.0,1.42,0.0,16.54
2006-10-16,,0.0,1.8,0.01,18.1
2006-10-17,,0.0,1.35,0.92,16.0
2006-10-18,,2.72,2.1,0.4,18.94
2006-10-19,,1.1,1.26,18.94,16.39
2006-10-20,,0.43,0.85,4.74,15.64
2006-10-21,,0.1,0.71,2.85,14.47
2006-10-22,,0.02,0.78,0.1,15.62
2006-10-23,,0.31,0.99,0.84,17.98
2006-10-24,,0.11,0.77,3.78,15.22
2006-10-25,,0.01,0.78,0.02,17.35
2006-10-26,,0.0,1.84,0.0,19.87
2006-10-27,,0.0,1.06,0.0,18.14
2006-10-28,,0.0,0.86,0.0,19.57
2006-10-29,,0.0,0.69,0.23,18.85
2006-10-30,,0.0,0.71,0.01,17.67
2006-10-31,,0.0,0.52,0.0,17.57
2006-11-01,,0.0,0.48,0.0,17.46
2006-11-02,,0.0,0.52,0.0,13.2
2006-11-03,,0.0,0.46,0.0,11.55
