date,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,,0.07,,,
1990-01-02,,0.0,0.32,0.0,6.2
1990-01-03,,0.22,0.09,0.0,4.92
1990-01-04,,0.26,0.37,1.83,8.05
1990-01-05,,0.12,0.01,0.28,7.34
1990-01-06,,0.06,0.0,0.1,5.79
1990-01-07,,0.17,0.0,0.48,5.2
1990-01-08,,0.13,0.33,1.6,7.03
1990-01-09,,0.03,0.01,0.1,6.19
1990-01-10,,0.01,0.17,0.0,4.99
1990-01-11,,0.0,0.09,0.0,3.84
1990-01-12,,0.0,0.34,0.0,4.6
1990-01-13,,0.0,0.12,0.0,4.62
1990-01-14,,0.0,0.07,0.2,3.98
1990-01-15,,0.0,0.09,0.0,4.54
1990-01-16,,0.0,0.34,0.1,2.77
1990-01-17,,0.0,0.31,0.0,2.78
1990-01-18,,0.0,0.38,0.1,2.77
1990-01-19,,0.0,0.37,0.1,3.73
1990-01-20,,0.0,0.0,0.0,1.82
1990-01-21,,0.0,0.24,0.0,3.68
1990-01-22,,0.0,0.21,0.0,4.06
1990-01-23,,0.0,0.18,0.0,-0.62
1990-01-24,,0.01,0.3,0.0,0.22
1990-01-25,,0.12,0.47,0.0,5.76
1990-01-26,,0.08,0.7,0.0,11.19
1990-01-27,,0.03,0.36,0.34,8.58
1990-01-28,,0.66,0.43,0.44,7.56
1990-01-29,,0.18,0.37,3.12,5.72
1990-01-30,,0.02,0.33,0.1,5.95
1990-01-31,,0.06,0.92,0.0,8.46
1990-02-01,,0.03,0.44,2.79,8.14
1990-02-02,,0.01,1.1,0.1,6.45
1990-02-03,,0.0,0.35,0.0,8.6
1990-02-04,,0.0,0.68,0.0,8.98
1990-02-05,,0.0,0.43,0.0,7.75
1990-02-06,,0.0,0.77,0.0,11.05
1990-02-07,,0.0,0.31,0.0,8.63
1990-02-08,,0.0,0.49,0.0,10.42
1990-02-09,,0.0,0.53,0.0,10.81
1990-02-10,,0.08,0.56,0.0,11.16
1990-02-11,,0.05,0.57,0.0,10.1
1990-02-12,,0.01,1.47,0.0,10.15
1990-02-13,,0.0,3.19,0.06,13.42
1990-02-14,,0.0,2.62,0.0,12.54
1990-02-15,,0.0,2.7,0.0,13.89
1990-02-16,,0.0,2.45,0.0,13.25
1990-02-17,,0.0,0.97,0.0,10.9
1990-02-18,,0.0,0.93,0.0,10.04
1990-02-19,,0.0,1.05,0.0,9.9
1990-02-20,,0.0,0.59,0.0,9.92
1990-02-21,,0.0,1.28,1.69,11.18
1990-02-22,,0.0,0.57,0.04,8.15
1990-02-23,,0.0,1.37,0.0,10.37
1990-02-24,,0.0,1.82,0.0,12.33
1990-02-25,,0.0,1.57,0.0,11.86
1990-02-26,,0.0,0.88,0.0,10.01
1990-02-27,,0.0,1.65,0.0,10.9
1990-02-28,,0.0,3.92,0.0,15.4
1990-03-01,,0.0,2.27,0.0,13.61
1990-03-02,,0.0,2.92,0.0,12.05
1990-03-03,,0.0,1.45,0.21,5.76
1990-03-04,,0.0,2.24,0.0,4.38
1990-03-05,,0.0,1.15,0.0,4.99
1990-03-06,,0.0,1.84,0.0,5.71
1990-03-07,,0.0,2.15,0.0,7.45
1990-03-08,,0.0,2.39,0.0,11.64
1990-03-09,,0.0,1.36,1.8,10.76
1990-03-10,,0.0,2.41,0.1,13.76
1990-03-11,,0.0,2.67,0.0,13.12
1990-03-12,,0.0,1.79,0.0,12.39
1990-03-13,,0.0,1.45,0.0,12.48
1990-03-14,,0.0,2.48,0.0,14.66
1990-03-15,,0.0,2.12,0.0,12.25
1990-03-16,,0.0,2.58,0.0,12.07
1990-03-17,,0.0,3.1,0.0,13.1
1990-03-18,,0.0,2.48,0.0,12.17
1990-03-19,,0.0,1.78,0.0,11.56
1990-03-20,,0.0,2.72,0.0,12.15
1990-03-21,,0.0,2.75,0.0,12.27
1990-03-22,,0.0,3.73,0.0,15.61
1990-03-23,,0.0,3.99,0.0,18.85
1990-03-24,,0.0,1.62,0.1,13.55
1990-03-25,,0.0,1.35,0.1,11.46
1990-03-26,,0.0,2.98,0.0,11.26
1990-03-27,,0.0,3.73,0.0,6.87
1990-03-28,,0.0,3.41,0.0,8.04
1990-03-29,,0.0,4.66,0.0,7.88
1990-03-30,,0.0,3.36,0.0,7.51
1990-03-31,,0.0,3.15,0.0,9.92
1990-04-01,,0.07,2.58,0.0,11.93
1990-04-02,,0.07,1.61,1.14,10.65
1990-04-03,,0.03,1.52,0.4,10.47
1990-04-04,,0.01,4.25,0.0,11.34
1990-04-05,,0.0,2.28,3.28,11.87
1990-04-06,,0.13,1.87,4.28,13.05
1990-04-07,,0.07,2.19,4.85,12.59
1990-04-08,,0.01,2.27,0.2,9.76
1990-04-09,,0.01,2.13,3.27,9.92
1990-04-10,,0.01,1.53,0.86,8.16
1990-04-11,,0.0,4.22,0.0,8.77
1990-04-12,,0.0,4.87,0.0,15.01
1990-04-13,,0.0,5.43,0.0,14.6
1990-04-14,,0.0,2.61,2.16,12.34
1990-04-15,,0.0,2.89,0.1,10.65
1990-04-16,,0.0,2.76,0.0,10.08
1990-04-17,,0.0,3.59,0.0,11.56
1990-04-18,,0.0,4.46,0.0,10.52
1990-04-19,,0.0,4.92,0.0,10.82
1990-04-20,,0.0,5.31,0.0,11.05
1990-04-21,,0.0,3.92,0.1,8.93
1990-04-22,,0.0,2.33,0.77,7.4
1990-04-23,,0.0,2.78,0.51,8.99
1990-04-24,,0.0,2.59,0.7,10.85
1990-04-25,,0.0,3.39,0.82,11.35
1990-04-26,,0.0,3.77,0.49,11.54
1990-04-27,,0.0,4.33,0.0,12.88
1990-04-28,,0.0,5.55,0.0,14.64
1990-04-29,,0.0,4.24,0.0,14.64
1990-04-30,,0.0,3.64,0.0,15.53
1990-05-01,,0.0,4.43,0.0,15.76
1990-05-02,,0.0,2.73,0.0,13.66
1990-05-03,,0.0,6.28,0.0,14.26
1990-05-04,,0.0,6.07,0.0,15.9
1990-05-05,,0.0,5.98,0.0,15.64
1990-05-06,,0.0,6.26,0.0,15.76
1990-05-07,,0.0,5.41,0.0,16.57
1990-05-08,,0.0,6.28,0.0,18.16
1990-05-09,,0.0,4.55,2.86,17.61
1990-05-10,,0.0,4.35,0.23,16.75
1990-05-11,,0.0,3.4,0.0,15.89
1990-05-12,,0.0,4.92,0.0,17.13
1990-05-13,,0.0,4.2,2.23,17.52
1990-05-14,,0.0,3.45,0.1,16.2
1990-05-15,,0.0,6.0,0.0,19.66
1990-05-16,,0.0,6.29,0.0,21.1
1990-05-17,,0.0,6.18,0.0,21.04
1990-05-18,,0.0,6.14,1.45,21.47
1990-05-19,,0.0,5.42,0.84,19.45
1990-05-20,,0.0,4.08,3.21,19.0
1990-05-21,,1.35,4.38,3.05,20.35
1990-05-22,,1.08,3.56,15.8,18.89
1990-05-23,,1.86,3.99,12.09,18.99
1990-05-24,,0.43,2.22,10.39,15.16
1990-05-25,,0.04,3.82,0.3,15.67
1990-05-26,,0.01,5.65,0.2,20.05
1990-05-27,,0.07,3.76,0.1,20.55
1990-05-28,,0.01,3.27,1.45,16.8
1990-05-29,,0.0,7.86,0.0,18.62
1990-05-30,,0.0,5.81,0.0,20.26
1990-05-31,,0.0,5.43,0.0,19.35
1990-06-01,,0.0,6.03,0.0,18.85
1990-06-02,,0.0,6.71,0.0,20.62
1990-06-03,,0.0,6.0,0.0,20.66
1990-06-04,,0.12,5.66,0.21,21.61
1990-06-05,,0.15,4.7,8.8,20.68
1990-06-06,,0.07,2.75,0.6,17.28
1990-06-07,,0.01,4.96,0.0,18.79
1990-06-08,,0.0,4.69,0.0,22.58
1990-06-09,,0.0,5.47,0.0,18.85
1990-06-10,,0.02,4.41,0.0,18.62
1990-06-11,,3.93,4.79,0.17,19.56
1990-06-12,,0.62,1.99,21.52,15.21
1990-06-13,,0.11,4.07,1.4,18.99
1990-06-14,,0.35,3.3,6.9,19.16
1990-06-15,,0.07,2.64,3.64,18.55
1990-06-16,,0.01,5.32,0.08,20.67
1990-06-17,,0.0,5.3,0.35,21.25
1990-06-18,,0.0,2.76,2.33,20.3
1990-06-19,,0.0,5.07,0.1,22.08
1990-06-20,,0.0,4.15,2.45,21.68
1990-06-21,,0.0,3.88,0.3,20.23
1990-06-22,,0.0,4.81,0.46,22.86
1990-06-23,,0.0,3.85,0.0,20.83
1990-06-24,,0.0,5.7,0.0,22.58
1990-06-25,,0.0,4.0,0.0,24.5
1990-06-26,,0.0,6.87,0.0,26.83
1990-06-27,,0.0,4.95,0.2,25.13
1990-06-28,,0.0,3.57,0.2,23.5
1990-06-29,,0.0,3.73,0.0,24.21
1990-06-30,,0.0,6.25,0.0,25.33
1990-07-01,,0.0,3.65,0.0,23.47
1990-07-02,,0.0,5.08,0.0,20.8
1990-07-03,,0.0,4.45,0.09,23.85
1990-07-04,,0.0,5.87,0.0,20.0
1990-07-05,,0.0,7.12,0.0,23.12
1990-07-06,,0.0,4.87,0.0,22.93
1990-07-07,,0.0,5.94,0.0,20.47
1990-07-08,,0.0,6.73,0.0,22.97
1990-07-09,,0.0,6.89,0.0,25.85
1990-07-10,,0.0,6.71,0.0,25.09
1990-07-11,,0.0,10.18,0.0,22.55
1990-07-12,,0.0,8.08,0.0,22.35
1990-07-13,,0.0,8.25,0.0,22.62
1990-07-14,,0.0,9.14,0.0,24.77
1990-07-15,,0.0,6.01,3.64,24.62
1990-07-16,,0.0,5.44,0.19,22.48
1990-07-17,,0.0,6.87,0.0,26.4
1990-07-18,,0.0,8.59,0.0,27.17
1990-07-19,,0.0,9.67,0.0,27.8
1990-07-20,,0.0,8.63,0.0,27.16
1990-07-21,,0.0,7.71,0.0,26.87
1990-07-22,,0.0,7.11,0.0,27.81
1990-07-23,,0.0,7.29,0.0,27.43
1990-07-24,,0.0,6.3,0.0,27.37
1990-07-25,,0.0,7.92,0.0,27.4
1990-07-26,,0.0,8.09,0.0,27.75
1990-07-27,,0.0,7.15,0.0,26.26
1990-07-28,,3.29,7.2,0.0,26.39
1990-07-29,,0.51,3.52,5.83,21.03
1990-07-30,,0.05,7.06,0.2,22.55
1990-07-31,,0.01,7.54,0.0,25.01
1990-08-01,,0.0,7.27,0.0,26.74
1990-08-02,,0.0,8.19,0.0,27.6
1990-08-03,,0.0,8.2,0.1,27.61
1990-08-04,,0.0,6.8,0.0,26.29
1990-08-05,,0.0,6.86,0.0,28.14
1990-08-06,,0.0,7.53,0.0,28.15
1990-08-07,,0.0,8.65,0.0,24.09
1990-08-08,,0.0,4.9,0.1,21.15
1990-08-09,,0.0,6.29,0.0,23.05
1990-08-10,,0.0,6.09,0.0,23.89
1990-08-11,,0.0,6.53,0.0,25.33
1990-08-12,,0.0,5.37,0.0,26.48
1990-08-13,,0.0,4.56,1.86,25.1
1990-08-14,,0.0,6.02,2.67,26.23
1990-08-15,,0.0,4.54,0.54,23.87
1990-08-16,,0.0,5.36,0.0,23.75
1990-08-17,,0.0,6.38,0.0,24.52
1990-08-18,,0.0,6.39,0.0,21.79
1990-08-19,,0.02,4.5,0.0,23.22
1990-08-20,,0.01,6.1,4.55,25.58
1990-08-21,,0.0,4.75,0.1,25.57
1990-08-22,,0.0,6.31,0.0,25.56
1990-08-23,,0.0,6.49,0.0,25.72
1990-08-24,,0.0,6.06,0.0,24.71
1990-08-25,,0.32,6.25,0.0,24.84
1990-08-26,,0.13,11.8,4.28,23.37
1990-08-27,,0.02,3.94,0.16,22.59
1990-08-28,,0.0,5.09,0.0,23.68
1990-08-29,,0.0,5.51,0.0,25.25
1990-08-30,,0.03,4.15,0.08,24.86
1990-08-31,,0.01,2.4,0.73,18.24
1990-09-01,,0.0,3.43,0.0,18.59
1990-09-02,,0.0,2.87,0.0,19.33
1990-09-03,,0.0,4.74,0.0,22.46
1990-09-04,,0.0,5.48,0.0,23.95
1990-09-05,,0.0,4.43,0.0,22.21
1990-09-06,,0.0,5.19,0.0,22.66
1990-09-07,,0.0,5.3,0.0,22.61
1990-09-08,,0.21,3.76,0.2,19.84
1990-09-09,,0.18,2.26,6.35,19.14
1990-09-10,,0.02,2.21,0.3,20.54
1990-09-11,,0.0,3.24,0.0,22.25
1990-09-12,,0.0,4.02,0.0,23.1
1990-09-13,,0.0,3.68,0.0,23.1
1990-09-14,,0.07,3.34,0.3,24.18
1990-09-15,,0.01,3.45,0.0,24.72
1990-09-16,,0.01,2.61,1.48,21.5
1990-09-17,,0.03,2.87,1.01,20.55
1990-09-18,,0.01,2.81,0.0,20.0
1990-09-19,,0.0,3.67,0.0,21.07
1990-09-20,,0.26,3.73,0.0,24.71
1990-09-21,,0.03,3.2,2.27,22.39
1990-09-22,,0.01,4.65,0.0,21.41
1990-09-23,,0.0,4.1,0.0,21.96
1990-09-24,,0.0,3.25,0.0,20.81
1990-09-25,,1.97,2.79,0.1,18.35
1990-09-26,,0.44,1.05,10.83,14.52
1990-09-27,,0.04,2.66,0.2,19.25
1990-09-28,,0.01,2.72,0.0,21.15
1990-09-29,,1.67,3.2,0.0,22.59
1990-09-30,,0.58,2.29,16.59,22.19
1990-10-01,,0.07,1.76,6.55,19.17
1990-10-02,,0.01,1.17,0.65,17.65
1990-10-03,,0.0,2.07,0.0,20.05
1990-10-04,,0.0,3.07,0.1,20.9
1990-10-05,,0.0,1.32,0.0,14.62
1990-10-06,,0.0,3.19,0.0,15.17
1990-10-07,,0.61,2.13,0.0,15.0
1990-10-08,,0.58,1.76,6.5,15.32
1990-10-09,,0.11,1.82,0.53,15.4
1990-10-10,,0.24,1.37,0.0,13.86
1990-10-11,,0.15,1.46,3.95,15.82
1990-10-12,,0.02,1.23,0.55,17.09
1990-10-13,,0.21,1.27,0.1,16.15
1990-10-14,,0.09,1.07,2.47,15.84
1990-10-15,,1.08,1.41,0.2,18.25
1990-10-16,,0.33,0.89,5.88,15.02
1990-10-17,,0.1,1.44,4.1,16.93
1990-10-18,,0.01,1.31,0.1,13.65
1990-10-19,,0.0,1.16,0.94,15.92
1990-10-20,,0.0,0.98,0.0,13.42
1990-10-21,,0.07,1.49,0.0,12.84
1990-10-22,,8.8,1.17,2.1,15.39
1990-10-23,,1.55,0.62,41.63,11.85
1990-10-24,,0.23,0.88,1.52,14.21
1990-10-25,,0.05,0.72,0.52,12.7
1990-10-26,,0.01,0.93,0.16,12.15
1990-10-27,,0.0,0.62,0.0,13.34
1990-10-28,,0.09,0.83,0.1,12.85
1990-10-29,,0.02,0.78,1.82,14.23
1990-10-30,,0.0,1.96,0.1,18.83
1990-10-31,,0.0,1.48,0.0,17.9
1990-11-01,,0.0,0.64,0.69,14.46
1990-11-02,,0.0,0.51,0.0,10.66
1990-11-03,,0.0,0.82,0.0,9.38
1990-11-04,,0.0,0.58,0.0,7.2
1990-11-05,,0.0,0.56,0.0,6.35
1990-11-06,,0.01,0.48,0.0,7.68
1990-11-07,,0.03,0.73,0.54,9.17
1990-11-08,,0.39,0.73,2.85,12.81
1990-11-09,,1.08,0.67,8.96,11.75
1990-11-10,,1.8,0.53,1.67,13.67
1990-11-11,,0.5,0.43,6.53,11.34
1990-11-12,,0.11,0.11,0.31,11.38
1990-11-13,,0.02,0.09,0.0,10.07
1990-11-14,,0.0,0.34,0.0,11.64
1990-11-15,,0.0,0.42,0.0,12.56
1990-11-16,,0.0,1.36,0.0,13.15
1990-11-17,,0.0,0.92,0.0,13.16
1990-11-18,,0.0,1.01,0.0,13.17
1990-11-19,,0.0,1.1,0.0,11.32
1990-11-20,,0.0,0.24,0.0,9.91
1990-11-21,,0.03,0.13,0.0,9.01
1990-11-22,,0.11,0.03,0.16,6.58
1990-11-23,,0.12,0.16,0.0,5.23
1990-11-24,,0.16,0.63,2.83,6.54
1990-11-25,,0.09,0.45,2.49,6.95
1990-11-26,,0.02,0.12,0.1,5.0
1990-11-27,,0.0,0.26,0.1,4.82
1990-11-28,,0.0,0.39,0.0,4.83
1990-11-29,,0.0,0.56,0.0,7.36
1990-11-30,,0.0,0.5,0.0,4.53
1990-12-01,,0.0,1.02,0.0,8.45
1990-12-02,,0.0,3.27,0.0,5.4
1990-12-03,,0.0,0.54,0.0,1.68
1990-12-04,,0.0,0.28,0.0,1.53
1990-12-05,,0.0,0.26,0.0,2.05
1990-12-06,,0.0,0.32,0.19,2.95
1990-12-07,,0.0,0.21,0.0,2.18
1990-12-08,,2.08,0.14,0.1,3.15
1990-12-09,,0.79,0.03,10.81,1.3
1990-12-10,,0.1,0.44,0.5,3.85
1990-12-11,,0.02,0.83,0.28,4.62
1990-12-12,,0.01,0.69,0.0,5.18
1990-12-13,,0.01,0.99,0.0,8.12
1990-12-14,,0.0,0.93,0.0,4.11
1990-12-15,,0.0,0.35,0.0,2.16
1990-12-16,,0.0,0.42,0.0,1.05
1990-12-17,,0.0,0.3,0.0,3.64
1990-12-18,,0.27,0.25,0.0,4.9
1990-12-19,,0.3,0.41,1.45,2.99
1990-12-20,,0.07,0.04,0.1,2.27
1990-12-21,,0.01,0.09,0.0,-1.53
1990-12-22,,0.0,0.35,0.0,1.56
1990-12-23,,0.0,0.2,0.1,2.02
1990-12-24,,0.0,0.1,0.0,1.79
1990-12-25,,0.01,0.19,0.0,0.94
1990-12-26,,0.0,0.29,0.1,1.98
1990-12-27,,0.0,0.67,0.0,6.76
1990-12-28,,0.0,0.15,0.0,5.8
1990-12-29,,0.0,0.24,0.0,5.49
1990-12-30,,0.0,0.44,0.1,7.92
1990-12-31,,0.44,0.51,0.1,10.33
1991-01-01,,0.42,0.4,0.3,9.14
1991-01-02,,0.06,0.06,0.2,4.88
1991-01-03,,0.01,0.27,0.1,5.23
1991-01-04,,0.0,0.25,0.2,5.38
1991-01-05,,0.0,0.33,0.0,5.2
1991-01-06,,0.0,0.79,0.0,6.91
1991-01-07,,0.0,0.5,0.0,6.95
1991-01-08,,0.0,0.36,0.0,7.53
1991-01-09,,0.0,0.33,0.0,7.88
1991-01-10,,0.0,0.23,0.0,7.13
1991-01-11,,0.0,0.27,0.1,7.22
1991-01-12,,1.13,0.3,0.0,8.02
1991-01-13,,0.44,0.12,5.11,3.74
1991-01-14,,0.05,0.56,0.2,3.71
1991-01-15,,0.01,0.42,0.0,0.38
1991-01-16,,0.0,0.18,0.0,0.55
1991-01-17,,0.0,0.19,0.0,1.77
1991-01-18,,0.0,0.27,0.83,5.87
1991-01-19,,0.0,0.5,0.1,7.71
1991-01-20,,0.11,0.46,0.5,6.54
1991-01-21,,0.07,0.28,1.92,3.84
1991-01-22,,0.19,0.33,0.0,4.36
1991-01-23,,0.14,0.36,0.24,4.84
1991-01-24,,0.03,0.17,0.0,3.66
1991-01-25,,0.77,0.2,0.0,2.43
1991-01-26,,0.96,0.37,0.86,5.95
1991-01-27,,0.23,0.4,0.34,3.75
1991-01-28,,0.05,0.48,0.0,4.38
1991-01-29,,0.01,0.12,0.0,1.22
1991-01-30,,0.0,0.3,0.0,3.15
1991-01-31,,0.0,0.24,0.0,2.97
1991-02-01,,0.18,0.05,0.0,1.22
1991-02-02,,4.97,0.46,1.74,5.84
1991-02-03,,1.38,0.89,4.5,6.75
1991-02-04,,0.32,1.15,0.18,7.56
1991-02-05,,0.1,0.19,0.0,5.35
1991-02-06,,0.06,0.32,0.0,4.33
1991-02-07,,0.12,0.45,1.94,5.72
1991-02-08,,0.02,0.44,0.68,6.12
1991-02-09,,0.01,0.64,0.32,4.81
1991-02-10,,0.0,0.62,0.63,6.59
1991-02-11,,0.0,0.5,0.0,3.07
1991-02-12,,0.0,0.52,0.0,2.18
1991-02-13,,0.0,0.51,0.0,0.91
1991-02-14,,0.0,0.58,0.0,1.65
1991-02-15,,0.0,0.88,0.0,1.4
1991-02-16,,0.0,1.21,0.0,5.12
1991-02-17,,0.21,1.3,2.15,8.85
1991-02-18,,0.08,0.45,1.48,4.51
1991-02-19,,0.04,0.77,1.6,7.06
1991-02-20,,0.03,1.18,0.3,9.03
1991-02-21,,0.0,0.52,0.0,7.74
1991-02-22,,0.0,0.84,0.0,9.46
1991-02-23,,0.0,1.34,0.0,7.24
1991-02-24,,0.0,1.77,0.0,8.24
1991-02-25,,0.0,1.09,0.0,8.42
1991-02-26,,0.0,1.46,0.0,8.82
1991-02-27,,0.03,2.46,0.1,10.04
1991-02-28,,0.25,0.78,0.97,6.84
1991-03-01,,3.02,0.88,3.44,7.05
1991-03-02,,0.57,0.8,15.03,7.67
1991-03-03,,0.08,1.1,0.6,10.81
1991-03-04,,0.01,0.85,0.0,9.77
1991-03-05,,0.03,1.41,0.0,11.68
1991-03-06,,0.59,1.33,1.48,10.46
1991-03-07,,0.92,1.09,4.28,10.65
1991-03-08,,0.15,0.95,2.26,9.86
1991-03-09,,0.03,1.2,1.7,10.2
1991-03-10,,0.01,2.06,0.1,11.14
1991-03-11,,0.0,1.54,0.0,12.32
1991-03-12,,0.04,1.98,0.0,12.77
1991-03-13,,0.03,1.77,2.65,13.64
1991-03-14,,0.01,1.01,0.1,9.57
1991-03-15,,0.0,2.26,0.0,12.93
1991-03-16,,0.0,1.68,0.46,12.63
1991-03-17,,0.0,1.81,0.66,12.54
1991-03-18,,0.0,2.42,0.14,9.94
1991-03-19,,0.0,3.81,0.0,12.43
1991-03-20,,0.0,2.16,0.0,13.78
1991-03-21,,0.0,2.95,0.0,16.42
1991-03-22,,0.0,2.31,0.1,15.46
1991-03-23,,1.77,2.31,0.0,11.17
1991-03-24,,1.92,1.24,28.52,9.13
1991-03-25,,0.77,1.54,10.64,10.03
1991-03-26,,0.46,1.21,3.34,9.49
1991-03-27,,0.18,1.3,3.51,9.35
1991-03-28,,0.03,1.38,0.1,10.23
1991-03-29,,0.0,2.05,0.0,11.05
1991-03-30,,0.0,2.82,0.0,13.39
1991-03-31,,0.0,1.76,0.0,9.61
1991-04-01,,0.0,3.18,0.0,8.84
1991-04-02,,0.0,3.57,0.0,9.85
1991-04-03,,0.0,3.42,0.0,10.32
1991-04-04,,0.0,2.01,0.0,8.33
1991-04-05,,0.0,2.21,2.5,9.12
1991-04-06,,0.0,4.11,0.1,7.95
1991-04-07,,0.0,3.34,0.0,9.09
1991-04-08,,0.0,3.6,0.0,13.9
1991-04-09,,0.0,2.12,0.0,12.33
1991-04-10,,0.0,3.4,0.0,13.22
1991-04-11,,0.0,4.1,0.0,13.25
1991-04-12,,0.0,4.05,0.0,13.58
1991-04-13,,0.65,3.54,0.05,13.6
1991-04-14,,0.15,2.23,0.7,11.72
1991-04-15,,0.22,1.54,2.16,10.35
1991-04-16,,0.04,2.92,3.08,13.67
1991-04-17,,0.01,1.69,4.07,12.15
1991-04-18,,0.0,2.28,0.26,10.95
1991-04-19,,0.0,5.07,0.0,9.05
1991-04-20,,0.0,4.17,0.0,8.46
1991-04-21,,0.0,3.4,0.0,4.98
1991-04-22,,0.0,2.89,0.0,6.2
1991-04-23,,0.0,3.98,0.0,9.16
1991-04-24,,0.0,4.8,0.0,10.83
1991-04-25,,0.0,4.45,1.66,12.97
1991-04-26,,0.0,3.59,0.21,9.18
1991-04-27,,0.0,4.56,0.0,8.23
1991-04-28,,0.0,3.03,0.0,11.77
1991-04-29,,0.0,2.93,0.89,12.23
1991-04-30,,0.0,3.83,0.0,13.36
1991-05-01,,0.0,6.01,0.0,18.48
1991-05-02,,0.0,2.76,1.58,12.15
1991-05-03,,0.0,3.08,0.0,12.78
1991-05-04,,0.0,5.07,0.0,11.57
1991-05-05,,0.0,4.04,0.1,11.45
1991-05-06,,0.0,2.18,0.0,6.35
1991-05-07,,0.0,4.44,0.0,9.75
1991-05-08,,0.27,4.86,3.29,11.9
1991-05-09,,0.1,1.88,3.6,8.61
1991-05-10,,0.01,2.7,1.5,10.41
1991-05-11,,0.0,4.78,0.13,12.03
1991-05-12,,0.0,3.71,0.1,11.87
1991-05-13,,0.0,4.67,0.0,13.13
1991-05-14,,0.0,6.33,0.0,15.3
1991-05-15,,0.0,5.99,0.0,15.36
1991-05-16,,0.0,5.12,0.0,15.34
1991-05-17,,0.0,5.67,0.0,13.93
1991-05-18,,0.0,7.05,0.0,14.03
1991-05-19,,0.0,4.61,0.0,15.38
1991-05-20,,0.0,4.66,0.0,12.81
1991-05-21,,0.0,4.72,0.0,16.45
1991-05-22,,0.0,6.22,0.0,16.25
1991-05-23,,0.0,6.81,0.0,20.25
1991-05-24,,0.0,9.76,0.0,20.69
1991-05-25,,0.0,6.76,0.0,19.94
1991-05-26,,0.0,7.29,0.0,17.64
1991-05-27,,0.0,5.92,0.0,17.17
1991-05-28,,0.0,8.52,0.0,20.12
1991-05-29,,0.0,7.13,0.0,18.67
1991-05-30,,0.0,6.77,0.0,20.05
1991-05-31,,0.0,3.41,0.4,16.21
1991-06-01,,0.0,3.77,0.13,16.93
1991-06-02,,0.0,3.98,2.43,18.59
1991-06-03,,0.0,3.51,5.25,16.11
1991-06-04,,0.0,5.73,0.3,18.31
1991-06-05,,0.0,5.99,0.0,18.84
1991-06-06,,0.0,5.26,1.03,20.11
1991-06-07,,0.0,4.96,1.1,20.59
1991-06-08,,0.0,4.4,0.28,19.56
1991-06-09,,0.0,6.59,0.0,17.67
1991-06-10,,0.0,6.97,0.0,22.8
1991-06-11,,0.0,4.83,0.1,18.33
1991-06-12,,0.0,7.9,0.0,19.91
1991-06-13,,0.0,8.26,0.0,23.68
1991-06-14,,0.0,7.86,0.0,23.4
1991-06-15,,0.04,6.28,0.0,22.68
1991-06-16,,4.64,6.62,1.45,23.17
1991-06-17,,0.3,3.5,13.12,17.55
1991-06-18,,0.04,7.23,0.0,15.0
1991-06-19,,0.01,6.97,0.0,15.05
1991-06-20,,0.0,6.41,0.0,20.71
1991-06-21,,0.0,5.29,0.04,20.58
1991-06-22,,0.0,6.54,0.3,22.39
1991-06-23,,0.0,6.83,0.48,23.05
1991-06-24,,0.0,6.25,0.0,24.21
1991-06-25,,0.0,7.72,0.0,25.45
1991-06-26,,0.0,9.46,0.0,26.25
1991-06-27,,0.0,7.52,0.0,25.18
1991-06-28,,0.0,7.82,0.0,18.73
1991-06-29,,0.0,9.12,0.0,17.99
1991-06-30,,0.0,6.34,0.0,19.04
1991-07-01,,0.0,7.65,0.0,21.32
1991-07-02,,0.0,6.84,0.44,21.72
1991-07-03,,0.0,3.44,1.11,18.15
1991-07-04,,0.0,5.28,0.23,19.68
1991-07-05,,0.0,7.08,0.0,24.12
1991-07-06,,0.0,7.26,0.59,22.82
1991-07-07,,0.0,6.46,0.0,19.76
1991-07-08,,0.0,7.46,0.0,22.92
1991-07-09,,0.0,6.93,0.0,25.15
1991-07-10,,0.0,7.18,0.0,25.16
1991-07-11,,0.0,9.23,0.0,27.31
1991-07-12,,0.0,9.51,0.0,27.05
1991-07-13,,0.0,7.28,0.0,25.15
1991-07-14,,0.0,7.44,0.0,25.15
1991-07-15,,0.0,7.68,0.0,24.72
1991-07-16,,0.0,8.29,0.0,25.61
1991-07-17,,0.0,8.69,0.0,26.11
1991-07-18,,0.0,10.58,0.0,26.85
1991-07-19,,0.0,9.41,0.0,27.03
1991-07-20,,0.0,8.04,0.0,27.08
1991-07-21,,0.0,6.54,0.45,26.2
1991-07-22,,0.0,7.22,0.0,26.08
1991-07-23,,0.0,8.65,1.45,26.17
1991-07-24,,0.0,8.38,0.1,26.83
1991-07-25,,0.0,7.85,0.34,25.29
1991-07-26,,0.0,7.2,0.0,20.48
1991-07-27,,0.0,7.85,0.0,20.08
1991-07-28,,0.0,5.6,0.0,22.5
1991-07-29,,0.0,4.81,0.17,24.58
1991-07-30,,0.0,6.77,0.0,24.96
1991-07-31,,0.0,6.74,0.0,21.72
1991-08-01,,0.0,6.55,0.0,21.83
1991-08-02,,0.0,7.43,0.0,22.73
1991-08-03,,0.0,9.04,0.0,28.06
1991-08-04,,0.0,9.24,0.0,27.62
1991-08-05,,0.0,6.77,0.0,26.8
