date,volume,inflow_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,,3.59,,,
1990-01-02,,0.8,0.17,0.0,2.69
1990-01-03,,0.79,0.0,0.1,1.12
1990-01-04,,0.78,0.22,0.6,3.51
1990-01-05,,0.77,0.0,0.02,2.6
1990-01-06,,0.76,0.01,0.0,2.34
1990-01-07,,0.76,0.1,1.2,0.65
1990-01-08,,0.77,0.17,1.4,2.52
1990-01-09,,0.76,0.02,0.12,2.65
1990-01-10,,0.75,0.0,0.0,0.34
1990-01-11,,0.75,0.0,0.1,-0.15
1990-01-12,,0.75,0.0,0.0,-0.78
1990-01-13,,0.75,0.08,0.0,2.32
1990-01-14,,0.75,0.0,0.3,-2.01
1990-01-15,,0.75,0.0,0.11,0.19
1990-01-16,,0.75,0.0,0.1,-0.67
1990-01-17,,0.75,0.0,0.1,-1.3
1990-01-18,,0.75,0.1,0.3,-0.99
1990-01-19,,0.75,0.17,0.34,-1.54
1990-01-20,,0.75,0.0,0.0,-3.08
1990-01-21,,0.75,0.09,0.0,-0.3
1990-01-22,,0.75,0.14,0.0,-0.3
1990-01-23,,0.74,0.01,0.0,-3.03
1990-01-24,,0.75,0.08,0.0,-1.04
1990-01-25,,0.8,0.25,0.04,3.79
1990-01-26,,0.87,0.65,0.37,8.26
1990-01-27,,0.83,0.14,1.0,4.41
1990-01-28,,0.86,0.21,1.32,4.72
1990-01-29,,0.85,0.35,0.77,0.64
1990-01-30,,0.82,0.33,0.3,3.2
1990-01-31,,0.8,0.45,0.0,4.09
1990-02-01,,0.8,0.2,7.9,2.79
1990-02-02,,0.77,0.45,0.3,3.72
1990-02-03,,0.75,0.12,0.0,4.2
1990-02-04,,0.74,0.11,0.0,4.15
1990-02-05,,0.74,0.39,0.0,4.18
1990-02-06,,0.74,0.19,0.0,5.51
1990-02-07,,0.74,0.24,0.0,3.85
1990-02-08,,0.74,0.29,0.0,6.51
1990-02-09,,0.74,0.27,0.0,7.21
1990-02-10,,0.79,0.19,0.0,7.92
1990-02-11,,0.89,0.37,0.12,7.54
1990-02-12,,1.01,1.09,0.12,6.49
1990-02-13,,1.33,0.91,0.48,6.48
1990-02-14,,1.26,0.64,0.04,7.47
1990-02-15,,1.24,1.46,0.0,9.31
1990-02-16,,1.17,0.8,0.0,8.43
1990-02-17,,1.1,0.52,0.0,8.37
1990-02-18,,1.03,0.51,0.0,5.95
1990-02-19,,0.96,0.7,0.0,7.17
1990-02-20,,0.91,0.87,0.0,7.65
1990-02-21,,0.87,0.64,4.0,8.48
1990-02-22,,0.82,0.57,0.2,5.11
1990-02-23,,0.78,1.12,0.0,7.52
1990-02-24,,0.76,1.63,0.0,9.45
1990-02-25,,0.75,1.59,0.0,8.95
1990-02-26,,0.74,0.71,0.0,7.0
1990-02-27,,0.7,0.92,0.0,7.54
1990-02-28,,0.73,1.26,0.01,10.21
1990-03-01,,0.71,0.95,0.0,8.72
1990-03-02,,0.73,1.01,0.03,6.82
1990-03-03,,0.7,0.74,0.0,0.74
1990-03-04,,0.72,1.54,0.0,-1.25
1990-03-05,,0.72,1.52,0.0,0.85
1990-03-06,,0.72,1.51,0.0,1.46
1990-03-07,,0.72,1.79,0.0,3.72
1990-03-08,,0.73,1.79,0.0,7.8
1990-03-09,,0.7,0.8,1.39,5.39
1990-03-10,,0.7,1.4,0.1,8.15
1990-03-11,,0.72,1.68,0.0,7.38
1990-03-12,,0.72,1.47,0.0,12.18
1990-03-13,,0.7,1.2,0.0,9.19
1990-03-14,,0.7,1.71,0.0,11.34
1990-03-15,,0.7,1.29,0.0,7.91
1990-03-16,,0.7,2.12,0.0,7.38
1990-03-17,,0.7,2.59,0.0,9.44
1990-03-18,,0.72,2.43,0.0,8.71
1990-03-19,,0.7,1.68,0.0,7.63
1990-03-20,,0.7,2.16,0.0,7.95
1990-03-21,,0.69,2.38,0.0,9.3
1990-03-22,,0.69,3.17,0.0,12.68
1990-03-23,,0.72,3.11,0.01,13.8
1990-03-24,,0.73,1.16,0.01,8.95
1990-03-25,,0.69,0.94,0.01,6.07
1990-03-26,,0.7,2.42,0.02,7.12
1990-03-27,,0.69,1.62,0.0,2.68
1990-03-28,,0.69,2.27,0.0,4.22
1990-03-29,,0.69,2.41,0.0,4.37
1990-03-30,,0.69,2.1,0.0,3.54
1990-03-31,,0.7,2.44,0.0,4.76
1990-04-01,,0.72,1.98,0.0,7.53
1990-04-02,,0.72,1.18,0.7,6.3
1990-04-03,,0.72,1.47,0.03,7.09
1990-04-04,,0.72,1.65,0.01,5.45
1990-04-05,,0.74,1.67,12.58,6.22
1990-04-06,,0.74,1.28,12.46,7.45
1990-04-07,,0.74,1.64,2.9,7.69
1990-04-08,,0.75,1.66,0.1,5.72
1990-04-09,,0.83,1.76,1.88,7.02
1990-04-10,,0.79,1.36,0.12,4.93
1990-04-11,,0.75,2.72,0.0,5.43
1990-04-12,,0.73,2.7,0.02,10.2
1990-04-13,,0.73,2.41,0.0,10.17
1990-04-14,,0.74,1.78,0.15,7.4
1990-04-15,,0.75,2.19,0.02,6.52
1990-04-16,,0.76,2.02,0.06,6.44
1990-04-17,,0.77,2.46,0.0,6.51
1990-04-18,,0.85,2.03,0.07,5.75
1990-04-19,,0.96,2.5,0.1,6.35
1990-04-20,,0.97,1.95,0.04,5.79
1990-04-21,,0.94,1.82,0.01,2.81
1990-04-22,,0.91,2.09,2.2,4.42
1990-04-23,,0.89,2.52,1.3,6.5
1990-04-24,,0.86,2.1,0.4,7.48
1990-04-25,,0.85,2.25,0.0,8.14
1990-04-26,,0.82,2.47,1.99,7.44
1990-04-27,,0.78,3.41,0.1,8.99
1990-04-28,,0.75,3.85,0.0,9.76
1990-04-29,,0.72,3.76,0.0,10.65
1990-04-30,,0.71,4.47,0.0,12.6
1990-05-01,,0.7,3.16,0.0,11.51
1990-05-02,,0.69,3.22,0.0,10.84
1990-05-03,,0.68,4.1,0.0,10.14
1990-05-04,,0.69,4.72,0.0,12.08
1990-05-05,,0.68,3.91,0.0,11.98
1990-05-06,,0.68,4.72,0.0,13.07
1990-05-07,,0.68,4.58,0.0,12.96
1990-05-08,,0.69,4.04,0.0,14.39
1990-05-09,,0.69,3.48,0.3,13.62
1990-05-10,,0.7,2.91,0.7,13.32
1990-05-11,,0.68,2.83,0.0,12.27
1990-05-12,,0.7,3.81,0.0,12.87
1990-05-13,,0.72,3.59,4.64,15.12
1990-05-14,,0.69,2.67,0.2,11.6
1990-05-15,,0.68,4.56,0.0,15.2
1990-05-16,,0.68,5.22,0.0,16.6
1990-05-17,,0.69,4.57,0.0,18.16
1990-05-18,,0.71,4.21,4.8,17.96
1990-05-19,,0.69,3.11,0.4,12.6
1990-05-20,,0.69,3.97,5.58,17.32
1990-05-21,,0.94,3.81,0.23,16.28
1990-05-22,,1.37,2.5,15.52,14.65
1990-05-23,,1.6,3.03,34.35,13.29
1990-05-24,,1.84,2.66,9.09,12.34
1990-05-25,,1.82,2.58,0.42,11.15
1990-05-26,,1.73,4.15,0.1,15.05
1990-05-27,,1.65,3.8,0.0,16.44
1990-05-28,,1.54,3.68,0.5,12.67
1990-05-29,,1.47,6.15,0.0,13.43
1990-05-30,,1.39,5.36,0.0,15.75
1990-05-31,,1.31,4.31,0.0,14.74
1990-06-01,,1.24,5.14,0.0,15.11
1990-06-02,,1.17,5.03,0.01,17.57
1990-06-03,,1.1,4.68,0.0,16.91
1990-06-04,,1.14,6.66,0.06,17.79
1990-06-05,,1.21,2.76,13.42,14.96
1990-06-06,,1.18,2.22,1.2,12.49
1990-06-07,,1.11,3.07,0.0,13.45
1990-06-08,,1.05,4.21,0.0,17.79
1990-06-09,,0.98,3.21,0.0,13.12
1990-06-10,,0.92,4.56,0.0,14.52
1990-06-11,,1.37,5.07,0.0,14.96
1990-06-12,,1.55,1.79,24.37,10.55
1990-06-13,,1.47,3.46,1.1,14.12
1990-06-14,,1.51,3.08,7.87,14.91
1990-06-15,,1.51,2.09,5.23,13.4
1990-06-16,,1.44,4.76,0.2,15.47
1990-06-17,,1.39,4.23,0.3,16.6
1990-06-18,,1.33,2.31,6.97,15.83
1990-06-19,,1.31,4.39,0.3,16.94
1990-06-20,,1.35,3.1,7.17,16.36
1990-06-21,,1.3,2.99,1.1,14.94
1990-06-22,,1.24,3.9,0.0,17.56
1990-06-23,,1.16,2.79,0.0,15.43
1990-06-24,,1.1,5.19,0.0,18.59
1990-06-25,,1.01,3.6,0.0,19.69
1990-06-26,,0.96,6.09,0.0,21.28
1990-06-27,,0.92,4.31,0.2,20.84
1990-06-28,,0.88,2.59,0.42,18.34
1990-06-29,,0.82,3.22,0.0,19.54
1990-06-30,,0.78,5.07,0.0,20.46
1990-07-01,,0.75,3.4,0.0,18.41
1990-07-02,,0.73,4.83,0.0,15.86
1990-07-03,,0.71,3.81,0.0,17.89
1990-07-04,,0.69,4.19,0.0,14.67
1990-07-05,,0.69,6.74,0.0,18.5
1990-07-06,,0.68,4.1,0.01,17.2
1990-07-07,,0.67,5.49,0.0,15.7
1990-07-08,,0.66,6.78,0.0,18.23
1990-07-09,,0.66,7.63,0.0,21.45
1990-07-10,,0.64,6.67,0.0,20.88
1990-07-11,,0.66,9.31,0.0,18.52
1990-07-12,,0.67,7.2,0.0,18.72
1990-07-13,,0.67,6.76,0.0,19.23
1990-07-14,,0.69,7.13,0.0,21.26
1990-07-15,,0.69,3.88,5.8,19.92
1990-07-16,,0.67,3.25,0.3,17.51
1990-07-17,,0.67,5.74,0.0,21.84
1990-07-18,,0.66,6.04,0.0,21.61
1990-07-19,,0.66,8.15,0.0,23.27
1990-07-20,,0.67,7.52,0.0,23.4
1990-07-21,,0.66,7.08,0.0,23.76
1990-07-22,,0.67,7.96,0.0,25.33
1990-07-23,,0.69,6.52,0.0,24.31
1990-07-24,,0.67,3.79,0.0,21.31
1990-07-25,,0.66,6.4,0.0,22.89
1990-07-26,,0.67,7.27,0.0,23.63
1990-07-27,,0.67,5.3,0.0,21.17
1990-07-28,,1.09,6.03,0.0,21.93
1990-07-29,,1.38,1.79,6.93,15.05
1990-07-30,,1.27,5.03,0.3,17.59
1990-07-31,,1.19,6.36,0.0,21.15
1990-08-01,,1.11,6.56,0.0,23.46
1990-08-02,,1.04,6.44,0.0,22.66
1990-08-03,,0.98,6.75,0.3,23.35
1990-08-04,,0.91,5.62,0.0,22.96
1990-08-05,,0.83,6.53,0.0,24.94
1990-08-06,,0.79,6.85,0.0,23.62
1990-08-07,,0.72,3.85,0.0,17.7
1990-08-08,,0.68,5.53,0.0,17.09
1990-08-09,,0.68,6.61,0.0,17.36
1990-08-10,,0.68,5.65,0.0,19.35
1990-08-11,,0.68,5.63,0.0,21.06
1990-08-12,,0.68,5.0,0.0,22.83
1990-08-13,,0.68,4.0,3.7,21.02
1990-08-14,,0.68,4.31,0.2,20.66
1990-08-15,,0.67,3.72,0.0,19.83
1990-08-16,,0.67,5.52,0.0,19.93
1990-08-17,,0.67,5.63,0.0,19.96
1990-08-18,,0.67,4.97,0.0,18.34
1990-08-19,,0.69,5.38,0.0,17.85
1990-08-20,,0.71,5.65,0.35,21.62
1990-08-21,,0.67,4.03,0.0,21.24
1990-08-22,,0.67,5.81,0.0,21.19
1990-08-23,,0.68,5.97,0.0,21.35
1990-08-24,,0.69,4.98,0.0,21.22
1990-08-25,,0.72,4.26,0.08,21.02
1990-08-26,,0.71,4.04,0.04,19.2
1990-08-27,,0.68,3.88,0.0,19.45
1990-08-28,,0.68,4.75,0.0,19.49
1990-08-29,,0.69,4.44,0.0,21.43
1990-08-30,,0.72,3.22,0.05,20.11
1990-08-31,,0.74,1.82,0.32,13.73
1990-09-01,,0.71,3.01,0.0,14.09
1990-09-02,,0.68,2.24,0.0,15.03
1990-09-03,,0.67,4.57,0.0,17.91
1990-09-04,,0.68,5.17,0.0,20.42
1990-09-05,,0.68,3.82,0.0,19.0
1990-09-06,,0.68,4.5,0.0,18.78
1990-09-07,,0.68,3.53,0.0,16.76
1990-09-08,,0.72,3.48,0.0,16.01
1990-09-09,,0.81,2.46,15.85,14.31
1990-09-10,,0.75,1.56,0.7,15.48
1990-09-11,,0.7,2.66,0.0,17.6
1990-09-12,,0.69,3.2,0.0,18.72
1990-09-13,,0.69,3.01,0.0,18.47
1990-09-14,,0.7,2.52,1.1,18.81
1990-09-15,,0.7,2.63,0.01,19.46
1990-09-16,,0.79,2.02,4.89,16.74
1990-09-17,,0.88,2.12,1.57,16.21
1990-09-18,,0.83,1.8,0.02,15.64
1990-09-19,,0.76,2.95,0.0,16.77
1990-09-20,,0.72,3.26,0.0,19.96
1990-09-21,,0.7,1.98,0.58,18.68
1990-09-22,,0.69,1.91,0.0,15.69
1990-09-23,,0.71,3.03,0.0,17.94
1990-09-24,,0.72,2.01,0.07,16.13
1990-09-25,,0.73,1.62,0.0,13.29
1990-09-26,,0.71,1.17,0.82,11.88
1990-09-27,,0.7,2.05,0.0,15.09
1990-09-28,,0.69,2.19,0.0,16.84
1990-09-29,,0.72,2.82,0.0,19.36
1990-09-30,,0.76,1.65,7.3,17.61
1990-10-01,,0.73,1.63,26.34,16.37
1990-10-02,,0.7,1.05,1.2,12.91
1990-10-03,,0.71,1.9,0.0,14.96
1990-10-04,,0.73,1.51,0.38,15.28
1990-10-05,,0.69,1.55,0.0,11.57
1990-10-06,,0.69,3.06,0.0,10.36
1990-10-07,,0.71,2.14,0.0,12.19
1990-10-08,,0.7,1.13,0.8,9.56
1990-10-09,,0.7,2.53,0.0,10.61
1990-10-10,,0.7,1.69,0.0,8.98
1990-10-11,,0.7,1.11,1.5,11.71
1990-10-12,,0.7,1.02,1.2,13.44
1990-10-13,,0.7,0.97,0.3,12.22
1990-10-14,,0.7,0.96,0.2,12.78
1990-10-15,,1.09,1.16,0.7,15.19
1990-10-16,,1.23,0.78,27.63,10.7
1990-10-17,,1.14,1.24,4.6,12.78
1990-10-18,,1.07,0.76,0.2,10.53
1990-10-19,,1.01,0.76,1.8,11.53
1990-10-20,,0.95,0.66,0.1,9.75
1990-10-21,,0.92,1.14,0.0,9.74
1990-10-22,,1.86,0.69,2.26,11.24
1990-10-23,,2.0,0.58,45.6,7.49
1990-10-24,,1.92,0.47,3.45,8.99
1990-10-25,,1.84,0.58,1.1,8.57
1990-10-26,,1.76,0.58,0.6,9.22
1990-10-27,,1.69,0.44,0.02,7.76
1990-10-28,,1.7,0.34,0.2,7.91
1990-10-29,,1.7,0.58,7.09,9.77
1990-10-30,,1.73,1.17,0.34,14.42
1990-10-31,,1.74,0.8,0.01,14.01
1990-11-01,,1.78,0.51,2.2,10.36
1990-11-02,,1.77,0.32,0.16,6.98
1990-11-03,,1.73,0.14,0.03,5.15
1990-11-04,,1.64,0.13,0.0,3.63
1990-11-05,,1.56,0.37,0.0,2.95
1990-11-06,,1.48,0.19,0.0,3.45
1990-11-07,,1.41,0.23,0.3,4.85
1990-11-08,,1.39,0.3,7.85,6.96
1990-11-09,,1.37,0.42,21.72,7.13
1990-11-10,,1.39,0.47,2.19,7.87
1990-11-11,,1.41,0.42,16.03,6.2
1990-11-12,,1.33,0.06,0.8,7.27
1990-11-13,,1.25,0.03,0.0,6.7
1990-11-14,,1.17,0.02,0.0,7.79
1990-11-15,,1.11,0.16,0.0,8.97
1990-11-16,,1.04,0.46,0.0,9.19
1990-11-17,,0.97,0.43,0.0,9.86
1990-11-18,,0.91,0.43,0.0,11.02
1990-11-19,,0.88,0.47,0.01,10.64
1990-11-20,,0.84,0.08,0.0,8.58
1990-11-21,,0.85,0.01,0.0,5.15
1990-11-22,,0.86,0.34,0.06,2.8
1990-11-23,,0.86,0.01,0.0,1.4
1990-11-24,,0.89,0.26,6.21,3.26
1990-11-25,,0.86,0.04,4.1,1.91
1990-11-26,,0.81,0.01,0.2,1.22
1990-11-27,,0.8,0.11,0.32,1.54
1990-11-28,,0.77,0.02,0.0,0.31
1990-11-29,,0.75,0.35,0.0,2.79
1990-11-30,,0.74,0.34,0.0,1.67
1990-12-01,,0.7,0.61,0.0,3.23
1990-12-02,,0.74,1.38,0.0,2.73
1990-12-03,,0.74,0.12,0.0,-2.27
1990-12-04,,0.73,0.03,0.0,-2.86
1990-12-05,,0.73,0.04,0.0,-1.74
1990-12-06,,0.73,0.05,0.3,-1.94
1990-12-07,,0.73,0.01,0.1,-3.53
1990-12-08,,0.73,0.03,0.0,-2.28
1990-12-09,,0.74,0.23,13.4,-3.27
1990-12-10,,0.8,0.06,0.87,-1.3
1990-12-11,,0.99,0.13,0.64,-0.46
1990-12-12,,1.1,0.66,0.06,2.74
1990-12-13,,1.28,0.31,0.09,3.78
1990-12-14,,1.23,0.23,0.0,0.79
1990-12-15,,1.16,0.24,0.0,-0.57
1990-12-16,,1.08,0.26,0.0,-2.23
1990-12-17,,1.01,0.12,0.0,-1.63
1990-12-18,,0.96,0.03,0.0,-1.19
1990-12-19,,0.92,0.01,0.04,-0.28
1990-12-20,,0.86,0.0,0.0,-2.65
1990-12-21,,0.82,0.06,0.0,-5.13
1990-12-22,,0.78,0.08,0.0,-3.69
1990-12-23,,0.75,0.03,0.0,-3.11
1990-12-24,,0.74,0.05,0.0,-2.7
1990-12-25,,0.75,0.01,0.0,-2.99
1990-12-26,,0.8,0.09,0.24,-1.05
1990-12-27,,0.96,0.21,0.14,5.15
1990-12-28,,1.0,0.04,0.04,3.15
1990-12-29,,1.0,0.0,0.0,2.7
1990-12-30,,1.02,0.08,0.0,6.31
1990-12-31,,1.04,0.04,0.0,5.73
1991-01-01,,1.1,0.21,0.45,4.03
1991-01-02,,1.03,0.0,0.0,1.66
1991-01-03,,0.98,0.03,0.0,0.92
1991-01-04,,0.95,0.1,0.0,2.2
1991-01-05,,0.94,0.08,0.04,0.71
1991-01-06,,0.91,0.16,0.0,1.86
1991-01-07,,0.88,0.28,0.0,5.79
1991-01-08,,0.86,0.34,0.0,4.66
1991-01-09,,0.83,0.17,0.1,5.66
1991-01-10,,0.81,0.16,0.0,6.47
1991-01-11,,0.81,0.14,0.0,6.62
1991-01-12,,0.85,0.11,0.04,5.28
1991-01-13,,0.82,0.2,7.75,0.12
1991-01-14,,0.78,0.15,0.3,-0.02
1991-01-15,,0.76,0.05,0.0,-3.98
1991-01-16,,0.74,0.03,0.0,-4.03
1991-01-17,,0.74,0.09,0.0,-1.19
1991-01-18,,0.74,0.1,1.2,2.22
1991-01-19,,0.75,0.0,0.0,2.57
1991-01-20,,0.74,0.25,0.22,1.69
1991-01-21,,0.73,0.05,0.0,-0.61
1991-01-22,,0.73,0.28,0.0,1.35
1991-01-23,,0.74,0.23,0.0,-0.7
1991-01-24,,0.74,0.02,0.0,0.21
1991-01-25,,0.73,0.04,0.0,-1.15
1991-01-26,,0.73,0.12,0.0,1.06
1991-01-27,,0.73,0.38,0.0,0.58
1991-01-28,,0.73,0.3,0.0,1.89
1991-01-29,,0.73,0.01,0.0,-2.24
1991-01-30,,0.73,0.12,0.0,0.26
1991-01-31,,0.73,0.23,0.0,1.1
1991-02-01,,0.77,0.0,0.0,-1.6
1991-02-02,,1.07,0.08,0.99,0.25
1991-02-03,,1.18,0.36,4.46,2.01
1991-02-04,,1.16,0.35,0.2,3.14
1991-02-05,,1.15,0.17,0.0,2.32
1991-02-06,,1.14,0.15,0.0,2.29
1991-02-07,,1.15,0.23,5.0,3.52
1991-02-08,,1.1,0.12,1.2,1.48
1991-02-09,,1.06,0.12,0.6,1.44
1991-02-10,,1.06,0.2,1.21,1.72
1991-02-11,,0.99,0.13,0.1,-0.89
1991-02-12,,0.92,0.25,0.0,-0.37
1991-02-13,,0.85,0.33,0.0,-1.24
1991-02-14,,0.79,0.27,0.0,-0.83
1991-02-15,,0.75,0.36,0.0,-1.9
1991-02-16,,0.74,0.9,0.0,1.99
1991-02-17,,0.77,0.54,0.22,4.38
1991-02-18,,0.79,0.45,0.09,0.13
1991-02-19,,0.82,0.48,5.36,0.53
1991-02-20,,0.79,0.61,0.2,4.28
1991-02-21,,0.76,0.43,0.0,3.07
1991-02-22,,0.75,0.61,0.1,5.12
1991-02-23,,0.74,0.74,0.0,3.37
1991-02-24,,0.73,1.23,0.0,5.66
1991-02-25,,0.73,1.44,0.0,7.04
1991-02-26,,0.73,1.09,0.0,6.39
1991-02-27,,0.77,1.01,0.07,6.95
1991-02-28,,0.82,0.61,3.24,3.97
1991-03-01,,0.94,0.57,10.52,1.73
1991-03-02,,1.0,0.62,4.0,2.96
1991-03-03,,0.96,0.76,0.2,5.95
1991-03-04,,0.88,0.75,0.0,5.97
1991-03-05,,0.87,0.85,0.0,7.22
1991-03-06,,0.98,0.76,4.45,5.67
1991-03-07,,1.13,0.74,5.39,5.1
1991-03-08,,1.12,0.77,6.9,4.84
1991-03-09,,1.08,1.0,2.0,5.42
1991-03-10,,1.02,1.28,0.1,8.22
1991-03-11,,0.96,1.16,0.01,8.72
1991-03-12,,0.9,1.49,0.0,8.61
1991-03-13,,0.85,1.32,2.37,9.59
1991-03-14,,0.79,1.02,0.1,7.44
1991-03-15,,0.74,1.12,0.0,8.12
1991-03-16,,0.72,1.29,0.0,9.17
1991-03-17,,0.74,1.68,1.43,10.29
1991-03-18,,0.72,1.03,0.16,4.93
1991-03-19,,0.72,3.04,0.0,10.09
1991-03-20,,0.71,1.71,0.0,10.56
1991-03-21,,0.72,2.29,0.0,12.12
1991-03-22,,0.72,1.16,0.4,8.42
1991-03-23,,0.76,1.39,0.0,5.86
1991-03-24,,0.91,1.14,12.56,4.02
1991-03-25,,1.18,1.44,0.8,5.58
1991-03-26,,1.18,0.94,6.7,5.23
1991-03-27,,1.13,1.01,0.3,5.52
1991-03-28,,1.05,1.18,0.0,6.12
1991-03-29,,0.97,1.62,0.0,7.7
1991-03-30,,0.91,1.93,0.0,7.97
1991-03-31,,0.81,1.28,0.0,5.3
1991-04-01,,0.76,2.46,0.0,5.47
1991-04-02,,0.73,2.88,0.0,5.54
1991-04-03,,0.73,2.77,0.0,7.5
1991-04-04,,0.79,1.17,0.02,2.81
1991-04-05,,0.96,1.4,7.63,3.71
1991-04-06,,1.02,1.44,0.41,2.83
1991-04-07,,0.99,2.34,0.0,6.19
1991-04-08,,0.94,2.39,0.0,9.79
1991-04-09,,0.86,1.7,0.0,7.46
1991-04-10,,0.81,3.01,0.0,8.66
1991-04-11,,0.76,2.84,0.0,9.61
1991-04-12,,0.84,3.9,0.0,11.72
1991-04-13,,1.1,2.19,0.08,8.27
1991-04-14,,1.17,1.2,0.27,6.67
1991-04-15,,1.33,1.12,2.94,6.06
1991-04-16,,1.4,1.23,9.1,8.49
1991-04-17,,1.41,1.4,13.6,7.6
1991-04-18,,1.31,1.66,0.6,4.54
1991-04-19,,1.27,3.25,0.0,5.05
1991-04-20,,1.27,1.88,0.04,3.19
1991-04-21,,1.23,1.69,0.01,1.28
1991-04-22,,1.15,2.14,0.0,2.48
1991-04-23,,1.08,3.52,0.0,5.28
1991-04-24,,1.04,2.76,0.0,5.18
1991-04-25,,1.1,3.3,1.05,8.68
1991-04-26,,1.14,1.92,0.13,4.28
1991-04-27,,1.12,2.08,0.0,3.88
1991-04-28,,1.07,2.63,0.0,8.1
1991-04-29,,1.0,2.14,0.0,8.76
1991-04-30,,0.93,3.08,0.0,10.02
1991-05-01,,0.97,3.68,0.0,12.72
1991-05-02,,1.11,2.1,0.14,7.21
1991-05-03,,1.1,3.16,0.07,7.42
1991-05-04,,1.07,3.12,0.0,7.26
1991-05-05,,1.09,1.84,0.05,6.13
1991-05-06,,1.07,1.67,0.02,4.28
1991-05-07,,1.09,2.25,0.03,4.63
1991-05-08,,1.15,2.64,0.15,6.86
1991-05-09,,1.21,2.05,3.1,5.6
1991-05-10,,1.26,2.22,0.19,6.95
1991-05-11,,1.23,3.06,0.06,8.36
1991-05-12,,1.16,3.69,0.0,8.97
1991-05-13,,1.09,3.85,0.0,10.68
1991-05-14,,1.04,4.64,0.0,12.29
1991-05-15,,0.98,3.86,0.0,11.89
1991-05-16,,0.93,3.39,0.0,11.89
1991-05-17,,0.9,4.27,0.0,10.56
1991-05-18,,0.87,3.62,0.0,10.3
1991-05-19,,0.84,3.62,0.0,10.84
1991-05-20,,0.8,2.51,0.0,8.49
1991-05-21,,0.76,4.08,0.0,12.3
1991-05-22,,0.74,5.21,0.0,12.86
1991-05-23,,0.69,5.49,0.0,16.61
1991-05-24,,0.68,7.8,0.0,17.09
1991-05-25,,0.68,7.64,0.0,15.61
1991-05-26,,0.68,6.01,0.0,14.45
1991-05-27,,0.67,5.81,0.0,14.58
1991-05-28,,0.67,6.46,0.0,15.92
1991-05-29,,0.68,6.19,0.0,16.2
1991-05-30,,0.7,5.02,0.0,17.59
1991-05-31,,0.71,2.26,0.41,12.23
1991-06-01,,0.71,3.05,0.53,14.13
1991-06-02,,0.7,2.55,0.12,15.0
1991-06-03,,0.68,2.35,0.2,12.46
1991-06-04,,0.68,4.0,0.0,14.65
1991-06-05,,0.69,4.7,0.0,14.66
1991-06-06,,0.71,4.09,4.17,16.27
1991-06-07,,0.71,3.86,0.73,16.28
1991-06-08,,0.71,3.25,1.14,14.52
1991-06-09,,0.68,3.91,0.0,12.65
1991-06-10,,0.68,6.25,0.01,18.28
1991-06-11,,0.66,4.75,0.0,14.95
1991-06-12,,0.66,7.03,0.0,15.55
1991-06-13,,0.66,8.15,0.0,18.29
1991-06-14,,0.67,5.83,0.0,18.43
1991-06-15,,0.72,6.05,0.0,19.26
1991-06-16,,0.82,4.62,1.64,18.67
1991-06-17,,0.8,2.49,0.35,13.45
1991-06-18,,0.76,4.46,0.01,10.25
1991-06-19,,0.7,3.92,0.0,10.39
1991-06-20,,0.7,5.26,0.0,16.22
1991-06-21,,0.68,3.05,0.2,17.9
1991-06-22,,0.73,6.1,0.08,19.48
1991-06-23,,0.69,3.53,1.1,19.9
1991-06-24,,0.66,4.8,0.1,20.97
1991-06-25,,0.66,7.72,0.0,22.89
1991-06-26,,0.67,8.02,0.0,22.32
1991-06-27,,0.67,5.46,0.0,20.26
1991-06-28,,0.66,5.3,0.0,14.87
1991-06-29,,0.66,5.91,0.0,14.34
1991-06-30,,0.66,5.97,0.0,15.09
1991-07-01,,0.7,6.84,0.0,17.67
1991-07-02,,0.8,6.09,0.25,19.08
1991-07-03,,0.77,2.85,2.31,15.22
1991-07-04,,0.71,3.38,0.6,15.67
1991-07-05,,0.7,6.27,0.0,20.26
1991-07-06,,0.69,5.27,2.38,17.7
1991-07-07,,0.67,4.35,0.1,16.52
1991-07-08,,0.68,5.77,0.0,19.96
1991-07-09,,0.7,5.63,0.05,21.69
1991-07-10,,0.69,4.85,0.05,21.22
1991-07-11,,0.66,7.57,0.0,23.38
1991-07-12,,0.68,8.11,0.04,23.23
1991-07-13,,0.66,5.08,0.0,21.53
1991-07-14,,0.65,6.16,0.0,21.56
1991-07-15,,0.66,6.96,0.0,21.14
1991-07-16,,0.66,6.11,0.0,20.76
1991-07-17,,0.65,6.0,0.0,22.43
1991-07-18,,0.65,7.84,0.0,23.32
1991-07-19,,0.66,8.07,0.0,22.21
1991-07-20,,0.67,6.74,0.0,22.77
1991-07-21,,0.68,5.74,0.94,22.59
1991-07-22,,0.67,5.31,0.0,22.22
1991-07-23,,0.67,6.1,5.81,22.52
1991-07-24,,0.66,5.3,0.3,21.62
1991-07-25,,0.66,5.53,0.0,19.67
1991-07-26,,0.67,5.69,0.0,17.12
1991-07-27,,0.67,4.95,0.0,15.95
1991-07-28,,0.67,5.74,0.0,18.1
1991-07-29,,0.67,5.51,0.0,20.77
1991-07-30,,0.67,4.38,0.0,19.79
1991-07-31,,0.69,4.64,0.0,16.8
1991-08-01,,0.69,4.06,0.05,18.25
1991-08-02,,0.66,4.73,0.0,17.67
1991-08-03,,0.64,6.28,0.0,20.28
