date,outflow,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,18.973,74.599,1.14,,,
1990-01-02,19.946,74.303,1.13,0.08,6.31,1.0
1990-01-03,20.539,73.943,1.13,0.01,1.57,1.13
1990-01-04,20.379,73.572,1.13,0.0,2.39,-0.15
1990-01-05,12.508,73.787,1.13,0.01,0.09,0.83
1990-01-06,0.498,74.931,1.14,0.01,0.12,2.0
1990-01-07,0.498,75.894,1.14,0.06,10.52,1.06
1990-01-08,0.498,76.716,1.13,0.0,6.64,0.51
1990-01-09,0.498,77.561,1.13,0.0,0.21,-0.49
1990-01-10,0.498,78.267,1.13,0.0,0.05,-0.58
1990-01-11,0.498,79.066,1.13,0.0,0.02,-0.69
1990-01-12,0.498,79.842,1.13,0.0,0.0,-1.03
1990-01-13,0.498,80.62,1.13,0.0,0.0,-1.41
1990-01-14,0.498,81.037,1.13,0.0,0.0,-0.9
1990-01-15,0.956,81.513,1.13,0.11,4.67,-0.29
1990-01-16,6.112,81.599,1.13,0.06,0.2,-1.18
1990-01-17,7.412,81.499,1.13,0.0,0.05,-0.47
1990-01-18,7.593,81.428,1.13,0.19,5.07,-1.12
1990-01-19,7.343,81.34,1.13,0.07,1.32,-1.99
1990-01-20,4.595,81.408,1.13,0.03,0.01,-0.75
1990-01-21,4.595,81.464,1.13,0.0,0.0,-2.07
1990-01-22,4.67,81.388,1.13,0.0,0.0,-3.12
1990-01-23,5.214,81.232,1.13,0.0,0.0,-0.69
1990-01-24,2.203,81.232,1.15,0.06,0.0,2.73
1990-01-25,3.391,81.24,1.13,0.05,2.1,4.42
1990-01-26,3.317,81.345,1.13,0.09,4.77,3.94
1990-01-27,2.675,81.501,1.14,0.07,0.57,0.57
1990-01-28,5.087,81.804,1.13,0.21,13.67,1.28
1990-01-29,10.64,81.328,1.13,0.0,0.5,-2.28
1990-01-30,12.24,81.266,1.13,0.11,2.09,0.37
1990-01-31,12.58,81.26,1.13,0.45,0.77,3.8
1990-02-01,11.413,81.201,1.14,0.26,7.36,0.01
1990-02-02,12.681,81.238,1.13,0.3,3.82,1.87
1990-02-03,12.5,81.291,1.13,0.17,1.24,4.55
1990-02-04,12.5,81.172,1.13,0.03,0.66,2.28
1990-02-05,12.5,80.875,1.13,0.2,0.0,3.57
1990-02-06,12.791,80.657,1.13,0.48,0.27,5.04
1990-02-07,16.053,80.28,1.13,0.37,0.0,4.76
1990-02-08,16.715,79.875,1.13,0.45,0.23,6.31
1990-02-09,16.908,79.471,1.13,0.48,2.67,3.38
1990-02-10,15.995,79.038,1.13,0.39,0.1,4.99
1990-02-11,16.061,78.291,1.13,0.35,0.73,3.21
1990-02-12,16.825,77.842,1.13,0.6,4.54,2.93
1990-02-13,17.25,77.945,1.13,0.49,0.18,4.71
1990-02-14,16.782,78.075,1.13,0.33,0.0,4.0
1990-02-15,16.366,78.208,1.13,0.34,0.0,3.99
1990-02-16,11.936,78.703,1.12,0.34,0.0,4.0
1990-02-17,13.078,79.116,1.12,0.42,0.0,1.92
1990-02-18,8.328,79.287,1.12,0.32,0.0,2.77
1990-02-19,6.06,79.538,1.12,0.48,0.55,3.11
1990-02-20,1.429,80.338,1.13,0.43,0.0,6.73
1990-02-21,2.944,81.011,1.13,0.46,0.96,6.13
1990-02-22,3.461,81.63,1.12,0.59,0.42,4.06
1990-02-23,3.023,82.321,1.12,0.82,0.0,7.91
1990-02-24,2.409,83.036,1.12,1.25,0.0,9.76
1990-02-25,3.708,83.263,1.12,0.62,0.77,7.09
1990-02-26,3.822,83.33,1.12,0.63,0.12,5.09
1990-02-27,3.199,83.362,1.12,0.67,0.0,5.72
1990-02-28,4.273,83.368,1.12,0.73,0.0,5.25
1990-03-01,2.919,83.434,1.13,0.69,0.0,4.65
1990-03-02,3.194,83.465,1.12,0.61,2.47,1.35
1990-03-03,3.244,83.468,1.12,0.55,0.85,-1.12
1990-03-04,3.854,83.491,1.12,0.81,0.0,-1.87
1990-03-05,4.441,83.402,1.12,1.22,0.0,-0.0
1990-03-06,3.847,83.462,1.12,1.29,0.0,1.48
1990-03-07,3.15,83.445,1.12,1.57,0.0,3.8
1990-03-08,0.498,83.616,1.12,1.47,2.44,6.59
1990-03-09,0.498,83.758,1.12,0.86,0.88,4.72
1990-03-10,0.498,83.931,1.12,0.88,0.27,2.1
1990-03-11,0.498,84.105,1.12,1.76,0.0,7.94
1990-03-12,0.498,84.28,1.12,1.25,0.35,8.33
1990-03-13,0.498,84.455,1.12,1.18,0.0,7.09
1990-03-14,0.498,84.633,1.12,0.99,2.92,5.3
1990-03-15,0.498,84.837,1.12,1.08,0.08,3.96
1990-03-16,0.498,84.98,1.12,1.54,0.0,4.7
1990-03-17,0.498,85.155,1.12,2.02,0.0,8.92
1990-03-18,0.498,85.328,1.12,1.74,0.0,8.96
1990-03-19,0.498,85.469,1.12,2.07,0.0,8.79
1990-03-20,0.498,85.615,1.12,1.93,0.0,8.59
1990-03-21,0.498,85.821,1.12,2.22,0.0,9.51
1990-03-22,0.498,85.965,1.13,1.98,0.0,8.97
1990-03-23,0.498,86.145,1.13,1.27,4.33,6.65
1990-03-24,0.498,86.354,1.13,0.84,4.5,3.84
1990-03-25,0.498,86.529,1.12,0.95,1.1,3.24
1990-03-26,0.498,86.674,1.12,1.02,0.54,1.43
1990-03-27,0.498,86.848,1.12,1.07,0.0,0.43
1990-03-28,0.498,86.993,1.12,1.14,0.0,0.28
1990-03-29,0.498,87.169,1.12,1.08,0.49,0.38
1990-03-30,0.498,87.318,1.12,1.02,0.24,0.52
1990-03-31,0.498,87.526,1.12,1.93,0.0,2.8
1990-04-01,0.498,87.675,1.12,1.98,1.6,6.82
1990-04-02,0.498,87.89,1.13,1.42,1.43,6.6
