date,outflow,volume,inflow_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,,,1.53,,,
1990-01-02,,,1.52,0.07,5.24,3.5
1990-01-03,,,1.52,0.21,1.68,3.61
1990-01-04,,,1.53,0.11,6.93,2.5
1990-01-05,,,1.52,0.33,0.0,4.5
1990-01-06,,,1.52,0.1,2.92,5.47
1990-01-07,,,1.52,0.18,0.57,4.79
1990-01-08,,,1.53,0.37,6.39,4.31
1990-01-09,,,1.52,0.36,0.0,4.97
1990-01-10,,,1.52,0.21,0.0,4.45
1990-01-11,,,1.52,0.18,0.0,4.07
1990-01-12,,,1.51,0.46,0.0,4.09
1990-01-13,,,1.51,0.18,0.0,4.0
1990-01-14,,,1.51,0.21,0.0,5.63
1990-01-15,,,1.51,0.33,0.0,5.01
1990-01-16,,,1.51,0.28,0.0,5.19
1990-01-17,,,1.51,0.22,0.0,4.7
1990-01-18,,,1.51,0.16,0.0,3.68
1990-01-19,,,1.5,0.06,0.0,3.02
1990-01-20,,,1.5,0.28,0.0,4.17
1990-01-21,,,1.5,0.23,0.0,3.55
1990-01-22,,,1.5,0.28,0.0,4.44
1990-01-23,,,1.5,0.43,0.0,5.15
1990-01-24,,,1.5,0.37,0.0,7.79
1990-01-25,,,1.5,0.51,0.62,8.16
1990-01-26,,,1.51,0.44,2.28,6.71
1990-01-27,,,1.53,0.4,13.49,5.26
1990-01-28,,,1.56,0.49,16.69,4.43
1990-01-29,,,1.58,0.27,29.55,1.76
1990-01-30,,,1.58,0.75,3.23,3.96
1990-01-31,,,1.59,0.57,14.34,5.82
1990-02-01,,,1.59,0.82,3.21,3.37
1990-02-02,,,1.6,0.53,9.78,5.1
1990-02-03,,,1.59,0.66,6.23,8.08
1990-02-04,,,1.59,0.13,3.73,5.62
1990-02-05,,,1.58,0.48,0.08,6.56
1990-02-06,,,1.58,0.5,1.14,6.52
1990-02-07,,,1.57,0.7,5.4,7.16
1990-02-08,,,1.57,0.78,0.0,9.31
1990-02-09,,,1.56,0.52,0.11,10.2
1990-02-10,,,1.55,0.45,0.0,10.05
1990-02-11,,,1.55,0.43,0.07,6.04
1990-02-12,,,1.55,0.55,0.99,4.6
1990-02-13,,,1.54,0.85,1.13,6.18
1990-02-14,,,1.54,1.73,3.5,9.47
1990-02-15,,,1.54,1.77,0.0,11.37
1990-02-16,,,1.53,1.54,0.0,9.86
1990-02-17,,,1.53,0.71,0.0,7.88
1990-02-18,,,1.53,0.94,0.0,8.23
1990-02-19,,,1.53,0.94,0.16,8.25
1990-02-20,,,1.53,0.7,5.37,8.4
1990-02-21,,,1.53,0.68,0.0,9.12
1990-02-22,,,1.52,0.93,0.0,10.87
1990-02-23,,,1.52,1.69,0.0,10.69
1990-02-24,,,1.52,1.72,0.0,11.23
1990-02-25,,,1.51,0.83,0.0,10.13
1990-02-26,,,1.51,1.51,0.0,7.53
1990-02-27,,,1.51,1.25,0.0,10.82
1990-02-28,,,1.51,2.13,0.0,12.37
1990-03-01,,,1.51,2.43,0.0,10.92
1990-03-02,,,1.51,1.41,0.0,7.25
1990-03-03,,,1.5,1.41,0.0,2.42
1990-03-04,,,1.5,1.74,0.05,1.21
1990-03-05,,,1.5,1.37,0.69,2.27
1990-03-06,,,1.5,1.45,1.88,4.9
1990-03-07,,,1.5,1.36,0.03,6.76
1990-03-08,,,1.51,1.16,0.92,6.71
1990-03-09,,,1.51,1.07,2.92,7.62
1990-03-10,,,1.51,2.27,1.66,9.76
1990-03-11,,,1.51,1.78,0.0,10.83
1990-03-12,,,1.51,1.71,0.24,12.32
1990-03-13,,,1.51,1.5,0.07,10.68
1990-03-14,,,1.5,1.27,0.0,7.82
1990-03-15,,,1.5,2.16,0.0,10.71
1990-03-16,,,1.5,2.61,0.0,12.42
1990-03-17,,,1.5,2.27,0.0,11.3
1990-03-18,,,1.5,2.94,0.0,10.52
1990-03-19,,,1.5,2.41,0.0,11.39
1990-03-20,,,1.5,2.78,0.0,12.95
1990-03-21,,,1.5,3.11,0.0,14.53
1990-03-22,,,1.5,2.73,0.0,15.36
1990-03-23,,,1.5,2.56,0.0,13.71
1990-03-24,,,1.5,1.21,1.52,7.93
1990-03-25,,,1.51,1.74,3.9,10.1
1990-03-26,,,1.5,2.22,0.0,7.73
1990-03-27,,,1.5,3.09,0.0,7.31
1990-03-28,,,1.5,2.91,0.0,6.82
1990-03-29,,,1.5,2.77,0.0,6.23
1990-03-30,,,1.5,3.24,0.0,5.14
1990-03-31,,,1.5,3.92,0.77,6.92
1990-04-01,,,1.52,1.6,5.32,7.19
1990-04-02,,,1.55,1.3,37.25,6.86
1990-04-03,,,1.55,1.48,8.19,5.3
1990-04-04,,,1.55,2.06,4.56,8.16
1990-04-05,,,1.56,1.64,0.58,7.64
1990-04-06,,,1.59,0.92,22.0,6.19
1990-04-07,,,1.6,0.95,13.24,3.65
1990-04-08,,,1.61,2.29,18.75,6.48
1990-04-09,,,1.61,1.52,8.49,5.71
1990-04-10,,,1.61,1.81,7.94,5.05
1990-04-11,,,1.6,3.32,0.0,7.2
1990-04-12,,,1.59,3.55,0.0,10.84
1990-04-13,,,5.4,2.93,0.0,10.53
1990-04-14,,,14.11,1.9,0.04,5.94
1990-04-15,,,15.52,2.88,1.29,8.24
1990-04-16,,,14.77,2.24,0.0,8.67
1990-04-17,,,13.51,4.17,0.0,11.01
1990-04-18,,,12.23,2.7,0.0,8.52
1990-04-19,,,11.03,3.57,0.0,7.77
1990-04-20,,,9.93,3.69,0.0,8.52
1990-04-21,,,8.95,2.49,0.05,4.18
1990-04-22,,,8.26,2.99,0.61,5.3
1990-04-23,,,7.62,2.5,0.06,6.29
1990-04-24,,,7.06,2.9,0.73,7.67
1990-04-25,,,6.85,2.12,0.73,7.17
1990-04-26,,,6.92,3.0,3.75,7.8
1990-04-27,,,6.76,2.84,0.52,8.73
1990-04-28,,,6.48,4.59,1.78,11.95
1990-04-29,,,6.47,2.05,3.65,8.93
1990-04-30,,,6.37,2.81,1.01,10.91
1990-05-01,,,6.06,3.39,1.11,11.76
1990-05-02,,,5.66,2.79,0.25,11.29
1990-05-03,,,5.35,2.93,1.99,10.64
1990-05-04,,,4.98,5.79,0.0,12.39
1990-05-05,,,4.49,5.73,0.01,14.55
1990-05-06,,,4.01,4.28,0.0,14.85
1990-05-07,,,3.7,3.36,2.51,14.01
1990-05-08,,,3.45,3.49,1.66,14.92
1990-05-09,,,3.24,4.27,0.06,15.24
1990-05-10,,,3.55,4.06,5.28,14.51
1990-05-11,,,3.77,4.56,0.31,14.24
1990-05-12,,,3.64,5.44,2.05,16.0
1990-05-13,,,3.93,2.47,4.65,11.04
1990-05-14,,,4.37,2.74,2.44,11.93
1990-05-15,,,4.28,4.23,0.0,13.17
1990-05-16,,,3.9,5.46,0.0,15.37
1990-05-17,,,3.68,3.84,1.11,15.45
1990-05-18,,,3.45,4.13,0.02,13.24
1990-05-19,,,3.08,3.83,0.16,13.16
1990-05-20,,,2.68,4.12,0.0,12.4
1990-05-21,,,2.31,5.3,0.0,11.88
1990-05-22,,,1.98,3.81,0.0,10.42
1990-05-23,,,1.71,4.26,0.0,10.87
1990-05-24,,,2.01,4.15,7.65,11.64
1990-05-25,,,2.34,5.63,0.16,15.12
1990-05-26,,,2.21,4.78,0.0,16.03
1990-05-27,,,1.93,4.27,0.0,16.19
1990-05-28,,,1.63,4.81,0.0,14.84
1990-05-29,,,1.5,7.1,0.0,16.9
1990-05-30,,,1.5,6.21,0.0,18.73
1990-05-31,,,1.5,6.66,0.0,20.61
1990-06-01,,,1.5,6.12,0.0,20.63
1990-06-02,,,1.5,5.68,0.0,20.86
1990-06-03,,,1.5,4.96,0.0,19.58
1990-06-04,,,1.5,5.79,0.74,19.24
1990-06-05,,,1.5,4.62,0.0,15.29
1990-06-06,,,1.5,6.59,0.0,12.75
1990-06-07,,,1.5,7.42,0.0,17.39
1990-06-08,,,1.5,6.88,0.0,18.34
1990-06-09,,,1.5,7.75,0.0,20.59
1990-06-10,,,1.5,6.4,0.0,18.06
1990-06-11,,,1.5,4.79,0.33,15.08
1990-06-12,,,1.5,5.31,0.0,17.44
1990-06-13,,,1.5,4.63,0.0,18.3
1990-06-14,,,1.5,3.9,1.36,15.4
1990-06-15,,,1.5,4.25,0.03,14.65
1990-06-16,,,1.5,5.42,0.0,16.07
1990-06-17,,,1.5,4.69,0.0,13.37
1990-06-18,,,1.5,6.83,0.0,13.78
1990-06-19,,,1.5,6.72,0.0,16.87
1990-06-20,,,1.5,3.75,0.8,13.91
1990-06-21,,,1.5,5.63,0.2,13.67
1990-06-22,,,1.5,3.5,0.0,13.96
1990-06-23,,,1.5,7.21,2.22,18.47
1990-06-24,,,1.5,7.78,0.0,22.38
1990-06-25,,,1.5,7.13,0.0,24.98
1990-06-26,,,1.5,5.1,2.42,21.77
1990-06-27,,,1.5,6.39,0.09,22.06
1990-06-28,,,1.5,7.05,0.0,19.62
1990-06-29,,,1.5,7.11,0.0,19.02
1990-06-30,,,1.5,6.51,0.0,16.82
1990-07-01,,,1.5,6.22,0.0,16.0
1990-07-02,,,1.5,8.15,0.0,18.66
1990-07-03,,,1.5,6.9,0.0,17.98
1990-07-04,,,1.5,6.83,0.0,18.31
1990-07-05,,,1.5,7.93,0.0,21.6
1990-07-06,,,1.5,6.21,0.0,17.52
1990-07-07,,,1.5,7.87,0.0,20.56
1990-07-08,,,1.5,7.34,0.0,23.84
1990-07-09,,,1.5,6.03,0.0,25.24
1990-07-10,,,1.5,6.81,0.0,26.12
1990-07-11,,,1.5,7.99,0.04,26.49
1990-07-12,,,1.5,7.57,0.0,27.54
1990-07-13,,,1.5,7.18,0.0,23.29
1990-07-14,,,1.5,4.58,0.0,17.86
1990-07-15,,,1.5,4.16,0.0,15.91
1990-07-16,,,1.5,7.84,0.0,22.27
1990-07-17,,,1.5,7.52,0.0,25.62
1990-07-18,,,1.5,7.19,0.0,26.88
1990-07-19,,,1.5,6.91,0.0,28.22
1990-07-20,,,1.5,5.94,0.0,28.01
1990-07-21,,,1.5,7.66,0.27,29.06
1990-07-22,,,1.5,7.36,0.0,26.37
1990-07-23,,,1.5,4.5,1.43,23.97
1990-07-24,,,1.5,6.73,0.78,25.78
1990-07-25,,,1.5,8.2,0.1,26.04
1990-07-26,,,1.5,7.49,0.0,20.01
1990-07-27,,,1.5,5.84,0.0,18.0
1990-07-28,,,1.5,3.52,0.72,15.57
1990-07-29,,,1.5,6.05,2.83,16.56
1990-07-30,,,1.5,7.25,0.0,21.85
1990-07-31,,,1.5,6.9,0.0,24.46
1990-08-01,,,1.5,7.34,0.0,26.23
1990-08-02,,,1.5,7.02,0.0,27.12
1990-08-03,,,1.5,7.35,0.0,25.69
1990-08-04,,,1.5,7.6,0.0,27.29
1990-08-05,,,1.5,6.86,0.0,27.49
1990-08-06,,,1.5,7.57,0.0,27.25
1990-08-07,,,1.5,8.06,0.0,23.51
1990-08-08,,,1.5,6.79,0.0,20.75
1990-08-09,,,1.5,6.52,0.0,23.0
1990-08-10,,,1.5,5.39,0.0,24.47
1990-08-11,,,1.5,6.44,0.0,25.29
1990-08-12,,,1.5,5.99,0.0,25.58
1990-08-13,,,1.5,6.09,0.0,23.38
1990-08-14,,,1.5,5.77,0.0,21.18
1990-08-15,,,1.5,6.43,0.0,20.25
1990-08-16,,,1.5,6.78,0.0,22.19
1990-08-17,,,1.5,6.85,0.0,22.4
1990-08-18,,,1.5,6.58,0.0,24.03
1990-08-19,,,1.5,5.9,0.0,26.21
1990-08-20,,,1.5,5.75,0.26,22.7
1990-08-21,,,1.5,4.37,0.68,20.1
1990-08-22,,,1.51,3.72,5.42,20.23
1990-08-23,,,1.51,3.61,3.26,19.7
1990-08-24,,,1.51,3.14,3.87,18.8
1990-08-25,,,1.51,5.11,0.0,19.77
1990-08-26,,,1.51,5.97,0.0,21.23
1990-08-27,,,1.5,5.26,0.0,21.74
1990-08-28,,,1.5,5.67,0.0,24.57
1990-08-29,,,1.5,5.05,0.0,22.4
1990-08-30,,,1.5,5.27,0.0,18.69
1990-08-31,,,1.5,4.88,0.0,17.0
1990-09-01,,,1.5,4.81,0.0,17.9
1990-09-02,,,1.5,4.83,0.0,18.6
1990-09-03,,,1.5,5.05,0.0,21.33
1990-09-04,,,1.5,4.49,0.0,22.38
1990-09-05,,,1.5,5.23,0.0,22.75
1990-09-06,,,1.5,5.26,0.0,23.36
1990-09-07,,,1.5,6.49,0.0,22.65
1990-09-08,,,1.5,5.52,0.0,19.74
1990-09-09,,,1.5,3.88,0.0,20.28
1990-09-10,,,1.5,3.02,0.0,19.15
1990-09-11,,,1.5,4.39,0.0,20.51
1990-09-12,,,1.5,3.87,0.0,19.56
1990-09-13,,,1.5,3.14,0.0,18.17
1990-09-14,,,1.5,3.15,0.0,16.94
1990-09-15,,,1.5,3.1,0.0,19.16
1990-09-16,,,1.5,2.9,0.0,18.72
1990-09-17,,,1.5,3.05,1.72,19.63
1990-09-18,,,1.5,2.77,0.27,18.21
1990-09-19,,,1.51,3.51,12.47,19.98
1990-09-20,,,1.52,2.93,3.77,19.08
1990-09-21,,,1.53,3.1,7.91,18.49
1990-09-22,,,1.52,3.42,0.0,18.38
1990-09-23,,,1.52,2.85,0.0,15.91
1990-09-24,,,1.52,2.81,0.0,13.63
1990-09-25,,,1.52,3.09,0.99,13.8
1990-09-26,,,1.51,2.12,0.0,14.89
1990-09-27,,,1.51,2.83,0.0,17.34
1990-09-28,,,1.51,3.96,0.0,20.63
1990-09-29,,,1.52,2.84,4.23,18.46
1990-09-30,,,1.52,2.34,6.69,16.97
1990-10-01,,,1.53,1.78,5.6,14.45
1990-10-02,,,1.52,2.28,0.39,15.8
1990-10-03,,,1.52,2.48,0.0,16.86
1990-10-04,,,1.52,1.35,0.45,12.4
1990-10-05,,,1.53,1.67,10.28,13.69
1990-10-06,,,1.52,3.19,0.0,14.04
1990-10-07,,,1.52,2.83,0.0,14.9
1990-10-08,,,1.52,2.07,0.0,10.01
1990-10-09,,,1.51,2.78,0.0,10.18
1990-10-10,,,1.51,3.05,0.0,13.32
1990-10-11,,,1.51,2.9,0.0,15.23
1990-10-12,,,1.51,2.29,0.0,15.69
1990-10-13,,,1.51,1.73,0.18,15.4
1990-10-14,,,1.53,1.99,5.62,14.7
1990-10-15,,,1.57,1.07,30.68,12.51
1990-10-16,,,1.59,1.6,27.82,9.8
1990-10-17,,,1.6,1.15,12.95,10.18
1990-10-18,,,1.61,1.6,12.87,10.66
1990-10-19,,,1.61,0.71,11.93,8.53
1990-10-20,,,3.93,1.26,6.8,10.51
1990-10-21,,,15.34,0.92,1.58,8.37
1990-10-22,,,17.68,1.02,10.85,7.92
1990-10-23,,,17.73,1.7,31.18,9.03
1990-10-24,,,19.83,1.01,50.91,10.38
1990-10-25,,,39.63,0.85,26.62,7.88
1990-10-26,,,41.32,1.1,5.84,9.38
1990-10-27,,,39.68,0.82,9.91,7.55
1990-10-28,,,36.57,1.12,0.12,8.59
1990-10-29,,,35.35,1.47,4.99,11.66
1990-10-30,,,36.19,1.15,11.97,13.02
1990-10-31,,,37.7,0.65,17.53,12.11
1990-11-01,,,36.7,0.53,10.93,7.01
1990-11-02,,,33.44,1.01,0.22,7.11
1990-11-03,,,30.46,1.4,0.0,6.07
1990-11-04,,,28.94,0.93,0.0,5.33
1990-11-05,,,27.03,1.3,0.0,6.31
1990-11-06,,,24.82,1.19,0.05,8.31
1990-11-07,,,23.29,0.97,1.15,9.03
1990-11-08,,,25.21,0.94,21.08,10.64
1990-11-09,,,31.61,0.59,33.26,10.35
1990-11-10,,,32.28,0.43,4.5,8.58
1990-11-11,,,30.0,0.72,1.67,9.32
1990-11-12,,,28.59,0.77,0.0,10.39
1990-11-13,,,26.55,0.91,0.0,13.01
1990-11-14,,,24.3,0.9,0.0,13.97
1990-11-15,,,22.1,1.43,0.0,12.95
1990-11-16,,,20.05,1.36,0.0,14.33
1990-11-17,,,18.2,1.31,0.0,15.3
1990-11-18,,,17.49,0.98,0.0,15.52
