date,level,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,,,1.86,,,
1990-01-02,,,0.24,0.24,7.57,7.96
1990-01-03,,,0.22,0.13,24.37,10.9
1990-01-04,,,0.21,0.43,4.63,6.46
1990-01-05,,,0.21,0.46,0.1,7.05
1990-01-06,,,0.21,0.39,0.26,9.8
1990-01-07,,,0.21,0.1,0.0,8.7
1990-01-08,,,0.21,0.1,0.0,8.8
1990-01-09,,,0.21,0.62,0.16,9.36
1990-01-10,,,0.21,0.24,0.0,8.14
1990-01-11,,,0.22,0.38,1.83,8.29
1990-01-12,,,0.21,0.12,2.94,6.44
1990-01-13,,,0.21,0.46,0.12,7.67
1990-01-14,,,0.21,0.5,0.0,8.54
1990-01-15,,,0.21,0.48,0.0,8.29
1990-01-16,,,0.21,0.2,5.17,7.9
1990-01-17,,,0.21,0.28,0.33,8.25
1990-01-18,,,0.21,0.12,0.0,7.3
1990-01-19,,,0.21,0.68,0.0,7.34
1990-01-20,,,0.21,0.83,0.0,7.79
1990-01-21,,,0.21,0.52,0.0,6.98
1990-01-22,,,0.21,0.68,0.0,7.41
1990-01-23,,,0.21,1.18,0.0,7.55
1990-01-24,,,0.21,1.05,0.0,8.39
1990-01-25,,,0.21,1.77,0.0,10.76
1990-01-26,,,0.21,0.9,0.0,11.55
1990-01-27,,,0.21,0.38,0.11,9.41
1990-01-28,,,0.22,0.92,8.22,12.26
1990-01-29,,,0.21,0.47,4.93,6.66
1990-01-30,,,0.21,0.84,2.22,8.64
1990-01-31,,,0.21,0.51,0.0,9.44
1990-02-01,,,0.21,0.51,2.57,7.6
1990-02-02,,,0.21,0.85,0.1,9.19
1990-02-03,,,0.21,0.65,0.0,8.17
1990-02-04,,,0.21,0.89,0.0,9.75
1990-02-05,,,0.21,0.74,0.0,12.28
1990-02-06,,,0.21,0.83,0.09,11.56
1990-02-07,,,0.21,0.63,0.0,10.64
1990-02-08,,,0.21,0.94,0.0,13.92
1990-02-09,,,0.21,0.93,0.0,11.11
1990-02-10,,,0.21,1.14,0.0,10.63
1990-02-11,,,0.21,1.26,0.0,12.99
1990-02-12,,,0.21,1.69,0.0,11.27
1990-02-13,,,0.21,2.46,0.0,12.13
1990-02-14,,,0.21,2.1,0.0,11.46
1990-02-15,,,0.21,2.64,0.0,13.71
1990-02-16,,,0.21,2.31,0.0,11.81
1990-02-17,,,0.21,1.45,0.0,9.95
1990-02-18,,,0.21,0.95,0.0,8.46
1990-02-19,,,0.21,0.91,0.0,9.96
1990-02-20,,,0.21,1.7,0.0,11.64
1990-02-21,,,0.21,1.12,0.0,12.46
1990-02-22,,,0.21,1.17,0.0,12.4
1990-02-23,,,0.21,1.4,0.0,12.46
1990-02-24,,,0.21,1.35,0.0,12.57
1990-02-25,,,0.21,1.18,0.0,10.35
1990-02-26,,,0.21,1.71,0.0,11.74
1990-02-27,,,0.21,3.4,0.0,15.25
1990-02-28,,,0.21,3.24,0.0,15.65
1990-03-01,,,0.21,2.02,0.0,13.41
1990-03-02,,,0.21,2.1,0.0,14.5
1990-03-03,,,0.21,1.33,2.81,12.28
1990-03-04,,,0.21,1.65,1.48,9.78
1990-03-05,,,0.21,2.6,0.13,11.94
1990-03-06,,,0.21,1.81,0.0,11.38
1990-03-07,,,0.21,1.67,0.04,12.43
1990-03-08,,,0.22,1.5,0.15,12.43
1990-03-09,,,0.22,0.92,4.42,10.77
1990-03-10,,,0.21,1.3,0.4,12.74
1990-03-11,,,0.21,1.65,0.0,12.43
1990-03-12,,,0.21,1.79,0.0,12.78
1990-03-13,,,0.21,2.58,0.0,15.55
1990-03-14,,,0.21,2.63,0.0,14.95
1990-03-15,,,0.21,2.85,0.0,13.8
1990-03-16,,,0.21,1.78,0.0,11.42
1990-03-17,,,0.21,2.3,0.0,12.32
1990-03-18,,,0.21,2.4,0.0,14.11
1990-03-19,,,0.21,2.12,0.0,13.67
1990-03-20,,,0.21,2.0,0.0,13.4
1990-03-21,,,0.21,1.83,0.0,11.15
1990-03-22,,,0.21,3.13,0.0,11.67
1990-03-23,,,0.21,4.2,0.0,13.58
1990-03-24,,,0.21,2.12,0.43,12.13
1990-03-25,,,0.21,2.81,0.0,13.44
1990-03-26,,,0.21,3.2,0.0,11.85
1990-03-27,,,0.21,3.63,0.0,13.88
1990-03-28,,,0.21,2.64,0.0,11.69
1990-03-29,,,0.21,3.05,0.0,9.65
1990-03-30,,,0.21,4.14,0.0,12.58
1990-03-31,,,0.22,2.91,1.98,11.48
1990-04-01,,,0.23,1.99,11.68,13.14
1990-04-02,,,0.21,1.7,14.96,10.38
1990-04-03,,,0.21,2.5,0.36,10.49
1990-04-04,,,0.21,3.29,0.0,10.74
1990-04-05,,,0.22,2.37,0.0,11.84
1990-04-06,,,0.21,1.73,12.37,12.1
1990-04-07,,,0.21,1.96,2.26,9.69
1990-04-08,,,0.24,2.88,7.7,11.01
1990-04-09,,,0.22,2.0,25.51,10.15
1990-04-10,,,0.21,2.48,2.21,11.08
1990-04-11,,,0.21,3.45,0.08,9.8
1990-04-12,,,0.2,5.03,0.0,9.44
1990-04-13,,,0.21,4.58,0.0,12.57
1990-04-14,,,0.21,4.05,0.0,16.12
1990-04-15,,,0.2,4.23,0.0,14.22
1990-04-16,,,0.21,6.23,0.0,16.87
1990-04-17,,,0.21,4.25,0.0,13.59
1990-04-18,,,0.21,3.52,0.0,13.43
1990-04-19,,,0.21,3.72,0.0,12.49
1990-04-20,,,0.2,4.47,0.0,13.04
1990-04-21,,,0.2,5.61,0.0,13.04
1990-04-22,,,0.2,4.21,0.0,9.75
1990-04-23,,,0.2,4.66,6.28,11.79
1990-04-24,,,0.21,4.82,0.2,11.87
1990-04-25,,,0.21,3.97,0.6,10.71
1990-04-26,,,0.21,3.65,1.3,11.93
1990-04-27,,,0.22,3.32,0.79,14.03
1990-04-28,,,0.22,3.25,15.08,14.72
1990-04-29,,,0.21,2.21,8.0,12.72
1990-04-30,,,0.22,2.09,6.68,12.48
1990-05-01,,,0.21,1.93,8.02,12.37
1990-05-02,,,0.21,3.23,2.22,14.4
1990-05-03,,,0.21,2.63,0.19,13.29
1990-05-04,,,0.21,3.29,0.0,13.56
1990-05-05,,,0.21,4.53,0.0,13.8
1990-05-06,,,0.21,4.29,0.0,12.95
1990-05-07,,,0.21,4.67,0.0,12.96
1990-05-08,,,0.21,3.83,0.0,13.01
1990-05-09,,,0.21,3.99,0.0,14.69
1990-05-10,,,0.21,2.73,0.94,14.07
1990-05-11,,,0.21,2.82,2.12,14.71
1990-05-12,,,0.21,3.71,0.04,15.72
1990-05-13,,,0.2,3.55,0.15,15.38
1990-05-14,,,0.21,4.5,0.0,16.33
1990-05-15,,,0.2,4.52,0.0,16.27
1990-05-16,,,0.2,5.0,0.0,16.88
1990-05-17,,,0.2,4.63,0.0,16.36
1990-05-18,,,0.2,4.97,0.0,16.42
1990-05-19,,,0.2,6.14,0.0,18.57
1990-05-20,,,0.2,4.0,0.0,16.54
1990-05-21,,,0.2,6.2,0.0,19.29
1990-05-22,,,0.2,6.26,0.0,19.05
1990-05-23,,,0.2,5.71,0.0,18.49
1990-05-24,,,0.2,6.67,0.0,17.86
1990-05-25,,,0.2,6.73,0.0,18.38
1990-05-26,,,0.2,5.73,0.0,17.96
1990-05-27,,,0.2,4.83,0.0,17.98
1990-05-28,,,0.2,5.24,0.0,17.14
1990-05-29,,,0.2,4.85,0.0,16.5
1990-05-30,,,0.2,5.7,0.0,15.86
1990-05-31,,,0.2,6.3,0.0,17.56
1990-06-01,,,0.2,4.88,0.0,17.59
1990-06-02,,,0.2,5.83,0.0,19.18
1990-06-03,,,0.2,5.09,0.0,18.02
1990-06-04,,,0.2,4.78,0.0,20.11
1990-06-05,,,0.2,5.49,0.17,20.24
1990-06-06,,,0.19,5.62,0.0,19.78
1990-06-07,,,0.19,5.83,0.0,18.14
1990-06-08,,,0.19,5.83,0.0,18.65
1990-06-09,,,0.19,8.16,0.0,21.88
1990-06-10,,,0.19,5.93,0.0,19.25
1990-06-11,,,0.19,4.78,0.0,17.94
1990-06-12,,,0.19,5.39,0.0,18.28
1990-06-13,,,0.19,5.77,0.0,17.55
1990-06-14,,,0.19,5.34,0.0,17.35
1990-06-15,,,0.19,6.62,0.0,18.83
1990-06-16,,,0.19,6.07,0.0,18.37
1990-06-17,,,0.19,5.1,0.0,18.18
1990-06-18,,,0.19,7.44,0.0,21.65
1990-06-19,,,0.19,7.24,0.0,19.74
1990-06-20,,,0.19,7.64,0.0,21.52
1990-06-21,,,0.19,5.98,0.0,21.02
1990-06-22,,,0.19,6.9,0.0,21.69
1990-06-23,,,0.19,7.34,0.0,21.36
1990-06-24,,,0.19,5.14,0.0,19.97
1990-06-25,,,0.19,6.37,0.0,21.18
1990-06-26,,,0.19,5.5,0.0,20.96
1990-06-27,,,0.19,5.19,0.0,20.68
1990-06-28,,,0.19,7.47,0.0,23.24
1990-06-29,,,0.19,6.21,0.0,19.1
1990-06-30,,,0.18,5.69,0.0,20.11
1990-07-01,,,0.18,8.16,0.0,23.94
1990-07-02,,,0.19,7.86,0.0,23.38
1990-07-03,,,0.18,5.92,0.0,22.08
1990-07-04,,,0.19,8.24,0.0,25.44
1990-07-05,,,0.18,4.72,0.0,21.36
1990-07-06,,,0.18,6.8,0.0,22.41
1990-07-07,,,0.18,7.21,0.0,22.45
1990-07-08,,,0.18,6.18,0.0,21.76
1990-07-09,,,0.18,5.15,0.0,21.7
1990-07-10,,,0.18,5.54,0.0,21.91
1990-07-11,,,0.18,8.17,0.0,23.74
1990-07-12,,,0.18,7.59,0.0,22.81
1990-07-13,,,0.18,6.57,0.0,21.36
1990-07-14,,,0.18,5.75,0.0,19.25
1990-07-15,,,0.18,7.14,0.0,22.16
1990-07-16,,,0.18,9.72,0.0,23.96
1990-07-17,,,0.18,7.36,0.0,22.67
1990-07-18,,,0.18,4.9,0.0,21.81
1990-07-19,,,0.18,8.23,0.0,24.52
1990-07-20,,,0.18,7.7,0.0,24.0
1990-07-21,,,0.18,7.49,0.0,23.5
1990-07-22,,,0.18,5.24,0.0,24.73
1990-07-23,,,0.18,4.42,0.0,23.95
1990-07-24,,,0.18,5.89,0.0,23.1
1990-07-25,,,0.18,8.62,0.0,24.72
1990-07-26,,,0.18,6.21,0.0,23.31
1990-07-27,,,0.17,6.52,0.0,24.31
1990-07-28,,,0.18,7.63,2.39,24.01
1990-07-29,,,0.18,5.25,0.1,21.73
1990-07-30,,,0.18,6.97,0.0,21.74
1990-07-31,,,0.17,6.39,0.0,22.32
1990-08-01,,,0.17,7.36,0.0,22.78
1990-08-02,,,0.17,6.47,0.0,21.0
1990-08-03,,,0.18,6.67,0.0,22.06
1990-08-04,,,0.17,5.92,0.0,24.37
1990-08-05,,,0.17,6.89,0.0,23.98
1990-08-06,,,0.17,7.7,0.0,24.62
1990-08-07,,,0.17,6.89,0.0,22.06
1990-08-08,,,0.17,6.61,0.0,23.91
1990-08-09,,,0.17,5.36,0.0,23.81
1990-08-10,,,0.17,5.25,0.0,21.95
1990-08-11,,,0.17,6.18,0.0,21.97
1990-08-12,,,0.17,6.47,0.0,21.84
1990-08-13,,,0.17,6.97,0.0,22.91
1990-08-14,,,0.17,6.16,0.0,23.02
1990-08-15,,,0.17,6.46,0.0,22.32
1990-08-16,,,0.17,8.75,0.0,24.85
1990-08-17,,,0.17,5.91,0.0,22.3
1990-08-18,,,0.17,6.03,0.0,22.67
1990-08-19,,,0.17,6.11,0.0,24.26
1990-08-20,,,0.17,3.94,0.54,22.79
1990-08-21,,,0.17,4.21,0.0,21.21
1990-08-22,,,0.17,5.55,0.0,20.95
1990-08-23,,,0.17,5.24,0.0,20.59
1990-08-24,,,0.17,5.45,0.0,22.26
1990-08-25,,,0.17,5.34,0.0,22.01
1990-08-26,,,0.17,8.13,0.0,25.85
1990-08-27,,,0.17,5.95,0.0,22.84
1990-08-28,,,0.17,5.12,0.0,23.58
1990-08-29,,,0.17,4.4,0.0,22.93
1990-08-30,,,0.16,5.26,0.0,21.91
1990-08-31,,,0.17,6.65,0.0,23.97
1990-09-01,,,0.17,4.38,0.0,21.54
1990-09-02,,,0.17,4.56,0.0,21.75
1990-09-03,,,0.17,4.95,0.0,22.92
1990-09-04,,,0.17,4.35,0.0,21.7
1990-09-05,,,0.17,5.15,0.0,21.44
1990-09-06,,,0.16,5.32,0.0,22.19
1990-09-07,,,0.16,5.44,0.0,22.73
1990-09-08,,,0.17,6.36,0.0,24.47
1990-09-09,,,0.17,2.98,0.7,21.66
1990-09-10,,,0.17,4.38,0.02,23.47
1990-09-11,,,0.17,3.26,0.0,22.63
1990-09-12,,,0.17,3.67,0.0,22.53
1990-09-13,,,0.16,3.81,0.0,22.23
1990-09-14,,,0.16,4.45,0.0,22.09
1990-09-15,,,0.17,3.61,0.0,22.35
1990-09-16,,,0.17,3.32,0.0,22.89
1990-09-17,,,0.17,2.5,3.16,22.09
1990-09-18,,,0.16,3.19,0.58,21.81
1990-09-19,,,0.16,3.3,0.18,22.95
1990-09-20,,,0.16,3.04,1.63,21.33
1990-09-21,,,0.16,4.64,0.0,22.53
1990-09-22,,,0.16,5.32,0.0,22.64
1990-09-23,,,0.16,3.85,0.0,23.77
1990-09-24,,,0.16,4.32,0.0,21.21
1990-09-25,,,0.16,2.83,0.33,20.23
1990-09-26,,,0.16,2.17,0.0,17.53
1990-09-27,,,0.16,3.53,0.0,21.38
1990-09-28,,,0.16,2.7,0.0,21.99
1990-09-29,,,0.16,2.57,0.0,22.3
1990-09-30,,,0.16,3.08,2.46,23.1
1990-10-01,,,0.16,2.96,0.0,19.85
1990-10-02,,,0.16,3.19,1.42,20.21
1990-10-03,,,0.16,2.7,0.01,19.52
1990-10-04,,,0.16,2.72,0.0,19.0
1990-10-05,,,0.16,2.8,0.0,17.83
1990-10-06,,,0.16,2.64,0.0,18.33
1990-10-07,,,0.16,2.31,0.0,17.03
1990-10-08,,,0.16,4.8,0.0,17.8
1990-10-09,,,0.16,3.5,0.0,15.79
1990-10-10,,,0.16,3.33,0.0,15.82
1990-10-11,,,0.16,3.55,0.0,15.77
1990-10-12,,,0.16,2.39,0.0,14.61
1990-10-13,,,0.16,1.78,0.15,15.98
1990-10-14,,,0.17,2.07,0.0,17.9
1990-10-15,,,0.16,1.91,9.43,18.14
1990-10-16,,,0.17,1.35,1.93,14.67
1990-10-17,,,0.16,1.42,14.9,15.47
1990-10-18,,,0.17,1.19,0.41,14.22
