date,outflow,volume,inflow_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,34.793,108.788,18.09,,,
1990-01-02,48.469,108.435,17.77,0.04,0.98,4.09
1990-01-03,77.051,108.649,17.77,0.56,1.55,5.08
1990-01-04,78.158,108.702,17.77,0.3,1.3,4.52
1990-01-05,75.244,108.435,17.77,0.4,0.16,5.92
1990-01-06,52.972,109.256,17.8,0.32,0.3,7.82
1990-01-07,62.961,110.275,17.81,0.27,13.37,3.6
1990-01-08,36.27,107.345,17.79,0.02,0.49,1.9
1990-01-09,55.776,108.999,17.78,0.01,0.0,0.26
1990-01-10,60.638,109.341,17.78,0.06,0.0,1.09
1990-01-11,44.808,108.164,17.77,0.0,0.0,-1.11
1990-01-12,51.502,109.309,17.77,0.15,0.0,1.28
1990-01-13,40.314,108.728,17.77,0.18,0.0,1.72
1990-01-14,37.181,109.15,17.77,0.22,0.37,3.36
1990-01-15,27.708,108.683,17.76,0.05,0.66,2.94
1990-01-16,26.387,107.728,17.75,0.09,0.0,1.68
1990-01-17,26.467,108.657,17.77,0.04,0.06,1.66
1990-01-18,33.124,109.336,17.78,0.14,1.23,3.92
1990-01-19,32.275,109.495,17.77,0.05,0.09,0.53
1990-01-20,29.591,109.404,17.77,0.14,0.0,1.41
1990-01-21,24.316,109.294,17.76,0.22,0.0,1.36
1990-01-22,22.75,108.934,17.75,0.5,0.0,4.79
1990-01-23,22.993,108.24,17.76,0.46,0.48,4.98
1990-01-24,28.818,108.702,17.77,0.68,1.34,8.49
1990-01-25,25.598,107.781,17.8,0.15,1.05,9.86
1990-01-26,17.717,106.727,17.8,0.46,10.64,7.28
1990-01-27,10.135,106.515,17.8,0.35,1.13,5.09
1990-01-28,12.383,106.947,17.8,0.37,18.96,4.34
1990-01-29,11.769,107.758,17.79,0.1,0.75,2.27
1990-01-30,21.841,108.931,17.79,0.31,15.1,2.27
1990-01-31,36.6,108.559,17.8,0.82,1.88,8.81
1990-02-01,57.128,107.559,17.81,1.03,11.6,6.55
1990-02-02,68.241,106.526,17.81,0.53,9.67,6.93
1990-02-03,67.629,106.138,17.8,0.3,3.16,9.77
1990-02-04,67.414,107.33,17.79,0.24,0.54,5.55
1990-02-05,49.397,108.176,17.78,0.23,0.0,5.55
1990-02-06,80.203,106.985,17.78,0.63,3.6,8.96
1990-02-07,80.654,106.62,17.77,1.0,1.91,9.75
1990-02-08,86.863,106.735,17.78,0.65,0.84,11.04
1990-02-09,109.276,107.555,17.78,0.47,6.58,9.2
1990-02-10,117.218,107.232,17.78,0.42,0.85,10.68
1990-02-11,77.801,104.353,17.78,0.5,1.83,7.91
1990-02-12,52.069,107.065,17.78,1.99,3.1,10.24
1990-02-13,112.982,110.033,17.78,1.72,1.9,9.28
1990-02-14,122.744,109.773,17.77,0.7,0.1,8.06
1990-02-15,125.601,109.034,17.77,0.69,0.0,7.91
1990-02-16,109.486,106.857,17.77,0.44,0.04,8.8
1990-02-17,111.069,106.616,17.77,0.41,0.07,7.02
1990-02-18,100.933,107.097,17.77,0.33,0.0,7.42
1990-02-19,57.469,107.146,17.77,0.59,4.83,6.55
1990-02-20,103.977,109.09,17.78,0.47,0.1,9.39
1990-02-21,121.641,109.47,17.78,0.55,1.61,9.29
1990-02-22,116.846,108.68,17.77,0.59,0.09,9.51
1990-02-23,121.933,109.478,17.77,0.99,0.0,11.84
1990-02-24,90.484,108.24,17.77,0.91,0.0,12.36
1990-02-25,58.441,108.891,17.77,0.66,1.87,10.46
1990-02-26,32.73,110.09,17.77,1.13,0.06,10.21
1990-02-27,66.266,109.507,17.77,0.95,0.0,9.38
1990-02-28,69.473,109.488,17.77,0.87,0.0,9.33
1990-03-01,65.004,108.848,17.78,0.94,0.1,8.7
1990-03-02,65.994,109.195,17.78,0.74,1.23,5.59
1990-03-03,83.622,109.758,17.77,1.0,0.82,4.34
1990-03-04,69.372,109.044,17.77,2.66,0.0,4.42
1990-03-05,45.517,108.998,17.77,2.84,0.0,5.96
1990-03-06,72.577,108.972,17.75,2.01,0.0,6.4
1990-03-07,62.269,109.01,17.75,2.1,0.0,8.81
1990-03-08,42.725,107.615,17.77,1.23,0.15,10.65
1990-03-09,37.758,107.823,17.77,0.81,4.51,7.4
1990-03-10,37.621,108.827,17.75,0.92,0.19,8.31
1990-03-11,42.16,109.688,17.75,2.49,0.0,13.05
1990-03-12,21.781,107.733,17.75,1.6,2.47,12.35
1990-03-13,26.428,108.195,17.76,1.31,0.09,13.01
1990-03-14,25.314,108.747,17.77,1.03,0.5,8.99
1990-03-15,19.849,108.946,17.75,1.2,0.0,9.13
1990-03-16,23.828,109.348,17.75,1.57,0.0,10.6
1990-03-17,21.499,109.594,17.75,2.05,0.0,12.6
1990-03-18,20.912,109.097,17.75,2.44,0.0,12.62
1990-03-19,15.319,109.138,17.75,2.38,0.0,12.77
1990-03-20,17.811,109.168,17.75,2.07,0.0,13.77
1990-03-21,25.751,109.488,17.75,2.34,0.0,13.79
1990-03-22,21.046,109.363,17.77,1.99,0.0,13.59
1990-03-23,22.531,109.804,17.78,1.45,3.4,11.18
1990-03-24,22.333,109.629,17.78,0.99,1.71,7.53
1990-03-25,29.635,109.953,17.77,1.42,0.38,9.05
1990-03-26,21.541,109.358,17.77,2.05,0.03,6.16
1990-03-27,30.087,109.309,17.77,1.76,0.0,6.07
1990-03-28,47.944,109.625,17.75,1.97,0.0,6.26
1990-03-29,43.422,108.934,17.75,1.37,0.0,5.92
1990-03-30,30.127,108.736,17.75,2.3,0.0,7.24
1990-03-31,34.767,109.192,17.75,3.25,0.0,8.47
1990-04-01,25.039,108.304,17.75,3.47,0.11,10.94
1990-04-02,18.283,108.65,17.78,2.28,1.99,11.65
1990-04-03,27.434,109.778,17.79,0.88,3.54,6.49
1990-04-04,40.386,110.091,17.79,1.65,0.89,7.31
1990-04-05,25.901,108.1,17.8,1.28,4.31,6.4
1990-04-06,29.042,109.097,17.81,0.99,7.94,4.76
1990-04-07,19.012,109.176,17.8,1.33,6.14,6.51
1990-04-08,20.428,109.557,17.8,1.73,0.24,7.57
1990-04-09,21.408,109.149,17.8,1.73,1.58,8.27
1990-04-10,24.355,109.215,17.79,2.02,0.96,5.0
1990-04-11,28.548,108.605,17.79,1.46,2.96,6.44
1990-04-12,19.412,109.199,17.78,2.06,0.11,9.26
1990-04-13,17.795,109.355,17.78,2.02,0.18,10.28
1990-04-14,20.344,109.24,17.78,1.31,4.74,6.43
1990-04-15,17.505,109.393,17.79,1.94,0.84,9.03
1990-04-16,24.065,109.644,17.79,1.71,1.58,7.35
1990-04-17,18.938,109.207,17.79,2.51,2.58,10.41
1990-04-18,24.863,109.435,17.79,1.87,0.61,6.23
1990-04-19,34.53,109.184,17.79,1.92,0.88,6.87
1990-04-20,28.992,109.218,17.82,1.9,0.94,7.19
1990-04-21,34.54,109.523,17.85,1.76,6.4,3.45
1990-04-22,47.802,108.522,17.86,1.63,4.81,4.77
1990-04-23,45.015,106.189,17.86,1.91,4.02,7.64
1990-04-24,61.18,105.9,17.84,1.73,4.48,7.38
1990-04-25,56.366,105.774,17.82,2.2,0.63,7.98
1990-04-26,66.37,104.653,17.81,2.55,0.04,7.94
1990-04-27,19.102,102.807,17.8,4.18,0.0,9.01
1990-04-28,16.226,104.866,17.79,3.88,0.0,12.87
1990-04-29,24.338,107.217,17.78,4.05,0.02,14.72
1990-04-30,20.201,107.95,17.77,4.85,0.15,15.16
1990-05-01,9.613,108.387,17.77,3.82,0.44,14.61
1990-05-02,21.677,109.511,17.77,4.87,0.0,14.64
1990-05-03,22.524,109.07,17.77,5.33,0.0,14.88
1990-05-04,14.239,108.852,17.77,6.45,0.0,14.98
1990-05-05,18.624,109.173,17.77,4.52,0.0,15.91
1990-05-06,22.766,109.055,17.77,3.63,0.25,15.1
1990-05-07,20.046,109.142,17.76,3.72,0.0,15.03
1990-05-08,29.594,109.188,17.77,4.17,0.0,15.05
1990-05-09,31.736,109.165,17.77,2.89,0.23,14.55
1990-05-10,25.022,108.442,17.77,1.87,3.05,10.97
1990-05-11,28.326,108.323,17.76,3.27,0.07,14.14
1990-05-12,15.255,109.256,17.78,3.24,4.51,15.13
1990-05-13,24.82,109.007,17.79,1.57,9.21,11.08
1990-05-14,22.753,108.563,17.78,2.9,0.26,13.02
1990-05-15,29.379,108.567,17.77,2.61,1.37,12.86
1990-05-16,20.955,107.248,17.77,3.46,0.05,13.72
1990-05-17,18.677,107.375,17.77,4.02,3.47,16.34
1990-05-18,17.693,108.405,17.77,2.73,0.06,13.34
1990-05-19,27.806,109.23,17.77,3.28,2.17,13.38
1990-05-20,21.894,108.811,17.77,3.44,0.37,14.62
1990-05-21,22.493,109.667,17.77,3.02,0.75,13.42
1990-05-22,27.873,109.488,17.78,2.84,1.5,11.91
1990-05-23,38.843,109.631,17.78,2.64,5.46,12.24
1990-05-24,23.041,107.548,17.78,2.75,1.88,12.47
1990-05-25,18.198,107.954,17.77,3.58,0.07,15.79
1990-05-26,13.789,108.401,17.77,2.72,2.65,14.34
1990-05-27,21.697,109.176,17.77,2.93,1.11,14.3
1990-05-28,15.447,108.597,17.76,3.27,0.05,14.14
1990-05-29,12.492,108.669,17.75,4.89,0.0,15.89
1990-05-30,20.957,109.507,17.74,3.69,0.0,15.64
1990-05-31,19.362,109.98,17.74,4.67,0.0,17.62
1990-06-01,15.306,109.139,17.75,4.79,0.0,19.61
1990-06-02,20.442,108.601,17.75,3.33,0.0,16.95
1990-06-03,25.111,108.086,17.75,4.61,0.13,18.28
1990-06-04,16.053,107.416,17.79,4.68,0.17,18.16
1990-06-05,16.618,107.42,17.8,1.71,7.55,11.23
1990-06-06,18.115,108.315,17.78,4.32,0.41,12.05
1990-06-07,11.758,107.669,17.78,5.19,0.0,15.88
1990-06-08,18.198,107.349,17.77,4.07,0.0,15.37
1990-06-09,13.042,107.003,17.77,3.11,0.17,15.51
1990-06-10,8.269,106.891,17.76,3.92,0.0,14.83
1990-06-11,13.241,107.458,17.76,5.45,0.08,16.4
1990-06-12,11.325,107.326,17.75,2.91,0.01,14.56
1990-06-13,11.386,107.248,17.76,3.01,0.03,13.51
1990-06-14,13.762,107.289,17.75,3.02,4.26,15.22
1990-06-15,8.18,107.323,17.75,3.72,0.08,15.21
1990-06-16,9.77,107.71,17.76,4.08,0.0,16.39
1990-06-17,10.776,107.931,17.75,2.34,1.23,13.23
1990-06-18,10.864,108.578,17.76,3.51,0.06,12.94
1990-06-19,15.328,108.905,17.77,3.98,6.96,15.77
1990-06-20,22.63,109.374,17.76,2.56,1.32,12.79
1990-06-21,19.938,109.922,17.75,5.09,0.06,13.85
1990-06-22,20.563,109.427,17.74,1.86,0.9,12.58
1990-06-23,18.329,108.552,17.75,5.9,0.06,15.08
1990-06-24,20.251,108.07,17.75,4.33,0.02,17.04
1990-06-25,14.025,108.304,17.76,3.62,0.0,19.0
1990-06-26,15.249,109.105,17.76,3.19,4.06,17.99
1990-06-27,21.745,109.634,17.75,3.41,2.95,18.36
1990-06-28,18.655,108.601,17.75,2.55,0.24,15.41
1990-06-29,22.331,109.085,17.74,3.81,0.0,16.91
1990-06-30,16.629,108.472,17.75,4.66,0.0,16.37
1990-07-01,14.676,108.108,17.74,3.92,0.0,13.49
1990-07-02,11.736,108.21,17.75,5.68,0.65,15.15
1990-07-03,11.358,108.397,17.75,3.85,0.21,14.71
1990-07-04,8.431,108.225,17.74,3.83,0.0,15.19
1990-07-05,7.705,108.642,17.76,5.52,0.12,18.41
1990-07-06,19.391,109.089,17.75,2.49,1.04,14.47
1990-07-07,10.707,108.529,17.74,4.23,0.0,13.0
1990-07-08,7.021,108.326,17.74,5.49,0.0,16.56
1990-07-09,7.848,108.879,17.75,5.96,0.0,17.17
1990-07-10,18.011,109.461,17.74,2.85,0.16,15.54
1990-07-11,24.45,108.927,17.74,6.1,0.0,21.04
1990-07-12,22.223,108.033,17.74,6.6,0.0,22.34
1990-07-13,21.741,107.218,17.75,6.09,0.01,22.53
1990-07-14,15.05,106.419,17.75,4.24,0.04,20.25
1990-07-15,15.304,106.197,17.74,2.89,0.0,15.39
1990-07-16,17.6,105.949,17.74,6.22,0.0,19.98
1990-07-17,18.085,105.4,17.74,6.07,0.0,19.99
1990-07-18,26.791,104.623,17.74,5.33,0.0,20.68
1990-07-19,27.35,103.18,17.74,7.2,0.0,24.21
1990-07-20,20.114,102.406,17.74,6.87,0.0,24.93
1990-07-21,8.438,102.837,17.74,6.39,0.0,25.29
1990-07-22,16.732,104.076,17.75,5.67,0.19,23.91
1990-07-23,9.187,104.475,17.74,3.43,0.07,20.79
1990-07-24,15.726,104.821,17.74,5.21,3.79,21.43
1990-07-25,9.867,104.171,17.74,5.76,0.73,23.72
1990-07-26,12.655,104.12,17.75,4.69,0.05,21.0
1990-07-27,7.85,104.011,17.75,3.64,0.17,18.6
1990-07-28,10.411,104.124,17.75,1.65,3.06,13.0
1990-07-29,10.156,104.039,17.74,3.91,0.12,14.52
1990-07-30,9.494,103.993,17.74,5.17,0.0,18.13
1990-07-31,9.842,103.919,17.75,6.08,0.0,20.71
1990-08-01,9.198,104.011,17.74,4.7,0.0,22.08
1990-08-02,9.869,104.109,17.74,6.16,0.0,23.98
1990-08-03,9.308,103.875,17.74,5.05,0.0,22.32
1990-08-04,9.147,103.985,17.74,4.86,0.0,19.59
1990-08-05,8.58,104.366,17.74,6.87,0.0,23.59
1990-08-06,10.334,105.044,17.75,6.03,0.0,22.48
1990-08-07,11.05,105.344,17.75,4.32,0.0,18.9
1990-08-08,11.828,105.022,17.74,5.31,0.0,16.25
1990-08-09,8.118,104.614,17.74,7.2,0.0,16.92
1990-08-10,7.639,104.625,17.75,5.61,0.0,19.02
1990-08-11,4.768,104.78,17.75,4.94,0.0,19.97
1990-08-12,5.213,105.207,17.75,3.95,0.0,21.01
1990-08-13,3.651,105.915,17.75,4.43,0.0,18.51
1990-08-14,8.155,106.527,17.75,3.74,0.0,18.56
1990-08-15,5.169,106.579,17.75,3.54,0.0,16.22
1990-08-16,4.162,107.221,17.75,4.89,0.05,19.54
1990-08-17,10.038,107.976,17.75,3.46,0.07,15.63
1990-08-18,20.214,108.082,17.74,5.07,0.05,16.47
1990-08-19,15.057,107.834,17.75,5.85,0.0,20.11
1990-08-20,9.656,107.383,17.75,4.06,2.02,22.56
1990-08-21,11.197,107.443,17.75,2.37,5.95,19.11
1990-08-22,17.6,107.642,17.74,3.53,0.3,18.63
1990-08-23,14.415,107.649,17.75,4.43,0.99,18.66
1990-08-24,26.956,108.503,17.75,2.78,17.16,17.93
1990-08-25,20.713,106.865,17.75,2.58,1.33,17.8
1990-08-26,26.469,105.596,17.75,2.78,0.04,17.94
1990-08-27,14.288,104.68,17.75,3.59,0.0,17.6
1990-08-28,24.401,104.862,17.75,3.63,0.0,18.53
1990-08-29,21.929,104.168,17.75,3.06,0.0,20.78
1990-08-30,25.957,104.036,17.66,2.99,5.27,17.88
1990-08-31,18.907,103.462,17.51,2.58,0.73,13.52
1990-09-01,18.344,103.301,17.35,3.04,0.16,16.23
1990-09-02,12.603,102.891,17.18,2.25,0.58,15.6
1990-09-03,10.736,103.264,17.0,3.63,0.0,18.93
1990-09-04,6.065,103.444,16.81,2.74,0.0,17.88
1990-09-05,9.95,104.08,16.63,2.83,0.02,16.71
1990-09-06,10.972,103.982,16.45,2.87,0.0,16.23
1990-09-07,15.286,103.74,16.29,2.87,0.29,17.31
1990-09-08,25.395,103.217,16.12,2.81,0.16,15.45
1990-09-09,14.674,102.337,15.95,2.9,0.0,16.46
1990-09-10,9.943,102.366,15.77,3.01,0.1,16.74
1990-09-11,10.123,102.265,15.61,2.76,0.0,18.51
1990-09-12,12.774,102.511,15.44,2.74,0.89,19.71
1990-09-13,21.638,102.986,15.28,2.28,0.73,18.27
1990-09-14,22.377,102.42,15.12,1.76,1.38,15.38
1990-09-15,15.905,101.944,14.97,2.44,0.06,15.3
1990-09-16,18.146,101.933,14.83,2.19,0.26,15.89
1990-09-17,15.825,101.814,14.67,1.86,0.08,15.8
1990-09-18,14.181,101.796,14.52,2.21,0.0,15.79
1990-09-19,12.229,101.637,14.37,3.49,0.0,17.44
1990-09-20,8.908,102.153,14.23,2.48,1.13,17.48
1990-09-21,12.735,103.074,14.13,2.16,0.06,17.5
1990-09-22,18.364,103.484,14.01,2.05,0.0,15.77
1990-09-23,12.278,103.243,13.88,2.09,0.16,17.1
1990-09-24,8.698,104.618,13.75,1.07,0.49,11.55
1990-09-25,7.95,105.181,13.61,1.27,0.0,9.9
1990-09-26,14.566,105.604,13.47,1.65,0.0,12.53
1990-09-27,31.049,106.03,13.33,1.91,0.0,14.55
1990-09-28,27.182,103.872,13.19,1.86,0.0,17.09
1990-09-29,30.29,102.308,13.07,1.88,4.5,18.88
1990-09-30,17.823,100.558,12.99,2.54,5.14,18.04
1990-10-01,5.223,100.157,12.89,1.24,3.19,14.9
1990-10-02,5.498,101.009,12.77,1.14,0.12,13.2
1990-10-03,7.168,101.789,12.67,1.2,0.0,13.13
1990-10-04,12.227,102.986,12.6,0.9,7.03,10.74
1990-10-05,19.589,103.327,12.53,0.94,0.26,8.88
1990-10-06,18.414,102.152,12.44,2.17,0.0,11.0
1990-10-07,28.722,101.46,12.38,2.01,2.91,13.45
1990-10-08,15.332,99.896,12.32,1.14,2.73,10.28
1990-10-09,22.718,99.141,12.25,0.89,0.16,8.77
1990-10-10,21.852,98.106,12.14,1.67,0.0,9.0
1990-10-11,8.133,97.559,12.03,1.49,0.0,10.93
1990-10-12,5.703,98.422,11.91,1.79,0.0,12.95
1990-10-13,6.379,99.523,11.79,1.68,0.0,17.09
1990-10-14,10.91,100.937,11.73,1.65,2.72,14.5
1990-10-15,6.556,101.835,11.71,0.99,23.68,13.7
1990-10-16,13.294,102.58,11.71,1.39,3.63,12.09
1990-10-17,7.022,102.979,11.7,1.46,10.3,11.98
1990-10-18,8.7,103.927,11.67,0.81,4.86,10.54
1990-10-19,23.168,104.949,11.64,0.62,4.93,8.62
1990-10-20,6.341,103.894,11.57,0.69,0.31,10.17
1990-10-21,8.669,105.79,11.5,0.95,1.52,9.68
1990-10-22,15.799,107.461,11.43,0.96,1.79,10.75
1990-10-23,12.489,107.405,11.37,0.6,8.1,10.07
1990-10-24,22.245,107.624,11.32,0.66,2.3,10.64
1990-10-25,20.676,106.797,11.29,0.55,7.01,8.6
1990-10-26,11.088,106.394,11.28,0.69,11.3,10.11
1990-10-27,18.429,106.857,11.26,0.74,5.09,7.5
1990-10-28,18.023,106.604,11.25,0.75,10.7,8.95
1990-10-29,20.204,107.041,11.25,1.25,5.82,14.0
