like1,parT,chain,KGEval
1.15165710,185.69766000,0.00000000,-0.20416041
1.23036940,621.27450000,0.00000000,-0.24775803
1.21570410,486.84990000,0.00000000,-0.24459396
1.11681310,121.79545600,0.00000000,-0.16391298
1.18212970,924.74335000,0.00000000,-0.25331303
1.21816810,507.30370000,0.00000000,-0.24523000
1.15725950,1008.70180000,0.00000000,-0.25520202
1.23611630,681.56640000,0.00000000,-0.24883232
1.18935500,317.15152000,0.00000000,-0.23407798
1.13236090,1072.91760000,0.00000000,-0.25678681
1.24439160,774.47280000,0.00000000,-0.25043012
1.09177180,92.75462000,0.00000000,-0.13091658
1.18532970,298.12024000,1.00000000,-0.23172295
1.15511370,1012.58374000,2.00000000,-0.25530185
1.13237400,1070.66030000,3.00000000,-0.25671924
1.17592440,952.00464000,1.00000000,-0.25391129
1.13935650,158.92883000,2.00000000,-0.19103667
1.12907400,140.36215000,3.00000000,-0.17907751
1.21722690,499.35895000,1.00000000,-0.24499595
1.12572850,134.94408000,2.00000000,-0.17503371
1.19401380,853.87744000,3.00000000,-0.25187253
1.19310210,336.27377000,1.00000000,-0.23608211
1.13048000,1089.08080000,2.00000000,-0.25721213
1.23149670,632.79535000,3.00000000,-0.24798392
1.23005020,618.16785000,1.00000000,-0.24771145
1.09732940,98.36238000,2.00000000,-0.13839055
1.16769700,986.85803000,3.00000000,-0.25470007
1.17618850,962.26886000,1.00000000,-0.25413401
1.12034080,126.79465000,2.00000000,-0.16836917
1.18780310,309.63340000,3.00000000,-0.23318117
1.15778840,201.32568000,1.00000000,-0.21015663
1.14388010,168.13489000,2.00000000,-0.19601514
1.14759030,176.21701000,3.00000000,-0.19997009
1.12372860,131.83823000,1.00000000,-0.17257640
1.11790680,123.31430000,2.00000000,-0.16529470
1.11153450,114.79037500,3.00000000,-0.15712697
1.10603270,108.03446000,1.00000000,-0.14995514
1.09924630,100.39454000,2.00000000,-0.14093975
1.12782030,138.30579000,3.00000000,-0.17757873
1.10977850,112.57851400,1.00000000,-0.15484591
1.10382640,105.47044000,2.00000000,-0.14702140
1.09021210,91.25431000,3.00000000,-0.12881615
1.09368440,94.63667000,1.00000000,-0.13349678
1.10316230,104.71352400,2.00000000,-0.14615018
1.09857520,99.67510000,3.00000000,-0.14004250
1.13178500,144.96516000,1.00000000,-0.18231889
1.09758370,98.62574000,2.00000000,-0.13872146
1.12318720,131.01842000,3.00000000,-0.17190406
1.11155920,114.82207500,1.00000000,-0.15716013
1.10491360,106.72391000,2.00000000,-0.14845615
1.09398770,94.94002500,3.00000000,-0.13390144
1.09525310,96.21486000,1.00000000,-0.13559634
1.09353260,94.48474000,2.00000000,-0.13328372
1.08997150,91.02450600,3.00000000,-0.12848745
1.21983520,817.01825000,1.00000000,-0.25117031
1.09651850,97.51561000,2.00000000,-0.13729490
1.15020440,182.23592000,3.00000000,-0.20269266
1.10774680,110.07892000,1.00000000,-0.15218474
1.10547320,107.37531000,2.00000000,-0.14920643
1.18290250,893.31537000,3.00000000,-0.25265335
1.09995140,101.15767000,1.00000000,-0.14188995
1.09200290,92.98226000,2.00000000,-0.13123356
1.09099040,92.00339000,3.00000000,-0.12987428
1.09343300,94.38496400,1.00000000,-0.13315475
1.11274200,116.34537000,2.00000000,-0.15869573
1.09183960,92.81963000,3.00000000,-0.13101864
1.09460400,95.55850000,1.00000000,-0.13472484
1.09320150,94.15656000,2.00000000,-0.13283984
1.09031430,91.35268400,3.00000000,-0.12895707
1.09951060,100.68029000,1.00000000,-0.14129827
1.09665230,97.65848500,2.00000000,-0.13747846
1.09058960,91.61487000,3.00000000,-0.12932082
1.09048030,91.51395000,1.00000000,-0.12918086
1.09022940,91.26922600,2.00000000,-0.12883785
1.09525160,96.21345000,3.00000000,-0.13559282
1.09099170,92.00447000,1.00000000,-0.12987500
1.10268250,104.17492000,2.00000000,-0.14552048
1.09060600,91.62939000,3.00000000,-0.12934901
1.09108010,92.08616000,1.00000000,-0.12998595
1.09069690,91.71942000,2.00000000,-0.12946218
1.08992700,90.98595000,3.00000000,-0.12843403
1.09215240,93.12577000,1.00000000,-0.13142627
1.09137450,92.37031600,2.00000000,-0.13038508
1.09097990,91.99259000,3.00000000,-0.12986217
