like1,parw,paralpha,parbeta,pargamma,parlambda_,chain
0.63839483,0.60800475,1.6912552,2.8132482,0.9484385,0.32401815,0.0
0.7760724,0.10196868,4.406627,1.0658145,0.65151286,0.5736567,0.0
0.6891247,0.71102065,0.90577775,2.8975785,0.9455859,0.25635523,0.0
0.87956,0.63869226,3.7812166,2.9020722,0.4260741,2.3574328,0.0
0.75709385,0.95172024,4.9405103,2.7232816,0.51761246,0.31626984,0.0
0.3593883,0.4888638,0.26852816,2.4504147,0.7457603,1.5927262,0.0
0.20956792,0.73228306,0.6651076,1.9604373,0.93172467,1.3725349,0.0
0.73062223,0.7782766,4.942982,2.697282,0.5761677,0.5394185,0.0
0.512334,0.7765396,4.942117,1.1821148,0.6978981,2.2120094,0.0
0.70215595,0.657716,4.742293,2.344114,0.67374927,0.46440896,0.0
0.9025504,0.9161568,4.70127,1.3962554,0.522624,0.5510827,0.0
0.8531908,0.86021394,4.9156713,2.560899,0.7419667,0.5535117,0.0
0.32025146,0.019172227,1.6827223,0.60354155,0.730729,2.7082365,0.0
0.8795296,0.2931657,2.680276,2.813687,0.6282543,0.32474747,0.0
1.4709336,0.3516716,2.1639786,1.1400313,0.15768318,2.9308643,0.0
0.51803946,0.10461366,0.6831821,2.670774,0.54450554,2.916723,0.0
0.5562921,0.66661096,3.2522418,2.356798,0.73968285,1.8381702,0.0
0.71890575,0.6689418,4.11402,1.1970068,0.4555363,1.6764569,0.0
0.34058815,0.6639843,0.726709,1.8720456,0.7030616,2.3375223,0.0
1.0649312,0.69879776,0.9048636,2.6521435,0.09820907,0.5530337,0.0
0.87907267,0.6998253,4.5308332,2.8760958,0.76575595,1.225786,0.0
0.5604227,0.44499418,3.644672,1.9657651,0.6778756,2.226206,0.0
0.36987224,0.38081464,2.2371135,2.985516,0.7817023,1.1610401,0.0
0.65559113,0.20097195,2.8484583,2.0339413,0.48956487,2.8841822,0.0
1.3308773,0.7098948,2.7089827,2.8618002,0.2550456,2.0421324,0.0
0.46202648,0.696967,2.8799129,0.8094232,0.57009447,2.6196468,0.0
0.2807478,0.04477936,2.6434443,0.5311956,0.92805445,1.5894916,0.0
0.7609988,0.31624937,2.7198029,2.1538768,0.43536228,1.2783146,0.0
