like1,parw,paralpha,parbeta,pargamma,parlambda_,chain
0.715393,0.64989376,3.140023,1.0724481,0.7917074,0.7545511,0.0
0.83338386,0.20050512,1.6107181,0.84785646,0.7535265,0.98896736,0.0
0.7260551,0.9911391,2.8527212,1.4313438,0.58584553,1.5027391,0.0
0.8637232,0.113338515,1.5574356,0.5369338,0.84162813,0.6994509,0.0
0.6827733,0.29026207,1.5180153,2.7861207,0.8732224,0.9675852,0.0
0.19464594,0.106382586,1.0617677,1.5968757,0.8970126,1.9126455,0.0
0.76521623,0.1669825,4.744727,2.588839,0.46629375,2.4528236,0.0
1.4767556,0.29572427,0.38313892,1.0022093,0.12819192,2.0501919,0.0
1.1793379,0.36937228,1.6455699,1.9442017,0.3014281,0.6912176,0.0
0.69452256,0.87317115,3.6030962,2.2673614,0.3992981,0.42697787,0.0
1.5035739,0.41304672,2.3150764,0.87254244,0.0126587255,2.9983888,0.0
1.3299266,0.47639972,0.5132894,2.537641,0.2183336,0.44259977,0.0
0.3266281,0.110819966,3.427342,0.6487885,0.92303437,2.6578383,0.0
0.27754804,0.6546437,3.8155477,0.7839099,0.7560635,2.288711,0.0
1.3166636,0.31334415,0.4171953,0.55098724,0.2704835,0.5441143,0.0
0.8719504,0.35209814,0.94369364,1.4703399,0.32754958,1.6996425,0.0
0.8170993,0.23997356,4.0120096,0.9240426,0.7610429,0.56062865,0.0
1.239827,0.43885824,0.18073244,2.7238464,0.422449,0.75434786,0.0
0.53736705,0.92704034,2.531473,0.92158335,0.5305922,2.520065,0.0
1.1578817,0.91000706,1.4995917,2.351285,0.16055945,1.3361735,0.0
1.378751,0.3314772,3.1024604,1.0783004,0.1292912,1.2480059,0.0
0.7586192,0.9206087,2.7341878,2.1298165,0.4503882,1.1130991,0.0
0.7046635,0.044277065,0.49138984,1.7957482,0.41938493,2.285348,0.0
1.3158221,0.27649304,2.8871713,2.8570287,0.24702212,2.1823137,0.0
0.5976113,0.43525088,2.2523751,0.579912,0.680262,1.76649,0.0
0.9356158,0.19330822,0.3496052,1.8837734,0.82752496,0.5785572,0.0
1.3930435,0.51040244,4.662128,1.9988539,0.14113317,1.7753363,0.0
1.4857235,0.05630268,0.4386496,1.5403905,0.013874767,1.0594692,0.0
0.28988335,0.47258157,2.0065775,1.7218347,0.9713255,2.0956852,0.0
1.4916009,0.9064675,3.0605278,0.5507723,0.02390956,1.3215578,0.0
0.8808593,0.59903467,4.799746,0.6182263,0.18188126,0.5366228,0.0
0.71022534,0.17702441,3.4690373,2.7303543,0.35991618,0.35992962,0.0
0.3751291,0.2398141,3.9853027,1.491466,0.96247065,0.94719356,0.0
1.4612222,0.5503483,2.4414597,0.97049737,0.0637329,1.1891052,0.0
0.33069035,0.6068482,2.2410774,2.752661,0.6874846,2.942508,0.0
0.22268479,0.9811634,1.966155,1.9551933,0.9975296,1.6143175,0.0
0.92734873,0.89214826,4.4862757,2.9387438,0.16817684,0.7149134,0.0
0.5363355,0.5347813,1.3918569,2.370148,0.8667871,1.2079773,0.0
0.38939324,0.25020283,1.2924827,1.2960186,0.87964904,1.4024155,0.0
0.75693536,0.1776416,1.8347969,2.6192322,0.403527,2.5901484,0.0
0.7246321,0.9088728,3.4621315,2.5997627,0.36616656,1.4990181,0.0
1.4330719,0.58413255,1.7077476,2.7215617,0.10558096,1.3830869,0.0
0.3264591,0.015083031,0.8243342,2.1558194,0.87667793,1.5583827,0.0
1.1942697,0.10681464,3.123005,2.8662112,0.07445621,0.58813524,0.0
0.19621028,0.26065207,2.8008122,0.77946484,0.88714504,1.9524211,1.0
0.40054154,0.19250265,3.439656,1.4712209,0.6379718,2.1651282,2.0
0.47888005,0.2326944,4.756754,1.5212771,0.9351495,1.3998642,3.0
0.2715478,0.4897566,1.4620574,2.9684637,0.9280917,2.590951,4.0
0.388354,0.5422812,2.8791535,2.5960023,0.6511046,2.5771277,5.0
0.34957317,0.64453197,2.8348317,2.0974057,0.66195464,2.7507846,6.0
0.37627524,0.37736952,2.867877,2.3942084,0.7099089,2.8981292,7.0
0.28719172,0.396065,2.3412616,2.2874844,0.75543594,2.3798168,8.0
0.18790558,0.22919299,0.7256443,1.4450032,0.9904438,1.4079448,9.0
0.32411256,0.5777367,2.532283,1.4750973,0.9065738,2.5391288,10.0
0.4479376,0.97685206,4.2474566,1.8470678,0.5887669,2.5756369,11.0
0.39890978,0.20189027,3.6316564,1.391275,0.9925749,1.6604081,1.0
0.8070253,0.27108017,4.9266667,1.2198651,0.6308625,0.6081158,2.0
0.6136273,0.8906597,4.610661,1.3635879,0.5290381,1.3117902,3.0
0.26768267,0.16624734,2.8394017,1.3086228,0.7716704,2.4107068,4.0
0.52014124,0.4130143,3.9073064,1.4488152,0.7311913,1.1245779,5.0
