date,storage,inflow,outflow
1982-01-01,420448034.689,14.578,16.186
1982-01-02,419922640.555,10.098,16.179
1982-01-03,419598121.217,12.395,16.151
1982-01-04,419094606.792,10.306,16.134
1982-01-05,418550031.477,9.804,16.107
1982-01-06,418214892.595,12.199,16.078
1982-01-07,417881293.943,12.199,16.060
1982-01-08,417335726.947,9.728,16.042
1982-01-09,416530089.741,6.689,16.014
1982-01-10,416102766.374,11.025,15.971
1982-01-11,415736509.650,11.709,15.948
1982-01-12,415728238.007,15.833,15.929
1982-01-13,415511007.722,13.414,15.928
1982-01-14,415410037.571,14.748,15.917
1982-01-15,415112718.192,12.470,15.911
1982-01-16,415226556.205,17.213,15.895
1982-01-17,414871765.379,11.795,15.901
1982-01-18,414487494.517,11.435,15.883
1982-01-19,414349150.232,14.261,15.862
1982-01-20,413747553.351,8.892,15.855
1982-01-21,413525837.629,13.257,15.823
1982-01-22,413234892.679,12.444,15.811
1982-01-23,412826395.217,11.068,15.796
1982-01-24,412489667.115,11.877,15.774
1982-01-25,412095396.080,11.193,15.756
1982-01-26,411912008.359,13.613,15.736
1982-01-27,411486581.459,10.802,15.726
1982-01-28,411018510.265,10.286,15.703
1982-01-29,410639225.851,11.289,15.679
1982-01-30,410190901.527,10.470,15.659
1982-01-31,409464669.934,7.230,15.635
1982-02-01,409032124.783,10.591,15.597
1982-02-02,408809687.446,13.000,15.575
1982-02-03,408139574.950,7.807,15.563
1982-02-04,407844796.956,12.116,15.528
1982-02-05,407295438.475,9.154,15.512
1982-02-06,406847414.188,10.298,15.483
1982-02-07,406145070.432,7.331,15.460
1982-02-08,405883951.366,12.401,15.423
1982-02-09,405556447.992,11.619,15.410
1982-02-10,405334963.653,12.829,15.392
1982-02-11,405286064.261,14.815,15.381
1982-02-12,404900059.806,10.911,15.379
1982-02-13,404417899.326,9.778,15.359
1982-02-14,404002188.259,10.522,15.333
1982-02-15,403566138.492,10.265,15.312
1982-02-16,403472209.038,14.202,15.289
1982-02-17,403043551.713,10.323,15.284
1982-02-18,402856162.039,13.093,15.262
1982-02-19,402484540.681,10.951,15.252
1982-02-20,401857466.074,7.975,15.233
1982-02-21,401429877.398,10.251,15.200
1982-02-22,401212777.635,12.665,15.178
1982-02-23,400569845.155,7.725,15.166
1982-02-24,400405436.703,13.230,15.133
1982-02-25,400014963.807,10.605,15.124
1982-02-26,399113887.531,4.675,15.104
1982-02-27,398791591.268,11.327,15.057
1982-02-28,398894970.172,16.237,15.040
1982-03-01,398419940.284,9.548,15.046
