like1,parw,paralpha,parbeta,pargamma,parlambda_,chain
1.5112687,0.7477077,0.7499769,2.2308838,0.3010532,0.47269505,0.0
0.8879565,0.46494538,4.613633,1.7193943,0.29272544,1.5477618,0.0
1.2689496,0.7748705,3.3975632,2.8183596,0.040676914,1.3053001,0.0
0.9200602,0.42185313,3.0389318,0.92104393,0.23567948,2.0512261,0.0
1.1265335,0.9625504,0.6988239,1.0083625,0.10639811,0.5857264,0.0
1.2314904,0.043504972,1.4198252,1.905941,0.54294807,0.4806411,0.0
0.25695682,0.67254055,0.9323353,0.72430146,0.98451823,1.2457842,0.0
1.1502056,0.30041203,3.9230824,2.1152985,0.82139623,1.7272236,0.0
0.926123,0.3092599,4.2189264,2.5604942,0.20462386,0.30599663,0.0
0.9631513,0.6429847,3.2826552,2.2938259,0.22928023,1.353451,0.0
0.7114316,0.4629003,4.140423,1.1503562,0.96642053,0.36314562,0.0
0.83660334,0.16001002,2.32811,2.1142032,0.99919623,0.34082845,0.0
0.53557247,0.52518123,2.3104646,0.73660785,0.37140387,2.4998941,0.0
0.97345304,0.7927302,3.907696,2.4539032,0.25336057,2.391435,0.0
0.7708319,0.09689873,1.617392,1.0603684,0.26893118,1.6764555,0.0
0.7290089,0.36423862,2.01163,2.7956448,0.5691919,0.6296644,0.0
1.2079045,0.3978283,4.9226394,2.9318018,0.7831012,0.43075055,0.0
0.32153293,0.16702817,1.4413166,0.92182845,0.8821488,1.1730244,0.0
1.3026981,0.6172767,4.4635572,2.5266936,0.90330076,0.9002803,0.0
1.1202369,0.43365425,4.3807693,2.9519234,0.5683706,0.61852545,0.0
0.549522,0.017658578,2.7260175,1.6120483,0.48684266,2.8071346,0.0
1.3167577,0.107634135,1.8326677,1.7255054,0.1881514,2.6668034,0.0
1.3343891,0.20377792,4.6123962,2.5628955,0.9138237,1.1413138,0.0
1.3458157,0.27562746,4.7521973,2.8404326,0.8452203,2.6305156,0.0
0.75308275,0.40344644,2.33761,1.8871299,0.9353388,2.1877444,0.0
0.30838466,0.5926811,2.64897,0.8306759,0.78241473,1.5323225,0.0
1.259683,0.7740679,0.57325035,0.91923416,0.16515493,2.466615,0.0
0.939641,0.16517991,0.016096238,1.7137682,0.9137407,0.5063278,0.0
1.1692538,0.7076551,3.4946258,2.8323166,0.11903736,0.8326798,0.0
0.7298964,0.49666423,2.180741,1.3278022,0.6444988,0.7642642,0.0
1.1198404,0.01707885,1.968395,0.80880207,0.14384294,1.1157964,0.0
0.6445561,0.82957697,1.8118546,2.0705073,0.99924016,1.4389403,0.0
1.0282956,0.42295295,2.072567,2.9247293,0.93726856,1.2098858,0.0
0.49887684,0.86535484,2.280169,1.4219906,0.8516201,0.7693683,0.0
1.1872238,0.96227217,3.3450923,0.7458391,0.18087327,2.8077323,0.0
0.6920677,0.6369994,0.25269094,1.5971248,0.32506526,2.725448,0.0
0.65230846,0.50701565,4.2809954,1.5248047,0.4572387,1.5755283,0.0
0.67622685,0.08698618,4.6811137,1.295028,0.35724375,2.7531092,0.0
0.68574166,0.98251,4.07272,1.225393,0.9018687,1.1143988,0.0
0.8341853,0.91603476,2.8871083,2.57858,0.31638435,2.088117,0.0
0.5063223,0.0068932828,2.0678797,1.6200927,0.7136552,1.1074597,0.0
0.8209122,0.2824193,4.505007,1.8323493,0.4833295,0.61117804,0.0
1.0842446,0.5149279,0.12807228,1.7113703,0.7750115,0.5325133,0.0
1.5328559,0.8328242,4.081269,2.5832074,0.03352396,2.9320726,0.0
1.150354,0.11922852,0.42462125,1.6357642,0.049607836,0.5919284,1.0
0.9834941,0.52570134,3.3335686,2.2380068,0.25570175,1.1424055,2.0
1.108498,0.9912883,4.532469,2.9899666,0.24639477,1.7521747,3.0
0.66417897,0.4332685,3.0039506,1.7464548,0.45047593,1.1652634,4.0
0.48860317,0.15821955,1.6258659,2.792731,0.6536541,2.2173169,5.0
0.927578,0.45954317,1.2550544,0.7469905,0.20486446,1.65777,6.0
0.44455776,0.020336386,2.5847955,1.0160601,0.889408,1.4456328,7.0
0.48643014,0.17757519,1.8301786,1.3201482,0.5036367,1.5563735,8.0
0.886673,0.678467,2.74651,1.8877536,0.97428876,2.499987,9.0
0.32367438,0.1441971,2.1138103,1.0762691,0.6173929,2.6403518,10.0
0.44308126,0.20393142,3.8818002,0.8136669,0.7574944,1.1458311,11.0
0.5848153,0.39607722,3.1351845,1.2095525,0.3741981,1.8282299,1.0
0.9304524,0.33433017,3.854835,2.1069672,0.6680554,2.23958,2.0
0.5206834,0.68137884,2.0239656,0.58161354,0.570557,1.5386465,3.0
0.83691025,0.78501976,1.2214522,2.7577195,0.5101194,1.0241455,4.0
0.68485504,0.8399392,1.5508833,2.4833894,0.37936822,1.279522,5.0
0.6323533,0.4213794,3.298486,1.7209425,0.593481,1.9874352,6.0
0.4818582,0.62074035,2.0906959,1.8442075,0.5006414,1.527293,7.0
0.56524986,0.651006,2.199584,1.8083956,0.40708852,1.6544782,8.0
0.51609796,0.31471878,3.6602871,1.2662132,0.4607511,2.2179472,9.0
0.3132151,0.7481328,1.9142165,1.3228897,0.714383,1.560045,10.0
0.37483212,0.18256493,1.6780692,1.149361,0.9789306,0.9318098,11.0
0.78970623,0.41261953,3.4402535,2.0468123,0.42548627,0.9476922,1.0
0.25976366,0.60464543,0.3572521,0.7732298,0.62670404,2.9262738,2.0
0.54782516,0.7243641,2.5927825,1.9187965,0.50626284,1.7366238,3.0
0.3366122,0.2116514,1.5676749,2.0905252,0.61003834,2.183258,4.0
0.8423801,0.7308958,1.4684209,1.1493108,0.39358178,1.2686087,5.0
0.53054965,0.45255968,2.6820972,1.657284,0.579269,1.289968,6.0
0.5010516,0.6878806,3.0163066,1.3010153,0.7590571,1.5505018,7.0
0.5164939,0.83184755,0.8998415,1.0855049,0.89604425,0.8420757,8.0
0.4258665,0.17054462,1.7562509,1.443808,0.9358991,1.1840177,9.0
0.51201993,0.5640196,1.336444,1.206145,0.59187436,1.4651693,10.0
0.28020284,0.6000988,1.2638009,1.195793,0.82940686,1.3227454,11.0
0.88935685,0.62807685,4.147779,1.5589874,0.2333953,1.1293784,1.0
1.0046475,0.64322716,3.4761016,1.9250119,0.8691727,2.4524186,2.0
0.76630646,0.3609368,0.3549869,1.7778779,0.28763288,2.143229,3.0
