like1,parT,chain,KGEval
1.48562420,1408.94600000,0.00000000,
0.96705800,589.26780000,0.00000000,-0.68110026
1.49147020,1672.55770000,0.00000000,
1.43104470,891.34503000,0.00000000,
1.49190690,1783.84380000,0.00000000,
1.25087950,712.21190000,0.00000000,
1.26470880,719.56525000,0.00000000,
1.41972220,859.36390000,0.00000000,
1.44919610,977.82560000,0.00000000,
1.47012720,1154.50110000,0.00000000,
1.04331000,365.10056000,0.00000000,0.23502268
1.48671540,1437.15730000,0.00000000,
1.33408550,319.17175000,1.00000000,0.39603697
0.74637210,454.21980000,2.00000000,-0.03972781
0.80401456,521.74380000,3.00000000,-0.23332547
0.77468437,505.23932000,1.00000000,-0.17820049
0.76913750,435.16995000,2.00000000,0.00934228
0.74295300,470.20465000,3.00000000,-0.08094445
1.48170800,1325.19180000,1.00000000,
0.75274260,446.59810000,2.00000000,-0.02041718
0.93970000,579.40500000,3.00000000,-0.65308628
1.44163480,937.03320000,1.00000000,
0.77017820,502.09730000,2.00000000,-0.16877720
1.02553380,610.83124000,3.00000000,-0.66918224
0.76379470,438.31198000,1.00000000,0.00081343
1.46557020,1105.32910000,2.00000000,
0.74634890,454.25830000,3.00000000,-0.03982559
0.75427157,487.98178000,1.00000000,-0.12793617
1.44391420,948.46387000,2.00000000,
0.74313140,471.10077000,3.00000000,-0.08327443
0.78739405,513.00160000,1.00000000,-0.20207737
0.92429936,573.82830000,2.00000000,-0.59606086
0.74712400,479.79984000,3.00000000,-0.10602872
0.80657830,523.00060000,1.00000000,-0.23839637
0.74664530,479.08527000,2.00000000,-0.10415324
1.48594820,1416.99180000,3.00000000,
0.81383216,526.45680000,1.00000000,-0.25341143
0.77565306,431.71375000,2.00000000,0.01882895
0.74310110,461.32400000,3.00000000,-0.05797674
0.74283150,462.40173000,1.00000000,-0.06076001
0.74254555,466.75125000,2.00000000,-0.07199162
0.74250025,464.57648000,3.00000000,-0.06637208
0.74294406,461.91850000,1.00000000,-0.05951113
0.74285690,469.57867000,2.00000000,-0.07932045
0.74249230,465.74860000,3.00000000,-0.06939824
0.74374485,473.26962000,1.00000000,-0.08892675
0.74258620,463.74470000,2.00000000,-0.06422604
1.04932220,619.76056000,3.00000000,-0.65755486
0.74264425,467.66364000,1.00000000,-0.07435485
0.77229816,503.61353000,2.00000000,-0.17344795
0.74257356,463.83356000,3.00000000,-0.06445521
0.85306334,544.98260000,1.00000000,-0.33543733
0.74260956,467.39056000,2.00000000,-0.07364708
0.77612096,506.18658000,3.00000000,-0.18098376
1.22263960,334.85060000,1.00000000,0.34355090
0.74254644,464.03763000,2.00000000,-0.06498147
0.74248690,465.39444000,3.00000000,-0.06848287
1.36930990,789.29940000,1.00000000,
1.07943520,631.28450000,2.00000000,-0.63929637
0.86885900,552.27704000,3.00000000,-0.37874193
0.74256350,466.95532000,1.00000000,-0.07251976
0.75196650,485.28442000,2.00000000,-0.12060212
0.74250780,466.17490000,3.00000000,-0.07050129
0.75163440,484.96564000,1.00000000,-0.11974302
0.74249420,464.74664000,2.00000000,-0.06681106
0.74248636,465.24762000,3.00000000,-0.06810385
0.74249950,465.98352000,1.00000000,-0.07000609
0.74248636,465.28000000,2.00000000,-0.06818743
0.78079224,509.13028000,3.00000000,-0.18984366
1.02785610,611.68866000,1.00000000,-0.66877921
0.74344590,460.23288000,2.00000000,-0.05516422
0.83438080,535.96075000,3.00000000,-0.29431521
