like1,parT,chain,KGEval
2.26684470,617.61040000,0.00000000,-1.04062259
2.30643990,657.72754000,0.00000000,-0.89664220
2.19926140,227.89230000,0.00000000,-4.70072610
2.55829620,985.39990000,0.00000000,-0.87036360
2.40224030,771.58650000,0.00000000,-0.70599722
2.55254600,972.46094000,0.00000000,-0.85364691
2.10492850,264.35190000,0.00000000,-4.08045664
2.64097790,136.19034000,0.00000000,-7.48464370
2.43973370,819.93036000,0.00000000,-0.70378284
2.28887410,640.76990000,0.00000000,-0.95064358
3.16973570,94.97803500,0.00000000,-10.09071870
2.50292940,894.15570000,0.00000000,-0.76052875
2.05146270,342.99423000,1.00000000,-3.14804160
2.08461360,421.63654000,2.00000000,-2.50929238
2.18390300,539.68207000,3.00000000,-1.46404606
2.07083940,386.46426000,1.00000000,-2.78413955
2.08307460,277.31235000,2.00000000,-3.89475607
2.04882760,331.88830000,3.00000000,-3.25546412
2.49273130,884.30720000,1.00000000,-0.75319522
2.08070250,415.29050000,2.00000000,-2.57160869
2.22793050,212.97057000,3.00000000,-5.00784474
2.16546000,522.05084000,1.00000000,-1.58935868
2.07124070,387.38416000,2.00000000,-2.77729417
2.13086400,252.71744000,3.00000000,-4.26128769
2.06665800,373.58942000,1.00000000,-2.88342256
2.05586360,352.73886000,2.00000000,-3.05899146
2.05244180,311.03775000,3.00000000,-3.47603953
2.06924060,382.31537000,1.00000000,-2.81538660
2.19767260,551.66020000,2.00000000,-1.38557479
2.11934900,466.98780000,3.00000000,-2.05432467
2.04950200,319.59085000,1.00000000,-3.38240875
2.05600710,353.02756000,2.00000000,-3.05642608
2.04948950,336.30920000,3.00000000,-3.21191630
2.18229410,235.08624000,1.00000000,-4.56500328
2.05235030,311.23520000,2.00000000,-3.47382446
2.05409620,349.30966000,3.00000000,-3.08979328
2.04913100,321.56177000,1.00000000,-3.36147091
2.04864220,326.72504000,2.00000000,-3.30770029
2.04855750,329.30667000,3.00000000,-3.28139612
2.04878350,323.67350000,1.00000000,-3.33929686
2.10062170,444.72610000,2.00000000,-2.26965136
2.04859520,329.99133000,3.00000000,-3.27448798
2.04917760,334.45026000,1.00000000,-3.23010042
2.04861520,327.02057000,2.00000000,-3.30467481
2.04866390,330.73540000,3.00000000,-3.26700480
2.05640600,303.67307000,1.00000000,-3.56043225
2.04882760,323.33365000,2.00000000,-3.34284193
2.12471150,474.49243000,3.00000000,-1.98445278
2.04856180,327.87793000,1.00000000,-3.29591201
2.04854800,328.59232000,2.00000000,-3.28864232
2.07107330,387.01640000,3.00000000,-2.78003517
2.04863380,326.83240000,1.00000000,-3.30660381
2.04854680,328.41187000,2.00000000,-3.29048127
2.04855420,329.20160000,3.00000000,-3.28246362
2.04865980,330.70746000,1.00000000,-3.26728239
2.04854630,328.86400000,2.00000000,-3.28588921
2.04855970,327.94230000,3.00000000,-3.29525638
2.17430640,530.38165000,1.00000000,-1.52873279
2.04922900,334.85962000,2.00000000,-3.22607770
2.04866860,330.79233000,3.00000000,-3.26643369
2.04854870,328.42136000,1.00000000,-3.29038407
2.04854700,328.64267000,2.00000000,-3.28813099
2.04854540,328.75336000,3.00000000,-3.28700401
2.07414220,397.46503000,1.00000000,-2.70451931
2.04854660,328.88147000,2.00000000,-3.28571049
2.04854660,328.64667000,3.00000000,-3.28809067
2.04863240,330.45956000,1.00000000,-3.26977163
2.04856600,329.52594000,2.00000000,-3.27918769
2.07559440,402.00920000,3.00000000,-2.67066670
2.04857420,327.61090000,1.00000000,-3.29863550
2.04854680,328.40625000,2.00000000,-3.29053865
2.04854510,328.80392000,3.00000000,-3.28649612
