SNCZI,adjust_Normal_Flood,b_Xinanjiang,CalChanMan1,CalChanMan2,GwLoss,GwPercValue,LakeMultiplier,LowerZoneTimeConstant,LZThreshold,PowerPrefFlow,QSplitMult,ReservoirRnormqMult,SnowMeltCoef,UpperZoneTimeConstant
10,0.9092519879341125,1.4633499383926392,1.6222199201583862,4.653530597686768,0.27506399154663086,0.07218419760465622,1.358199954032898,4549.46044921875,12.411199569702148,1.853390097618103,0.4194069802761078,0.3234969973564148,5.94482946395874,31.67130470275879
25,0.976607084274292,0.33109498023986816,1.164160132408142,3.1076998710632324,0.8922640681266785,1.5530197620391846,1.843520164489746,2093.5302734375,20.1875,1.9133700132369995,13.564297676086426,0.40072205662727356,4.471539497375488,6.785719871520996
33,0.9827089905738831,2.3504698276519775,1.7855799198150635,2.5682899951934814,0.30267098546028137,0.22059200704097748,0.9541550874710083,2796.419921875,6.1964898109436035,0.5064330101013184,8.635090827941895,1.2711000442504883,4.368679523468018,10.947300910949707
36,0.7764840126037598,4.8762593269348145,1.1549700498580933,4.343430042266846,0.37143704295158386,0.5883619785308838,1.3837001323699951,7161.1708984375,4.332850456237793,0.8269080519676208,6.555419921875,1.754369854927063,5.459519386291504,5.097430229187012
52,0.6083369851112366,0.8640440702438354,1.0155400037765503,3.93969988822937,0.7330750823020935,1.0205000638961792,1.6177197694778442,9490.060546875,25.51099967956543,7.551049709320068,5.764069557189941,0.3448300063610077,5.681750774383545,23.881101608276367
53,0.45133453607559204,0.7761593461036682,1.3668212890625,2.815932273864746,0.3189115822315216,0.7746204137802124,1.3164986371994019,3937.427001953125,13.029202461242676,2.611546039581299,5.227477073669434,1.4941965341567993,4.505886554718018,13.925190925598145
58,0.9702600240707397,4.475639820098877,0.9606189727783203,2.709590196609497,0.08323030918836594,0.035743799060583115,0.537322998046875,3198.80029296875,11.11769962310791,0.5021399855613708,2.687080144882202,1.0800498723983765,5.285640239715576,7.253140449523926
68,0.4920157790184021,0.9735788702964783,1.039903998374939,1.866807222366333,0.5685009956359863,1.2915679216384888,1.2777670621871948,4639.2763671875,17.138824462890625,3.557061195373535,9.277022361755371,1.4669767618179321,4.266863822937012,21.35205078125
79,0.8981199860572815,0.5388870239257812,1.817290186882019,0.5955449938774109,0.08712530136108398,0.0510421022772789,0.8361059427261353,361.4010009765625,8.297209739685059,3.4614503383636475,12.29319953918457,0.8544069528579712,4.393489837646484,11.694601058959961
84,0.5108994245529175,1.3303420543670654,1.4263269901275635,3.625143527984619,0.5083456039428711,0.6126961708068848,1.3555947542190552,3781.95361328125,14.945601463317871,3.0419251918792725,5.193675518035889,1.017244577407837,5.054157257080078,13.8838472366333
93,0.5876709222793579,0.16201500594615936,0.8490749001502991,0.5,0.19835400581359863,1.90503990650177,0.534144937992096,277.4339904785156,23.856098175048828,0.7841010689735413,9.966560363769531,1.6686499118804932,2.5,40.0
110,0.6198809742927551,3.3231794834136963,1.4465399980545044,4.400299549102783,0.3249030113220215,0.6434749960899353,1.7823296785354614,2892.39990234375,5.2713398933410645,0.5267170071601868,0.20346400141716003,0.7934150099754333,4.964240550994873,5.088779926300049
