like1,parT,chain,KGEval
0.85215840,373.58652000,0.00000000,0.30932901
0.74150074,1104.91550000,0.00000000,0.30643999
0.70290300,1192.08010000,0.00000000,0.27757005
0.84441760,358.10004000,0.00000000,0.28021474
0.61340094,1527.41770000,0.00000000,0.20986361
0.83003056,707.71240000,0.00000000,0.42465554
0.58395344,1649.03120000,0.00000000,0.18769390
0.64663590,1423.08510000,0.00000000,0.22848834
0.83772840,686.10330000,0.00000000,0.43287280
0.64949120,1409.87520000,0.00000000,0.23131291
0.61550000,2119.66260000,0.00000000,0.14612725
0.87610630,426.23926000,0.00000000,0.36443326
0.61675364,2133.64720000,1.00000000,0.14516480
0.58833270,1891.33920000,2.00000000,0.16059726
0.57789750,1770.18520000,3.00000000,0.16960573
0.58489084,1862.75520000,1.00000000,0.16230257
0.57959956,1695.08640000,2.00000000,0.18069821
0.57817310,1778.92090000,3.00000000,0.16826479
0.58910570,1612.28920000,1.00000000,0.19355358
0.58527500,1865.97600000,2.00000000,0.16213483
0.84999800,369.19500000,3.00000000,0.30194412
0.61720870,2138.45780000,1.00000000,0.14483804
0.58847255,1617.49150000,2.00000000,0.19271188
0.58668520,1877.97460000,3.00000000,0.16144474
0.58099145,1674.39450000,1.00000000,0.18391090
0.59632120,1938.91380000,2.00000000,0.15810808
0.57901850,1806.65420000,3.00000000,0.16581217
0.58044624,1679.86710000,1.00000000,0.18306817
0.57858694,1729.39400000,2.00000000,0.17567934
0.57772370,1754.15750000,3.00000000,0.17193807
0.77921650,993.34326000,1.00000000,0.35750241
0.57800490,1772.68140000,2.00000000,0.16920102
0.57833886,1733.88390000,3.00000000,0.17498329
0.58011943,1685.77320000,1.00000000,0.18215274
0.57873124,1722.51530000,2.00000000,0.17668775
0.57754510,1759.25730000,3.00000000,0.17124678
0.57785654,1769.08910000,1.00000000,0.16977935
0.57876635,1721.74180000,2.00000000,0.17679322
0.57780990,1749.42570000,3.00000000,0.17262021
0.62035334,2176.71500000,1.00000000,0.14206336
0.59787360,1955.29960000,2.00000000,0.15713833
0.57811590,1774.43090000,3.00000000,0.16892635
0.57783740,1746.35020000,1.00000000,0.17305485
0.57754190,1758.26770000,2.00000000,0.17138507
0.75999737,1040.65950000,3.00000000,0.33311730
0.57821000,1738.70870000,1.00000000,0.17419067
0.66040140,1357.30540000,2.00000000,0.24425557
0.57761616,1755.69510000,3.00000000,0.17173623
0.57777980,1767.10990000,1.00000000,0.17009039
0.57765406,1762.68880000,2.00000000,0.17075333
0.57757910,1760.47830000,3.00000000,0.17107436
0.61348050,1527.20030000,1.00000000,0.20991014
0.58408064,1857.27840000,2.00000000,0.16267567
0.58224390,1661.23630000,3.00000000,0.18590916
0.57772050,1764.18820000,1.00000000,0.17053191
0.57756070,1759.94170000,2.00000000,0.17114701
0.57754534,1757.81840000,3.00000000,0.17144662
0.57772684,1764.29420000,1.00000000,0.17051652
0.57754480,1759.22580000,2.00000000,0.17125095
0.57757336,1756.69170000,3.00000000,0.17160105
