like1,parT,chain,KGEval
1.11877160,522.56354000,0.00000000,-1.66230666
1.16592650,394.08650000,0.00000000,-1.67422232
1.22506600,110.36840000,0.00000000,-1.87739438
1.00917910,1325.83970000,0.00000000,-1.66054168
1.11710130,528.17804000,0.00000000,-1.66207618
1.25354470,199.30437000,0.00000000,-1.77648796
1.17386130,376.74384000,0.00000000,-1.67617190
1.02042020,1075.89380000,0.00000000,-1.66040035
1.25330040,196.76819000,0.00000000,-1.77998926
1.00477250,1524.98060000,0.00000000,-1.66057006
1.24055410,275.45676000,0.00000000,-1.69807941
1.19531260,346.83255000,0.00000000,-1.68088640
1.03061600,934.75867000,1.00000000,-1.66024733
1.00188110,2115.20260000,2.00000000,-1.66058238
1.00312580,1614.96950000,3.00000000,-1.66057780
1.12183760,512.71620000,1.00000000,-1.66267640
1.00188110,2138.96310000,2.00000000,-1.66058238
1.00188110,2163.54080000,3.00000000,-1.66058238
1.00278600,1775.04370000,1.00000000,-1.66058201
1.00606970,1425.46880000,2.00000000,-1.66055910
1.00188110,2124.61870000,3.00000000,-1.66058238
1.06603280,709.52350000,1.00000000,-1.65978490
1.04318540,857.05170000,2.00000000,-1.66012301
1.02418740,1004.57983000,3.00000000,-1.66033524
1.00246470,1864.19850000,1.00000000,-1.66058235
1.00188110,1989.70060000,2.00000000,-1.66058238
1.00188110,2052.45170000,3.00000000,-1.66058238
1.00238690,1876.96630000,1.00000000,-1.66058222
1.00188110,2007.96470000,2.00000000,-1.66058238
1.00188110,2055.50900000,3.00000000,-1.66058238
1.00404570,1564.59920000,1.00000000,-1.66057376
1.00254550,1844.60900000,2.00000000,-1.66058234
1.00188110,1984.61390000,3.00000000,-1.66058238
1.00500610,1510.29630000,1.00000000,-1.66056920
1.10530960,570.57320000,2.00000000,-1.66079356
1.00255910,1836.91860000,3.00000000,-1.66058220
1.00188110,2177.95360000,1.00000000,-1.66058238
1.00188110,2052.45170000,2.00000000,-1.66058238
1.00188110,2177.95360000,3.00000000,-1.66058238
1.02710820,969.50510000,1.00000000,-1.66028771
1.00188110,2073.46390000,2.00000000,-1.66058238
1.00188110,2106.21360000,3.00000000,-1.66058238
1.00188110,2054.61620000,1.00000000,-1.66058238
1.00188110,2089.61740000,2.00000000,-1.66058238
1.00188110,2159.61990000,3.00000000,-1.66058238
1.00188110,2109.52500000,1.00000000,-1.66058238
1.00188110,2136.53300000,2.00000000,-1.66058238
1.00188110,2150.03690000,3.00000000,-1.66058238
