like1,parT,chain
0.3063073,320.1862,0.0
0.52005696,216.32297,0.0
1.2501837,1984.7615,0.0
1.2503222,1997.6284,0.0
1.2506922,2033.8961,0.0
0.56064546,406.26602,0.0
1.2323507,1470.0283,0.0
0.9087501,576.3839,0.0
1.2454857,1730.8319,0.0
0.99598455,665.9852,0.0
0.80930847,504.9332,0.0
1.0907351,805.6101,0.0
1.213992,1286.4161,1.0
0.6862833,448.28506,2.0
0.5952916,192.08734,3.0
0.6661286,441.15408,1.0
0.32415825,328.73853,2.0
1.2491419,1900.8595,3.0
1.0472925,729.55817,1.0
0.50988966,91.45498,2.0
0.90024287,568.5107,3.0
1.1580023,987.4808,1.0
1.0578948,746.207,2.0
0.3623342,263.65942,3.0
0.34855616,268.25458,1.0
0.29245558,294.2204,2.0
0.29014876,307.2033,3.0
0.9376346,604.11285,1.0
0.40446097,251.21104,2.0
0.29734662,289.9748,3.0
1.1729821,1046.4734,1.0
0.3401892,335.2315,2.0
0.28904057,299.44547,3.0
0.2895467,298.1941,1.0
1.2469773,1783.8253,2.0
1.171719,1041.0098,3.0
0.29132771,308.91614,1.0
0.2888693,304.18082,2.0
0.28861457,301.81314,3.0
0.2959446,313.4663,1.0
0.28943846,305.8302,2.0
0.28860998,302.01215,3.0
0.31901774,279.17508,1.0
0.29353946,293.18918,2.0
0.9993904,669.8313,3.0
1.2494432,1923.069,1.0
0.63825595,431.36554,2.0
0.42192245,362.79297,3.0
0.28898612,304.60773,1.0
0.28869775,303.30994,2.0
0.7003112,453.7114,3.0
0.29172283,309.40588,1.0
0.7801191,489.6186,2.0
0.6217824,129.19318,3.0
0.99697447,667.0995,1.0
0.28932455,298.685,2.0
0.28863668,301.4329,3.0
0.4131835,248.86745,1.0
0.32348427,277.34882,2.0
1.2491411,1900.8,3.0
0.28866938,303.09647,1.0
0.28862178,302.55432,2.0
0.52153295,215.87373,3.0
0.28878775,303.82166,1.0
0.28864044,302.8174,2.0
0.28861222,302.31528,3.0
0.77748173,488.25266,1.0
0.2892673,305.4194,2.0
0.28871548,303.42615,3.0
0.29688695,290.32938,1.0
0.29032487,296.81964,2.0
0.28886265,300.0648,3.0
