like1,parT,chain
1.1278563,211.81079,0.0
1.4668492,1540.7727,0.0
1.4643589,1012.0308,0.0
1.4519625,604.4125,0.0
0.59147346,101.35932,0.0
1.4681079,2087.461,0.0
1.4465607,564.57855,0.0
1.466925,1565.5619,0.0
1.4659486,1296.0294,0.0
1.450813,595.2585,0.0
1.4680812,2071.9595,0.0
1.4680765,2069.2292,0.0
1.3574433,352.8859,1.0
1.4639527,959.2239,2.0
1.1674868,227.1226,3.0
1.4213634,458.0298,1.0
1.4277618,476.8986,2.0
1.3401371,334.9203,3.0
1.4637074,930.304,1.0
1.0897897,198.8531,2.0
1.4387362,521.3757,3.0
1.4573929,664.54315,1.0
1.4396992,525.9739,2.0
1.4208678,456.68924,3.0
0.84872353,143.86671,1.0
0.7189539,122.61302,2.0
0.654065,111.986176,3.0
1.4594725,707.95654,1.0
1.1095585,205.4219,2.0
1.068744,192.28432,3.0
1.3494735,344.35468,1.0
1.2701827,278.08273,2.0
0.858406,145.53883,3.0
1.3754828,374.24915,1.0
1.4643272,1007.6578,2.0
1.302159,300.68588,3.0
0.88355184,150.10622,1.0
1.2027769,242.51326,2.0
0.73808,125.73277,3.0
1.3394539,334.25,1.0
0.94504106,161.89848,2.0
1.2146112,248.07425,3.0
1.0482073,186.33072,1.0
0.610491,104.746956,2.0
0.73446745,125.1429,3.0
1.2112694,246.48509,1.0
0.81361055,138.08354,2.0
0.9611912,165.18393,3.0
