like1,parT,chain
0.5100381,537.42554,0.0
0.5022302,171.69243,0.0
1.0934918,1549.6581,0.0
1.1895559,330.75687,0.0
0.5078319,554.7658,0.0
0.7527369,873.9057,0.0
0.8359682,990.6418,0.0
0.70042104,809.05383,0.0
0.5110624,174.62451,0.0
1.1851332,2122.227,0.0
1.1748757,2016.9835,0.0
0.85998166,1026.8777,0.0
0.8623972,68.449646,1.0
0.55674726,490.37314,2.0
1.1873045,2148.5874,3.0
0.6144934,714.33575,1.0
0.9581626,1201.8225,2.0
0.7961719,226.84895,3.0
0.77735233,84.209236,1.0
0.7750897,223.5411,2.0
0.73497057,851.30994,3.0
1.131829,1722.9984,1.0
0.5202699,600.7511,2.0
0.5158027,176.01106,3.0
0.49251145,167.3738,1.0
0.4864734,163.05516,2.0
0.60911715,117.91172,3.0
0.5426212,634.5508,1.0
0.5175325,594.65826,2.0
0.5120506,574.71204,3.0
0.59535724,694.36774,1.0
1.0493768,1408.2975,2.0
0.5289423,615.8966,3.0
0.96289533,255.42381,1.0
0.5891621,122.400085,2.0
0.49333024,148.5123,3.0
0.9953608,46.740578,1.0
1.1606947,1901.6211,2.0
0.8277829,978.4715,3.0
0.48438832,160.12308,1.0
0.4868672,152.87236,2.0
0.6551951,204.14809,3.0
0.51268166,531.1935,1.0
0.9850269,1255.8813,2.0
0.60281795,702.19684,3.0
0.514303,585.3312,1.0
0.5112679,570.04846,2.0
0.50939524,539.4831,3.0
0.55189055,131.06004,1.0
1.1714424,1986.4309,2.0
0.5148128,527.4272,3.0
1.1644117,1929.3617,1.0
0.6739159,104.89787,2.0
0.53999543,133.97652,3.0
0.64682657,747.78467,1.0
1.1866988,326.8395,2.0
0.9081169,1108.8481,3.0
0.51694286,176.33018,1.0
0.48587355,162.42125,2.0
0.48467705,155.46678,3.0
0.48420587,156.49771,1.0
0.62408423,463.8655,2.0
0.48392418,158.3104,3.0
0.85806584,1023.95233,1.0
0.67252356,775.68976,2.0
0.5564233,651.5585,3.0
0.49392527,148.19888,1.0
1.1586826,1887.053,2.0
0.51673603,524.40796,3.0
0.5497981,131.57753,1.0
0.49572018,147.31635,2.0
0.48484224,155.18576,3.0
0.48557106,154.19954,1.0
0.64183456,201.85426,2.0
0.48429415,156.25497,3.0
0.9047733,1102.8423,1.0
0.48423386,159.77644,2.0
0.5401632,631.3093,3.0
0.48616692,162.73466,1.0
0.48402923,159.10072,2.0
0.48400176,157.28375,3.0
0.6277124,728.0148,1.0
1.1581346,27.742764,2.0
1.0565468,1428.2869,3.0
0.50997823,174.29393,1.0
0.48410186,156.84435,2.0
0.48395988,157.57738,3.0
1.1867969,2142.2783,1.0
1.0730886,1478.2037,2.0
0.48392427,158.31253,3.0
0.48402894,157.14323,1.0
0.4839214,158.12198,2.0
0.4839541,157.63261,3.0
0.63272697,112.99117,1.0
0.68236274,787.51746,2.0
0.6313802,200.00426,3.0
