like1,parT,chain
0.6399732,177.43109,0.0
1.137286,1047.213,0.0
0.64037585,177.95709,0.0
1.1702603,1149.0513,0.0
1.1193295,997.4875,0.0
1.3032393,1815.9965,0.0
1.2168969,1318.579,0.0
1.3292089,2084.305,0.0
1.0383259,813.4813,0.0
1.3227414,2007.2466,0.0
0.9772425,710.4503,0.0
1.1718667,1154.3196,0.0
0.87559277,587.4593,1.0
0.5444577,382.4452,2.0
0.40846372,279.93814,3.0
0.41134578,278.4295,1.0
0.53615344,378.90192,2.0
0.42795524,328.6657,3.0
0.4255846,271.84946,1.0
0.76019186,491.1499,2.0
0.54223865,381.49966,3.0
0.566954,224.3343,1.0
0.79850984,518.90784,2.0
0.5192197,371.62106,3.0
0.8792187,590.99225,1.0
0.42270467,325.7796,2.0
0.39415222,302.85886,3.0
0.43029407,329.9646,1.0
0.3948483,304.19705,2.0
0.39478084,291.31326,3.0
0.43891174,334.55762,1.0
0.39865944,286.67004,2.0
0.39360303,301.49066,3.0
0.41519535,276.5,1.0
0.394028,302.58286,2.0
1.2960712,1759.3086,3.0
0.42102352,273.8365,1.0
0.3930357,298.78427,2.0
0.3931664,296.0779,3.0
0.393438,294.62646,1.0
0.6857611,446.78754,2.0
0.616221,158.37819,3.0
0.3947317,291.3985,1.0
0.3930312,297.1287,2.0
0.98935175,728.58923,3.0
0.39611137,306.12656,1.0
0.39303073,298.7199,2.0
1.1295803,1025.3109,3.0
0.40599793,315.41644,1.0
0.39307648,296.6732,2.0
0.39605168,306.04483,3.0
0.54674673,230.48053,1.0
0.39317685,299.85577,2.0
0.5137032,369.23102,3.0
0.39341918,294.7097,1.0
0.39306775,296.74698,2.0
0.393002,297.76562,3.0
0.3934036,300.84253,1.0
0.39301455,298.4602,2.0
0.39302137,297.26904,3.0
0.39301178,298.4026,1.0
0.39300212,298.0841,2.0
0.39300087,297.92487,3.0
0.39300302,298.13614,1.0
0.3930014,297.81207,2.0
0.4372324,333.6836,3.0
0.393001,297.86493,1.0
0.44190907,264.31784,2.0
0.43076077,330.22028,3.0
0.39300627,297.58405,1.0
0.95654964,681.3571,2.0
0.39300334,298.15198,3.0
