like1,parT,chain
0.37727526,705.43134,0.0
0.4596532,1099.9492,0.0
0.59389806,527.5363,0.0
0.39472815,334.28918,0.0
0.7929548,1949.2705,0.0
0.59404224,526.37555,0.0
0.5524187,1249.891,0.0
0.7677057,1845.7102,0.0
0.7803889,1896.722,0.0
0.80796707,2015.3402,0.0
0.7803518,1896.5698,0.0
0.56335324,468.36685,0.0
0.621924,1397.0121,1.0
0.3380302,942.4957,2.0
0.28178397,823.9635,3.0
0.5311248,1212.1292,1.0
0.30443662,773.20917,2.0
0.7335875,151.38193,3.0
0.28392905,813.16235,1.0
0.4013291,250.62799,2.0
0.8289878,2114.1753,3.0
0.47043186,654.0719,1.0
0.34590313,951.98145,2.0
0.2875882,803.0267,3.0
0.2957418,883.2296,1.0
0.28418714,853.59656,2.0
0.2815966,838.78,3.0
0.29540613,882.5719,1.0
0.7013778,1613.762,2.0
0.28291595,847.8671,3.0
0.34550694,951.488,1.0
0.45668206,1095.7477,2.0
0.29281485,877.2573,3.0
0.40030625,1018.882,1.0
0.30313262,896.0456,2.0
0.281337,834.6274,3.0
0.34789595,954.455,1.0
0.2960401,883.8087,2.0
0.28179213,823.8949,3.0
0.28221402,820.9034,1.0
0.28133938,829.84174,2.0
0.37338042,280.54807,3.0
0.28347802,850.6104,1.0
0.2814762,837.287,2.0
0.28131714,830.62524,3.0
0.6831282,1558.0569,1.0
0.28915823,799.6887,2.0
0.5115175,1178.8728,3.0
0.2813396,834.70264,1.0
0.2857997,859.2557,2.0
0.2812991,832.66394,3.0
0.28136128,829.26117,1.0
0.44965,1085.8784,2.0
0.2812989,831.9443,3.0
0.39618874,1013.37,1.0
0.2816034,838.85443,2.0
0.28132805,834.3481,3.0
0.28264928,818.48785,1.0
0.28143203,827.8874,2.0
0.5387804,1225.5244,3.0
0.28130504,833.2858,1.0
0.28129888,832.61505,2.0
0.28251603,845.6,3.0
0.3212144,921.60583,1.0
0.2813055,831.2528,2.0
0.28129885,831.9584,3.0
0.34987375,956.8829,1.0
0.28130615,833.3631,2.0
0.30169335,893.7541,3.0
0.28130344,831.4092,1.0
0.28130054,832.8786,2.0
0.5305288,437.29388,3.0
