like1,parT,chain
1.3337921,460.07498,0.0
1.3842664,2069.9248,0.0
1.3730233,902.42993,0.0
1.3821582,1499.2958,0.0
1.3803405,1281.604,0.0
0.97792727,170.02953,0.0
1.3808812,1335.9686,0.0
1.3837451,1874.461,0.0
1.3837636,1880.6211,0.0
1.3823351,1529.2332,0.0
1.3482356,537.27,0.0
1.3826828,1594.4723,0.0
1.374941,968.7358,1.0
1.352258,569.3826,2.0
1.295596,369.7061,3.0
1.3728786,898.02185,1.0
1.3621677,679.0484,2.0
1.1442766,241.10155,3.0
1.3813485,1388.8738,1.0
1.3013281,378.94998,2.0
1.1040691,220.62991,3.0
1.2001399,275.62662,1.0
1.3543957,589.02826,2.0
1.3254782,432.32742,3.0
1.1916137,269.8678,1.0
1.3577698,624.1752,2.0
1.102621,219.94867,3.0
1.2318963,299.78995,1.0
0.8818243,141.46988,2.0
1.009238,181.0499,3.0
1.2706425,336.7145,1.0
1.3659157,737.67535,2.0
0.8973017,145.4886,3.0
1.3233285,426.31583,1.0
0.80912185,124.9374,2.0
1.0582874,200.28201,3.0
1.3136665,402.61255,1.0
1.2222369,291.8312,2.0
1.1356806,236.44055,3.0
0.9804161,170.87595,1.0
0.7404294,112.06381,2.0
1.3615886,671.17896,3.0
1.0137751,182.71864,1.0
0.71780497,108.258575,2.0
0.8185296,126.87359,3.0
0.65766233,98.957504,1.0
1.327664,438.8543,2.0
1.2373515,304.44193,3.0
1.010899,181.65707,1.0
0.9284101,154.26534,2.0
0.7453342,112.91555,3.0
0.80876243,124.86423,1.0
0.6004036,91.03624,2.0
0.60507977,91.65292,3.0
0.8801537,141.04668,1.0
0.8169961,126.55524,2.0
1.3119543,398.8671,3.0
0.9240972,152.99365,1.0
0.6432208,96.88116,2.0
1.3726014,889.78564,3.0
0.6623725,99.64741,1.0
0.6322603,95.34182,2.0
0.61655694,93.18903,3.0
0.67718565,101.85837,1.0
0.8241853,128.06184,2.0
0.6423351,96.755646,3.0
0.69688666,104.89835,1.0
0.67074734,100.889755,2.0
0.61421144,92.87257,3.0
0.7397556,111.94746,1.0
0.7003978,105.452484,2.0
0.6111581,92.46253,3.0
0.727546,109.87214,1.0
0.6085394,92.11263,2.0
0.6044868,91.57443,3.0
0.6240176,94.204285,1.0
0.7350029,111.133064,2.0
0.61462754,92.928604,3.0
0.6274206,94.671844,1.0
1.1543823,246.76947,2.0
0.6193473,93.56719,3.0
0.63636714,95.91503,1.0
0.6253994,94.3938,2.0
0.6198328,93.63318,3.0
