like1,parT,chain
1.4451551,794.35767,0.0
1.4434575,1804.3978,0.0
1.4440321,1204.5444,0.0
1.443249,2134.3862,0.0
1.4437068,1502.2891,0.0
1.4459544,644.8837,0.0
1.4439306,1288.4203,0.0
1.446734,569.401,0.0
1.4432566,2120.7178,0.0
1.4434237,1852.133,0.0
1.4433212,2010.0833,0.0
1.4432588,2116.973,0.0
1.0749494,257.02368,1.0
1.4439917,1237.0594,2.0
1.4438683,1343.6312,3.0
1.4433507,1962.5579,1.0
1.4433022,2041.6378,2.0
1.4432942,2055.1877,3.0
1.4434537,1809.631,1.0
1.4441464,1120.7792,2.0
1.4433502,1963.302,3.0
1.443577,1649.2517,1.0
0.7604263,217.44144,2.0
0.7130903,115.37313,3.0
1.4481859,479.34708,1.0
1.4439845,1242.9861,2.0
1.4454948,725.77966,3.0
0.75209874,123.49952,1.0
1.4436665,1545.8472,2.0
0.744485,121.62431,3.0
0.7529679,123.72082,1.0
0.580589,190.37225,2.0
0.713621,157.04654,3.0
1.443302,2042.0099,1.0
1.4432789,2081.3638,2.0
1.4432349,2160.0718,3.0
0.7146173,156.93588,1.0
0.5905977,173.65407,2.0
0.5678086,182.01315,3.0
1.4437326,1475.2092,1.0
0.79148054,139.5943,2.0
1.4437151,1493.4893,3.0
1.4514396,382.93976,1.0
1.4433161,2018.4539,2.0
1.4434592,1802.0765,3.0
1.4442476,1057.624,1.0
1.4433067,2034.0702,2.0
1.4457928,670.098,3.0
1.4438173,1391.19,1.0
1.4435358,1700.5044,2.0
1.443482,1770.7628,3.0
0.6479515,164.98328,1.0
0.5753673,177.67776,2.0
0.5676734,184.02501,3.0
1.4437221,1486.1355,1.0
1.4451793,789.3113,2.0
1.4436314,1585.2736,3.0
0.7536748,123.90235,1.0
0.5799763,190.1907,2.0
0.5907658,173.61862,3.0
0.57249445,178.82181,1.0
1.4440794,1167.6846,2.0
1.4434379,1831.796,3.0
1.444527,947.37256,1.0
1.4433227,2007.6597,2.0
0.6567389,203.61877,3.0
1.4433469,1968.5764,1.0
1.4432315,2166.3901,2.0
1.4435023,1743.8357,3.0
1.446751,567.85077,1.0
1.4452616,772.3453,2.0
1.4447995,874.5925,3.0
1.4485999,463.79968,1.0
0.57487017,177.8593,2.0
0.56879956,180.94215,3.0
0.5912478,192.81596,1.0
0.5721002,187.41457,2.0
0.5680936,184.71385,3.0
0.7595796,125.47859,1.0
0.7500907,152.1502,2.0
0.66988415,205.49342,3.0
1.4511039,389.72836,1.0
1.4433526,1959.571,2.0
1.4432317,2166.0151,3.0
