like1,parT,chain
1.9263597,1109.6744,0.0
0.9162654,225.23463,0.0
1.5370225,440.85657,0.0
1.9703524,1366.7471,0.0
1.9683602,1353.1227,0.0
2.031667,1900.5006,0.0
2.020486,1785.5605,0.0
1.9550595,1267.6841,0.0
2.0430229,2026.9443,0.0
1.971337,1373.5934,0.0
1.9798598,1435.1249,0.0
2.0336106,1921.3962,0.0
1.8807285,920.6848,1.0
1.6857328,551.3476,2.0
1.4368097,388.2911,3.0
1.3380709,346.5101,1.0
1.0254605,252.16364,2.0
0.72169274,157.81718,3.0
1.8574605,845.75543,1.0
1.1934562,297.9525,2.0
1.7126261,581.8365,3.0
1.9244239,1100.2434,1.0
1.6376914,508.42392,2.0
1.8425819,804.3336,3.0
1.1048349,273.05414,1.0
0.33497828,42.58022,2.0
0.66444945,100.1987,3.0
1.3877788,366.82928,1.0
0.6305631,83.64001,2.0
0.74454516,174.57205,3.0
0.7029033,134.97533,1.0
0.61576855,17.787004,2.0
0.59564835,76.381165,3.0
1.6855438,551.14307,1.0
1.9099728,1034.1339,2.0
0.3488933,44.761963,3.0
0.5026871,63.110115,1.0
0.49568796,22.050323,2.0
0.33239284,32.315273,3.0
0.5709485,72.48033,1.0
0.46589848,58.621147,2.0
1.6809273,546.37756,3.0
0.6927581,125.47661,1.0
1.7926737,696.5804,2.0
0.3884528,27.285717,3.0
0.31991103,34.758236,1.0
0.4058297,51.72947,2.0
0.745032,174.84099,3.0
0.33300364,42.23076,1.0
0.31815055,38.4945,2.0
0.3165298,36.626366,3.0
1.1969873,299.05353,1.0
0.7460404,175.3915,2.0
0.33186877,42.02237,3.0
0.40049618,26.539291,1.0
1.3751523,361.55984,2.0
0.7929803,194.04956,3.0
1.5697287,461.0683,1.0
0.482018,60.571564,2.0
0.3651373,28.952362,3.0
0.3211631,39.603294,1.0
0.31745917,38.11483,2.0
0.6732472,106.47791,3.0
0.3330115,32.22703,1.0
0.6692528,103.809265,2.0
0.3479329,44.620956,3.0
0.31795543,35.487366,1.0
0.3187255,38.754868,2.0
0.31650087,37.121117,3.0
0.31742176,38.09125,1.0
0.3186178,35.203262,2.0
0.31652132,36.64726,3.0
0.31692106,36.127407,1.0
0.3165307,36.62426,2.0
0.31647137,36.87269,3.0
0.3170247,37.807148,1.0
0.56861407,72.14253,2.0
0.31654283,37.227203,3.0
0.6825961,116.272026,1.0
0.60113156,77.38326,2.0
0.316769,37.560432,3.0
1.0027211,246.64767,1.0
0.523373,20.96436,2.0
0.3187326,35.15914,3.0
