like1,parT,chain
1.3845,1140.647,0.0
1.3921722,1599.6543,0.0
1.079954,405.10883,0.0
1.3754236,885.12897,0.0
1.3924507,1652.6667,0.0
1.3647001,823.2083,0.0
1.3739815,1047.4675,0.0
1.3964891,2097.3628,0.0
1.3784941,993.6376,0.0
1.3776557,1006.13184,0.0
1.3951993,1982.1824,0.0
1.3972136,2158.3237,0.0
1.2797503,610.2034,1.0
0.6618949,200.01424,2.0
0.87095386,302.56152,3.0
1.3007792,652.77905,1.0
1.1849455,482.3498,2.0
0.89170736,311.92056,3.0
0.7077812,183.93117,1.0
1.3789322,954.2882,2.0
1.2826054,615.6994,3.0
0.7822308,170.60373,1.0
1.228231,527.86633,2.0
0.84580594,292.27325,3.0
1.1248854,428.7817,1.0
0.72244734,251.28789,2.0
0.658124,225.65106,3.0
0.7110862,247.92586,1.0
1.3789215,950.29626,2.0
0.65219206,215.92851,3.0
0.92445517,326.47678,1.0
0.71320873,248.54025,2.0
1.3814604,1100.1719,3.0
1.155708,453.98633,1.0
1.0214279,373.1298,2.0
0.7216673,251.05972,3.0
0.7102778,183.31679,1.0
0.6625912,199.62265,2.0
0.65295947,207.77559,3.0
0.9540656,339.92072,1.0
0.84807295,162.19875,2.0
0.661502,200.24239,3.0
0.6622589,229.42474,1.0
0.65175074,214.71948,2.0
0.653215,207.36687,3.0
0.68017656,238.10222,1.0
1.2950115,642.0515,2.0
0.6516114,211.0167,3.0
0.65173614,214.66652,1.0
0.65145195,212.84161,2.0
0.7514528,259.83466,3.0
0.65643567,203.78792,1.0
0.6521886,209.25371,2.0
0.6514703,211.98659,3.0
0.6527815,208.08545,1.0
0.65146875,212.00699,2.0
0.6515744,213.96776,3.0
0.6564539,222.9389,1.0
0.6519586,215.35724,2.0
0.6515142,211.5664,3.0
0.65149593,211.71547,1.0
0.65145284,212.27853,2.0
0.65144676,212.56007,3.0
0.8453093,292.07324,1.0
0.6514595,212.99728,2.0
0.65144706,212.50214,3.0
1.1241264,428.3855,1.0
0.6514883,213.35304,2.0
0.65144736,212.66982,3.0
0.6514998,213.46182,1.0
1.2636006,580.93134,2.0
0.65144694,212.51411,3.0
0.6514479,212.70084,1.0
0.651447,212.63046,2.0
0.65144676,212.59526,3.0
0.65144914,212.7557,1.0
0.651447,212.6349,2.0
0.65144676,212.57451,3.0
0.6514608,213.01767,1.0
0.65144926,212.7599,2.0
0.651447,212.63101,3.0
0.65148,211.8778,1.0
0.651453,212.27382,2.0
0.6514475,212.47182,3.0
