like1,parT,chain
0.8996666,869.6742,0.0
0.26081038,1324.4431,0.0
0.618762,1735.5414,0.0
0.45096114,371.3183,0.0
0.9197398,815.4315,0.0
0.30263692,1370.9373,0.0
0.2400881,1288.1196,0.0
0.24045685,1255.5714,0.0
0.46094587,360.49625,0.0
0.90112543,731.4293,0.0
0.36071524,1432.1578,0.0
0.38973317,1461.8878,0.0
0.2925617,1360.1388,1.0
0.26677078,1216.1006,2.0
0.24162449,1252.1101,3.0
0.81539166,2054.1016,1.0
0.29117924,1358.7296,2.0
0.24878621,1307.1505,3.0
0.5464894,1073.1309,1.0
0.5994825,520.9251,2.0
0.50107914,1575.7554,3.0
0.46064833,415.5249,1.0
0.6445214,1774.0736,2.0
0.64194226,545.1759,3.0
0.24174199,1251.7961,1.0
0.23784105,1269.9579,2.0
0.43925765,1511.8306,3.0
0.2527135,1313.2543,1.0
0.23911017,1284.4128,2.0
0.23783907,1269.9921,3.0
0.34317127,1413.9327,1.0
0.26774073,1333.0215,2.0
0.4804326,1553.5475,3.0
0.40974373,1482.103,1.0
0.6405738,1768.1023,2.0
0.29314125,1196.1039,3.0
0.24001552,1287.874,1.0
0.23814161,1278.9331,2.0
0.23778757,1274.4625,3.0
0.24021919,1288.5542,1.0
0.23818259,1279.2561,2.0
0.2377927,1274.6069,3.0
0.2491473,1235.8042,1.0
0.23931003,1260.1085,2.0
0.33633688,1406.828,3.0
0.64459723,1774.1884,1.0
0.24561028,1242.1118,2.0
0.43560663,1508.15,3.0
0.23847647,1264.5123,1.0
0.23787077,1269.4874,2.0
0.23776573,1271.975,3.0
0.30278504,1371.1058,1.0
0.23806354,1267.3578,2.0
0.23779228,1270.9824,3.0
0.23815694,1279.0559,1.0
0.2377897,1274.5239,2.0
0.2377619,1272.258,3.0
0.243785,1297.8041,1.0
0.23899078,1283.881,2.0
0.2379326,1276.9194,3.0
0.23776472,1273.5337,1.0
0.2377592,1272.8959,2.0
0.23775955,1272.5769,3.0
0.23776165,1273.291,1.0
0.23775934,1272.633,2.0
0.23775938,1272.962,3.0
0.23776244,1272.2102,1.0
0.23776212,1273.3364,2.0
0.3203759,1390.1802,3.0
0.32439625,1394.375,1.0
0.23776345,1272.1285,2.0
0.23776202,1273.3263,3.0
