like1,parT,chain
1.428481,1207.861,0.0
1.4149464,370.4841,0.0
1.428626,1372.8191,0.0
1.41255,359.868,0.0
1.3991292,325.1852,0.0
1.4280355,923.13873,0.0
1.4277283,813.7486,0.0
1.4286172,1361.0785,0.0
1.428788,1653.9512,0.0
1.4284929,1219.4015,0.0
1.4287124,1504.1304,0.0
1.4284089,1143.1943,0.0
1.4266322,624.162,1.0
0.9500156,26.208431,2.0
1.0092477,175.69682,3.0
1.4280125,913.56964,1.0
1.427111,683.9449,2.0
1.4252324,521.90643,3.0
1.0218167,177.52257,1.0
1.3511814,274.00333,2.0
1.2583729,225.76295,3.0
1.4276313,784.85187,1.0
1.427514,755.95514,2.0
1.4273739,727.05835,3.0
1.4267474,636.7188,1.0
1.1181808,193.03822,2.0
1.4119743,357.75092,3.0
1.409197,348.80164,1.0
1.1678973,93.76156,2.0
0.6540315,134.72919,3.0
1.4231756,452.29047,1.0
1.3928611,314.90652,2.0
1.3097085,246.21454,3.0
1.3993685,325.6167,1.0
0.6520591,125.90922,2.0
1.4275736,769.61115,3.0
0.78700477,151.7159,1.0
0.6734471,138.81255,2.0
1.3131421,248.28172,3.0
0.91231793,163.88371,1.0
0.9084809,105.57467,2.0
0.690255,120.15193,3.0
0.6517246,125.98569,1.0
1.4266187,622.805,2.0
1.3987513,324.5067,3.0
0.91474074,105.17909,1.0
0.68351674,140.43796,2.0
0.6702055,122.808525,3.0
0.6470746,132.39912,1.0
1.082796,187.13371,2.0
0.64417994,129.19241,3.0
0.6490981,133.17358,1.0
0.6441185,129.5414,2.0
0.64521456,131.3575,3.0
1.4228346,444.88156,1.0
0.6467552,127.44056,2.0
0.6449087,131.08487,3.0
1.4284875,1214.1656,1.0
1.4270049,668.48706,2.0
1.3946809,317.7225,3.0
1.249302,222.58153,1.0
0.6456279,131.64224,2.0
0.64456916,130.59183,3.0
0.6446804,130.79576,1.0
0.6442286,129.99408,2.0
0.6441209,129.59325,3.0
0.64815485,126.9467,1.0
0.6442694,129.0158,2.0
0.64425755,130.05032,3.0
0.8631814,159.2456,1.0
0.72256136,145.30154,2.0
1.4210281,416.88458,3.0
0.64426684,130.06702,1.0
0.64415735,129.8042,2.0
0.64415085,129.2786,3.0
1.2634815,227.54926,1.0
0.64428174,130.09253,2.0
0.6442247,129.09396,3.0
0.6444081,130.27495,1.0
0.644141,129.73367,2.0
0.6441194,129.46304,3.0
0.6674059,137.67593,1.0
0.65105855,133.86313,2.0
0.6506773,126.237526,3.0
