like1,parT,chain
1.4166479,1946.7137,0.0
1.4170698,2150.588,0.0
1.4078224,874.2206,0.0
1.4135507,1178.3555,0.0
1.4155172,1560.397,0.0
1.4145908,1349.5648,0.0
1.2168753,432.2958,0.0
1.4126328,1071.9386,0.0
1.4151596,1470.5417,0.0
1.4062423,837.7573,0.0
1.1927075,420.27655,0.0
1.4004422,757.09845,0.0
0.5660653,277.89944,1.0
1.2760246,477.52432,2.0
1.0243919,363.02875,3.0
1.3998834,752.11725,1.0
0.7768461,112.47439,2.0
0.94676816,140.11229,3.0
0.9095107,335.84143,1.0
1.4164356,1858.5685,2.0
1.394525,713.91064,3.0
0.85883397,325.94986,1.0
1.3509113,581.8536,2.0
0.5751162,70.046104,3.0
0.35839158,239.38702,1.0
0.44721514,258.64322,2.0
0.8456567,181.44505,3.0
0.7276541,105.07919,1.0
0.61925846,87.56265,2.0
1.1473055,400.73666,3.0
0.3558166,237.75157,1.0
1.4077727,872.9588,2.0
1.3366709,555.3552,3.0
0.79723173,186.34045,1.0
0.8232027,46.731056,2.0
0.8073942,116.53576,3.0
0.91426474,173.36871,1.0
0.7220143,302.13443,2.0
0.5166748,269.943,3.0
0.66073895,292.4336,1.0
0.49202934,265.9103,2.0
0.7701923,111.54408,3.0
0.78341085,187.5895,1.0
0.39185226,223.11636,2.0
0.36187333,240.87979,3.0
1.4118204,1020.0068,1.0
1.3961477,724.2544,2.0
1.1379251,397.15027,3.0
0.4091227,251.83095,1.0
0.38846907,223.67221,2.0
0.7564002,50.194164,3.0
0.94407785,139.14935,1.0
0.42439505,254.66501,2.0
0.38591084,224.10904,3.0
1.2373807,444.77356,1.0
1.0432253,36.98605,2.0
0.9434478,138.93292,3.0
1.3424971,565.7754,1.0
0.4632557,261.281,2.0
0.3656863,242.19868,3.0
