like1,parT,chain
0.32483038,112.30328,0.0
1.3524256,1193.3896,0.0
1.3512207,1071.0048,0.0
1.3384331,691.1139,0.0
1.3514866,1095.8735,0.0
1.3473262,837.53357,0.0
1.1285062,428.68164,0.0
0.9875462,361.91516,0.0
1.343428,749.033,0.0
1.3506565,1021.67694,0.0
0.28761852,115.70881,0.0
1.3572592,2156.9307,0.0
1.076631,403.41135,1.0
0.7226382,259.5601,2.0
1.3349707,665.2824,3.0
1.0740105,402.1925,1.0
0.7149156,257.2479,2.0
1.2383598,503.14047,3.0
0.79571366,283.25162,1.0
1.3449861,777.6524,2.0
0.4959313,204.58806,3.0
0.35772005,180.80891,1.0
0.85544515,304.74527,2.0
1.3558271,1745.7438,3.0
0.3929565,186.47836,1.0
0.16714819,151.09358,2.0
0.14553164,133.4012,3.0
0.3896403,185.93169,1.0
1.1231219,425.60706,2.0
0.58979374,224.03668,3.0
0.6225167,232.03026,1.0
0.16596538,129.58755,2.0
0.19086328,155.19824,3.0
0.4193458,104.43085,1.0
0.18669784,154.50945,2.0
0.16671908,129.47015,3.0
0.13774449,143.95532,1.0
0.34441242,178.71893,2.0
0.13246147,138.67827,3.0
0.13440761,142.3929,1.0
0.13676883,135.99023,2.0
0.13219185,139.19156,3.0
0.1464411,146.63701,1.0
1.132482,430.97635,2.0
0.7868686,280.22324,3.0
1.1589795,446.85706,1.0
0.8845941,316.39438,2.0
0.6941001,251.16302,3.0
0.38321763,107.34235,1.0
0.18412231,126.98968,2.0
0.13536352,142.91429,3.0
0.15155983,147.88637,1.0
0.13613483,143.28232,2.0
0.13264768,140.98029,3.0
0.14432535,133.69221,1.0
0.50844413,206.95773,2.0
0.13304977,138.04256,3.0
0.23007585,161.33713,1.0
0.18730149,126.57352,2.0
0.13876922,135.26442,3.0
0.13249862,140.79224,1.0
0.143533,133.89096,2.0
0.13212861,139.9919,3.0
0.13250159,140.79628,1.0
0.31305426,173.877,2.0
0.20418034,157.33664,3.0
0.13309313,138.00525,1.0
0.13211747,139.49277,2.0
0.1321959,140.23653,3.0
0.5002137,205.39491,1.0
0.13251968,140.8207,2.0
0.2988799,171.71873,3.0
