like1,parT,chain
2.5218444,1481.6578,0.0
2.3638587,421.49878,0.0
2.3962436,456.93643,0.0
2.5231256,1936.3076,0.0
1.7647364,175.94208,0.0
1.8933765,205.14139,0.0
2.512976,930.6371,0.0
2.5205388,1266.8007,0.0
2.1618137,295.62924,0.0
2.5205503,1267.8969,0.0
2.5211592,1347.0549,0.0
2.5177946,1074.0405,0.0
2.2068164,316.43927,1.0
1.2248361,35.444893,2.0
1.3695542,105.69348,3.0
2.487667,686.6293,1.0
2.386805,445.8853,2.0
2.2247834,325.51334,3.0
2.483524,666.4233,1.0
2.0709293,258.80603,2.0
1.9556085,221.98282,3.0
2.3507984,410.50003,1.0
2.3372958,399.50125,2.0
2.3233154,388.5025,3.0
1.6150558,147.12546,1.0
1.2958342,91.28518,2.0
1.1901904,63.365036,3.0
1.9330164,215.60342,1.0
2.519102,1148.1272,2.0
1.8044804,184.33026,3.0
1.1192185,21.780256,1.0
1.4137335,113.46082,2.0
1.1949967,67.62054,3.0
1.2052768,44.464367,1.0
1.5341129,133.22359,2.0
2.2272193,326.77527,3.0
1.2147584,28.612576,1.0
1.7732284,177.69392,2.0
0.8503794,14.947937,3.0
1.2860057,89.28179,1.0
1.2086726,72.8701,2.0
1.1905395,53.859966,3.0
2.5142572,956.0977,1.0
2.493552,718.9178,2.0
1.3413302,100.422066,3.0
1.4192703,114.397316,1.0
1.2366652,79.43084,2.0
2.520449,1258.2323,3.0
2.4838955,668.1669,1.0
1.188492,57.685,2.0
0.83524334,14.642489,3.0
2.3427005,403.85245,1.0
1.3377465,99.73709,2.0
1.1887355,60.758675,3.0
1.1979846,47.29923,1.0
2.3162227,383.10852,2.0
1.9315698,215.20387,3.0
2.485072,673.757,1.0
1.0075527,18.43814,2.0
2.4636917,591.16675,3.0
2.5148408,971.31714,1.0
1.1896272,55.130867,2.0
2.4920917,710.4888,3.0
2.5223362,1611.1244,1.0
2.1783884,303.05734,2.0
2.5196354,1186.4515,3.0
2.4179666,490.57245,1.0
2.1996787,312.97806,2.0
2.0280743,244.16238,3.0
1.4439205,118.492065,1.0
1.2002884,70.13616,2.0
2.4871688,684.08374,3.0
2.5229962,1866.0408,1.0
2.510195,883.5248,2.0
2.2587807,344.19977,3.0
1.5118297,129.55516,1.0
2.3463347,406.81946,2.0
1.2065775,72.25155,3.0
1.594214,143.40053,1.0
1.2727371,86.65734,2.0
1.1910083,52.54774,3.0
2.0635931,256.17636,1.0
0.58309907,10.042419,2.0
0.8975605,15.911338,3.0
0.8151855,14.240281,1.0
0.7041248,12.14135,2.0
1.7755289,178.17055,3.0
2.5230248,1880.2631,1.0
1.9151722,210.73097,2.0
1.4091898,112.68673,3.0
2.5221205,1549.1794,1.0
2.5188174,1129.8341,2.0
2.2874062,362.71835,3.0
1.55114,136.04385,1.0
2.2828543,359.67276,2.0
1.2205733,75.97759,3.0
1.9059827,208.3257,1.0
0.74934596,12.976879,2.0
0.6708714,11.509649,3.0
1.2064214,44.05947,1.0
0.9701427,17.523426,2.0
0.8446762,14.832388,3.0
2.5185134,1111.6554,1.0
1.1903646,63.66461,2.0
2.3725708,430.0067,3.0
1.3216563,96.55924,1.0
1.1894286,55.75359,2.0
2.4950788,728.1473,3.0
