like1,parT,chain
1.181628,2018.1412,0.0
0.6266672,757.22845,0.0
1.0867765,1656.4952,0.0
0.483583,124.66693,0.0
0.8264907,1064.0457,0.0
0.6221917,747.54175,0.0
0.7315328,920.7392,0.0
0.67112756,833.6579,0.0
0.9425028,1280.0792,0.0
1.0452331,1530.2507,0.0
0.8317786,385.9263,0.0
0.75339997,952.77295,0.0
0.6980911,522.70306,1.0
0.6031838,619.8642,2.0
1.0874608,1658.6556,3.0
0.66616243,542.31055,1.0
0.59618956,644.92615,2.0
0.6030031,696.23395,3.0
0.77161175,450.41125,1.0
0.61077607,603.8199,2.0
0.5991115,680.5242,3.0
0.60792714,609.7921,1.0
0.7436509,482.52026,2.0
0.5956343,658.0891,3.0
0.56407934,112.388725,1.0
0.67391086,291.77628,2.0
0.41563135,136.94514,3.0
0.8850313,1162.2286,1.0
0.60611844,706.3861,2.0
0.51183903,250.54346,3.0
0.8093775,356.69052,1.0
0.60044515,686.0325,2.0
0.59621704,665.4793,3.0
0.58297485,109.769135,1.0
0.6858436,295.97482,2.0
0.86248446,1122.4332,3.0
1.0975587,1690.7528,1.0
0.9188766,1228.1555,2.0
0.5995964,682.5503,3.0
0.8058642,418.52023,1.0
0.60303706,620.24335,2.0
0.7291512,917.2961,3.0
1.0268378,56.24891,1.0
0.38054705,144.39642,2.0
0.77711904,444.838,3.0
0.71900177,308.01926,1.0
0.5955681,654.6157,2.0
0.31118226,186.79826,3.0
0.49343222,123.05307,1.0
0.34144774,154.92567,2.0
0.308288,170.86197,3.0
0.30534548,179.02371,1.0
0.38047957,213.651,2.0
0.3281596,196.33736,3.0
0.99973357,1413.342,1.0
0.7282077,915.93115,2.0
0.59643674,667.2257,3.0
0.66150165,545.48706,1.0
0.6057388,614.0187,2.0
1.0180631,1458.5326,3.0
0.4049711,221.10228,1.0
0.33787668,200.06299,2.0
0.332441,157.98442,3.0
0.39142662,217.057,1.0
0.3228205,193.95949,2.0
0.30691168,182.41072,3.0
0.66399246,543.76996,1.0
1.2048804,2128.292,2.0
0.6313543,571.1127,3.0
0.8036927,1028.4036,1.0
0.45751873,235.94984,2.0
0.6802908,847.2412,3.0
0.3230974,161.71007,1.0
0.30880404,170.36688,2.0
0.30559808,174.6953,3.0
0.30899015,170.19757,1.0
0.6650355,543.06433,2.0
0.6322461,768.50037,3.0
0.62644166,576.623,1.0
0.347958,203.4059,2.0
0.31159657,187.13394,3.0
1.0461369,1532.7196,1.0
0.40869007,222.18225,2.0
1.2024341,2116.3994,3.0
